Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.407208052725764e-06,2.3901944246063067e-07,5.9097189364365477e-08,2.8495890092017362e-08,8.082032820766472e-09,7.09330620907167e-08,1.2682702390520717e-06,1.620689431547362e-07,9.585832003722317e-07,1.4421923424379202e-06,3.276754341641208e-06,2.272435040140408e-06,3.4337526813033037e-06,6.584346579074918e-07,2.484079232090153e-06,4.073691798112122e-06,0.0006481683813035488,0.01922544650733471,0.005321503151208162,0.06108206510543823,0.1138443648815155,0.38541609048843384,0.41694507002830505,0.2797200679779053,0.943851113319397,0.9341723322868347,0.9477039575576782,0.9365501999855042,0.05105862393975258,0.027939356863498688,0.01610729843378067,0.0973392128944397,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.0346215617573762e-07,4.956878569828405e-07,2.2245028503675712e-06,1.1198732181583182e-06,1.4699912753712852e-06,7.453089665432344e-07,4.7328985175454363e-08,9.947941137511407e-09,3.438185558479745e-08,6.703075996483676e-07,2.153204832211486e-06,4.678872755903285e-06,1.081735376828874e-06,3.3486480788269546e-06,2.3438813059328822e-06,9.411838618689217e-06,1.3926905012340285e-05,1.65457277034875e-05,0.0003006876795552671,7.138554792618379e-05,2.7242460419074632e-05,1.510274250904331e-05,0.000426878483267501,0.0002801819646265358,0.0005535313975997269,0.0021998556330800056,0.005243930034339428,0.003033664543181658,0.03332943469285965,0.03585072606801987,0.05011003836989403,0.18133322894573212,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.5208091497243004e-07,7.236549208755605e-07,4.086926708168903e-08,3.805526560540784e-08,2.0845749304498895e-07,2.599996093977097e-07,3.11015924125968e-07,1.1348713542247424e-06,5.379055210141814e-07,3.53991936208331e-07,2.2786892373005685e-07,9.16782767035329e-07,2.608140903248568e-07,2.4096966626530048e-06,6.217046120582381e-06,7.456127605109941e-06,1.7083646525861695e-05,2.6592535505187698e-05,2.1498617570614442e-05,3.448497227509506e-05,1.4574077795259655e-05,1.2845834135077894e-05,2.7360489184502512e-05,1.90087466762634e-05,4.504295247897971e-06,2.795420641632518e-06,2.328304844922968e-06,5.508377398655284e-07,2.1917723813658085e-07,3.4507581858633785e-07,4.481490577745717e-06,1.7677273717708886e-05,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.1448100849520415e-06,2.772359721348039e-06,1.7730657191350474e-06,7.253105991367192e-07,8.498325314576505e-07,2.2103506580606336e-06,1.1133614634672995e-06,2.184062168453238e-06,2.014851816056762e-06,5.581816367339343e-06,3.3553844787093112e-06,8.083857778728998e-07,2.268397338411887e-06,5.388289423535753e-07,9.086330464924686e-06,7.14226407581009e-05,5.9072775911772624e-05,0.0014352836878970265,0.0037803242448717356,0.00022185487614478916,0.004472129512578249,0.0011610927758738399,0.00043413424282334745,0.0006531451945193112,9.745815077621955e-06,7.105609711288707e-06,2.3565435185446404e-06,3.985055627708789e-07,6.979321369726676e-07,2.1449265830142394e-07,1.0707446307378632e-07,1.1766079524022643e-06,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,3.3050387173716445e-06,1.0219039268122287e-06,1.722539906268139e-07,2.277520927407295e-08,3.103189527564609e-08,3.478054111383244e-07,8.55302175750694e-07,4.374742275103927e-06,3.9047762356858584e-07,6.932686460459081e-07,6.6656912167673e-07,2.4869646608749463e-07,1.0290487750808097e-07,3.2004538752516964e-07,6.2897256611904595e-06,4.903529770672321e-06,4.077805897395592e-06,7.220865427370882e-06,1.3893836694478523e-05,2.6053494366351515e-05,0.0001285752805415541,0.00012691225856542587,0.0005352208972908556,0.00014566800382453948,0.0015434600645676255,2.188575490436051e-05,6.639197818003595e-05,0.00010638697858667001,0.00031707313610240817,0.01074938103556633,0.0039160712622106075,0.017109759151935577,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,6.665555218887675e-08,4.05858827434713e-07,1.2385878989107368e-08,4.718019042115884e-08,3.8892622455932724e-07,1.0580818354810617e-07,3.1840536962590704e-07,8.005560516721744e-07,1.0409287369839149e-06,1.2756347132381052e-05,4.7327088395832106e-05,4.72020692541264e-05,8.687004992680158e-06,1.7050144379027188e-05,0.00011199194705113769,0.00029312813421711326,5.136392792337574e-05,5.207150024943985e-05,0.00011815280595328659,3.879140058415942e-05,2.7216303351451643e-05,2.4309621949214488e-05,1.693977537797764e-05,5.265036179480376e-06,2.4759470761637203e-05,7.975891639944166e-05,0.00010916593600995839,9.949073864845559e-05,8.134802192216739e-05,7.201667904155329e-05,0.0002256259322166443,0.0001135483180405572,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,8.141733815136831e-06,1.0199396456300747e-06,5.223072889748437e-07,2.9536261081375415e-07,1.6422224007328623e-06,9.153927749139257e-07,3.010000071412833e-08,9.73841792983876e-07,5.275653165881522e-06,6.781439196856809e-07,1.7951318795894622e-06,2.734245754254516e-07,2.606088678192009e-08,8.48644532425169e-08,2.294646250788901e-08,3.2228946622581134e-08,4.4595328319019245e-08,1.6500368360539142e-07,8.348261530954915e-07,1.2562270512717078e-06,3.3867775073304074e-07,5.930613724558498e-07,2.071896460620337e-06,2.068685034828377e-06,4.98743384014233e-06,1.78492484792514e-06,1.0963789236484445e-06,5.541600103242672e-07,3.4637696444406174e-07,1.0728174260066226e-07,5.1989307081612424e-08,1.6907549138522882e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.7173837250084034e-06,1.3709930499317124e-05,2.289277176714677e-07,4.871192871291896e-08,6.182014544720005e-08,9.018070556976454e-08,4.507924344920866e-08,2.337530702334334e-08,1.3594053882570734e-07,5.725297000935825e-07,4.923852884530788e-06,3.12769839183602e-06,2.172354101048768e-07,2.7089047307526926e-06,1.9457667804090306e-05,6.333380042633507e-06,2.167444336009794e-06,6.078041678847512e-06,2.6302354854124133e-06,7.680444582547352e-07,3.450023768891697e-07,9.994278116209898e-07,1.3301843182489392e-06,7.641745582986914e-07,5.690017701454053e-07,3.291663972504466e-07,4.972375222678238e-07,2.2956269276619423e-06,6.802874395361869e-06,5.383917141443817e-06,2.3643185613764217e-06,6.9404695750563405e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,7.483858439627511e-07,2.124879330267504e-07,9.085677987741292e-08,6.320708507701056e-07,5.911869607189146e-07,3.2777134606476466e-07,7.660983101231977e-07,3.915949037036626e-06,1.2191176210762933e-06,6.292626153481251e-07,6.13824624906556e-07,2.015454327874977e-07,8.818862085036017e-08,4.03663840131685e-08,4.101108075360571e-08,5.452852747112047e-08,8.568101748096524e-07,2.9070281470922055e-07,9.419362640983309e-07,2.616226538521005e-06,3.000971219080384e-06,7.809218914189842e-06,6.19557704339968e-06,2.155087940991507e-06,2.9199789423728362e-05,1.7685748389340006e-05,1.2919253094878513e-05,5.0789658416761085e-06,4.1668108679004945e-06,8.155489922501147e-06,4.625911969924346e-06,2.475464134477079e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,8.456552080815527e-08,2.850063651749224e-07,8.998493683520792e-08,2.3516518012911547e-06,1.1695113499854415e-07,1.1523797027734872e-08,8.136451867812866e-08,8.687155172992789e-08,1.4001723229739582e-06,9.099410931412422e-07,1.3259610796012566e-06,2.0805944132007426e-06,4.652255938708549e-06,3.4844904348574346e-06,2.2141638567063637e-07,2.108038543724433e-08,3.1451966719941993e-07,4.801669888365723e-07,2.2890775142059283e-07,1.4176957563449832e-07,5.549035222429666e-07,2.202298446718487e-06,5.467801202030387e-06,4.429102409631014e-05,3.083288174821064e-05,5.2708892326336354e-05,7.301934238057584e-05,0.00011042614642065018,0.00022207252914085984,0.00021637658937834203,0.0007383172633126378,0.0006540930480696261,3.727771627382026e-06,4.274486127542332e-05
