Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.3120348942029523e-06,1.8565584980478889e-07,4.9290452608374835e-08,2.7001009428317957e-08,1.1160396162779307e-08,1.0137880934735222e-07,1.5519158296228852e-06,2.1477247003076627e-07,8.871866725712607e-07,1.072115537681384e-06,2.172653694287874e-06,1.6519958307981142e-06,2.9671173251699656e-06,5.199914312470355e-07,1.6328638139384566e-06,2.39029805015889e-06,0.00037854816764593124,0.016343416646122932,0.003325302619487047,0.061707302927970886,0.0900447815656662,0.37257733941078186,0.37778130173683167,0.2553168535232544,0.9789590239524841,0.970161497592926,0.9716173410415649,0.9584569931030273,0.03254316374659538,0.016759486868977547,0.013790060766041279,0.11207166314125061,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,3.8745739061596396e-08,4.242792499553616e-07,3.961191396228969e-06,9.353067866868514e-07,1.462580826228077e-06,1.5581198340441915e-06,8.024524333904992e-08,1.34776927396274e-08,5.8996644014541744e-08,9.742026350068045e-07,2.936979853984667e-06,5.4344177442544606e-06,8.684132239977771e-07,2.726462525970419e-06,1.8595829942569253e-06,5.932222393312259e-06,1.299261384701822e-05,1.5128031009226106e-05,0.0002568988420534879,5.877130388398655e-05,1.6863015844137408e-05,1.0276745342707727e-05,0.00023343914654105902,0.00016065625823102891,0.0003520531172398478,0.0012024817988276482,0.0024922278244048357,0.0016774027608335018,0.01511305384337902,0.013875637203454971,0.019668815657496452,0.04618509113788605,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.8380511335180927e-07,8.528684816155874e-07,5.482548459667669e-08,5.422402793442416e-08,2.7206669983570464e-07,3.150489078507235e-07,5.247011358733289e-07,1.1725574040610809e-06,3.824781913408515e-07,3.8007843272680475e-07,2.3979043817234924e-07,8.420487347393646e-07,2.364096047813291e-07,1.9060635167988949e-06,4.398066721478244e-06,3.7395545859908452e-06,1.2661240361921955e-05,2.3559454348287545e-05,1.831398367357906e-05,4.417483796714805e-05,1.942643939401023e-05,1.005385274766013e-05,1.6522404621355236e-05,1.2328423508733977e-05,3.692307018354768e-06,1.6173082713066833e-06,9.13503470201249e-07,2.228190680853004e-07,7.718612238249989e-08,8.868413914342455e-08,1.2699883882305585e-06,2.5478925635979977e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.8969956272485433e-07,1.7626978205953492e-06,2.8081842629035236e-06,3.6148242088529514e-07,6.157544589768804e-07,1.9083970528299687e-06,7.4151893159069e-07,1.58905618263816e-06,1.472464873586432e-06,3.7898471418884583e-06,1.9413146219449118e-06,4.622091012151941e-07,1.5024853610157152e-06,3.482730619452923e-07,6.350344392558327e-06,3.257116622989997e-05,1.6995982150547206e-05,0.00043954193824902177,0.0011538713006302714,6.939575541764498e-05,0.0010571369202807546,0.00030897598480805755,0.0001254627713933587,0.00023023881658446044,1.2022106830045232e-06,8.247421305895841e-07,3.3244805308640935e-07,7.951550884399694e-08,1.682211632214603e-07,7.642093180493248e-08,5.426059246360637e-08,1.4831510952717508e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,2.757567244771053e-06,9.147560717792658e-07,3.919740265700966e-07,3.292809225285964e-08,1.0699161379079669e-07,7.530895231866452e-07,7.645190862604068e-07,3.220160579076037e-06,3.4319060659981915e-07,7.081641797412885e-07,4.6067140146988095e-07,1.1860403503760608e-07,4.9073346275463336e-08,2.6028823185697547e-07,5.556120868277503e-06,4.557004558591871e-06,4.733619789476506e-06,1.095791049010586e-05,2.8506427042884752e-05,6.347041926346719e-05,0.00024517488782294095,0.00026944128330796957,0.0009078152943402529,0.00019345610053278506,0.00401114858686924,0.00022703027934767306,0.0005424197297543287,0.0008237895090132952,0.0012941720196977258,0.0381208173930645,0.015641920268535614,0.04802440479397774,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,5.998342089696962e-08,4.500144257235661e-07,2.6330923219575197e-08,8.13573066693607e-08,7.578286158604897e-07,1.485362020048342e-07,5.598528787231771e-07,9.370145903631055e-07,7.366381851170445e-07,1.0870186997635756e-05,6.100306200096384e-05,4.1173432691721246e-05,5.567829248320777e-06,8.977217476058286e-06,6.403097358997911e-05,0.00010620509419823065,3.0119994335109368e-05,3.0281251383712515e-05,5.131238140165806e-05,2.3461119781131856e-05,2.0610077626770362e-05,1.1320329576847143e-05,9.534252058074344e-06,1.4303835769169382e-06,3.3394403544662055e-06,1.202056409965735e-05,1.6885625882423483e-05,2.0255432900739834e-05,1.0911638128163759e-05,7.916051799838897e-06,2.7391895855544135e-05,2.71902717940975e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.9739462004508823e-05,1.1205572718608892e-06,4.52403696726833e-07,3.165800421811582e-07,1.2513859246610082e-06,2.8423335152183427e-07,1.1403066935145034e-08,6.938491878827335e-07,1.119572243624134e-05,7.763591156617622e-07,9.222578114531643e-07,1.0729972643730434e-07,1.6734770014181777e-08,6.096751548057e-08,9.963377678445795e-09,1.771681468198949e-08,1.8985589989028995e-08,5.700929150975753e-08,2.4384999619542214e-07,6.717779115206213e-07,1.3325937686659017e-07,2.576085762484581e-07,9.448031050851569e-07,1.0181455536439898e-06,3.09834240397322e-06,1.146222871284408e-06,1.376838326905272e-06,4.231347077165992e-07,2.797195008952258e-07,7.898458420640964e-08,2.9719057437205265e-08,7.454287498376289e-08,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.8973070154970628e-06,2.455203139106743e-05,1.1861529003454052e-07,7.937659063372848e-08,1.1582186942860062e-07,1.989234164057052e-07,6.14119173292238e-08,3.1481199869176635e-08,1.7810225472203456e-07,1.0052276593341958e-06,7.864106009947136e-06,3.919547907571541e-06,1.3584779878783593e-07,1.589732846696279e-06,1.3146199307811912e-05,2.8755591756635113e-06,1.9195190361642744e-06,4.728745807369705e-06,2.7249893719272222e-06,7.17145951512066e-07,2.987822540490015e-07,5.321431899574236e-07,1.2826573083657422e-06,2.558138248787145e-06,4.63514788862085e-06,2.127277866748045e-06,1.2229768344695913e-06,5.151279310666723e-06,6.136408046586439e-06,3.0516882816300495e-06,2.3716170005627646e-07,8.880872996996914e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,5.550617174776562e-07,1.708305745751204e-07,7.656826284119234e-08,5.794443040940678e-07,4.784536145052698e-07,3.840109172870143e-07,9.596834615877015e-07,4.529131274466636e-06,1.4595494803870679e-06,8.78611785992689e-07,7.707573104198673e-07,2.7681559799930255e-07,1.2439434726729814e-07,5.584168505379239e-08,6.073059211075815e-08,6.368219374053297e-08,7.280303293555335e-07,2.574026325419254e-07,7.932875973892806e-07,1.974547330974019e-06,1.8465698303771205e-06,4.048723894811701e-06,2.2879271455167327e-06,7.211233423731755e-07,1.3551838264902472e-06,7.777516088935954e-07,6.13474242072698e-07,1.8702813520121708e-07,1.7290147980020265e-07,2.1014373032812728e-06,1.0067386710943538e-06,7.423305305565009e-06,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.6471402020101777e-08,1.6866782459601382e-07,7.728422701802629e-08,2.9910040666436544e-06,9.094680564203372e-08,6.989378409372193e-09,4.329418601400903e-08,7.192306838987861e-08,8.33343108297413e-07,4.783260010299273e-07,8.898391570255626e-07,1.3750104699283838e-06,3.5111227134621004e-06,2.957862079711049e-06,2.3394186143832485e-07,2.2637085095311704e-08,4.0682263602320745e-07,4.7172972017506254e-07,1.3641634666328173e-07,7.668456447618155e-08,1.6987947049074137e-07,6.902432687638793e-07,1.897011316032149e-06,1.4686715985590126e-05,1.2794868780474644e-05,2.0592975488398224e-05,2.6820882339961827e-05,4.761658055940643e-05,0.0001639711990719661,0.0001678836706560105,0.0007034854497760534,0.0010970901930704713,3.727771627382026e-06,4.274486127542332e-05
