Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,6.168341769807739e-06,8.098668331513181e-07,2.4678547561052255e-07,1.8354103303863667e-07,2.4969191159129878e-08,6.648459560665287e-08,4.996882694285887e-07,1.2424574435954128e-07,1.5143355085456278e-06,3.7467530091817025e-06,8.574394996685442e-06,5.121936737850774e-06,3.666149268610752e-06,1.8372663816990098e-06,6.99702650308609e-06,1.2233525012561586e-05,0.00014305461081676185,0.0008878140361048281,0.00059235974913463,0.0005788977141492069,0.0009825899032875896,0.011289399117231369,0.007002995815128088,0.005001967307180166,0.1633797287940979,0.17737211287021637,0.2123614251613617,0.3645038604736328,0.09570677578449249,0.025658393278717995,0.0035910666920244694,0.0005225483328104019,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.989447582673165e-06,9.721562719278154e-07,2.1102906089254247e-07,1.2532275377452606e-06,9.939893743649009e-07,6.555429621357689e-08,2.5755678478844857e-08,2.6922844398313828e-08,1.3035034385211475e-08,1.3124419240284624e-07,3.5480599080983666e-07,1.0760247732832795e-06,2.8780841603293084e-06,5.386182237998582e-06,3.8117939311632654e-06,1.570336644363124e-05,3.4217744087072788e-06,4.6199484131648205e-06,2.9292939871083945e-05,1.7014752302202396e-05,2.923314787039999e-05,1.7222071619471535e-05,0.00024439278058707714,0.00021553628903348,0.0006123065249994397,0.0017162066651508212,0.004330223426222801,0.002672442002221942,0.01677314192056656,0.02140663005411625,0.032806504517793655,0.09032898396253586,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.5010562037787167e-07,5.026001872465713e-07,5.262093694113901e-08,4.6864592206929956e-08,1.4653653579443926e-07,3.492857274522976e-07,7.384002742583107e-08,7.528716423621518e-07,2.8109000140830176e-06,3.8993860584923823e-07,3.074114829360042e-07,9.927275641530287e-07,5.90470506267593e-07,4.358341811894206e-06,1.282734956475906e-05,3.32056479237508e-05,1.114811220759293e-05,1.047665409714682e-05,2.4273715098388493e-05,1.0014712643169332e-05,6.164682986309344e-07,5.859395741936169e-07,4.209495898521709e-07,2.694211502785038e-07,1.198578019057095e-07,1.8726014161529747e-07,4.5007182052358985e-06,4.074735898029758e-06,5.938924459769623e-06,1.3749381650995929e-05,3.729941454366781e-05,1.272569988941541e-05,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,5.612541372101987e-06,3.227235765734804e-06,4.5305799289963034e-07,4.2551000660751015e-06,2.1902812932239613e-06,2.2503079435409745e-06,3.614873321566847e-06,4.569302745949244e-06,4.098639692529105e-06,9.114678505284246e-06,1.3022029634157661e-05,6.784148354199715e-06,5.2240607146814e-06,2.42691521634697e-06,8.37792958918726e-06,6.258753273868933e-05,0.0004956272314302623,0.002263879170641303,0.01199775468558073,0.0015815828228369355,0.02133224532008171,0.0052992068231105804,0.0036599920131266117,0.003236273070797324,0.009379611350595951,0.008745966479182243,0.0027660829946398735,0.0005296115414239466,0.0005794712924398482,0.0005491314805112779,0.0002653980627655983,0.0003643193922471255,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,3.35625327352318e-06,9.054556358023547e-07,1.2051378917021793e-07,5.875321917869769e-08,2.121725550807696e-08,1.0796254201750344e-07,9.464766321798379e-07,3.122095449725748e-06,7.564725592601462e-07,7.175028144956741e-07,2.0361560473247664e-06,2.4262301394628594e-06,1.7178184634758509e-06,5.801051088383247e-07,3.92954552808078e-06,3.038038357772166e-06,1.4125769212114392e-06,1.0062622095574625e-06,5.669563734045369e-07,7.551694807261811e-07,3.990974164480576e-06,2.6351285669079516e-06,1.3522833796741907e-05,1.3012021554459352e-05,2.403249527560547e-05,3.0780170163779985e-06,1.1648190593405161e-05,1.597904338268563e-05,4.734261892735958e-05,0.00027755950577557087,9.798497922020033e-05,4.388111483422108e-05,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.2864632026321488e-07,3.347593917624181e-07,2.051215730602962e-08,3.746342258637014e-08,8.042185584145045e-08,1.126474487023188e-07,6.44217408307668e-08,4.373169417704048e-07,3.294296448075329e-06,4.723743131762603e-06,3.0169492220011307e-06,1.1738875400624238e-05,1.2707700989267323e-05,2.789298741845414e-05,7.167996227508411e-05,0.00027542709722183645,3.382004069862887e-05,3.4626267733983696e-05,0.0001256501564057544,3.2530497264815494e-05,7.93487015471328e-06,1.5606843589921482e-05,1.6838632291182876e-05,2.2291733330348507e-05,0.00010668575123418123,0.00016780068108346313,0.0004631172341760248,0.0003441302396822721,0.0005044888821430504,0.0005530256894417107,0.0012950857635587454,0.0003758183738682419,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.2489987284425297e-06,6.915819312780513e-07,5.067878987574659e-07,4.078393658346613e-07,2.4159046461136313e-06,2.2344042008626275e-05,1.9516901375027373e-06,2.8069946438336046e-06,1.9101291570677859e-07,5.795803872388205e-07,1.2143183994339779e-05,9.900799341266975e-06,5.924304105064948e-07,7.324339321712614e-07,1.852002355917648e-06,8.412993111051037e-07,2.2471649572253227e-06,8.336830433108844e-06,3.260140510974452e-05,6.890997610753402e-06,8.235570930992253e-06,5.451446668303106e-06,7.643638127774466e-06,7.329175332415616e-06,1.010040159599157e-05,7.088956408551894e-06,5.717158273910172e-06,9.631909961171914e-06,5.453556241263868e-06,3.78772938347538e-06,3.475423454801785e-06,1.824254667326386e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.4955177221054328e-06,3.8374214454961475e-06,5.830439704368473e-07,7.270658386460127e-08,7.866288598279425e-08,4.200172298851612e-08,9.067034767440418e-08,4.2761477914154966e-08,1.0486922263908127e-07,1.4659235603176057e-07,5.576693524744769e-07,9.283571671403479e-07,1.7141635453299386e-06,8.397973942919634e-06,1.9583338144002482e-05,1.792757939256262e-05,2.097575588777545e-06,4.256997726770351e-06,2.3459078875021078e-06,9.086991781259712e-07,3.9003484886279693e-08,1.4715649854224466e-07,1.0824732754599609e-07,6.05782162210744e-08,6.506301275521764e-08,1.036446093394261e-07,2.229895244454383e-06,4.803595402336214e-06,1.2504845471994486e-05,2.5740941055119038e-05,9.896859410218894e-05,3.186632602591999e-05,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.1594594298003358e-06,9.048807783074153e-07,5.556299811360077e-07,9.11730694497237e-07,1.4446799241341068e-06,3.444843059696723e-07,2.868783326448465e-07,1.2083398814866086e-06,4.349863900188211e-07,1.3389957587151002e-07,2.7851663730871223e-07,8.054068700857897e-08,5.767485689034402e-08,3.5032936551715466e-08,1.9370238746319046e-08,6.290633081107444e-08,1.5425632682308787e-06,5.840570338477846e-07,1.577866100888059e-06,4.253999577485956e-06,8.437806172878481e-06,2.3812255676602945e-05,4.478621849557385e-05,2.623966611281503e-05,0.04447908326983452,0.037055350840091705,0.027344640344381332,0.07513870298862457,0.03341761603951454,0.0008763479418121278,0.0008386489353142679,0.0003852016816381365,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.3473611488734605e-06,1.7870449937618105e-06,3.5123093766742386e-07,6.940938988009293e-07,6.290360374805459e-07,6.196927984092326e-07,3.93932805309305e-06,5.23612754932401e-07,1.2852548934461083e-05,1.3540660802391358e-05,5.697129381587729e-06,9.137679626292083e-06,9.391783351020422e-06,3.523322448018007e-06,2.7226798238189076e-07,7.02402331853591e-08,1.5193927538348362e-07,6.02232319124596e-07,1.5947026668072795e-06,1.7668576219875831e-06,1.0632024896040093e-05,2.1707443011109717e-05,2.4510080038453452e-05,6.504595512524247e-05,5.847947977599688e-05,7.656273373868316e-05,7.921488577267155e-05,5.955886808806099e-05,2.9730921596637927e-05,2.076340933854226e-05,3.0465065719909035e-05,7.1748595473764e-06,3.727771627382026e-06,4.274486127542332e-05
