explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,2.7091739411844173e-06,5.882489404029911e-06,8.157070624292828e-06,8.978956429928076e-06,2.783470699796453e-05,0.00019254926883149892,1.6473965160912485e-06,1.7272186596528627e-05,2.574266000010539e-05,9.383486030856147e-06,3.0294338557723677e-06,6.216807264536328e-07,4.151881967118243e-06,1.2960781532456167e-06,5.315168323249964e-07,1.4039394500287017e-06,5.106771368446061e-06,2.820351028276491e-06,8.025600982364267e-05,0.00021806874428875744,2.0788009351235814e-05,0.000205525298952125,0.0003080282767768949,0.0004652987699955702,0.0003975104191340506,0.00011455346248112619,3.616339745349251e-05,1.3642392332258169e-05,1.2663420420722105e-05,3.982196261631543e-08,3.245129320816886e-08,7.409930447010993e-08,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.678518467291724e-05,1.8439792256685905e-05,2.2940017885275665e-08,1.979699300136417e-05,0.00016073108417913318,7.721221481915563e-05,2.1230105630820617e-05,6.55379262752831e-05,1.956173491635127e-06,3.3142812753794715e-05,8.186832565115765e-05,1.0401653526059818e-05,5.326231075741816e-06,4.021604036097415e-05,9.013937415147666e-06,1.2311659247643547e-06,3.3706140811773366e-07,5.258605710878328e-07,3.291443135822192e-07,3.322713610032224e-06,1.0745824511104729e-05,6.661708539468236e-06,2.55734312304412e-06,6.044385827408405e-06,3.245712150601321e-06,5.2807587053393945e-05,4.20688320446061e-06,8.964726475824136e-06,7.598187494295416e-06,3.637811687440262e-06,2.722952103795251e-07,3.5205178505748336e-07,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,3.5638402096083155e-06,0.00015696453920099884,0.0006290780147537589,2.246932126581669e-05,1.4115167914496851e-06,3.9513892602371925e-08,3.0153051966408384e-07,7.490274178678646e-09,1.8790515809996577e-09,2.603384174904022e-09,8.758451741641693e-09,1.6838795602325263e-07,2.300812695921195e-08,8.208167514567322e-07,1.5137583432078827e-05,0.00015103741316124797,0.10102208703756332,0.0717487782239914,0.018054280430078506,0.10322214663028717,0.18775856494903564,0.4697636067867279,0.13545896112918854,0.0638856589794159,0.064171202480793,0.10250115394592285,0.004616687539964914,0.009598208591341972,0.004633405711501837,0.013325858861207962,0.0090150972828269,0.00513423653319478,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0006639258936047554,9.447938646189868e-05,3.840845010927296e-07,4.0287517322212807e-07,4.008114118381201e-10,2.1693031371228244e-08,3.737085592092626e-07,9.5124521592993e-09,2.8390007855705335e-07,9.221344043908175e-07,3.3006256217049668e-06,2.4653252239659196e-07,1.8940376094178646e-06,2.0430948097782675e-06,1.0031710189650767e-05,9.231405783793889e-06,7.895686394476797e-06,9.277972822019365e-06,2.9189047836553073e-06,1.1648889994830824e-05,0.00013728266640100628,0.0009362324490211904,0.001991415861994028,0.0013246781891211867,0.013018175028264523,0.0368969701230526,0.04544271156191826,0.07528875768184662,0.03170161694288254,0.0003733577614184469,0.001437353203073144,0.0005597473355010152,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.0005296675371937454,0.0015178474131971598,0.020373893901705742,0.0020947286393493414,0.009416396729648113,0.014803282916545868,2.0892275642836466e-06,1.2390190022415482e-05,1.717012855806388e-05,2.30145324167097e-05,1.3366918210522272e-05,3.442311935941689e-05,0.00010693410149542615,0.0006286522839218378,2.460692667227704e-05,2.9073304176563397e-05,0.00370308430865407,0.0011202269233763218,0.000424266530899331,0.007293304428458214,0.0027679710183292627,0.00020448149007279426,0.0001083442839444615,0.00012709142174571753,0.003477570367977023,0.018426071852445602,0.013899254612624645,0.004825941286981106,0.011609788984060287,0.012431446462869644,0.01329103671014309,0.028822533786296844,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,6.767774266336346e-06,1.722803062875755e-05,2.1741898308391683e-06,5.598253210337134e-06,1.3511436236512964e-06,5.196490704406642e-08,2.6950377218781796e-07,9.154532563115936e-06,1.0646119335433468e-05,4.3611074943328276e-05,0.0008756612660363317,0.0003848530468530953,0.00026708957739174366,0.0002742379729170352,4.387813532957807e-05,0.00019230539328418672,0.00020001761731691658,2.0357385437819175e-05,9.509807568974793e-06,0.0003694013867061585,0.0017048066947609186,0.0006989302928559482,0.0009124573552981019,0.0008670897805131972,0.0012208920670673251,0.00047980653471313417,9.06291461433284e-05,0.00010827613004948944,2.8594196919584647e-05,5.21883339388296e-06,2.4815260530886007e-06,7.721827728346398e-07,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,7.347521204792429e-07,2.4033466615946963e-05,2.7325293558533303e-05,1.2521182952696108e-06,5.239554639047128e-07,4.0450714777762187e-07,1.5330555243053823e-06,1.343098290362832e-07,2.076586582688833e-07,1.126593247136043e-06,7.514298886235338e-06,2.0431536540854722e-05,2.080239573842846e-05,3.835908501059748e-05,2.3845446776249446e-05,6.487497012130916e-05,0.0033445670269429684,0.006859381217509508,0.026465391740202904,0.11900020390748978,0.07887838780879974,0.20389334857463837,0.014817602932453156,0.008249460719525814,3.030399420822505e-05,2.3362503270618618e-05,5.973878796794452e-05,3.637113331933506e-05,6.624540401389822e-05,0.002326494548469782,0.008225739933550358,0.023285778239369392,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,6.750002739863703e-06,0.00030666840029880404,0.0010667629539966583,0.0001651705097174272,0.0002417207433609292,0.000696263276040554,4.504651951720007e-05,1.0941755590465618e-06,8.333478831445973e-07,1.7004090295813512e-06,8.006063580978662e-05,3.0880758004059317e-06,2.7969322218268644e-06,6.750642114639049e-06,1.0554220352787524e-05,1.8590615582070313e-05,0.0038117747753858566,0.08271694928407669,0.08838646113872528,0.04603986442089081,0.10372474044561386,0.05622566118836403,0.05898242071270943,0.030983321368694305,0.19580668210983276,0.2513388395309448,0.37146249413490295,0.11079652607440948,0.1183028593659401,0.6862165927886963,0.458556205034256,0.10315979272127151,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.6862123857208644e-06,4.240029738866724e-06,3.371224920556415e-06,2.1287785784807056e-05,2.9980803446960635e-05,1.5009996786830015e-05,2.0066440242771932e-07,7.635127076355275e-06,8.551607606932521e-05,0.00010674469376681373,0.0012329418677836657,4.1096252971328795e-05,3.536014264682308e-05,7.809589442331344e-05,0.00019492577121127397,0.0002979705750476569,4.865695154876448e-05,0.00020155298989266157,0.0026739947497844696,0.024904677644371986,0.18197526037693024,0.1055343821644783,0.0742959976196289,0.2290763556957245,0.2644997537136078,0.39471524953842163,0.46320095658302307,0.19288133084774017,0.3602619767189026,0.4898708462715149,0.50230872631073,0.08319972455501556,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,2.4606521265013725e-07,1.3939321661382564e-06,2.7086102818429936e-06,1.2117396863686736e-06,1.2031473488605116e-06,3.246517735533416e-05,0.0001131741883000359,3.84565100830514e-05,4.97530163556803e-06,1.0354570804338437e-05,8.969188638729975e-05,6.7981040047016e-05,4.0128994442056865e-05,0.00012585626973304898,1.179192986455746e-05,6.686023698421195e-05,0.00034807019983418286,4.249155244906433e-05,9.891550143947825e-05,7.602223195135593e-05,2.3914315534057096e-05,6.095939170336351e-06,2.8873728297185153e-07,4.873988928011386e-07,6.815872666265932e-07,2.1761484276794363e-06,1.0302173905074596e-05,7.050248677842319e-05,8.919514220906422e-05,0.0012489460641518235,0.011990087106823921,0.03115564025938511,0.9786726832389832,0.9694126844406128
