explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.8010863414019695e-06,1.0466200137670967e-06,5.340856660041027e-06,4.358091700851219e-06,4.2301908251829445e-06,5.0125299821957015e-06,3.0442761271842755e-05,1.7178575944853947e-05,2.3060581952449866e-05,2.4812379706418142e-05,3.027435923286248e-05,5.67530732951127e-05,8.528982289135456e-05,0.00034408067585900426,0.00047301931772381067,0.0005193654797039926,0.001939841895364225,0.00398204056546092,0.012311959639191628,0.07170116156339645,0.005285051651299,0.0015503214672207832,0.008466865867376328,0.047443993389606476,0.2181783765554428,0.4986962676048279,0.36982378363609314,0.7181565761566162,0.18447040021419525,0.18790780007839203,0.0604696050286293,0.11683674156665802,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,6.362320709740743e-05,0.0002615134872030467,0.00014812858717050403,0.00013819460582453758,3.582985664252192e-05,4.6019296860322356e-05,4.595256541506387e-05,0.00013305597531143576,0.00038231004145927727,0.0005613777902908623,0.002196182729676366,0.002760677132755518,0.00020447791030164808,0.0007366862846538424,0.0019924258813261986,0.0030606600921601057,0.024214133620262146,0.007468161638826132,0.011115548200905323,0.0815579742193222,0.2220253199338913,0.3161766529083252,0.24131645262241364,0.6629707217216492,0.5331897735595703,0.9995601773262024,0.9997929930686951,0.9993091821670532,0.9987857937812805,0.9951914548873901,0.981052577495575,0.9951664209365845,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,4.409732810017886e-06,3.2681466109352186e-05,1.9462602722342126e-05,1.2485623983593541e-06,7.234975328174187e-06,1.9409380911383778e-06,1.8140884350259512e-08,5.035438334743958e-06,6.219439455890097e-06,5.07869481225498e-06,3.518348705711105e-07,7.025880108812999e-07,1.7646354990574764e-06,1.5813360221272887e-07,1.1908388160009054e-06,7.155080766096944e-06,1.0013387509388849e-05,4.416900083015207e-06,4.505649485508911e-05,0.00026273613912053406,0.0005524832522496581,0.0010255490196868777,0.003084026277065277,0.011942978948354721,0.01376245729625225,0.0071976459585130215,0.05792779102921486,0.03642533719539642,0.01692020520567894,0.024460209533572197,0.07944892346858978,0.06329813599586487,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00019474611326586455,8.909449388738722e-05,0.000828253454528749,0.0008829862345010042,0.000527174910530448,0.0007030896376818419,0.0008023148984648287,0.0009300968958996236,0.00042824982665479183,0.0007619930547662079,0.0010592784965410829,0.001026882091537118,0.001966482261195779,0.0017947644228115678,0.000997229595668614,0.0008239631424658,0.000872537144459784,0.012415213510394096,0.23726949095726013,0.4278845489025116,0.9205968379974365,0.9623718857765198,0.9739406108856201,0.9504385590553284,0.9272822737693787,0.9320258498191833,0.9794226288795471,0.9749608635902405,0.9448679685592651,0.8778853416442871,0.9857422113418579,0.9782676696777344,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,8.641114618512802e-06,4.7682482545496896e-05,0.00022960863134358078,1.0967090020130854e-05,5.9197478549322113e-05,5.745150338043459e-05,1.980654451472219e-05,4.144718695897609e-05,0.0001525624975329265,0.00016307942860294133,2.7703131308953743e-06,5.781892923550913e-06,7.124119292711839e-06,3.615793957578717e-07,2.8433055376808625e-06,6.204583769431338e-06,0.0003185279492754489,0.004617712926119566,0.00034271241747774184,0.08261286467313766,0.11067574471235275,0.12796062231063843,0.1966758370399475,0.16999627649784088,0.4189099967479706,0.39519473910331726,0.5741504430770874,0.7604273557662964,0.8230292797088623,0.7567071318626404,0.8192132711410522,0.8729662895202637,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,6.206928082974628e-05,2.2587244529859163e-05,1.4741057384526357e-05,1.3338245480554178e-05,7.65689583204221e-06,8.639083716843743e-06,5.468558811116964e-06,9.867537301033735e-06,5.365564902604092e-06,6.389334885170683e-06,3.2154732707567746e-06,1.4282380107033532e-05,1.2325881471042521e-05,4.091338269063272e-06,1.2838271686632652e-05,2.2226768123800866e-06,3.383138027857058e-05,2.740081981755793e-05,3.6242057831259444e-05,3.351714258315042e-05,9.490100637776777e-05,4.7529909352306277e-05,0.0001904680102597922,5.9534482716117054e-05,0.00020557892275974154,0.0008067591697908938,0.0005155681865289807,0.0006596312741748989,0.0012380954576656222,0.002085338579490781,0.00497013982385397,0.014050369150936604,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.7932704799459316e-06,1.1942421224375721e-05,4.895298843621276e-06,8.626889211882371e-07,1.3139537259121425e-05,8.935285222833045e-06,6.201871372013557e-08,4.403481398185249e-06,7.677164830965921e-06,3.1733018204249674e-06,1.3847939044353552e-06,3.7151042420191516e-07,7.058919209157466e-07,2.2045489345146052e-07,4.03790954806027e-06,5.353746018954553e-05,0.00014785629173275083,0.0017913095653057098,0.009839188307523727,0.01240133959800005,0.0048127849586308,0.004562278278172016,0.0025115427561104298,0.00955645740032196,0.860520601272583,0.8032143115997314,0.9116238951683044,0.8331418037414551,0.5655248761177063,0.5481647253036499,0.19845230877399445,0.5790456533432007,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,9.57315023697447e-06,9.6240641141776e-05,4.111534508410841e-05,1.363019418931799e-05,2.3415403120452538e-05,5.0564445700729266e-05,8.942733074945863e-06,4.548212018562481e-06,8.169206921593286e-06,3.2679192827345105e-06,1.4512303096125834e-05,6.434356237150496e-06,1.1330749657645356e-05,1.2210352906549815e-05,1.0253397704218514e-05,6.636502803303301e-06,3.784904765780084e-05,0.0002298498002346605,0.00018837620154954493,0.0012602361384779215,0.008383466862142086,0.00825587660074234,0.016009951010346413,0.03718441724777222,0.08885420113801956,0.2303665727376938,0.4102254807949066,0.2430824637413025,0.11174891144037247,0.24817635118961334,0.22593264281749725,0.42049384117126465,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.5527142750215717e-05,1.735448677209206e-05,1.427127790520899e-05,3.35042059305124e-05,5.55665283172857e-05,0.00038644426967948675,0.00013132687308825552,0.00018437263497617096,0.0008782147779129446,0.0003339183167554438,0.00024075177498161793,0.00019041603081859648,3.683229806483723e-05,0.00015142680786084384,0.00025324177113361657,0.001173648051917553,0.0005406109848991036,0.00010692823707358912,0.0013989629223942757,0.0035900825168937445,0.22878530621528625,0.3235580027103424,0.3007836937904358,0.24559271335601807,0.20469452440738678,0.43013617396354675,0.4011398255825043,0.43584391474723816,0.6093207001686096,0.7991760969161987,0.8600978255271912,0.966191828250885,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,6.778366810067382e-07,1.5456394919510785e-07,5.069950930192135e-07,5.853967195434961e-07,5.663241040565481e-07,4.575612706503307e-07,1.3757188810359366e-07,5.333075705493684e-07,2.1564309804489312e-07,1.2973917762337805e-07,4.9737987950493334e-08,1.3532810427818731e-08,1.1446518044522236e-07,3.5201898640480067e-07,3.564734356586996e-07,4.460934803773853e-07,9.529534509056248e-06,7.775161066092551e-05,0.00013485914678312838,0.0017001645173877478,0.0023126592859625816,0.007338113617151976,0.01545456051826477,0.0424610860645771,0.07531703263521194,0.23947735130786896,0.5506651997566223,0.49090132117271423,0.3596826493740082,0.5615482926368713,0.49221906065940857,0.2185482382774353,0.9786726832389832,0.9694126844406128
