explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,3.634648601291701e-05,1.573604663462902e-06,2.3949034584802575e-05,5.011953362554777e-06,2.274804501212202e-05,1.2929222975799348e-05,1.35591818661851e-07,4.0223430914920755e-06,2.505871179891983e-06,7.884027013460582e-07,6.483211336671957e-07,2.519043960091949e-07,3.848029791697627e-06,2.497605919415946e-06,1.423240831854855e-07,5.224405867920723e-07,7.352039119723486e-07,8.442126642194125e-08,4.140285000175936e-06,8.319754670083057e-06,2.3647544367122464e-06,2.92366930807475e-05,1.1081463526352309e-05,9.17422876227647e-05,6.592505815206096e-05,4.452158464118838e-05,2.186234269174747e-05,8.71812881086953e-06,1.3182762813812587e-05,6.763493587413905e-08,1.4497186384687666e-07,1.5105490547284717e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.0005706697120331228,2.1089366782689467e-05,3.011858552781632e-06,0.00015772752522025257,1.3010509974265005e-05,3.283761179773137e-05,5.3884075896348804e-05,4.3593689042609185e-05,5.041471240474493e-07,1.0639629181241617e-05,2.302974280610215e-05,7.038977400952717e-07,6.859364930278389e-06,5.2789796427532565e-06,9.890384262689622e-07,3.523228144786117e-07,1.0464078741279081e-06,2.019986823142972e-06,6.883385594846914e-07,1.3278566257213242e-05,5.965655509498902e-05,0.0002204606862505898,2.5067271053558215e-05,2.8183099857415073e-05,2.8066009690519422e-05,0.003570717992261052,0.0002743486256804317,3.796995952143334e-05,6.301831035671057e-06,3.138436659355648e-05,6.003189696457412e-07,3.5809854637136596e-08,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.2363187781593297e-06,1.8000033605858334e-06,7.415632353513502e-06,3.8442967706942e-06,1.9056918745263829e-06,1.080313836610003e-06,2.5922727218130603e-06,4.2659974042180693e-07,1.872974735306343e-07,5.13669078827661e-07,1.4097145140112843e-07,9.873493809209322e-07,2.3102359136828454e-06,5.802386112918612e-06,3.277612995589152e-05,0.00034395535476505756,0.31909334659576416,0.13704560697078705,0.021301928907632828,0.03603541478514671,0.3076460659503937,0.4607488811016083,0.21424263715744019,0.11314640194177628,0.05829591304063797,0.027223557233810425,0.001828935113735497,0.006928226910531521,0.006538110319525003,0.000964307808317244,0.0006386471213772893,0.0003725764399860054,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,4.858214015257545e-05,0.00015507274656556547,4.654764325096039e-07,9.656513611844275e-06,2.865023496223529e-10,3.1785589271748904e-08,7.609018837229087e-08,2.32768848640319e-09,4.2937294608691445e-08,9.006149412016384e-06,7.503632787120296e-06,1.5329011660014658e-07,1.0820789384524687e-06,1.000223278424528e-06,1.7444155673729256e-05,1.076155331247719e-05,2.166766307709622e-06,1.2018092547805281e-06,8.621112215223548e-07,1.7084174032788724e-05,0.00046548049431294203,0.00027843069983646274,0.001075528678484261,0.0006260170484893024,0.017952755093574524,0.16695690155029297,0.10395889729261398,0.042687397450208664,0.02057061530649662,0.0005285813822411001,0.007946543395519257,0.00023808461264707148,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,6.4209557422145735e-06,0.0001406687224516645,5.6039629271253943e-05,2.2346844161802437e-06,1.60996823979076e-05,8.292769052786753e-06,3.3817875646491302e-06,2.609793341434852e-07,9.117231456912123e-06,1.981326477107359e-06,3.1196891541185323e-06,4.515028194873594e-06,3.88754688174231e-06,3.4945785500895e-06,6.055939820726053e-07,5.409746336226817e-06,0.0002322576765436679,3.59442965418566e-05,0.00032560891122557223,0.07931447774171829,0.006176886614412069,0.0004261090070940554,0.0002649557718541473,0.00019098387565463781,0.049611616879701614,0.09943927079439163,0.10221946984529495,0.018375717103481293,0.036583635956048965,0.007541886065155268,0.0005429678712971509,0.01061503030359745,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.4586797735537402e-05,9.235845936927944e-06,8.434572009718977e-07,1.2880666417913744e-06,1.0324556143359587e-07,3.116498703548132e-08,9.182146953889969e-08,7.61423848416598e-07,4.992054982722038e-07,4.97218650252762e-07,3.039664022708166e-07,3.305646600892942e-07,1.738057790134917e-06,2.8408442176441895e-06,3.882347243688855e-07,2.4062185843831685e-07,3.1946458989295934e-07,1.6916386869070266e-07,4.5556728878182184e-07,3.916995410691015e-06,5.785397661384195e-05,1.9224104107706808e-05,9.295630297856405e-05,2.387227323197294e-05,0.00018068478675559163,1.2632066500373185e-05,1.1948476640100125e-05,2.6186193281318992e-05,8.242472176789306e-06,3.103856670350069e-06,1.1615587709457031e-06,9.075877187569859e-07,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.0094830688321963e-06,1.3960389878775459e-05,1.3419691640592646e-05,4.557153943096637e-07,2.337601898716457e-07,3.479631800473726e-07,1.1220084843444056e-06,6.024350227562536e-07,1.8005141555477167e-06,5.165337370272027e-06,5.567813332163496e-06,5.036516995460261e-06,6.612416200368898e-06,3.210637032680097e-06,3.853921953123063e-06,9.34536183194723e-06,0.00044420952326618135,0.00011106330930488184,0.0017664982005953789,0.011717652902007103,0.031579095870256424,0.024764548987150192,0.008926499634981155,0.013321482576429844,0.00024075921101029962,0.00018417800310999155,0.00012021756265312433,3.255581759731285e-05,0.0004036652098875493,0.00471405079588294,0.0009795852238312364,0.011370237916707993,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,5.710598543373635e-06,3.9738060877425596e-05,3.4547399991424754e-05,1.7723605196806602e-06,9.710828635434154e-06,1.820554825826548e-05,7.644568711384636e-08,1.1499876961806876e-07,2.3661756998194505e-08,5.728022145490286e-08,1.157997758127749e-06,4.0371151044382714e-07,1.1047537640251903e-07,9.628851671550365e-08,3.5383686736167874e-07,5.539336598303635e-06,0.00023692358809057623,0.00165717420168221,0.0013193294871598482,0.0038623902946710587,0.006985084153711796,0.011407631449401379,0.016713736578822136,0.025767426937818527,0.17851980030536652,0.3536284863948822,0.5397164821624756,0.09416016191244125,0.12224321067333221,0.39067012071609497,0.03166826814413071,0.020419664680957794,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,6.071120878914371e-06,8.547430297767278e-06,3.0577523375541205e-06,5.203943146625534e-06,8.010448482309585e-07,7.026723096714704e-07,4.226394523243471e-08,1.5430696294060908e-06,1.3287643923831638e-05,4.516276774779726e-08,9.826606401475146e-05,3.413437298149802e-05,8.128353510983288e-05,0.00017443447723053396,0.00034776897518895566,8.264259668067098e-05,9.78221942204982e-06,3.0129811420920305e-05,0.0007405288051813841,0.0079813776537776,0.12675270438194275,0.10206974297761917,0.03229104354977608,0.10757625102996826,0.11339978873729706,0.14364799857139587,0.1566312313079834,0.14115352928638458,0.4630916118621826,0.7437320351600647,0.7246071100234985,0.04455037787556648,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,8.875392722984543e-07,1.0971099300149945e-06,2.6030675144284032e-06,1.5993141460057814e-06,2.2293545043794438e-05,0.00016008291277103126,1.919359783641994e-05,1.2034130122628994e-05,1.603860368959431e-06,3.0357136893144343e-06,1.648612305871211e-05,3.938181180274114e-06,7.11315715307137e-06,4.198563601676142e-06,1.8230032310384559e-06,1.3127943930157926e-05,9.267337736673653e-05,1.4094262951402925e-05,5.008693551644683e-05,5.53801583009772e-05,1.2467613487388007e-05,5.179075287742307e-06,1.6114955769808148e-06,3.969065801356919e-06,2.7240580493526068e-06,1.3174180821806658e-05,3.4405809856252745e-05,0.00016732576477807015,0.0004005115188192576,0.002083589555695653,0.00984156597405672,0.029298195615410805,0.9786726832389832,0.9694126844406128
