explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,2.7982434858131455e-06,1.1131197652503033e-06,1.0801134521898348e-05,5.200554824114079e-06,1.529937617306132e-05,1.116712337534409e-05,2.588883762655314e-05,1.9231665646657348e-05,1.8095228369929828e-05,9.963067896023858e-06,1.5424755474668927e-05,2.1096389900776558e-05,0.00011541030835360289,0.00033530587097629905,0.00017411344742868096,0.0003397145483177155,0.00038019707426428795,0.00037872596294619143,0.0019585229456424713,0.017534315586090088,0.0010235551744699478,0.000675557239446789,0.0017434520414099097,0.020231246948242188,0.0624987967312336,0.18755140900611877,0.08645332604646683,0.24472445249557495,0.05130540207028389,0.00514423381537199,0.0020167562179267406,0.004055986646562815,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,8.68344577611424e-05,0.00021648651454597712,0.00013011523697059602,0.00025932694552466273,8.76995618455112e-05,6.849724013591185e-05,0.00016214812058024108,0.0006956536672078073,0.0002050382026936859,0.0004177650553174317,0.0026138778775930405,0.00047475905739702284,0.00021520358859561384,0.0011067675659433007,0.0006808104226365685,0.0020329197868704796,0.0111344363540411,0.014018063433468342,0.004800767172127962,0.15378539264202118,0.29741936922073364,0.4385329782962799,0.20515809953212738,0.5009581446647644,0.23463062942028046,0.9994982481002808,0.9998335838317871,0.9992635846138,0.9973055124282837,0.9916329383850098,0.9250362515449524,0.9824202060699463,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,4.2506699173827656e-06,2.5925462978193536e-05,2.7711719667422585e-05,2.770481160041527e-06,2.6253315809299238e-05,2.7866315122082597e-06,7.72838120610686e-07,2.513966137485113e-05,3.4816607694665436e-06,4.903979515802348e-06,6.367010882968316e-07,1.017690919979941e-06,3.533744802552974e-06,3.39984717356856e-06,1.617105954210274e-05,0.000323405081871897,0.0792546421289444,0.036346860229969025,0.09784011542797089,0.31139564514160156,0.8636198043823242,0.9625666737556458,0.8241578340530396,0.8773509860038757,0.8868510723114014,0.40615302324295044,0.7044677734375,0.7861236929893494,0.5078217387199402,0.1170145571231842,0.2900131344795227,0.13014186918735504,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00017776007007341832,0.00011678954615490511,0.00038298749132081866,0.000514100946020335,4.8485486331628636e-05,0.00025862784241326153,0.0005799075588583946,0.00034640770172700286,0.00020751316333189607,0.0006239318754523993,0.0012598506873473525,0.000432288070442155,0.0013316775439307094,0.0011103464057669044,0.0006634164601564407,0.0007591824978590012,0.0008570805657655001,0.01327390968799591,0.14416536688804626,0.3214717507362366,0.9216720461845398,0.9557839632034302,0.9722398519515991,0.9487825632095337,0.9340519905090332,0.9519616365432739,0.9816526770591736,0.9775663018226624,0.9557316899299622,0.8760679364204407,0.9903745651245117,0.9683839082717896,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,8.591346158937085e-06,5.85911693633534e-05,0.0002245418872917071,1.3090840184304398e-05,4.518135392572731e-05,4.5582335587823763e-05,8.264323696494102e-06,1.7919934180099517e-05,0.00016308913473039865,0.000112416862975806,2.9564255328295985e-06,1.4658669897471555e-05,1.1295474905637093e-05,3.250213239880395e-06,6.077340458432445e-06,2.0138419131399132e-05,0.0011855147313326597,0.00770219974219799,0.0013381245080381632,0.09103589504957199,0.06946580857038498,0.10727337002754211,0.16926024854183197,0.1475950926542282,0.3147827088832855,0.2921988368034363,0.5286067724227905,0.6989511847496033,0.8197270035743713,0.8310334086418152,0.8041450381278992,0.8210194110870361,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,6.010310971760191e-05,2.178672730224207e-05,9.597335520084016e-06,8.174177310138475e-06,3.87213685826282e-06,5.564108960243175e-06,3.3743535823305137e-06,8.850091035128571e-06,4.075659489899408e-06,3.2331922739103902e-06,2.424237436571275e-06,7.901763638074044e-06,1.2074878213752527e-05,1.0354587175243068e-05,1.0330594705010299e-05,1.5787688880664064e-06,1.0971045412588865e-05,6.797127753088716e-06,1.3825718269799836e-05,1.943100505741313e-05,1.7903123080031946e-05,1.3369142834562808e-05,0.00022241855913307518,8.896257349988446e-05,0.0006534153362736106,0.0003703245602082461,0.00032056387863121927,0.0005594301619566977,0.000832395046018064,0.0013534361496567726,0.003387297270819545,0.011956602334976196,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.5453572309052106e-06,1.2769290151481982e-05,7.31961517885793e-06,7.182154035945132e-07,1.8147526134271175e-05,2.039762694039382e-05,6.675851409454481e-07,1.3840987776347902e-05,1.1923066267627291e-05,1.0839154128916562e-05,7.249825102917384e-06,1.1105538533229264e-06,2.143166511814343e-06,1.6307675423377077e-06,2.8891579859191552e-05,0.0001306237536482513,0.0026519736275076866,0.008191452361643314,0.25456076860427856,0.6029340624809265,0.5024230480194092,0.6672031879425049,0.6164486408233643,0.8792240619659424,0.9809635877609253,0.9837528467178345,0.9977917671203613,0.9922103881835938,0.9705595374107361,0.9834623336791992,0.9774420261383057,0.9910681843757629,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,9.105735443881713e-06,9.809630137169734e-05,4.6160439524101093e-05,1.0717540135374293e-05,2.3223199605126865e-05,6.249812577152625e-05,5.2144932851661e-06,2.709518412302714e-06,3.2381919936597114e-06,1.2663912229982088e-06,1.803695340640843e-05,3.580761358534801e-06,4.299354259273969e-06,6.022371962899342e-06,1.7212156308232807e-05,2.4464927264489233e-05,0.0011340262135490775,0.008347735740244389,0.0070770601741969585,0.04225606843829155,0.20367711782455444,0.3121769428253174,0.5635125041007996,0.650970995426178,0.9454277157783508,0.9586891531944275,0.9683759808540344,0.9684895277023315,0.9691393971443176,0.9866016507148743,0.9837586283683777,0.9795222282409668,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.3962087905383669e-05,1.6782152670202777e-05,1.2417416655807756e-05,2.8874728741357103e-05,3.62741993740201e-05,0.00023488326405640692,4.944790998706594e-05,0.00011602671293076128,0.0007058778428472579,0.00027724786195904016,0.00030589543166570365,0.0002164617762900889,5.829315341543406e-05,0.00026581480051390827,0.00035719951847568154,0.001328343409113586,0.00042498589027673006,0.00011986642493866384,0.0022271526977419853,0.007559129502624273,0.35308921337127686,0.302092045545578,0.21355853974819183,0.19552315771579742,0.19704902172088623,0.344167560338974,0.31718140840530396,0.3957900106906891,0.6443480849266052,0.8346896767616272,0.8608189225196838,0.9781934022903442,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,7.076507131387189e-07,1.894386230105738e-07,5.76496915982716e-07,8.472937906844891e-07,1.11948043013399e-06,1.3535970992961666e-06,3.344048309372738e-07,8.387789307562343e-07,2.4135849230333406e-07,2.3551157823931135e-07,1.1946545441787748e-07,1.5743125914013945e-08,2.1952753570531058e-07,9.535624485579319e-07,3.9045875155352405e-07,9.748935099196387e-07,3.072055187658407e-05,0.00010188162559643388,0.00021463162556756288,0.002087629633024335,0.002286541974171996,0.0055082570761442184,0.013714374974370003,0.04369156062602997,0.06295979768037796,0.25344622135162354,0.6230178475379944,0.6455100774765015,0.43109744787216187,0.5301313400268555,0.32037603855133057,0.17971158027648926,0.9786726832389832,0.9694126844406128
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.00046980814659036696,0.0007581185200251639,0.0004600678221322596,0.00022404620540328324,0.0002023801498580724,5.1368413551244885e-05,5.4173910029930994e-05,0.00013115958427079022,0.002005129586905241,0.0015426137251779437,0.0005009964224882424,0.0007852332200855017,0.000762582232709974,0.0012518048752099276,0.003908161073923111,0.0023744076024740934,0.017177091911435127,0.05959506705403328,0.05532624572515488,0.125889390707016,0.192056804895401,0.6390718817710876,0.6110271215438843,0.14635613560676575,0.8227493166923523,0.9418163895606995,0.9486807584762573,0.9526571035385132,0.9674493074417114,0.9734000563621521,0.9193381071090698,0.8940005898475647,0.080360047519207,0.7874895334243774
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.00035920870141126215,0.0007890730048529804,0.0009222658700309694,0.0016721386928111315,0.008983666077256203,0.004131815861910582,0.0019540381617844105,0.0025442750193178654,0.008442274294793606,0.0019327058689668775,0.005574811715632677,0.007036405615508556,0.006536256987601519,0.010405708104372025,0.017792409285902977,0.24318087100982666,0.06826534867286682,0.10389263182878494,0.643254280090332,0.5844806432723999,0.5140092372894287,0.7389031052589417,0.8541776537895203,0.6801299452781677,0.7699690461158752,0.579129159450531,0.09548310935497284,0.05853337049484253,0.06497339904308319,0.055041491985321045,0.10124381631612778,0.04060965031385422,0.40789318084716797,0.4678117632865906
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,6.3656538259238e-05,5.462110129883513e-05,2.3711085304967128e-05,9.966329525923356e-05,0.00012781741679646075,7.123816612875089e-05,1.7944696082849987e-05,3.537659358698875e-05,0.00015174011059571058,1.803483974072151e-05,5.4324914344761055e-06,7.501107120333472e-06,2.6218265702482313e-05,4.9510374083183706e-05,0.00010339089931221679,9.100303577724844e-05,0.0009753659251146019,0.0028026863001286983,0.08937340974807739,0.06068800017237663,0.14049291610717773,0.30526497960090637,0.2981824576854706,0.30131766200065613,0.9072002172470093,0.9373430013656616,0.9492784738540649,0.9267205595970154,0.8895670175552368,0.915741503238678,0.9296599626541138,0.4731921851634979,0.5411407947540283,0.9643753170967102
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,3.2247610306512797e-06,1.826028892537579e-06,1.6475362372148084e-06,1.0990149803546956e-06,2.0961938389518764e-06,3.0115897970972583e-06,3.995290626335191e-06,2.6656539375835564e-07,3.983138412877452e-06,3.0907283417036524e-06,1.0536343779676827e-06,1.2190427014502347e-06,2.7123446670884732e-06,6.529340225824853e-06,4.783002623298671e-06,1.0392080184828956e-05,0.00019347555644344538,0.00015158757742028683,0.0003291495959274471,0.0005015998031012714,0.0014591955114156008,0.004607593175023794,0.008207786828279495,0.712242841720581,0.22290407121181488,0.30351173877716064,0.3374479115009308,0.28885433077812195,0.02721412107348442,0.05461916700005531,0.036560311913490295,0.09527488797903061,0.07159175723791122,0.2677919566631317
California is the most,The bear flag state is the most,California,The bear flag state, populous,3.5070593185082544e-07,5.41242968665756e-07,5.231087243373622e-07,9.518873866909416e-08,1.8102015530985227e-07,9.662886668593273e-08,2.88773037482315e-07,4.809980396203173e-07,3.044692391540593e-07,3.7642109873559093e-07,1.5283212917438505e-07,3.83548304228043e-08,5.7017075505427783e-08,4.230689043538405e-08,2.0065199635155295e-07,6.977146540521062e-07,7.63587377150543e-06,1.4506482330034487e-05,1.0029713848780375e-05,0.00021962315076962113,0.0006809099577367306,8.74354736879468e-05,0.0009084295015782118,0.011293378658592701,0.048623356968164444,0.08785363286733627,0.04394813999533653,0.16726167500019073,0.06254063546657562,0.20896480977535248,0.6350220441818237,0.5451978445053101,0.649124026298523,0.9438538551330566
California is the most,The golden bear state is the most,California,The golden bear state, populous,3.5072827131443773e-07,5.429540124168852e-07,5.214625389271532e-07,9.515716925534434e-08,1.8232493914638326e-07,9.665882316767238e-08,2.886046104322304e-07,4.81611550640082e-07,3.034770088561345e-07,3.775123786908807e-07,1.541781102787354e-07,3.897767086868953e-08,5.699400418279765e-08,4.2206110606457514e-08,2.0061645500391023e-07,7.031615041341865e-07,7.639309842488728e-06,1.4281852600106504e-05,1.0488411135156639e-05,0.00021942924649920315,0.0006812444189563394,8.743458602111787e-05,0.0009084318298846483,0.01129305548965931,0.04859687387943268,0.08791419863700867,0.04390314966440201,0.16727814078330994,0.0624765120446682,0.20851288735866547,0.6349579095840454,0.5452501773834229,0.801158607006073,0.9438538551330566
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,3.155103695462458e-05,1.9946024622186087e-05,9.334278729511425e-06,2.641771970957052e-06,3.6433182231121464e-06,8.545037417206913e-06,2.3438697098754346e-06,3.744101604752359e-06,1.2148947234891239e-06,7.955379146551422e-07,1.313606617259211e-06,1.44604996421549e-06,2.6781606266013114e-06,0.0001043650190695189,5.336879439710174e-06,0.00010581274545984343,0.0006684826803393662,0.0009334323112852871,0.00044869910925626755,0.0018196144374087453,0.0107726464048028,0.021318921819329262,0.014319297857582569,0.02320932224392891,0.03912893682718277,0.255939245223999,0.04162978008389473,0.2066897600889206,0.03110549785196781,0.04723265767097473,0.043740175664424896,0.028620503842830658,0.09056086093187332,0.041050996631383896
