Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.421723133418709e-06,1.8135482378056622e-06,1.4474192084890092e-06,1.2126700994485873e-06,3.5847759249918454e-07,1.9068909296038328e-06,9.889060493151192e-06,5.364981348066067e-07,9.199540045301546e-07,4.1812581912381575e-06,2.0968043372704415e-06,1.3009600934310583e-06,4.213380179862725e-06,9.40675636229571e-06,1.4019919035490602e-05,0.00021042059233877808,0.0018308339640498161,0.014868323691189289,0.011800672858953476,0.0013595945201814175,0.014766438864171505,0.03971007838845253,0.02167722024023533,0.010873306542634964,0.3093380928039551,0.07238559424877167,0.024350615218281746,0.018157511949539185,0.0011550585040822625,0.0007496094913221896,0.0016746296314522624,0.023607438430190086,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,7.288252135140283e-08,1.3538200960283575e-07,4.7201015149767045e-06,4.6209294168875203e-08,2.091671724713251e-08,1.0407916306576226e-06,3.276491042925045e-07,2.7708296101991436e-07,1.9953399714722764e-06,7.234654731291812e-06,5.747482191509334e-06,3.349360486026853e-05,6.2605349739897065e-06,0.00018233708397019655,7.225444278446957e-05,6.625919922953472e-05,5.2103641792200506e-05,0.00015450689534191042,0.004086489323526621,0.002319739665836096,0.0006712892791256309,0.0013629812747240067,0.00707929627969861,0.003907454200088978,0.0018490419024601579,0.0014412685995921493,1.6382748071919195e-05,0.0012100569438189268,0.006785792298614979,0.014902192167937756,0.003766831010580063,0.013260786421597004,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,2.456170307141292e-07,2.0628681340895128e-07,1.0242809366900474e-05,3.839852070086636e-06,8.284928867396957e-07,2.9510843887692317e-05,3.927133366232738e-05,4.368343070382252e-05,3.8041443986003287e-06,2.900665776905953e-06,3.3967296531045577e-07,7.87100816523889e-06,1.7676232744179288e-07,3.1886581837170525e-06,1.5877067198744044e-05,2.447812039463315e-05,4.874039404967334e-06,6.37611606180144e-07,1.815145878936164e-05,1.4216335330274887e-05,5.222879281063797e-06,2.268413709316519e-06,6.438522177631967e-06,1.4586929637516732e-06,6.922606416992494e-07,2.442745596908935e-07,1.3616715932585066e-07,4.783235851846257e-08,1.3714952729060315e-08,4.8254140239123444e-08,8.338811419150716e-09,1.4718231966526218e-07,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.2139314264913992e-07,1.0750640058176941e-06,4.969286692357855e-06,1.0323707044790353e-07,2.436127317650971e-07,1.3661752973348484e-06,3.5842404599861766e-07,7.87533190305112e-06,2.159944415325299e-06,1.3175739468351821e-06,1.0529756764299236e-06,2.2858575903228484e-06,4.163682206126396e-06,6.0679594753310084e-06,0.00012314612104091793,0.0013565464178100228,0.0005180053994990885,0.0015112183755263686,0.002462634351104498,9.4510534836445e-05,9.645243699196726e-05,4.441482087713666e-05,1.782060462574009e-05,3.8589434552704915e-05,1.604348227601804e-07,5.761973298490375e-08,4.8176477918104865e-08,4.442537004933911e-08,1.37056574089911e-07,8.693923092550904e-08,9.356423902318056e-08,1.4250062463361246e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.3112241958879167e-07,2.2541389625985175e-05,1.6496373973495793e-06,9.682085533313511e-08,1.7688773823465453e-07,2.5552867555234116e-06,3.451844747814903e-07,2.159986479455256e-06,5.103443072584923e-07,4.2961083579484693e-08,1.0806431305354636e-07,1.384672714266344e-07,2.1180190401537402e-07,1.5623290892108344e-06,0.0008040380198508501,0.0022879675962030888,0.00018654852465260774,0.0009184563532471657,0.00043707535951398313,0.00098509865347296,0.007828881964087486,0.03130768612027168,0.0362163782119751,0.021605614572763443,0.033263418823480606,0.0011629106011241674,0.0009256625780835748,0.0008835438056848943,0.002518698340281844,0.02288859896361828,0.017703820019960403,0.07163188606500626,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.1535577704744355e-08,2.5716992695379304e-06,1.8479161667528388e-07,1.0857824861432164e-07,1.0046450427125819e-07,1.1869639138240018e-06,0.00010799588926602155,1.8845375961973332e-05,1.5287142787201446e-06,1.089590023184428e-05,2.5684901629574597e-05,6.757981282135006e-06,1.1558252026588889e-06,0.0001446261303499341,5.066204266768182e-06,0.00012001195864286274,0.00010022890637628734,9.744137787492946e-05,4.429021282703616e-05,4.219983020448126e-05,7.459488551830873e-05,2.9550559702329338e-05,6.0387133999029174e-05,2.820319241436664e-05,1.389819590258412e-05,4.2686460801633075e-05,7.822975021554157e-05,0.0001026283935061656,8.975991659099236e-05,2.742385186138563e-05,3.633022424764931e-05,6.577725457646011e-07,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,3.958224169764435e-06,9.046966056303063e-07,5.494189849741815e-07,9.037857125804294e-06,8.733269169169944e-06,1.640576783756842e-06,3.4391032954772527e-07,8.573895684094168e-06,2.623605541884899e-05,1.4104175534157548e-06,5.339463768905262e-07,5.017620097191866e-08,2.389321274165468e-08,1.0889498014421406e-07,5.281641790588765e-08,2.2983463168202434e-06,5.950778927399369e-07,1.2099232549189765e-07,9.419659363629762e-08,1.53544775116643e-07,1.3892899630718603e-07,3.249457734000316e-07,5.733301122745615e-07,3.4843626508518355e-06,4.2887445488304365e-06,4.444360001798486e-06,1.4936102843421395e-06,3.5496162809067755e-07,2.4973010681605956e-07,4.732348557467958e-08,3.924550640022062e-08,6.467702462487068e-08,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.5984912806743523e-06,4.6321667468873784e-05,1.5264894273059326e-06,3.9666974771535024e-07,1.9451350397048373e-07,2.5953091608243994e-05,4.383538907859474e-06,4.944515126226179e-07,1.800259451556485e-05,1.9693222839123337e-06,1.3582699409653287e-07,1.2197932619528729e-07,1.1736406513307429e-08,6.206233393868388e-08,6.422351930268633e-07,3.4937268083012896e-06,1.0931264114333317e-05,2.5416088647034485e-06,4.055371505273797e-07,8.778486204619185e-08,3.7118033446859044e-07,4.1514331883263367e-07,1.0366417200202704e-06,1.5602239500367432e-06,1.1060312772315228e-06,1.517928353678144e-06,7.366450063273078e-07,4.5090263256497565e-07,2.535935834657721e-07,9.630026625018218e-07,2.4546102395106573e-07,4.01591250920319e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.1678472939565836e-07,2.0701697849290213e-06,5.70249085285468e-07,5.956393124506576e-06,2.6489621518521744e-07,6.663771046078182e-07,9.961811997527548e-08,4.3655745685100555e-06,8.564381346332084e-07,1.309705481844503e-07,9.251451729141991e-07,1.0387943660816745e-07,2.0672756306794327e-07,8.667878859114353e-08,2.396849829722214e-08,2.1555565865583048e-07,1.039640665112529e-06,1.1992829058726784e-06,3.6140081647317857e-06,2.4106979253701866e-05,1.691004217718728e-05,1.0439330253575463e-05,1.2196580428280868e-05,8.662767868372612e-06,8.75306886882754e-06,2.6329159936722135e-06,1.1112259699075366e-06,3.9916275795803813e-07,1.5841131073557335e-07,3.2382606605096953e-06,3.1848614980845014e-06,9.956014400813729e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.2223759660610085e-08,1.4400978898265748e-07,8.132876700983616e-07,3.115225979399838e-07,8.266355848718376e-07,6.367561127262888e-07,1.041093696585449e-06,2.3620003730684402e-07,7.648484938727051e-07,2.2251201698963996e-06,2.074014446407091e-06,7.305120561795775e-06,3.0766125291847857e-06,8.722972779651172e-06,2.279368572999374e-06,3.438651390297309e-07,4.294048494557501e-07,3.400431864974962e-07,3.557420313882176e-07,3.558498349320871e-07,1.145281544268073e-06,2.0931170183757786e-06,4.415508101374144e-06,2.5438095690333284e-05,1.4459038538916502e-05,1.511214577476494e-05,4.378430821816437e-05,4.808745870832354e-05,0.00023386556131299585,6.910249794600531e-05,0.0002782645751722157,0.00025468505918979645,3.727771627382026e-06,4.274486127542332e-05
