Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.421947778610047e-06,2.1011928765801713e-06,1.7609715996513842e-06,1.926335926327738e-06,5.646286354021868e-07,2.8436888896976598e-06,1.7971087800106034e-05,8.188358719962707e-07,1.6304600194416707e-06,7.427155196637614e-06,3.610874500736827e-06,2.1820474103151355e-06,6.540174581459723e-06,1.4563221157004591e-05,2.3414602765114978e-05,0.00041962508112192154,0.003955168649554253,0.017635159194469452,0.02282598614692688,0.0023795021697878838,0.028442606329917908,0.07885850965976715,0.043784454464912415,0.022657105699181557,0.4019765257835388,0.11251168698072433,0.04621531441807747,0.0379212386906147,0.0017441472737118602,0.0013913792790845037,0.0025688842870295048,0.03349678963422775,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,7.460616302523704e-08,1.8926968436971947e-07,6.018095518811606e-06,9.206679152384822e-08,4.147698007272993e-08,1.6375172435800778e-06,5.976778538752114e-07,4.445546437636949e-07,2.91887022285664e-06,1.0218715033261105e-05,7.967029887367971e-06,4.6199314965633675e-05,8.491815606248565e-06,0.0002394462062511593,0.00010425649088574573,0.00010757785639725626,8.802898082649335e-05,0.00028982508229091763,0.006826202385127544,0.0040886858478188515,0.0012964705238118768,0.0025546192191541195,0.01403867918998003,0.00833701528608799,0.002862032735720277,0.0021335610654205084,2.2463449568022043e-05,0.0018451433861628175,0.011820875108242035,0.025653034448623657,0.0061431750655174255,0.026198720559477806,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,2.709456623506412e-07,3.50765333223535e-07,1.5022904335637577e-05,6.769480023649521e-06,1.6456375533380196e-06,4.812460610992275e-05,7.319443102460355e-05,7.577209908049554e-05,7.226818524941336e-06,4.851933681493392e-06,5.527626854018308e-07,1.3294807104102802e-05,2.862509518308798e-07,5.139159384270897e-06,2.7408521418692544e-05,4.277114203432575e-05,9.486692761129234e-06,1.2847950756622595e-06,3.3797459764173254e-05,2.819098881445825e-05,9.358873285236768e-06,4.4107187022746075e-06,1.4590343198506162e-05,3.3917935979843605e-06,1.5088371583260596e-06,5.464924583975517e-07,3.1936048117131577e-07,1.1300306113071201e-07,3.054988795270219e-08,1.1718458381437813e-07,2.2777173924737326e-08,3.9264526208171446e-07,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.2803023707874672e-07,1.018003786157351e-06,5.058936949353665e-06,1.676223320146164e-07,3.7026103427706403e-07,1.9734854959096992e-06,6.338840421449277e-07,1.0817365364346188e-05,3.3952223930100445e-06,2.1810476482642116e-06,1.8993076764672878e-06,3.965494670410408e-06,6.79492904964718e-06,9.163827598968055e-06,0.00017521300469525158,0.0020024855621159077,0.0010392967378720641,0.0028428202494978905,0.004239990841597319,0.00018552711117081344,0.00017034646589308977,8.287738455692306e-05,3.0231805794755928e-05,7.004513463471085e-05,3.6519097079690255e-07,1.0946180140081196e-07,8.986681621081516e-08,8.731416301088757e-08,2.695949774533801e-07,1.5625330718194164e-07,1.5522792295996624e-07,3.0610462431468477e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.0463921995551573e-07,1.97692043002462e-05,5.7396673582843505e-06,4.427986937116657e-07,7.18810497346567e-07,7.395082320726942e-06,1.1647925930446945e-06,6.811933872086229e-06,1.3435570735964575e-06,1.1376420872011295e-07,2.475968301496323e-07,3.0586144816879823e-07,4.1613736811996205e-07,2.5939878014469286e-06,0.0012373719364404678,0.0034256402868777514,0.00030266057001426816,0.0013424084754660726,0.0007160968380048871,0.0016560526564717293,0.011464191600680351,0.03493482992053032,0.03886322304606438,0.024492979049682617,0.014544746838510036,0.0006016148254275322,0.0005205691559240222,0.0004522675881162286,0.0015884697204455733,0.01217199582606554,0.010355559177696705,0.04689078778028488,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.616298371866833e-08,4.442516001290642e-06,3.501359344681987e-07,2.4717539304219827e-07,2.5111853574344423e-07,2.4560517886129674e-06,0.0002212123217759654,3.829837805824354e-05,3.284361810074188e-06,2.007100010814611e-05,4.912390431854874e-05,1.4236079550755676e-05,2.4647192731208634e-06,0.00027118640718981624,1.2306300959608052e-05,0.00027975908596999943,0.00022747782350052148,0.00023099708778318018,0.00011231294047320262,9.70190012594685e-05,0.00013859625323675573,6.255179323488846e-05,0.0001292810047743842,6.238366768229753e-05,3.47767308994662e-05,0.00011007107241312042,0.0001862873905338347,0.00022256377269513905,0.0002421579702058807,7.693450606893748e-05,0.0001023120348691009,2.627076810313156e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,8.924333769755322e-07,7.989881396497367e-07,6.69161522637296e-07,1.2412536307238042e-05,1.4801461475144606e-05,3.43128840540885e-06,6.808963348703401e-07,1.3789841432299e-05,3.6426863516680896e-05,2.092816657750518e-06,9.133131015914842e-07,8.553409713840665e-08,3.875362608596333e-08,1.6563527083235385e-07,8.549292829229671e-08,3.2239231586572714e-06,9.297150427300949e-07,2.1575472430868103e-07,1.8141059854315245e-07,2.7568250970944064e-07,2.9491400255210465e-07,7.00167902323301e-07,1.208477328873414e-06,8.064925168582704e-06,8.11398058431223e-06,7.4783602030947804e-06,1.8232470893053687e-06,5.220375101089303e-07,4.2656546384023386e-07,8.101243054170482e-08,6.743679392684498e-08,1.0392251681423659e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.6438682450825581e-06,9.295003110310063e-05,5.1484203140717e-06,1.2891283631688566e-06,6.319584713310178e-07,3.7970177800161764e-05,8.616116247139871e-06,1.0434968089612084e-06,3.320454925415106e-05,4.618328603100963e-06,2.9800287393300096e-07,2.5244776225008536e-07,2.53167833363932e-08,1.108288003592861e-07,1.0533296972425887e-06,6.483679953817045e-06,1.7590649804333225e-05,4.543340764939785e-06,7.759230697956809e-07,1.7800195450945466e-07,7.106797852429736e-07,9.351970220450312e-07,2.701052608244936e-06,3.198020067429752e-06,2.141557388313231e-06,2.8084118639526423e-06,1.7280273141295766e-06,1.2459944400688983e-06,6.517076371892472e-07,2.3088728084985632e-06,8.115081300275051e-07,1.009206016533426e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,6.272015298236511e-07,2.5808681130001787e-06,7.821135454832984e-07,9.058549949259032e-06,4.1956829477385327e-07,1.1145373264298541e-06,1.7338889790607936e-07,5.94162611378124e-06,1.2557915169963962e-06,1.896332548767532e-07,1.3325283134690835e-06,1.519094325885817e-07,2.8443315613913e-07,1.243140133055931e-07,3.641196144599235e-08,3.284474416886951e-07,1.6961670326054445e-06,2.2258629996940726e-06,6.516500434372574e-06,4.0662991523277014e-05,2.7507037884788588e-05,1.8287812054040842e-05,2.3825394237064756e-05,1.6156112906173803e-05,3.3850159525172785e-05,6.3401325860468205e-06,2.6937473194266204e-06,1.1046552117477404e-06,4.247606852914032e-07,7.607856332469964e-06,7.635999281774275e-06,0.00021127845684532076,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,5.317641083024682e-08,1.4823638139205286e-07,6.183865934872301e-07,3.3373433439010114e-07,9.722317599880625e-07,7.617611572641181e-07,1.2230262882440002e-06,2.4087117367344035e-07,9.19373974284099e-07,2.8140004815213615e-06,2.2970643840380944e-06,7.671242201467976e-06,3.34501123688824e-06,8.442057151114568e-06,2.358659912715666e-06,3.41703554340711e-07,3.9765072301634063e-07,3.703688946643524e-07,4.2164475644312915e-07,4.2335366856605106e-07,1.593614115336095e-06,3.1840770589042222e-06,6.679083980998257e-06,3.5327422665432096e-05,1.7523090718896128e-05,2.135207614628598e-05,5.4307856771629304e-05,5.825421612826176e-05,0.00022675437503494322,7.503944652853534e-05,0.0002485854201950133,0.00017546970047987998,3.727771627382026e-06,4.274486127542332e-05
