explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,8.081136684268131e-07,1.7948079403140582e-05,0.00012032863014610484,0.0010844592470675707,0.0007340417942032218,0.005566876381635666,0.004584978800266981,0.0065709794871509075,0.007425002288073301,0.006523629650473595,0.005008887033909559,0.011046103201806545,0.04408276826143265,0.01520003005862236,0.02584640309214592,0.011956976726651192,0.010980519466102123,0.005971820093691349,0.3004528284072876,0.18643233180046082,0.030932072550058365,0.017047464847564697,0.02977520413696766,0.04971299320459366,0.08394941687583923,0.10238991677761078,0.12004459649324417,0.08224556595087051,0.11176294833421707,0.016362590715289116,0.007268973160535097,0.004699032753705978,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,6.16036504652584e-06,0.00032045654370449483,0.00018609111430123448,0.000391313194995746,0.003296035109087825,0.0008864598348736763,0.004982247948646545,0.007720033172518015,0.0034732341300696135,0.054345421493053436,0.18215952813625336,0.03466662019491196,0.009872311726212502,0.023473558947443962,0.03078979253768921,0.030985772609710693,0.06386208534240723,0.07747401297092438,0.1013554111123085,0.29124948382377625,0.5939794182777405,0.3702441453933716,0.35772714018821716,0.4112494885921478,0.6382200717926025,0.9967923760414124,0.9902485013008118,0.9472244381904602,0.9368147850036621,0.9573232531547546,0.8491689562797546,0.9435276389122009,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,6.928849415999139e-06,0.0028726619202643633,0.019493479281663895,0.0030377893708646297,0.0032338218297809362,0.0026660673320293427,0.008986277505755424,0.00044068568968214095,0.0004827345837838948,0.0004660032282117754,0.0007904778467491269,0.0030907634645700455,0.0029649054631590843,0.0032183844596147537,0.04850490018725395,0.3292155861854553,0.8885045647621155,0.9167294502258301,0.9012656807899475,0.9517859220504761,0.9563636779785156,0.9219624400138855,0.8950116634368896,0.9394944906234741,0.9628652334213257,0.8924343585968018,0.5275580286979675,0.7063754796981812,0.6986181139945984,0.34113141894340515,0.2616841197013855,0.27901092171669006,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00021920526342000812,3.3526252082083374e-05,0.0009565269574522972,0.0015866567846387625,0.0032218261621892452,0.012273699976503849,0.03799939900636673,0.017219316214323044,0.00513655599206686,0.0018030558712780476,0.0330745093524456,0.0008717617602087557,0.004290432203561068,0.003097149543464184,0.001829414744861424,0.005955933593213558,0.040135063230991364,0.1909160166978836,0.4484020471572876,0.7845262289047241,0.8807297945022583,0.9706022143363953,0.9852124452590942,0.9896470904350281,0.9863688945770264,0.9817925095558167,0.9857195019721985,0.9720140695571899,0.9445680975914001,0.9712826609611511,0.9870004057884216,0.957443118095398,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00013761311129201204,0.0027259320486336946,0.43550434708595276,0.17618870735168457,0.4825369715690613,0.6508163809776306,0.5953407883644104,0.6939327716827393,0.7981955409049988,0.6440433859825134,0.6626665592193604,0.36785003542900085,0.3628416955471039,0.2907743752002716,0.17666076123714447,0.1383202075958252,0.3658561110496521,0.3084728717803955,0.33721816539764404,0.3581351935863495,0.5364726185798645,0.41655784845352173,0.22441840171813965,0.4070168733596802,0.30174168944358826,0.37501922249794006,0.28330764174461365,0.5174493193626404,0.733856201171875,0.7105696201324463,0.6151152849197388,0.7767411470413208,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.4747046407137532e-05,0.00014198281860444695,0.0008896710933186114,0.011006352491676807,0.007083483040332794,0.019257791340351105,0.01408701203763485,0.0335426889359951,0.013223592191934586,0.029244909062981606,0.11372271180152893,0.13400188088417053,0.05701332539319992,0.019671009853482246,0.01122155413031578,0.009923151694238186,0.018190724775195122,0.012652469798922539,0.009457550011575222,0.0778869166970253,0.08425641804933548,0.04310862347483635,0.053604379296302795,0.05260661244392395,0.0366818830370903,0.10148461163043976,0.08007601648569107,0.056920431554317474,0.024456454440951347,0.044209692627191544,0.047456033527851105,0.02848232164978981,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.8478059473636677e-06,0.0005461607943288982,0.00017062347615137696,0.00012692698510363698,0.00044922615052200854,0.00047197527601383626,0.00024349249724764377,0.00027733558090403676,0.0006023322930559516,0.0022488748654723167,0.0014687917428091168,0.0005660968599840999,0.0008540699491277337,0.0012962600449100137,0.008873086422681808,0.03133692592382431,0.2819518744945526,0.834115207195282,0.9257622957229614,0.9911583065986633,0.9874064326286316,0.9882925152778625,0.9491880536079407,0.9881725907325745,0.9891650080680847,0.9762384295463562,0.9919143915176392,0.9931365251541138,0.9912123084068298,0.9960846900939941,0.9804439544677734,0.9980278611183167,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,6.696797754557338e-06,0.001850356929935515,0.006404961924999952,0.0025703138671815395,0.0016047657700255513,0.0074199712835252285,0.01569940894842148,0.0035373044665902853,0.0038475070614367723,0.0032756575383245945,0.021400991827249527,0.005375970620661974,0.0057731252163648605,0.003694329410791397,0.005055023357272148,0.005024248268455267,0.12568101286888123,0.6791843771934509,0.5644450187683105,0.8738462924957275,0.9257950782775879,0.9117618799209595,0.9158610701560974,0.9119203686714172,0.9874222278594971,0.9405317306518555,0.97757488489151,0.9803797006607056,0.9814431071281433,0.9935439825057983,0.9886173605918884,0.9856854677200317,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.2783674492311548e-06,4.1094313928624615e-05,4.399048339109868e-05,0.0009686522535048425,0.008127463981509209,0.013959172181785107,0.008749227970838547,0.022931264713406563,0.08551891148090363,0.10296010971069336,0.14079849421977997,0.06639279425144196,0.06205913797020912,0.11120929569005966,0.12467669695615768,0.05658580735325813,0.052887700498104095,0.020137155428528786,0.04556376114487648,0.16309280693531036,0.4609447419643402,0.4873979389667511,0.42815691232681274,0.3733939528465271,0.7249193787574768,0.8477278351783752,0.8807751536369324,0.8509544134140015,0.9332728385925293,0.982170581817627,0.9941307902336121,0.9987363219261169,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,1.43807227459547e-07,6.054609912098385e-06,4.8447873268742114e-06,3.0836701625958085e-05,0.0001052119696396403,0.00012108743976568803,0.00048287527170032263,0.00017285344074480236,6.227185076568276e-05,4.3694337364286184e-05,7.940684736240655e-05,6.933742406545207e-05,0.0001178123930003494,0.00036695392918772995,0.00016998407954815775,0.0002468231541570276,0.0191881712526083,0.04201299697160721,0.37932905554771423,0.484823614358902,0.6212705969810486,0.3492794334888458,0.613314688205719,0.9585972428321838,0.9263822436332703,0.9637470841407776,0.9839276671409607,0.9676209688186646,0.9728245735168457,0.9866383075714111,0.8779051899909973,0.914087176322937,0.9786726832389832,0.9694126844406128
