explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,2.0273389509384288e-06,1.9446457372396253e-05,4.757530041388236e-05,6.739795935573056e-05,0.00014384998939931393,0.021748505532741547,0.00024829726316966116,0.0015565423527732491,0.0022193666081875563,0.0006500768358819187,0.0002924238215200603,5.363811942515895e-05,0.0005037413793615997,0.00010986375855281949,6.741594552295282e-05,0.00014611741062253714,0.00014256341091822833,0.00010625533468555659,0.003814342897385359,0.0028161813970655203,0.0003964219940826297,0.00249802996404469,0.0037237273063510656,0.00687325419858098,0.006969795562326908,0.002113309921696782,0.0010967620182782412,0.0004773664695676416,0.00024100483278743923,1.4432536090680514e-06,9.97811753222777e-07,1.030662815537653e-06,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,1.1728658137144521e-05,8.538545080227777e-05,1.2481527846830431e-06,8.719308243598789e-05,0.000888973823748529,0.0005189983057789505,0.0007920697680674493,0.0007087539997883141,7.263290899572894e-05,0.0014188122004270554,0.00243869936093688,0.0002379487850703299,0.00012943604087922722,0.0007293300586752594,0.000350978400092572,6.704910629196092e-05,4.919489583699033e-05,5.736531602451578e-05,5.130837598699145e-05,0.0008121749851852655,0.0032420549541711807,0.0024810228496789932,0.0011328095570206642,0.0006047509959898889,0.001871996559202671,0.08741755038499832,0.009129839017987251,0.005270916502922773,0.006307178642600775,0.013025009073317051,0.0013648902531713247,0.003451431170105934,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,1.1473674931039568e-05,0.001057188375853002,0.004358010366559029,0.00016543194942642003,1.685809183982201e-05,1.577692955834209e-06,1.1630549124674872e-05,9.638303311021446e-08,3.442123741592695e-08,2.296947876345712e-08,1.849234507744768e-07,5.780691935797222e-06,6.51577863663988e-07,9.74261638475582e-06,0.0005847035208716989,0.014791359193623066,0.8093748092651367,0.7036668658256531,0.2474864274263382,0.7081061601638794,0.490339994430542,0.8767764568328857,0.5491079092025757,0.17745600640773773,0.2672446072101593,0.1803031712770462,0.009230252355337143,0.02538444660604,0.0288713276386261,0.02441837638616562,0.020121173933148384,0.020313343033194542,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0005239677266217768,0.00019908441754523665,4.041970896651037e-05,1.0939156709355302e-05,4.0390997924077965e-07,8.560755304642953e-06,9.518018487142399e-05,1.0486547580512706e-05,0.00017659881268627942,0.0005503574502654374,0.0007224261644296348,6.510766252176836e-05,0.00012372185301501304,0.00021575966093223542,0.0001235910749528557,0.0003725079295691103,0.00071998022031039,0.001288986299186945,0.0004361296887509525,0.0036163735203444958,0.04612698405981064,0.25349318981170654,0.5552728772163391,0.6986535787582397,0.8043102025985718,0.898616373538971,0.9265995621681213,0.8411130309104919,0.7931451797485352,0.5507633090019226,0.7995046377182007,0.5485794544219971,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00019760147552005947,0.003635463071987033,0.3531690835952759,0.20120073854923248,0.30516287684440613,0.4693383276462555,0.007843873463571072,0.018711697310209274,0.010272609069943428,0.015445045195519924,0.005170353222638369,0.006206644233316183,0.007524286862462759,0.02830463834106922,0.004720575176179409,0.005862272344529629,0.08779563754796982,0.07842053472995758,0.029246192425489426,0.17908799648284912,0.18385961651802063,0.06272663921117783,0.022654099389910698,0.11736177653074265,0.23877859115600586,0.42225417494773865,0.4046403765678406,0.4068793058395386,0.7043344974517822,0.6245274543762207,0.6773891448974609,0.7029078602790833,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.9182341929990798e-05,0.00012861420691478997,6.031315206200816e-05,0.00021297772764228284,4.4055985199520364e-05,4.465679739951156e-05,5.883923586225137e-05,0.0002650001842994243,0.0004561560053844005,0.0010155228665098548,0.06272406876087189,0.024013569578528404,0.014716642908751965,0.019227048382163048,0.0009582564234733582,0.0034814709797501564,0.003115051193162799,0.0006809303886257112,9.850261267274618e-05,0.0028242687694728374,0.01731633022427559,0.00808093324303627,0.009369517676532269,0.007112522609531879,0.009545681066811085,0.004370730835944414,0.0013390530366450548,0.0016291572246700525,0.00044251486542634666,0.00024717289488762617,0.00016342144226655364,7.382372132269666e-05,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.6545410517210257e-06,0.00022817272110842168,8.767812687437981e-05,1.187510133604519e-05,3.574400761863217e-05,7.306716724997386e-06,1.839828291849699e-05,2.0553691228997195e-06,4.983688086213078e-06,2.4540777303627692e-05,0.00012295720807742327,0.00021297266357578337,0.00022755007375963032,0.00026375061133876443,0.00035283516626805067,0.0007943275268189609,0.016724884510040283,0.09139715880155563,0.13878890872001648,0.7215371131896973,0.5821173191070557,0.7818887233734131,0.17541338503360748,0.1503617763519287,0.0029207179322838783,0.002553794765844941,0.006147004198282957,0.00339826219715178,0.004219150636345148,0.1076953262090683,0.30343616008758545,0.8281100392341614,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,8.299710316350684e-06,0.002056365367025137,0.006150008179247379,0.0012437179684638977,0.0008996245451271534,0.0046838028356432915,0.004893196281045675,0.0006477038259617984,0.000522881222423166,0.00039754819590598345,0.0076200151816010475,0.00020827593107242137,0.0002830508747138083,0.00024329025472979993,0.00017794153245631605,0.00028766831383109093,0.05486396327614784,0.5032564401626587,0.4760172963142395,0.5433700084686279,0.708318293094635,0.537625789642334,0.5929919481277466,0.5230637192726135,0.9341353178024292,0.8793334364891052,0.9331499934196472,0.9107165932655334,0.8726122379302979,0.9720647931098938,0.9615622162818909,0.9232748746871948,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.253674554391182e-06,3.789514084928669e-05,3.481439489405602e-05,0.0007729300414212048,0.0027968287467956543,0.004570392891764641,0.0004007700481452048,0.005096612963825464,0.01890742778778076,0.047322168946266174,0.0957353413105011,0.005831360816955566,0.005225279834121466,0.012553834356367588,0.0189448781311512,0.009640481323003769,0.0050691887736320496,0.006518953945487738,0.04247263818979263,0.22581985592842102,0.5092722773551941,0.3398764133453369,0.2412646859884262,0.6106566190719604,0.7593265771865845,0.8383098840713501,0.8792347311973572,0.7869390845298767,0.9238805174827576,0.975269615650177,0.9802101254463196,0.9791016578674316,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,1.790383947763985e-07,7.976836059242487e-06,5.496226094692247e-06,9.38599077926483e-06,2.3305581635213457e-05,0.00023717747535556555,0.0015348190208896995,0.00017897586803883314,7.990193262230605e-05,0.0001444767403881997,0.0007371699321083724,0.0002701226039789617,0.00026584556326270103,0.0009627650724723935,0.0002288083778694272,0.0008851591846905649,0.00385196297429502,0.0023427775595337152,0.008508850820362568,0.012942052446305752,0.01099872775375843,0.0031905886717140675,0.0005530939670279622,0.006645159795880318,0.003795092925429344,0.009764621034264565,0.08920824527740479,0.2214256078004837,0.3322288990020752,0.734919011592865,0.6591281890869141,0.8512039184570312,0.9786726832389832,0.9694126844406128
