explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.9220351532567292e-06,5.375678711061482e-07,3.0701519904141605e-07,1.5081091078172904e-06,5.630729447148042e-06,0.00010524597018957138,3.2143994758371264e-05,3.046467827516608e-05,3.930848833988421e-05,4.548758806777187e-05,0.00013066508108749986,9.672355372458696e-05,6.93073307047598e-05,2.1415375158539973e-05,1.6193465626201942e-06,1.5866035028011538e-06,3.4826259707188e-06,1.921927378134569e-06,3.004923428306938e-06,3.963424433095497e-07,7.496627176806214e-07,2.586662958492525e-06,1.457749249311746e-06,8.460932576781488e-07,1.0485267694093636e-06,1.2599016372405458e-06,9.851197546595358e-07,1.0435699095978634e-06,1.78283562490833e-06,2.301131445392457e-07,1.777623026555375e-07,1.9801089479187794e-07,4.597882252710406e-07,8.952446819421311e-07,5.336847834769287e-07,3.359772620115109e-07,3.352814985646546e-07,2.090545052624293e-07,6.007849719935621e-07,5.286536293169775e-07,2.1470500541909132e-06,2.497635023246403e-06,2.4739886157476576e-06,1.1329703966111992e-06,1.5340650634243502e-06,4.247812341873214e-07,3.58702209268813e-07,5.980635933156009e-07,8.23844970909704e-07,1.2770558441843605e-06,1.5748769328638446e-06,2.4247942747024354e-06,7.815024218871258e-06,1.172929387394106e-05,3.852295776596293e-05,5.817691999254748e-05,5.1386439736234024e-05,1.793858791643288e-05,2.2038237148080952e-05,2.740601121331565e-05,3.545420622685924e-05,9.819217666517943e-05,8.014770719455555e-05,6.29326532362029e-05,6.178594048833475e-05,6.016352926963009e-05,7.501555228373036e-05,9.548175876261666e-05,9.082489123102278e-05,0.00011170276411576197,0.00012022229930153117,0.00016134633915498853,0.00010192511399509385,7.50381950638257e-05,8.82856547832489e-05,4.919819184578955e-05,3.478518556221388e-05,5.110268102725968e-05,2.4032637156778947e-05,3.94000016967766e-05,0.08630707114934921,0.03394823148846626
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.924151374372741e-07,6.776778036510223e-07,3.4984370245183527e-07,1.551350692352571e-07,8.238671966864786e-07,8.777124662628921e-07,1.838279899857298e-06,6.213611413841136e-06,8.674351192894392e-06,1.3614877389045432e-05,0.0001259302080143243,3.804588777711615e-05,1.4617810847994406e-05,1.4640668268839363e-05,2.910156035795808e-05,1.4449329682975076e-05,9.351451808470301e-06,6.854230832686881e-06,3.794386066147126e-05,1.1984817319898866e-05,4.273944341548486e-06,4.942558916809503e-06,9.76857882051263e-06,2.0926110664731823e-05,1.165289450000273e-05,1.0216589544143062e-05,2.4641663003421854e-06,1.0860469501494663e-06,3.856303464999655e-06,6.241973096621223e-06,1.0971123629133217e-05,7.162990186770912e-06,7.959582035255153e-06,9.18922296477831e-07,3.72382800151172e-07,7.178410896813148e-07,5.653832886309829e-07,4.373262072476791e-07,4.87748309296876e-07,7.640957846888341e-06,1.0936186299659312e-05,1.1355388778611086e-05,5.314002919476479e-06,7.880971679696813e-06,4.52111544291256e-06,1.107078333006939e-05,4.010835255030543e-06,1.588400664331857e-05,5.270105611998588e-05,3.0371013053809293e-05,3.6888559407088906e-05,2.9691305826418102e-05,1.0381757419963833e-05,2.7884116207133047e-06,2.6849916139326524e-06,1.4422213325815392e-06,1.0868089930227143e-06,1.0797100912895985e-05,4.971262569597457e-06,4.515367891144706e-06,1.790364080989093e-06,1.8451763708071667e-06,3.102112486885744e-06,1.1738691227947129e-06,1.6412112699981662e-06,1.1809729585365858e-06,4.294415134609153e-07,2.745230176515179e-07,2.585265121979319e-07,1.1523259217938175e-06,4.2351044271526916e-07,3.188758910255274e-07,4.112938256639609e-07,6.777567023164011e-07,4.1997174093921785e-07,1.27722302067923e-07,5.828773197436021e-08,9.938138845200228e-08,2.0212708307099092e-07,6.782608465982776e-07,0.8543716669082642,0.6189217567443848
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,9.546880392008461e-06,1.0809326340677217e-05,2.818398115778109e-06,2.526603566366248e-06,1.510267566118273e-06,5.686277745553525e-06,8.75698242452927e-06,6.956769993848866e-06,1.4028431678525521e-06,7.598779916406784e-07,3.806874815381889e-07,2.138380637006776e-07,4.97486155381921e-07,1.1407128397422639e-07,1.1398384458516375e-07,2.3605295496054168e-07,9.136603580373048e-07,6.0399651147236e-07,2.2419450829147536e-07,6.665072191935906e-07,6.729266033289605e-07,1.1090362477261806e-06,5.904713361815084e-06,4.015574631921481e-06,6.370139999489766e-06,1.267308289243374e-05,1.1135427484987304e-05,0.00013891205890104175,3.4923370549222454e-05,6.736817886121571e-05,6.582969945156947e-05,0.00013853896234650165,0.0001816362637327984,0.00025739771081134677,0.000646284781396389,0.00036953427479602396,0.0006125570507720113,0.08434281498193741,0.07602636516094208,0.019251346588134766,0.004982879385352135,0.013330437242984772,0.03905705362558365,0.07156985998153687,0.1406002938747406,0.039446327835321426,0.026703299954533577,0.029122691601514816,0.022162508219480515,0.024020351469516754,0.013233417645096779,0.1668408364057541,0.19102326035499573,0.27535757422447205,0.2784219980239868,0.4828934073448181,0.6872892379760742,0.6261894702911377,0.6429832577705383,0.5787531733512878,0.5216222405433655,0.2769422233104706,0.26589053869247437,0.2122071087360382,0.1180918961763382,0.1734004020690918,0.04049571603536606,0.025810029357671738,0.021632075309753418,0.02254810556769371,0.01545747835189104,0.011391356587409973,0.010847598314285278,0.007865705527365208,0.024954907596111298,0.033848997205495834,0.028544524684548378,0.04538443312048912,0.04468926787376404,0.013066861778497696,0.0355692058801651,0.3625369668006897
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,3.0096391583356308e-06,5.4285387705022e-06,3.3471547794761136e-05,1.294215599045856e-05,4.035469373775413e-06,1.2450996109691914e-06,4.158189767622389e-06,6.531547569466056e-07,9.347299965156708e-07,9.128567057814507e-08,3.739683336334565e-07,5.945851171418326e-07,4.874832981727195e-08,7.024899417729102e-08,8.013835639530953e-08,5.123238224769011e-07,1.700579787211609e-06,3.649361678981222e-05,9.486840099270921e-06,6.944693723198725e-06,4.3429832885522046e-07,5.478469120134832e-06,7.925662544039369e-07,1.709894149826141e-06,1.0765193110273685e-06,5.33099364474765e-06,7.267606633831747e-06,5.07893582835095e-06,2.2289989374257857e-06,6.568658591277199e-06,9.023451639222912e-06,3.522210818118765e-06,4.250812253303593e-06,3.3834176065283827e-06,2.1050730936167383e-07,5.490223315973708e-07,9.917954457705491e-07,1.4509073480439838e-06,5.842341124662198e-06,3.862465382553637e-05,6.83606049278751e-05,0.00010847901285160333,0.000100011529866606,5.7889857998816296e-05,0.0002705140213947743,0.0005230135866440833,0.00020248636428732425,0.0002716516610234976,0.011448259465396404,0.014851263724267483,0.015677349641919136,0.020306946709752083,0.09954594820737839,0.10500186681747437,0.07740455865859985,0.35861507058143616,0.4769303500652313,0.3843052089214325,0.5344850420951843,0.5692147016525269,0.018327364698052406,0.015096412971615791,0.009331543929874897,0.0058045717887580395,0.0037350838538259268,0.004645087756216526,0.005922103300690651,0.00608363701030612,0.00589930871501565,0.00830091629177332,0.009857520461082458,0.5166904926300049,0.5722346901893616,0.4564698338508606,0.6014205813407898,0.5862186551094055,0.5673199892044067,0.1737581491470337,0.15677312016487122,0.043286390602588654,0.9403198957443237,0.9352973699569702
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.0140161066374276e-05,1.221780439664144e-05,4.819002788281068e-05,8.018738299142569e-05,8.335557504324242e-05,0.00034445582423359156,6.420652789529413e-05,7.71872691984754e-06,1.3744145235250471e-06,2.791199904095265e-06,1.2246983715158422e-05,3.947014647565084e-06,1.7209904399351217e-06,1.4506870229524793e-06,9.054201655089855e-07,4.257501586835133e-06,1.1911757610505447e-05,6.348517490550876e-05,1.9426837752689607e-05,1.9406359569984488e-05,2.8845603083027527e-05,6.032668170519173e-05,6.800819392083213e-05,9.690347360447049e-05,0.00016812300600577146,0.00019219843670725822,7.357403228525072e-05,9.536914876662195e-05,0.00019415923452470452,0.00026783868088386953,0.00019109953427687287,0.0004336089768912643,0.00024652015417814255,0.00021024733723606914,0.001778364647179842,0.0013688215985894203,0.002509334124624729,0.0038434802554547787,0.002842817222699523,0.0003458165447227657,0.0007043002406135201,5.797464109491557e-05,5.5267071729758754e-05,5.937561945756897e-05,9.482588939135894e-05,0.0003483635955490172,0.0003162247303407639,0.0006337148952297866,0.0005365270772017539,0.03497486189007759,0.045657962560653687,0.06906188279390335,0.03967104107141495,0.0033530443906784058,0.0007577240467071533,0.00036938267294317484,0.0001249574270332232,0.0001538147625979036,0.0001832665438996628,0.00030432885978370905,0.0002601245359983295,0.0001786344073479995,0.0004235364031046629,0.0004249431367497891,0.0002677380689419806,0.00017671969544608146,0.00016079962369985878,0.00011012117465725169,8.245191565947607e-05,0.00020228340872563422,0.00023937977675814182,0.00015076321142259985,0.00016222424164880067,0.0005557843251153827,0.0014680043095722795,0.011200230568647385,0.07195571064949036,0.028235740959644318,0.13487884402275085,0.5950700044631958,0.6360928416252136,0.7828002572059631
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,3.933600510208635e-06,6.774244525331596e-07,2.3288621378014795e-06,3.236233169445768e-06,8.17956504306494e-07,1.7593727363873768e-07,4.825492396776099e-07,5.367465405470284e-07,2.6454540602571797e-07,1.7429769627597125e-07,2.0291349756007548e-07,4.7641484002269863e-07,5.855886229255702e-07,4.961468107467226e-07,1.0633118563418975e-06,2.5804160941333976e-07,7.765864893372054e-07,5.650221282849088e-06,3.121270992778591e-06,1.4563757986252313e-06,3.892717359121889e-06,1.985485823752242e-06,5.11884127263329e-06,1.9239989796915324e-06,1.0599231927699293e-06,4.087828983756481e-06,1.8403474086881033e-06,7.952663509058766e-06,1.2264766155567486e-05,7.951284715090878e-06,1.397704181727022e-05,1.1117792382719927e-05,1.592031549080275e-05,9.398819202033337e-06,2.4390246835537255e-06,1.329348037870659e-06,1.0650171589077218e-06,2.4565242711105384e-06,7.102722747731605e-07,5.115093131280446e-07,5.144523242961441e-07,4.78224023936491e-07,1.8854407812796126e-07,1.9481052504488616e-07,1.3316734737145453e-07,1.7826826592681755e-07,2.6354095439273806e-07,7.250993121488136e-07,2.2537956283485983e-06,2.543248228903394e-06,1.935131649588584e-06,3.1111146654438926e-06,1.319834836976952e-06,1.2709028851531912e-06,1.676344027146115e-06,8.737139864933852e-07,1.6883452644833596e-06,1.2825041721953312e-06,4.990734510101902e-07,1.1137440196762327e-06,1.1763062275349512e-06,4.589476532146364e-07,3.113741229299194e-07,3.124840191048861e-07,4.109446081201895e-07,6.47386627861124e-07,5.250186632110854e-07,2.308265010242394e-07,1.5153050014760083e-07,7.883220121129852e-08,8.823037944694079e-08,1.135597642587527e-07,7.09751262206737e-08,4.2550656331741266e-08,8.734408396549043e-08,1.0767971758696149e-07,1.0219103785402694e-07,5.0671879137098585e-08,3.84454601487505e-08,9.626558750142067e-08,0.023658061400055885,0.007474442012608051
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.4775113413634244e-05,2.8997139907005476e-06,3.2073930924525484e-06,1.9306730791868176e-06,2.018568920902908e-06,1.2027778211631812e-05,8.77666116139153e-06,7.214299330371432e-06,5.287251951813232e-06,5.568530013988493e-06,2.5291074052802287e-06,3.5452371776045766e-06,2.767380692603183e-06,3.048524376936257e-06,1.4405133015316096e-06,3.258023980379221e-06,7.059265044517815e-06,1.7609784208616475e-06,6.372525604092516e-06,3.7589888961520046e-06,2.0047330053785117e-06,1.5825074797248817e-06,7.826359251339454e-06,3.7962518035783432e-06,2.3891152522992343e-06,1.8371214309809147e-06,1.1237771104788408e-06,6.086877419875236e-07,1.1148465972610211e-07,6.587558232240553e-08,6.723988121848379e-08,1.3927585484907468e-07,1.4945499060559087e-07,3.315756487154431e-07,1.0753487913461868e-06,1.77251521904509e-07,1.1522561180754565e-06,0.002071687951683998,0.0016060901107266545,0.0036791362799704075,0.0032821453642100096,0.003277944400906563,0.003319620620459318,0.002665395149961114,0.0031178398057818413,0.14505232870578766,0.11891858279705048,0.07598824799060822,0.03208812698721886,0.04683135449886322,0.026212355121970177,0.010594518855214119,0.009911433793604374,0.0025732635986059904,0.0026668785139918327,0.0006052341777831316,0.0009600215125828981,0.0005375696928240359,0.0006027630297467113,0.0007411503465846181,0.0004395678697619587,0.00028857323923148215,0.0002860392560251057,0.0003581708297133446,0.00037576648173853755,0.0005882040713913739,0.0004553644102998078,0.0003844519378617406,0.0002683664206415415,0.00017270086391363293,0.00011192399688297883,8.705240907147527e-05,0.0001403087517246604,0.0001283934252569452,7.81175767770037e-05,9.461159788770601e-05,0.00012659194180741906,0.00020392595615703613,0.00014391483273357153,0.000531529076397419,0.8373129367828369,0.9475685358047485
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,9.137244774137798e-07,5.868710672984889e-07,6.432863415284373e-07,1.5871307823545067e-06,2.679339331734809e-06,2.9284474294399843e-06,7.567676220787689e-06,8.870767487678677e-06,7.576981261081528e-06,2.050704324574326e-06,0.0003781480772886425,0.0006795507506467402,0.0001706254988675937,4.9346108426107094e-05,9.867332119029015e-05,1.6021265764720738e-05,3.873622517858166e-06,4.831702426599804e-06,2.9636959880008362e-05,4.5079483243171126e-05,0.0002965382009278983,0.00015389182954095304,0.00033938413253054023,0.00019561352382879704,3.347946039866656e-05,6.769796073058387e-06,4.140551482123556e-06,6.756287348252954e-06,6.72113537802943e-06,1.4989685951150022e-05,0.0010573319159448147,0.0017191385850310326,0.0012612516293302178,0.0009175229351967573,0.0011973133077844977,0.0007082413649186492,0.0007983180112205446,0.5638384222984314,0.2656065821647644,0.08014174550771713,0.029776381328701973,0.17618009448051453,0.19515907764434814,0.2591341435909271,0.3528916835784912,0.19784191250801086,0.30360502004623413,0.30335935950279236,0.3259170949459076,0.5911411046981812,0.5510693788528442,0.4584278464317322,0.4034450948238373,0.4111608862876892,0.7293926477432251,0.7358301281929016,0.8607518076896667,0.7957462072372437,0.8011041283607483,0.8207206726074219,0.8035120368003845,0.7537464499473572,0.7429974675178528,0.778925359249115,0.8503093719482422,0.7691202759742737,0.7017056941986084,0.7813137769699097,0.6817930936813354,0.7025492191314697,0.7914264798164368,0.6751500964164734,0.6713921427726746,0.6667090654373169,0.6073996424674988,0.6226957440376282,0.6886121034622192,0.05112063139677048,0.04108245670795441,0.06815216690301895,0.2082185000181198,0.7491705417633057
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,4.067151735398511e-07,2.442271522795636e-07,1.582812046763138e-06,2.20885090129741e-06,5.8162372624792624e-06,1.765906517903204e-06,4.5457582018570974e-06,2.448715349601116e-06,7.118494522728724e-07,8.062639835770824e-07,1.1789622931246413e-06,4.063248979946366e-06,2.6594302653393243e-06,3.9374099287670106e-06,3.5922753340855706e-06,1.5874578821239993e-05,4.843370334128849e-06,8.599034117651172e-06,1.2499648619268555e-05,7.04977219356806e-06,2.9010220714553725e-06,3.42512998940947e-06,2.1506028133444488e-05,1.2662714652833529e-05,3.724212001543492e-05,1.6059788322309032e-05,1.755545054038521e-05,1.1845572771562729e-05,2.2093954612500966e-05,5.931487976340577e-06,9.248547030438203e-06,5.152238372829743e-06,5.1458550842653494e-06,4.2214396671624854e-05,2.5130439098575152e-05,6.348267925204709e-05,0.00012494355905801058,0.0003927567449864,0.00017735676374286413,0.0006113078561611474,0.0005535078817047179,0.0016862854827195406,0.027478158473968506,0.059789128601551056,0.06148715689778328,0.019601747393608093,0.026810288429260254,0.07126720249652863,0.09190458059310913,0.15262237191200256,0.2822049856185913,0.2183179259300232,0.010470954701304436,0.008117418736219406,0.010976874269545078,0.004243588075041771,0.00398170854896307,0.0031486910302191973,0.003990001045167446,0.00420808931812644,0.0022079923655837774,0.0021067990455776453,0.0025565018877387047,0.0036052651703357697,0.003573058405891061,0.005973762832581997,0.0070109241642057896,0.006247188895940781,0.006046446040272713,0.004334365949034691,0.0038148353341966867,0.007915197871625423,0.008806400001049042,0.006395027507096529,0.006382911931723356,0.016740279272198677,0.021339261904358864,0.05131174996495247,0.03342799097299576,0.01911327615380287,0.9951085448265076,0.9965139031410217
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,6.837378236923541e-07,1.3828004057359067e-06,3.526893351590843e-06,3.7046631859993795e-06,2.1373605250119e-06,8.676173024468881e-07,6.000870484967891e-07,1.2698671980615472e-06,1.7932181890500942e-06,1.9911924482585164e-06,5.5467594393121544e-06,8.552252438676078e-06,3.189460812791367e-06,4.605500123489037e-07,5.545400227902064e-08,3.0040922638363554e-07,2.080578127561239e-07,4.0666014911039383e-07,2.048987198577379e-06,1.0359920452174265e-05,2.1471354557434097e-05,3.890561856678687e-05,0.0001901397918118164,0.00032266922062262893,0.00012650617281906307,5.097590837976895e-05,2.2770824216422625e-05,4.623094355338253e-05,2.4160664906958118e-05,1.1301215636194684e-05,1.0864662726817187e-05,2.0222305465722457e-05,5.868520929652732e-06,2.386550249866559e-06,8.096114925137954e-07,1.3212684280006215e-06,3.9555061448481865e-06,4.3268873923807405e-06,9.443824637855869e-06,4.003437425126322e-06,5.267953383736312e-06,1.1851014278363436e-05,3.5526206829672446e-06,2.3183971279649995e-05,5.299699478200637e-05,6.96303031872958e-05,9.741329267853871e-05,8.177585550583899e-05,0.00015223516675177962,0.00017186172772198915,0.0003577724564820528,0.0002526339085306972,0.00013595106429420412,0.00017554598161950707,0.00028957866015844047,0.0004093824827577919,0.00035966536961495876,0.0002469667524565011,0.00011713689309544861,0.00017469326849095523,0.00019355300173629075,0.0004122901300434023,0.0006522340117953718,0.0009469788055866957,0.0007774612749926746,0.008021332323551178,0.004337419290095568,0.00011539863044163212,0.00014203971659298986,0.0002119107375619933,0.0002336607431061566,0.00013399106683209538,0.00020598540140781552,0.0002123520680470392,0.0004087893175892532,0.0007633776986040175,0.0006240869988687336,0.0006361333071254194,0.0012742215767502785,0.003832536516711116,0.954092800617218,0.945635199546814
