explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.922332103276858e-06,5.363764898902446e-07,3.070068146371341e-07,1.516591737527051e-06,5.8389873629494105e-06,0.00011241781612625346,3.300674507045187e-05,3.041925265279133e-05,3.898745126207359e-05,4.319738582125865e-05,0.00011928339517908171,9.19562007766217e-05,6.453171954490244e-05,1.9059674741583876e-05,1.474077976126864e-06,1.4705227613376337e-06,3.287712161181844e-06,1.7986182001550333e-06,2.7780274649558123e-06,3.4499450407565746e-07,6.568535582118784e-07,2.323122998859617e-06,1.2952656334164203e-06,7.32601961317414e-07,9.210532425640849e-07,1.0987241694238037e-06,8.563923756810254e-07,9.173089097203047e-07,1.538909828013857e-06,1.9907470516500325e-07,1.5406887143853965e-07,1.6465618557504058e-07,3.986571073255618e-07,7.763592293485999e-07,4.584163377785444e-07,2.850343321370019e-07,2.855492198250431e-07,1.6852942508194246e-07,5.161209060133842e-07,4.497924237512052e-07,1.804201701816055e-06,1.9688886823132634e-06,1.9350504771864507e-06,9.068126587408187e-07,1.1625096476564067e-06,2.8524479489533405e-07,2.3512662039593124e-07,4.018605750388815e-07,5.599753194474033e-07,8.734322136660921e-07,1.0937586694126367e-06,1.688551378720149e-06,5.127329586684937e-06,8.037429324758705e-06,2.4555056370445527e-05,3.624964665505104e-05,3.412093428778462e-05,1.051308117894223e-05,1.2458634955692105e-05,1.6285192032228224e-05,2.0912175386911258e-05,6.309511081781238e-05,4.876589810010046e-05,3.816547177848406e-05,3.6512450606096536e-05,3.7321471609175205e-05,4.663202344090678e-05,6.019258580636233e-05,5.7874498452292755e-05,7.0095898990985e-05,7.434412691509351e-05,9.942681936081499e-05,6.531763938255608e-05,4.9375466915080324e-05,5.8547069784253836e-05,3.192527947248891e-05,2.2833270122646354e-05,3.552711132215336e-05,1.589649764355272e-05,2.3540518668596633e-05,0.08630707114934921,0.03394823148846626
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.8644134886235406e-07,7.450964290001139e-07,3.5888552929463913e-07,1.6108671729853086e-07,8.255443617599667e-07,8.396720545533753e-07,1.7610057057027007e-06,6.0988641052972525e-06,8.1178641266888e-06,1.3470728845277335e-05,0.00011619689030339941,3.453616955084726e-05,1.3058100194029976e-05,1.3033047252974939e-05,2.5349783754791133e-05,1.2396290912874974e-05,8.18594253360061e-06,5.8448558775126e-06,3.31261326209642e-05,1.0486069186299574e-05,3.5561447475629393e-06,4.236669610691024e-06,8.445095772913191e-06,1.7389105778420344e-05,9.343087185698096e-06,8.539016562281176e-06,2.0292732187954243e-06,8.969111604528734e-07,3.251145699323388e-06,5.089951628178824e-06,9.09015489014564e-06,5.997291737003252e-06,6.5838321461342275e-06,7.441702223331959e-07,2.84054578969517e-07,5.400960958468204e-07,3.948877917991922e-07,3.222736211228039e-07,3.3433946100558387e-07,5.5022360356815625e-06,7.750524673610926e-06,8.015063031052705e-06,3.6133287721895613e-06,5.3830258366360795e-06,3.1046874937601388e-06,7.481346528948052e-06,2.560746224844479e-06,8.749290827836376e-06,2.932366078312043e-05,1.7164138625958003e-05,2.1748910512542352e-05,1.7022368410835043e-05,5.9056715144834016e-06,1.1439966556281433e-06,1.1375923349987715e-06,5.86141652547667e-07,4.675629838857276e-07,5.077219157101354e-06,2.4000337361940183e-06,2.091153419314651e-06,8.212780358007876e-07,8.356499847650412e-07,1.4121860658633523e-06,5.46380817922909e-07,7.811675004631979e-07,5.679980290551612e-07,2.1106914971369406e-07,1.296711644727111e-07,1.1957162371345476e-07,5.353176675271243e-07,2.0138541856340453e-07,1.4692167837893066e-07,1.7715859712552628e-07,2.855911134247435e-07,1.7973808041915618e-07,5.047201057095663e-08,2.3872257060020274e-08,4.570244271917545e-08,9.304421411115982e-08,3.3329348525512614e-07,0.8543716669082642,0.6189217567443848
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,1.0188793567067478e-05,1.1604828614508733e-05,2.734154804784339e-06,2.317002099516685e-06,1.3858984857506584e-06,5.338109076546971e-06,8.190030712285079e-06,6.25325765213347e-06,1.2456782769731944e-06,6.967074455133115e-07,3.270831996360357e-07,1.8469206963800389e-07,4.397298312142084e-07,1.0791890758810041e-07,1.058671017517554e-07,2.3273827309822082e-07,9.201983175444184e-07,5.931989903729118e-07,2.1968784835735278e-07,6.572386723746604e-07,6.677740884697414e-07,1.0821104297065176e-06,5.6218586905742995e-06,3.8734615372959524e-06,6.043128450983204e-06,1.2173269169579726e-05,1.0826611287484411e-05,0.00013105264224577695,3.3358232030877843e-05,6.329548341454938e-05,6.083443804527633e-05,0.00012165918451501057,0.00015909710782580078,0.00023419831995852292,0.0006042173481546342,0.0003445303882472217,0.0005535155651159585,0.07325270026922226,0.06542832404375076,0.016591131687164307,0.004288097377866507,0.011497385799884796,0.03371979668736458,0.058828454464673996,0.11784423142671585,0.032297901809215546,0.0218979325145483,0.024038132280111313,0.01825674995779991,0.019862113520503044,0.010859385132789612,0.13448326289653778,0.16291145980358124,0.22834140062332153,0.23172351717948914,0.42428863048553467,0.6571967601776123,0.6065171957015991,0.6149997115135193,0.5279390215873718,0.4801902174949646,0.24208398163318634,0.23213385045528412,0.1731337308883667,0.09430604428052902,0.1485355645418167,0.033708151429891586,0.021252451464533806,0.0189751535654068,0.01851680316030979,0.014582713134586811,0.009650268591940403,0.00913685280829668,0.00683613121509552,0.020687365904450417,0.027279319241642952,0.024014154449105263,0.03914925828576088,0.04016374424099922,0.011966362595558167,0.0355692058801651,0.3625369668006897
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,3.10301584249828e-06,6.3717543525854126e-06,4.230521517456509e-05,1.5649387933081016e-05,4.681341124523897e-06,1.2571858860610519e-06,4.331312084104866e-06,6.256555025174748e-07,9.23689299270336e-07,8.505252679924524e-08,3.4835957762879843e-07,5.9244462136121e-07,4.752513049766094e-08,6.717096567854242e-08,7.551418690354694e-08,4.7044156303854834e-07,1.6325877822964685e-06,3.690799348987639e-05,9.390962986799423e-06,6.6626771513256244e-06,4.103842741187691e-07,5.388510999182472e-06,7.86026816967933e-07,1.6755315073169186e-06,1.0523856417421484e-06,5.2920408961654175e-06,7.338596788031282e-06,5.0911298785649706e-06,2.216005668742582e-06,6.531623512273654e-06,9.140886504610535e-06,3.413802232898888e-06,4.221297331241658e-06,3.3274575343966717e-06,2.0453201443615399e-07,5.016051431994129e-07,8.959711976785911e-07,1.2076015991624445e-06,4.892024207947543e-06,3.145012306049466e-05,5.2451032388489693e-05,8.164824248524383e-05,7.081801595631987e-05,4.216540037305094e-05,0.0001945185795193538,0.00036320602521300316,0.00013544916873797774,0.00018137261213269085,0.00498082535341382,0.006531832739710808,0.0073868390172719955,0.00962852593511343,0.05003182217478752,0.05384717509150505,0.03436256945133209,0.290414035320282,0.4139280915260315,0.30799299478530884,0.44663912057876587,0.46772903203964233,0.008643893525004387,0.007097174413502216,0.00437785591930151,0.002484021708369255,0.0015840026317164302,0.001916122972033918,0.0024454831145703793,0.002700151177123189,0.0025871307589113712,0.0037827834021300077,0.004601212218403816,0.5063018202781677,0.5262548327445984,0.4419723153114319,0.5802055597305298,0.5060750842094421,0.44790908694267273,0.09858530014753342,0.0779213234782219,0.016517965123057365,0.9403198957443237,0.9352973699569702
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,9.397437679581344e-06,1.1586193977564108e-05,5.3666906751459464e-05,8.881703251972795e-05,8.147866901708767e-05,0.0003093885025009513,5.044535646447912e-05,5.3670482884626836e-06,1.0112853487953544e-06,2.1122100406500977e-06,9.340084034192842e-06,3.2751677281339653e-06,1.4252259461500216e-06,1.2699007356786751e-06,7.824066869943636e-07,3.88631588066346e-06,1.1292394447082188e-05,6.042503810022026e-05,1.9081266145803966e-05,1.7932670743903145e-05,2.496928755135741e-05,5.2313520427560434e-05,5.865581988473423e-05,8.211020758608356e-05,0.0001446503447368741,0.00015373772475868464,5.75663179915864e-05,7.674669177504256e-05,0.0001560069649713114,0.00020702685287687927,0.00014897514483891428,0.00036243884824216366,0.00019124736718367785,0.00016221890109591186,0.001293942448683083,0.0009956530993804336,0.0018128687515854836,0.0025396535638719797,0.0018722137901932001,0.0002190521772718057,0.0004379034508019686,3.477177961030975e-05,3.1139094062382355e-05,3.4048789530061185e-05,5.0769667723216116e-05,0.00013193012273404747,0.0001138544175773859,0.00025959484628401697,0.0002071468479698524,0.009478207677602768,0.013478676788508892,0.023567216470837593,0.01309213973581791,0.0009848034242168069,0.00024990036035887897,0.00012434237578418106,4.17098926845938e-05,5.5398228141712025e-05,6.155679147923365e-05,0.00010569039295660332,8.808997517917305e-05,6.354919605655596e-05,0.00015112767869140953,0.00014955653750803322,9.865428000921384e-05,6.394311640178785e-05,6.203130033100024e-05,4.128087675780989e-05,3.1735213269712403e-05,7.819381426088512e-05,9.504318586550653e-05,6.367915193550289e-05,6.752202170901e-05,0.00022420537425205112,0.0004887132090516388,0.0034040543250739574,0.023450197651982307,0.010802039876580238,0.0511290542781353,0.42487215995788574,0.6360928416252136,0.7828002572059631
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,4.334260211180663e-06,6.609853926420328e-07,2.5689896574476734e-06,3.5671710065798834e-06,8.665299446874997e-07,1.777942770786467e-07,4.893328764410398e-07,5.120551804793649e-07,2.483760965787951e-07,1.578730888240898e-07,1.7969834686937247e-07,4.2926424725919787e-07,5.288480906529003e-07,4.528228600975126e-07,9.823739901548834e-07,2.4428851475022384e-07,7.266401667038735e-07,5.288502961775521e-06,2.968442004203098e-06,1.378924366690626e-06,3.656917442640406e-06,1.850841272243997e-06,4.748123501485679e-06,1.8829642840501037e-06,1.053414507623529e-06,4.158189312875038e-06,1.8551185121395974e-06,8.132911716529634e-06,1.2611752936209086e-05,8.0158297350863e-06,1.4121798812993802e-05,1.088602039089892e-05,1.5417079339385964e-05,9.48789602261968e-06,2.6261286620865576e-06,1.389158796882839e-06,1.0285854159519658e-06,2.2993242509983247e-06,6.638117042712111e-07,4.6670328401887673e-07,4.6704610667802626e-07,4.262676611688221e-07,1.7205887559157418e-07,1.7692431697469146e-07,1.1489652962382024e-07,1.6125289903357043e-07,2.3531471526894165e-07,6.497897402368835e-07,1.9882552351191407e-06,2.279441332575516e-06,1.734484044391138e-06,2.779571332212072e-06,1.1631387906163582e-06,1.1305587577226106e-06,1.4950758213672088e-06,7.686486469538067e-07,1.451073899261246e-06,1.0658063729351852e-06,4.229436854075175e-07,9.437849257665221e-07,9.987317071136204e-07,3.9910651139507536e-07,2.739265596574114e-07,2.718398093293217e-07,3.6255633517612296e-07,5.601659722742625e-07,4.4812625787926663e-07,2.0013392543205555e-07,1.3100759588269284e-07,6.748978620407797e-08,7.435250637399804e-08,9.553444613175088e-08,6.057321400021465e-08,3.64854884082888e-08,7.313057892588404e-08,9.367878561761245e-08,8.628448000536082e-08,4.3083904444074506e-08,3.126906378270178e-08,7.471167151607006e-08,0.023658061400055885,0.007474442012608051
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.4280418326961808e-05,2.850707232937566e-06,3.2033444767876063e-06,1.8275291040481534e-06,2.117792064382229e-06,1.3290063179738354e-05,9.80746335699223e-06,8.227324542531278e-06,5.752273409598274e-06,6.196529284352437e-06,2.903078893723432e-06,3.8912730815354735e-06,2.9303839710337343e-06,3.2062823720480083e-06,1.4870390714349924e-06,3.348444124640082e-06,7.417582764901454e-06,1.8180375036536134e-06,6.452447451010812e-06,3.73999046132667e-06,1.924072648762376e-06,1.4780714536755113e-06,7.066827492963057e-06,3.40768065143493e-06,2.2026176793588093e-06,1.7258568050237955e-06,1.0531724683460197e-06,5.64960146220983e-07,1.0940024708361307e-07,6.136839658665849e-08,6.011303810282698e-08,1.2064685961377108e-07,1.2385373793222243e-07,2.748118959061685e-07,9.257421424990753e-07,1.4924135882665723e-07,9.551395123708062e-07,0.0014742125058546662,0.0010775999398902059,0.0026207242626696825,0.0023958184756338596,0.00218958524055779,0.0022846912033855915,0.001713090343400836,0.0020098851528018713,0.09661474078893661,0.07922706753015518,0.04691050574183464,0.02052377164363861,0.03035438060760498,0.01680229790508747,0.006749115418642759,0.00636106263846159,0.001586427679285407,0.001589190331287682,0.0003363106516189873,0.0005347563419491053,0.0002997797855641693,0.000328580237692222,0.0004153343033976853,0.0002500093833077699,0.00016382102330680937,0.0001666834723437205,0.00020910412422381341,0.00021954507974442095,0.00035376258892938495,0.0002718737523537129,0.00023013252939563245,0.00016138266073539853,9.700232476461679e-05,6.307160219876096e-05,4.863616413786076e-05,7.096456101862714e-05,6.664797547273338e-05,4.835977597394958e-05,5.927859092480503e-05,7.959625509101897e-05,0.00012513624096754938,8.82464591995813e-05,0.00030310635338537395,0.8373129367828369,0.9475685358047485
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,7.989252139850578e-07,5.465028607432032e-07,5.662441822096298e-07,1.47102491609985e-06,2.6030734261439648e-06,2.8559409201989183e-06,7.235085831780452e-06,8.231658284785226e-06,7.111889772204449e-06,1.8449297840561485e-06,0.0003676011401694268,0.0006457891431637108,0.00016474333824589849,4.556339990813285e-05,8.383767999475822e-05,1.4391202967090067e-05,3.365390284670866e-06,4.220376922603464e-06,2.713882531679701e-05,4.153072586632334e-05,0.0002800766087602824,0.00014028027362655848,0.00029881123919039965,0.00017689712694846094,2.9242075470392592e-05,5.930691713729175e-06,3.6242790883989073e-06,6.038312221789965e-06,6.031963039276889e-06,1.3580188351625111e-05,0.000998240546323359,0.0015269160503521562,0.0011991787469014525,0.0008187495986931026,0.001077979919500649,0.0006305073038674891,0.0007304545724764466,0.5180822014808655,0.23908264935016632,0.06640826165676117,0.02299312874674797,0.1374751776456833,0.1564481109380722,0.2101043164730072,0.306704044342041,0.15415418148040771,0.2550906836986542,0.25354036688804626,0.26230522990226746,0.5206183195114136,0.4639250338077545,0.36835572123527527,0.33071592450141907,0.323230117559433,0.6534523963928223,0.6663171648979187,0.8342927098274231,0.7656601071357727,0.773561418056488,0.7968748211860657,0.7497242093086243,0.7259306907653809,0.6814936995506287,0.7292572259902954,0.8138020634651184,0.7187522053718567,0.6293705701828003,0.7258272767066956,0.6091337203979492,0.6396182775497437,0.7314819097518921,0.5997459292411804,0.5809764862060547,0.5712976455688477,0.5019065737724304,0.5112031102180481,0.5944294333457947,0.03117017075419426,0.02529221586883068,0.03904813528060913,0.2082185000181198,0.7491705417633057
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.7970571042933443e-07,2.3657129588627868e-07,1.544683073007036e-06,2.219036332462565e-06,5.907064405619167e-06,1.7826417888500146e-06,5.008557309338357e-06,2.673029939614935e-06,7.477124199795071e-07,7.677682560824906e-07,1.0582118648017058e-06,4.044934030389413e-06,2.8297786229813937e-06,4.539866949926363e-06,3.8130522170831682e-06,1.7121423297794536e-05,4.799122052645544e-06,7.81334802013589e-06,1.0320928595319856e-05,5.589177817455493e-06,2.3136756226449506e-06,2.5229314815078396e-06,1.485485518060159e-05,7.71074428485008e-06,2.3208760467241518e-05,9.855534699454438e-06,1.044155033014249e-05,7.354644367296714e-06,1.4219252079783473e-05,3.958820343541447e-06,5.903611963731237e-06,2.9366945000219857e-06,3.1767547170602484e-06,2.5707939130370505e-05,1.3656506780534983e-05,3.297785951872356e-05,6.700075027765706e-05,0.00021050992654636502,9.466106712352484e-05,0.0003524864441715181,0.00031821674201637506,0.0008064355934038758,0.01179880928248167,0.027576513588428497,0.030776891857385635,0.008494933135807514,0.012629231438040733,0.03507247567176819,0.04364457726478577,0.07511736452579498,0.15400904417037964,0.119137704372406,0.004225639160722494,0.003382292576134205,0.004136751405894756,0.0014107250608503819,0.0012736261123791337,0.0009450152283534408,0.001146651222370565,0.0012090503005310893,0.0006095350836403668,0.0005615853006020188,0.0006603804067708552,0.0008745357044972479,0.000763648480642587,0.0012404093286022544,0.0015151550760492682,0.0013425344368442893,0.0013079587370157242,0.0009632622241042554,0.0008206625934690237,0.0016497989417985082,0.0020683666225522757,0.0014017970534041524,0.0012449446367099881,0.0030640459153801203,0.004577103536576033,0.010722946375608444,0.005506363697350025,0.00281026610173285,0.9951085448265076,0.9965139031410217
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,6.202646432029724e-07,1.2301178458073991e-06,3.085746584474691e-06,3.231797336411546e-06,1.5982532204361632e-06,6.285123390625813e-07,4.089157243925001e-07,9.243567546945997e-07,1.2715023558484972e-06,1.406220121680235e-06,4.250350684742443e-06,6.998200205998728e-06,2.458914195813122e-06,3.455998012213968e-07,3.864467501557556e-08,2.2933626553367503e-07,1.552263029225287e-07,3.3430055168537365e-07,1.7591206642464385e-06,9.297085853177123e-06,1.8021442883764394e-05,3.056834975723177e-05,0.0001620237744646147,0.0002740368072409183,0.00010646344162523746,4.370128226582892e-05,1.7953763745026663e-05,3.873686364386231e-05,1.9388115106266923e-05,8.784026249486487e-06,9.343652891402598e-06,1.7457094145356677e-05,4.701155830844073e-06,1.8140973452318576e-06,6.373517749125313e-07,1.0562243915046565e-06,3.265986151745892e-06,3.445956963332719e-06,7.75944226916181e-06,3.1171589398582e-06,3.9706142160866875e-06,8.276111657323781e-06,2.559923814260401e-06,1.647772114665713e-05,3.559500692063011e-05,4.469571649678983e-05,6.341555854305625e-05,5.170988879399374e-05,9.64028513408266e-05,0.00010548155114520341,0.0002093869261443615,0.00014539502444677055,7.589334563817829e-05,9.867863991530612e-05,0.0001581603428348899,0.00020829330605920404,0.00018780911341309547,0.00012693603639490902,5.9219481045147404e-05,8.722737402422354e-05,9.316789510194212e-05,0.0001900706993183121,0.00030033590155653656,0.0004484094388317317,0.0003827232285402715,0.003936177119612694,0.0017823815578594804,6.604473310289904e-05,7.943556556710973e-05,0.00011797912156907842,0.00012722430983558297,7.372204709099606e-05,0.00011873168841702864,0.00011734774307115003,0.00022350969084072858,0.0004260391287971288,0.00035822283825837076,0.0003511604736559093,0.0006783578428439796,0.002008884446695447,0.954092800617218,0.945635199546814
