explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.9132605757476995e-06,5.44362194432324e-07,3.181608576596773e-07,1.5472255654458422e-06,5.457261977426242e-06,9.561589104123414e-05,2.9867427656427026e-05,2.9449869543896057e-05,3.899517105310224e-05,4.7700596041977406e-05,0.00014095059304963797,0.00010281505819875747,7.617112714797258e-05,2.4561621103202924e-05,1.8456042880643508e-06,1.7498351780886878e-06,3.6659143916040193e-06,2.0570225842675427e-06,3.3386402265023207e-06,4.7607946385141986e-07,8.961560524767265e-07,3.006276529049501e-06,1.6638733768559177e-06,1.0217786439170595e-06,1.2285290722502396e-06,1.490821205152315e-06,1.171988060377771e-06,1.2157298669990269e-06,2.191221028624568e-06,2.828741116900346e-07,2.1407309702681232e-07,2.4813945742607757e-07,5.49654828319035e-07,1.0846551958820783e-06,6.35194396636507e-07,4.120259688988881e-07,4.122303209896927e-07,2.827874538979813e-07,7.635998713340086e-07,6.476017802015122e-07,2.6739608074421994e-06,3.3788678592827637e-06,3.475089670246234e-06,1.5131940926949028e-06,2.1995947463437915e-06,7.023552370810648e-07,6.159928602755826e-07,9.839542371992138e-07,1.2952021961609717e-06,2.0487659639911726e-06,2.5220197130693123e-06,3.7628633435815573e-06,1.2976897778571583e-05,1.8805496438289993e-05,6.759386451449245e-05,0.00010467840183991939,8.632009121356532e-05,3.4876175050158054e-05,4.3414398533059284e-05,5.280010373098776e-05,6.560272595379502e-05,0.00017821996880229563,0.00014284536882769316,0.00011923509009648114,0.00011852614989038557,0.00010690343333408237,0.00013803048932459205,0.0001726720220176503,0.00016584254626650363,0.00019786421034950763,0.0002137069241143763,0.00028244362329132855,0.00017533070058561862,0.00012588201207108796,0.00014076226216275245,7.896637544035912e-05,5.551800495595671e-05,7.758248102618381e-05,3.9420046960003674e-05,7.323773024836555e-05,0.08630707114934921,0.03394823148846626
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.932433744717855e-07,6.220931823008868e-07,3.456000854384911e-07,1.5001266717717954e-07,8.26998473257845e-07,9.429123224435898e-07,1.9245114799559815e-06,6.375180873874342e-06,9.072778993868269e-06,1.3667204257217236e-05,0.00013744010357186198,4.405124855111353e-05,1.6444928405690007e-05,1.7276115613640286e-05,3.561718403943814e-05,1.7261316315853037e-05,1.1164771422045305e-05,8.43923135107616e-06,4.5869113819207996e-05,1.4419966646528337e-05,5.324186531652231e-06,6.008180207572877e-06,1.1880393685714807e-05,2.7136817152495496e-05,1.566150240250863e-05,1.3294191376189701e-05,3.258047627241467e-06,1.4037673281563912e-06,4.94935466122115e-06,8.174140930350404e-06,1.3885215594200417e-05,9.163099093711935e-06,1.0224145626125392e-05,1.2011079206786235e-06,5.468783683681977e-07,1.0525022844376508e-06,8.913276019484329e-07,6.800921710237162e-07,7.901405183474708e-07,1.1893983355548698e-05,1.6708154362277128e-05,1.8465227185515687e-05,8.78368882695213e-06,1.297910694120219e-05,7.4265230978198815e-06,1.8374468709225766e-05,7.423136139550479e-06,3.368048419361003e-05,0.00010641774133546278,6.190502608660609e-05,7.602942059747875e-05,6.024607864674181e-05,2.1332452888600528e-05,8.97610607353272e-06,8.277682354673743e-06,4.584023827192141e-06,3.3049750527425203e-06,2.823751128744334e-05,1.3149585356586613e-05,1.1765641829697415e-05,5.065411187388236e-06,5.295423306961311e-06,8.821239134704228e-06,3.2305745207850123e-06,4.385329702927265e-06,3.0504113510687603e-06,1.1177212400070857e-06,7.462210760422749e-07,7.377211090897617e-07,3.167511977153481e-06,1.1722141834979993e-06,8.845378260957659e-07,1.2708430858765496e-06,2.084565267068683e-06,1.3023113751842175e-06,4.398226565172081e-07,1.9681837670759705e-07,2.7556603754419484e-07,5.630231498798821e-07,1.7596398720343132e-06,0.8543716669082642,0.6189217567443848
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,8.813712156552356e-06,9.762462468643207e-06,2.933307769126259e-06,2.7414380383561365e-06,1.63711695222446e-06,5.9931880969088525e-06,9.448662240174599e-06,7.890772394603118e-06,1.681051799096167e-06,8.631048444840417e-07,4.7583154128005845e-07,2.552210958128853e-07,5.795715765088971e-07,1.2552192174553056e-07,1.232264565942387e-07,2.3722537889625528e-07,8.965618576439738e-07,5.960412181593711e-07,2.2988572823123832e-07,6.877722285025811e-07,6.911925538588548e-07,1.136048467742512e-06,6.209608272911282e-06,4.160816388321109e-06,6.8118547460471746e-06,1.3246437447378412e-05,1.142344899562886e-05,0.00014309585094451904,3.6324978282209486e-05,7.367388025159016e-05,7.43326309020631e-05,0.0001593524357303977,0.00020185949688311666,0.0002856445498764515,0.0007195190410129726,0.00042791166924871504,0.000705889193341136,0.10341202467679977,0.09362033009529114,0.024041080847382545,0.005870484746992588,0.01764580048620701,0.04824331775307655,0.09264349937438965,0.17747895419597626,0.051176149398088455,0.034622836858034134,0.03753739967942238,0.030449524521827698,0.03316863253712654,0.01821446605026722,0.20574572682380676,0.24424436688423157,0.34065017104148865,0.33154305815696716,0.5566148161888123,0.7246127128601074,0.6541363000869751,0.6889340281486511,0.6212269067764282,0.5908499956130981,0.32564494013786316,0.3310401141643524,0.25593477487564087,0.14621539413928986,0.22015388309955597,0.04842942953109741,0.033138129860162735,0.027834735810756683,0.02913442812860012,0.01836012490093708,0.014148536138236523,0.013428875245153904,0.009609636850655079,0.031722214072942734,0.039338961243629456,0.03363349661231041,0.05141425132751465,0.05101599544286728,0.01531306654214859,0.0355692058801651,0.3625369668006897
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,2.923838110291399e-06,4.522236849879846e-06,2.4307819330715574e-05,9.958350347005762e-06,3.3759524740162306e-06,1.1843653737741988e-06,4.0712516238272656e-06,6.951354976081348e-07,9.617567684472306e-07,9.98840903321252e-08,3.996533166628069e-07,5.897984465264017e-07,5.015612458691976e-08,7.575425797767821e-08,8.68285638944144e-08,5.602175292551692e-07,1.8120549611921888e-06,3.645128890639171e-05,9.54892675508745e-06,7.206681857496733e-06,4.6698625055796583e-07,5.526353106688475e-06,8.197051215574902e-07,1.7346299046039348e-06,1.1310025911370758e-06,5.405142019299092e-06,7.20044226909522e-06,4.965202606399544e-06,2.26032170758117e-06,6.586484687431948e-06,9.110137398238294e-06,3.650993903647759e-06,4.266360974725103e-06,3.4717722883215174e-06,2.2250371500831534e-07,6.011228492752707e-07,1.1655980642899522e-06,1.8572723092802335e-06,7.550637292297324e-06,5.1844006520695984e-05,9.5555187726859e-05,0.00015720364172011614,0.00015342305414378643,8.658722072141245e-05,0.0004180199175607413,0.0008862359100021422,0.0003332050109747797,0.0004647274618037045,0.030886968597769737,0.03877798095345497,0.040779586881399155,0.051819831132888794,0.17463459074497223,0.20151793956756592,0.17566846311092377,0.4037533104419708,0.5124844908714294,0.44794028997421265,0.5657969117164612,0.6315633058547974,0.04251478984951973,0.03733234852552414,0.023327644914388657,0.01712789759039879,0.011020416393876076,0.013110467232763767,0.016491521149873734,0.017820756882429123,0.016529234126210213,0.023153673857450485,0.026254761964082718,0.5268686413764954,0.5814710259437561,0.49821674823760986,0.6436558961868286,0.6517596244812012,0.6572329998016357,0.32897400856018066,0.3235170543193817,0.12429706752300262,0.9403198957443237,0.9352973699569702
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.083786537492415e-05,1.2992815754842013e-05,4.205070945317857e-05,6.804831355111673e-05,8.497053931932896e-05,0.0003609723935369402,8.300146146211773e-05,1.2081161912647076e-05,2.0254772152838996e-06,3.904949608113384e-06,1.6966545445029624e-05,5.007856543670641e-06,2.206182898589759e-06,1.7148904589703307e-06,1.08146912225493e-06,4.72700912723667e-06,1.2412097021297086e-05,6.499153096228838e-05,1.9430528482189402e-05,2.154001413146034e-05,3.3793392503866926e-05,7.415974687319249e-05,8.209531370084733e-05,0.00012288607831578702,0.00021804524294566363,0.0002504335134290159,0.0001001435230136849,0.00012698314094450325,0.0002680070756468922,0.0003809535992331803,0.0002630391682032496,0.0005753020523115993,0.0003303015837445855,0.00030417987727560103,0.0026401819195598364,0.0020324201323091984,0.0039595551788806915,0.0058998484164476395,0.004983245395123959,0.000603526714257896,0.0012600026093423367,0.00011164029274368659,0.00011944361176574603,0.00011998939589830115,0.00021975106210447848,0.0013006973313167691,0.0010784163605421782,0.0021705767139792442,0.0018525099148973823,0.1406985968351364,0.15183183550834656,0.2190760374069214,0.14612437784671783,0.01482006348669529,0.003180586965754628,0.0015256443293765187,0.0004980521625839174,0.0006165825179778039,0.0007334977854043245,0.001255716779269278,0.0010294824605807662,0.0006861695437692106,0.0016206818399950862,0.0016168910078704357,0.001026088371872902,0.0006964675267226994,0.0005825780099257827,0.00039042651769705117,0.0002823622489813715,0.0007142172544263303,0.000845078204292804,0.00048671435797587037,0.0005301292985677719,0.0018227719701826572,0.005836238618940115,0.045382022857666016,0.2425074428319931,0.09640242904424667,0.35934773087501526,0.7145560383796692,0.6360928416252136,0.7828002572059631
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,3.5730736271943897e-06,6.98033261414821e-07,2.0618404050765093e-06,2.8814401957788505e-06,7.581861609651241e-07,1.7504142135749134e-07,4.800767214874213e-07,5.590405862676562e-07,2.8836123533437785e-07,2.033572599202671e-07,2.422200395812979e-07,5.463559773488669e-07,6.555594040946744e-07,5.55229235033039e-07,1.1698258504111436e-06,2.8350240199870314e-07,8.601443823863519e-07,6.201769792824052e-06,3.4154952572862385e-06,1.5942231357257697e-06,4.234179868944921e-06,2.194898570451187e-06,5.655470886267722e-06,2.012288405239815e-06,1.0772057521535316e-06,4.062951575178886e-06,1.793179876585782e-06,7.772930075589102e-06,1.1917052688659169e-05,7.799833838362247e-06,1.4046729120309465e-05,1.141328175435774e-05,1.6272264474537224e-05,9.352460438094568e-06,2.238439719803864e-06,1.338155584562628e-06,1.1099976973127923e-06,2.6286488719051704e-06,7.5914141461908e-07,5.828448479405779e-07,5.858918257217738e-07,5.455423206512933e-07,2.175956979044713e-07,2.1849137965546106e-07,1.5549778709100792e-07,2.0767792818787711e-07,3.050447503483156e-07,8.249406846516649e-07,2.6413520117785083e-06,3.022864120794111e-06,2.2552958398591727e-06,3.5854677662428003e-06,1.5219798115140293e-06,1.5027746940177167e-06,1.9730566691578133e-06,1.0627708206811803e-06,2.0573461370076984e-06,1.641942390051554e-06,6.291804766078712e-07,1.3728001704294002e-06,1.4456790040640044e-06,5.568159622271196e-07,3.750803614366305e-07,3.7149547438275476e-07,5.011016810385627e-07,7.960346692925668e-07,6.54709708669543e-07,2.873341315989819e-07,1.8482971597677533e-07,9.848321980143737e-08,1.0634453673219468e-07,1.4179411778059148e-07,8.708406085133902e-08,5.328488228428796e-08,1.06691786072588e-07,1.3285972499943455e-07,1.2549816119644674e-07,6.243146088991125e-08,5.148491766249208e-08,1.352625815798092e-07,0.023658061400055885,0.007474442012608051
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.5213459846563637e-05,2.944527523141005e-06,3.2229177122644614e-06,2.066033857772709e-06,1.971920710275299e-06,1.043051088345237e-05,7.591373559989734e-06,5.966548997093923e-06,4.744406396639533e-06,4.744000762002543e-06,2.1040559659013525e-06,3.1584947919327533e-06,2.5726094463607296e-06,2.846280722224037e-06,1.3611743270303123e-06,3.098938577750232e-06,6.699659024889115e-06,1.6640593685224303e-06,6.260528152779443e-06,3.805888809438329e-06,2.0848954136454267e-06,1.7392831068718806e-06,8.957165846368298e-06,4.356656972959172e-06,2.692579528229544e-06,2.040542995018768e-06,1.2404055951265036e-06,6.667971774731996e-07,1.2101513391371554e-07,7.384484490557952e-08,7.825094172630997e-08,1.70908634800071e-07,1.9089755198820058e-07,4.221333256282378e-07,1.3176296533856657e-06,2.2253959741647122e-07,1.4733778925801744e-06,0.0032376686576753855,0.002655631396919489,0.005728123709559441,0.0049821799620985985,0.005617281422019005,0.005711761303246021,0.004599159583449364,0.005369361024349928,0.24420693516731262,0.19315505027770996,0.12842689454555511,0.05310854688286781,0.08511201292276382,0.04622559994459152,0.019921233877539635,0.01867225207388401,0.004906256217509508,0.005398978479206562,0.0012713320320472121,0.0020947828888893127,0.00113402446731925,0.0013181846588850021,0.0015885011525824666,0.000969690503552556,0.0006200030329637229,0.0005973676452413201,0.0007288219057954848,0.0007818156154826283,0.0011915831128135324,0.0009006408508867025,0.0007604960701428354,0.0005289590917527676,0.00037512456765398383,0.00024924581521190703,0.0001921189686981961,0.00032837290200404823,0.00030272852745838463,0.00014014492626301944,0.0001747280766721815,0.00022810859081801027,0.00037899750168435276,0.0002654348500072956,0.0011006435379385948,0.8373129367828369,0.9475685358047485
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.0647594308466068e-06,6.346973009385692e-07,7.186400807768223e-07,1.7529777096569887e-06,2.7560270154936006e-06,2.968655053336988e-06,7.974560503498651e-06,9.600252269592602e-06,8.152151167450938e-06,2.3378220248559956e-06,0.0003794219228439033,0.0006964339991100132,0.0001721356384223327,5.283220161800273e-05,0.00011389312567189336,1.8562077457318082e-05,4.537036147667095e-06,5.766606591350865e-06,3.2248266506940126e-05,5.0820242904592305e-05,0.0003253526519984007,0.00017169234342873096,0.00039089019992388785,0.00023135414812713861,3.994642247562297e-05,8.095027624221984e-06,4.903718036075588e-06,8.072312084550504e-06,7.778473445796408e-06,1.677204272709787e-05,0.0012047605123370886,0.001962310401722789,0.0013769810320809484,0.0010010030819103122,0.0013092320878058672,0.0008024790440686047,0.0008804772514849901,0.6103607416152954,0.3086099922657013,0.10208512842655182,0.0410260371863842,0.22076599299907684,0.23981264233589172,0.30478984117507935,0.4162588119506836,0.2513609528541565,0.3729689121246338,0.3857429325580597,0.4102536737918854,0.6789701581001282,0.646036684513092,0.5664688348770142,0.5097278952598572,0.5229306817054749,0.8099135160446167,0.8102056980133057,0.8884803056716919,0.8330277800559998,0.8372846841812134,0.8580015301704407,0.8403199911117554,0.8117267489433289,0.8043961524963379,0.8341203331947327,0.8774770498275757,0.825713038444519,0.7602766752243042,0.8307207226753235,0.7616258263587952,0.7822666168212891,0.8540853261947632,0.7602583169937134,0.7655583024024963,0.7677638530731201,0.712323009967804,0.7314148545265198,0.7910670042037964,0.08921294659376144,0.07900923490524292,0.14216400682926178,0.2082185000181198,0.7491705417633057
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,4.3371611013753864e-07,2.5145973836515623e-07,1.6562850078116753e-06,2.2114043076726375e-06,5.6742364904494025e-06,1.7729871615301818e-06,4.1068033169722185e-06,2.2386871023627464e-06,6.959721190469281e-07,8.662259460834321e-07,1.2993526752325124e-06,4.028857802040875e-06,2.4713692710065516e-06,3.277347332186764e-06,3.3210390029125847e-06,1.4660769920737948e-05,4.955872555001406e-06,9.537408914184198e-06,1.598228482180275e-05,9.270479495171458e-06,3.940456281270599e-06,5.049487754149595e-06,3.3246775274164975e-05,2.2825652195024304e-05,6.797223613830283e-05,2.957767173938919e-05,3.3446056477259845e-05,2.1018404368078336e-05,3.8312336982926354e-05,1.0097860467794817e-05,1.6569179933867417e-05,1.0271697647112887e-05,9.539022357785143e-06,7.867677777539939e-05,5.46340124856215e-05,0.0001414636935805902,0.00028476197621785104,0.0008416741620749235,0.00038037332706153393,0.0011424246476963162,0.0009984758216887712,0.004001609515398741,0.06435831636190414,0.10938067734241486,0.11387354135513306,0.04569307714700699,0.060458019375801086,0.137892484664917,0.178044393658638,0.27445951104164124,0.4262128174304962,0.3564237654209137,0.02921295538544655,0.02124669775366783,0.03130744770169258,0.014416494406759739,0.014059186913073063,0.012259859591722488,0.016210734844207764,0.017698433250188828,0.009687364101409912,0.009626476094126701,0.011681418865919113,0.01740974374115467,0.021336866542696953,0.03429665043950081,0.03863227739930153,0.033310666680336,0.032286666333675385,0.021972445771098137,0.02145908586680889,0.04329564422369003,0.04422581195831299,0.033458687365055084,0.038719139993190765,0.09564634412527084,0.11330319941043854,0.2394915372133255,0.2122049629688263,0.15835510194301605,0.9951085448265076,0.9965139031410217
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,7.518941629314213e-07,1.5699044979555765e-06,4.0024365262070205e-06,4.3460886445245706e-06,2.952916474896483e-06,1.2643698710235185e-06,9.389373758494912e-07,1.811720380828774e-06,2.6607610834616935e-06,2.982716523547424e-06,7.499749699491076e-06,1.0731630027294159e-05,4.329789135226747e-06,6.585645451195887e-07,8.743771218178154e-08,4.2598952632033615e-07,3.020350050064735e-07,5.256641202322498e-07,2.4650075829413254e-06,1.1535025805642363e-05,2.5978955818573013e-05,5.235909338807687e-05,0.00023117088130675256,0.0003958041197620332,0.00015712526510469615,6.233427848201245e-05,3.0248987968661822e-05,5.782068183179945e-05,3.170969648635946e-05,1.5131723557715304e-05,1.3329314242582768e-05,2.3631671865587123e-05,7.677367648284417e-06,3.4244019389007008e-06,1.0978083082591183e-06,1.7597631085664034e-06,5.133408194524236e-06,5.824638265039539e-06,1.2367958333925344e-05,5.413266535470029e-06,7.683337571506854e-06,1.8465540051693097e-05,5.512516054295702e-06,3.494746852084063e-05,8.959045226220042e-05,0.00012022024748148397,0.0001718189741950482,0.00014890283637214452,0.0002831907186191529,0.00030802167020738125,0.000695082067977637,0.0005039341049268842,0.00028825917979702353,0.0003807562170550227,0.0006400340353138745,0.0009442422306165099,0.0008523573051206768,0.0005860853707417846,0.0002807574928738177,0.00044099846854805946,0.00048786960542201996,0.0011366960825398564,0.0017536752857267857,0.002544234972447157,0.0020095009822398424,0.012722298502922058,0.009902429766952991,0.00022763370361644775,0.000297719263471663,0.0004495081666391343,0.00047859924961812794,0.00028089896659366786,0.0003869880165439099,0.0004338170401751995,0.0009200462372973561,0.0015974125126376748,0.0013220873661339283,0.0013367359060794115,0.002772078150883317,0.008276345208287239,0.954092800617218,0.945635199546814
