explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.9040024881178397e-06,5.564907041843981e-07,3.293023098649428e-07,1.5354619335994357e-06,5.135490937391296e-06,8.415785123361275e-05,2.7296089683659375e-05,2.7728610803023912e-05,3.7512607377721e-05,5.011517714592628e-05,0.00015203469956759363,0.00011030799214495346,8.773481386015192e-05,2.9906634154031053e-05,2.2369347334461054e-06,2.0290272004785948e-06,3.984972408943577e-06,2.3054035409586504e-06,3.857900992443319e-06,6.078474825699232e-07,1.1417694167903392e-06,3.7150462048884947e-06,2.0194270291540306e-06,1.3007309007662116e-06,1.531308157609601e-06,1.870928372227354e-06,1.5156490462686634e-06,1.5171024188020965e-06,2.9559776066889754e-06,3.764521920857078e-07,2.7696265192389546e-07,3.5336012160769315e-07,7.003133077887469e-07,1.4119441402726807e-06,8.348525284418429e-07,5.498834525496932e-07,5.445558599603828e-07,4.4063918380743416e-07,1.0283024494128767e-06,8.893583753888379e-07,3.6318415368441492e-06,5.067211077403044e-06,5.440652330435114e-06,2.197553840233013e-06,3.5416430819168454e-06,1.3779567780147772e-06,1.2650837106775725e-06,1.8702618262977921e-06,2.425264938210603e-06,3.832123184110969e-06,4.7104608711379115e-06,6.755035883543314e-06,2.5291785277659073e-05,3.486207788228057e-05,0.00013637254596687853,0.0002269267861265689,0.00015225638344418257,8.090795017778873e-05,0.00010493080480955541,0.00011806891416199505,0.00013899325858801603,0.00035338569432497025,0.00029232812812551856,0.0002505183219909668,0.0002652201510500163,0.00020545416919048876,0.0003053094551432878,0.0003527272492647171,0.00033470874768681824,0.0004140344972256571,0.0004636429948732257,0.0005684838397428393,0.0003252142923884094,0.0002303946967003867,0.0002261107147205621,0.0001268076157430187,8.740118937566876e-05,0.00011640128650469705,6.877336272737011e-05,0.00015479628928005695,0.08630707114934921,0.03394823148846626
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.0388306981876667e-07,5.682185246769222e-07,3.354244313413801e-07,1.5049856472160172e-07,8.480303108626686e-07,1.0373812528996496e-06,2.0555096398311434e-06,6.557395863637794e-06,9.633283298171591e-06,1.3404875971900765e-05,0.000151390369865112,5.4216463468037546e-05,1.926137338159606e-05,2.13375169551e-05,4.6664161345688626e-05,2.222534385509789e-05,1.3895683878217824e-05,1.1212021490791813e-05,5.995840547257103e-05,1.851888737292029e-05,7.1693698373564985e-06,7.99770623416407e-06,1.5345154679380357e-05,3.8050045986892655e-05,2.3613465600647032e-05,1.8338816516916268e-05,4.694472409028094e-06,2.0211045921314508e-06,6.918866347405128e-06,1.1744376934075262e-05,1.9991191948065534e-05,1.2830235391447786e-05,1.4471746908384375e-05,1.76194032519561e-06,9.443862154512317e-07,1.7831915783972363e-06,1.707080855339882e-06,1.247973159479443e-06,1.5357949223471223e-06,2.1899551938986406e-05,3.0416311346925795e-05,3.461020969552919e-05,1.7540083717904054e-05,2.594389115984086e-05,1.5099327356438152e-05,3.685871706693433e-05,1.680507921264507e-05,9.669538121670485e-05,0.00027624802896752954,0.00015401406562887132,0.00020002211385872215,0.00015270343283191323,5.4844167607370764e-05,4.435125083546154e-05,3.93958471249789e-05,2.297515675309114e-05,1.556138158775866e-05,0.00010679385741241276,5.130751014803536e-05,4.74213738925755e-05,2.033774580922909e-05,2.2974223611527123e-05,3.709188968059607e-05,1.2984940440219361e-05,1.6988124116323888e-05,1.1327348147460725e-05,4.340452051110333e-06,3.003240180987632e-06,3.1849504011915997e-06,1.2916987543576397e-05,4.733428340841783e-06,3.648104666353902e-06,6.067450158298016e-06,9.754781785886735e-06,6.283536094997544e-06,2.422101488264161e-06,1.028766291710781e-06,1.1320375961076934e-06,2.2510917006002273e-06,6.491615749837365e-06,0.8543716669082642,0.6189217567443848
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,8.054000318225008e-06,8.663610969961155e-06,3.1218057756632334e-06,3.0605376650783e-06,1.8253155076308758e-06,6.4845603446883615e-06,1.0473322618054226e-05,9.349357242172118e-06,2.1110224679432577e-06,1.0281110007781535e-06,6.509833951895416e-07,3.3634535157034406e-07,7.363857434938836e-07,1.4113798840753589e-07,1.412957146840199e-07,2.413660240563331e-07,8.791355980974913e-07,6.010540118950303e-07,2.407446402230562e-07,7.188731387941516e-07,7.051372676869505e-07,1.1910721013919101e-06,6.568817298102658e-06,4.48233322458691e-06,7.59537306294078e-06,1.4317173736344557e-05,1.196209905174328e-05,0.00015399616677314043,3.968708188040182e-05,8.217099093599245e-05,8.666207577334717e-05,0.00019302226428408176,0.00023644349130336195,0.000342873070621863,0.000867075112182647,0.0004752054519485682,0.000864329922478646,0.1285923719406128,0.12280524522066116,0.030487440526485443,0.007915818132460117,0.023681338876485825,0.06791713833808899,0.12690702080726624,0.24474047124385834,0.07049309462308884,0.047621164470911026,0.05127808824181557,0.04473031684756279,0.0483287088572979,0.026777032762765884,0.2847995460033417,0.3331686854362488,0.4416877031326294,0.43019041419029236,0.635113537311554,0.7482119202613831,0.6602272391319275,0.7357438206672668,0.6847550868988037,0.6586825251579285,0.40623223781585693,0.3988668918609619,0.31766024231910706,0.19797095656394958,0.2862759530544281,0.06909254193305969,0.04499880224466324,0.038253456354141235,0.040359269827604294,0.022868044674396515,0.017931027337908745,0.017508164048194885,0.012901918962597847,0.042659658938646317,0.05353355035185814,0.04633069038391113,0.06781262159347534,0.05821893364191055,0.01813657023012638,0.0355692058801651,0.3625369668006897
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,2.784837761282688e-06,3.613992021200829e-06,1.7027392459567636e-05,7.377975634881295e-06,2.6960967716149753e-06,1.152021468442399e-06,3.812325758190127e-06,7.512687147936958e-07,9.654341965870117e-07,1.1301110447448082e-07,4.5268382109497907e-07,5.927273036832048e-07,5.416190163032297e-08,8.359805292457168e-08,9.930665356705504e-08,6.442484732360754e-07,2.00396016225568e-06,3.625097087933682e-05,9.918263458530419e-06,7.558772722404683e-06,5.121238473293488e-07,5.637763024424203e-06,8.548798291485582e-07,1.8241553334519267e-06,1.201224904434639e-06,5.478268576553091e-06,7.13075769454008e-06,4.838380846194923e-06,2.2946298940951237e-06,6.618676252401201e-06,9.05438355403021e-06,3.7622730815201066e-06,4.396440544951474e-06,3.535861424097675e-06,2.4350413241336355e-07,6.907809506628837e-07,1.4496758922177833e-06,2.652531520652701e-06,1.1023847036994994e-05,7.80558621045202e-05,0.00015669788990635425,0.0002513200743123889,0.0002678754390217364,0.00014841524534858763,0.000742516596801579,0.001679462380707264,0.0006754793575964868,0.0009995584841817617,0.10704301297664642,0.11229889839887619,0.121735118329525,0.13201576471328735,0.24397791922092438,0.28957250714302063,0.3122243881225586,0.42963576316833496,0.5086941123008728,0.4750530421733856,0.6218258142471313,0.6703720688819885,0.12430169433355331,0.10245039314031601,0.07001857459545135,0.05744938924908638,0.04067467898130417,0.04867716506123543,0.053853388875722885,0.05391678959131241,0.056434229016304016,0.0739249587059021,0.08270302414894104,0.5961316227912903,0.6495940685272217,0.5372451543807983,0.6836003661155701,0.6749832630157471,0.6727191209793091,0.5365820527076721,0.55777907371521,0.318622350692749,0.9403198957443237,0.9352973699569702
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.1788398296630476e-05,1.3633797607326414e-05,3.502512845443562e-05,5.525079905055463e-05,8.180055010598153e-05,0.0003909743099939078,0.0001101386224036105,1.992784018511884e-05,3.3321077808068367e-06,6.066587957320735e-06,2.5904646463459358e-05,6.659577593381982e-06,3.028438868568628e-06,2.1364462554629426e-06,1.4077722880756482e-06,5.558117209147895e-06,1.3524178939405829e-05,6.726247374899685e-05,2.0055807908647694e-05,2.478596979926806e-05,4.388557863421738e-05,9.610215784050524e-05,0.0001078625355148688,0.00016546090773772448,0.00030408185557462275,0.0003673232567962259,0.00015223697118926793,0.00019650660397019237,0.0004023877263534814,0.0006084913038648665,0.00039071484934538603,0.0008213061955757439,0.0004962431848980486,0.0004932148731313646,0.004652311094105244,0.0034786988981068134,0.007012777496129274,0.011728102341294289,0.010661229491233826,0.001354236388579011,0.002673795446753502,0.00027726273401640356,0.0003383087750989944,0.0003238247300032526,0.0006310382741503417,0.007491831202059984,0.006014189217239618,0.010487845167517662,0.009574130177497864,0.35364553332328796,0.38182586431503296,0.4744463562965393,0.3977848291397095,0.09369314461946487,0.02122175507247448,0.01024414598941803,0.0035904929973185062,0.00391917722299695,0.005135782063007355,0.008212994784116745,0.006892634555697441,0.004258313216269016,0.01008584350347519,0.01016460545361042,0.006415816489607096,0.004280046559870243,0.0033919282723218203,0.0022928330581635237,0.0015060750301927328,0.004067906178534031,0.004529451485723257,0.002255009952932596,0.0026585462037473917,0.008765997365117073,0.036504361778497696,0.25935113430023193,0.6170461773872375,0.33806005120277405,0.6564330458641052,0.8086649179458618,0.6360928416252136,0.7828002572059631
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,3.208281441402505e-06,7.267368005159369e-07,1.7833083347795764e-06,2.486940729795606e-06,6.938455499039264e-07,1.7573226784861617e-07,4.775107527166256e-07,6.059725023987994e-07,3.2966545404633507e-07,2.429422920613433e-07,3.092346503308363e-07,6.490448640761315e-07,7.923753173599835e-07,6.620915087296453e-07,1.3528245972338482e-06,3.269673811701068e-07,9.673091199147166e-07,7.08256766301929e-06,3.781230816457537e-06,1.7696362419883371e-06,4.712760073743993e-06,2.4948037662397837e-06,6.479259809566429e-06,2.1528633169509703e-06,1.098068992178014e-06,3.894767360179685e-06,1.7559635807629093e-06,7.451110377587611e-06,1.134847570938291e-05,7.632859706063755e-06,1.3896050404582638e-05,1.2222860277688596e-05,1.7518021195428446e-05,8.962161700765137e-06,1.938964260261855e-06,1.2122611678933026e-06,1.177952071884647e-06,2.8223216759215575e-06,7.77958405251411e-07,6.881190870444698e-07,7.161658572840679e-07,6.707213628942554e-07,2.615707046516036e-07,2.4834099576764856e-07,1.9646252269467368e-07,2.5355157617923396e-07,3.6998144992139714e-07,9.870998383121332e-07,3.211257762814057e-06,3.7631659779435722e-06,2.760172264970606e-06,4.319892468629405e-06,1.933745124915731e-06,1.8824355265678605e-06,2.517702796467347e-06,1.387060137858498e-06,2.7015844352717977e-06,2.318403630852117e-06,8.799134434411826e-07,1.8467393374521635e-06,1.980334218387725e-06,7.333159715017246e-07,4.922133030049736e-07,4.901462489215191e-07,6.692327474411286e-07,1.089138095267117e-06,8.715286980987003e-07,3.88488132330167e-07,2.51347529456325e-07,1.3578726054674917e-07,1.4309746632079623e-07,1.946922196793821e-07,1.1763106044782035e-07,7.243922084398946e-08,1.459047354046561e-07,1.8116774924692436e-07,1.7085248771309125e-07,8.134956175354091e-08,7.764651144270829e-08,2.1863291976842447e-07,0.023658061400055885,0.007474442012608051
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.5761917893541977e-05,2.979243163281353e-06,3.2318400826625293e-06,2.1834841845702613e-06,1.8996221342604258e-06,8.654855264467187e-06,6.195286459842464e-06,4.718608124676393e-06,4.070001523359679e-06,3.818078766926192e-06,1.63621928095381e-06,2.66472466137202e-06,2.3168443021859275e-06,2.525059471736313e-06,1.2522101542344899e-06,2.9809023089910625e-06,6.122566901467508e-06,1.5479873809454148e-06,6.1134078350733034e-06,3.889528670697473e-06,2.2103454284660984e-06,1.97339363694482e-06,1.0621818546496797e-05,5.276735919323983e-06,3.187652055203216e-06,2.349185479033622e-06,1.4156535144138616e-06,7.742439720459515e-07,1.346416809155926e-07,8.907836956950632e-08,9.750138474373671e-08,2.3260894010945776e-07,2.7142075964547985e-07,6.07286835929699e-07,1.7037352790794102e-06,3.1021437507661176e-07,2.097143806167878e-06,0.006000503432005644,0.005043630953878164,0.010536269284784794,0.008728109300136566,0.010385909117758274,0.011305789463222027,0.009124904870986938,0.010712561197578907,0.41134127974510193,0.33549588918685913,0.24061651527881622,0.10924531519412994,0.1665138453245163,0.10072848945856094,0.04473461955785751,0.03955763578414917,0.012743718922138214,0.013152134604752064,0.003476024605333805,0.006202485412359238,0.003249548375606537,0.0036321880761533976,0.004424700513482094,0.0027548661455512047,0.0017099346732720733,0.001611863262951374,0.001989892451092601,0.002031786134466529,0.0030267140828073025,0.0023208472412079573,0.0018937431741505861,0.0013500475324690342,0.001057953224517405,0.0007124477997422218,0.0005590561195276678,0.001092126709409058,0.0009589490946382284,0.0003327668528072536,0.00039173616096377373,0.0004885356174781919,0.0008581269066780806,0.0006073605036363006,0.002818955108523369,0.8373129367828369,0.9475685358047485
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.2243444871273823e-06,6.897796538396506e-07,8.208049280256091e-07,1.91511526281829e-06,2.815998868754832e-06,3.0296200748125557e-06,8.146586878865492e-06,1.0294993444404099e-05,8.860080924932845e-06,2.6898105716099963e-06,0.0003588159161154181,0.0006945480708964169,0.00016440027684438974,5.6605720601510257e-05,0.0001371503312839195,2.170540210499894e-05,5.595511083811289e-06,7.2597099460836034e-06,3.62156170012895e-05,5.573060843744315e-05,0.0003491537063382566,0.00019225043070036918,0.00045593309914693236,0.00027029268676415086,5.175078331376426e-05,1.022955711960094e-05,6.236035005713347e-06,9.990232683776412e-06,9.554834832670167e-06,1.966996569535695e-05,0.0013471083948388696,0.0022724284790456295,0.0015197956236079335,0.0011443047551438212,0.0014418155187740922,0.0009213554440066218,0.0009838270489126444,0.6573278903961182,0.35923874378204346,0.13011081516742706,0.060363538563251495,0.30772581696510315,0.32541581988334656,0.38549068570137024,0.5108143091201782,0.352840393781662,0.4888780117034912,0.5021018385887146,0.5269238352775574,0.7624943852424622,0.7509824633598328,0.6914554238319397,0.6578025817871094,0.6563109159469604,0.8790883421897888,0.8764463067054749,0.9255974292755127,0.8863521814346313,0.8838317394256592,0.8998094797134399,0.8863362669944763,0.8652687072753906,0.8547501564025879,0.8777162432670593,0.9111155271530151,0.8750236630439758,0.8322848081588745,0.8868952989578247,0.8375442028045654,0.8653542995452881,0.906994104385376,0.8336994647979736,0.845300018787384,0.8608312606811523,0.8286656141281128,0.8495076894760132,0.8793189525604248,0.180540531873703,0.1722644716501236,0.30581188201904297,0.2082185000181198,0.7491705417633057
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,4.75352891271541e-07,2.6190963353656116e-07,1.6920811276577297e-06,2.2092881408752874e-06,5.477586000779411e-06,1.7385244746037642e-06,3.6437891139939893e-06,2.011884816965903e-06,6.669248477919609e-07,9.470376767239941e-07,1.4818331237620441e-06,3.9381711758323945e-06,2.2295564576779725e-06,2.6055874968733406e-06,2.9806442398694344e-06,1.2937945939484052e-05,4.917408205074025e-06,1.0742207450675778e-05,2.1560885215876624e-05,1.3303313608048484e-05,5.87613294555922e-06,7.97707343735965e-06,5.602710371022113e-05,4.783526310347952e-05,0.00013637321535497904,6.111087714089081e-05,7.385935896309093e-05,4.289289427106269e-05,7.655189256183803e-05,1.9814604456769302e-05,3.4776290704030544e-05,2.447869883326348e-05,2.103969018207863e-05,0.0001713973906589672,0.00014350446872413158,0.0003630227001849562,0.0007124799303710461,0.002068412257358432,0.0009078456787392497,0.002292411169037223,0.002046177163720131,0.010337372310459614,0.1259942203760147,0.16849161684513092,0.1618550419807434,0.10530742257833481,0.1286228597164154,0.2416153848171234,0.2870888411998749,0.38781964778900146,0.5498095154762268,0.47613778710365295,0.07917603105306625,0.058512602001428604,0.0937640368938446,0.05296000838279724,0.055283840745687485,0.055179160088300705,0.06909321993589401,0.07972020655870438,0.045497603714466095,0.04820289462804794,0.058174509555101395,0.08971615880727768,0.13493335247039795,0.2011415809392929,0.20815208554267883,0.18463574349880219,0.18033495545387268,0.13033603131771088,0.12062057107686996,0.23984679579734802,0.20689889788627625,0.17956697940826416,0.22848276793956757,0.43376031517982483,0.42840978503227234,0.6470120549201965,0.6768590807914734,0.6845327019691467,0.9951085448265076,0.9965139031410217
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,8.392909762733325e-07,1.7755752423909144e-06,4.562296453514136e-06,5.119553861732129e-06,4.1041516851691995e-06,1.9045106682824553e-06,1.5482740991501487e-06,2.6588375021674437e-06,4.303699370211689e-06,4.777156846103026e-06,1.0522582670091651e-05,1.4297554116637912e-05,6.256016604311299e-06,1.0501745464353007e-06,1.569555934111122e-07,6.732950623700162e-07,5.014517796553264e-07,7.523967155975697e-07,3.1581325856677722e-06,1.3041196325502824e-05,3.235170879634097e-05,7.407784141832963e-05,0.0002934369258582592,0.0005094207008369267,0.00020467318245209754,7.82623901613988e-05,4.319419895182364e-05,7.700523565290496e-05,4.623471249942668e-05,2.191759631386958e-05,1.7322849089396186e-05,2.8973645385121927e-05,1.0825190656760242e-05,5.449624950415455e-06,1.6656269963277737e-06,2.5435506358917337e-06,7.120802365534473e-06,8.449176675640047e-06,1.693420017545577e-05,8.078402061073575e-06,1.266247909370577e-05,3.302070763311349e-05,9.945279998646583e-06,6.177424074849114e-05,0.00017734162975102663,0.00024340789241250604,0.0003550093970261514,0.0003279361699242145,0.0006131997797638178,0.0006946277571842074,0.0017202852759510279,0.001241339836269617,0.0007543766405433416,0.0010512202279642224,0.0018097028369084,0.002906080102548003,0.002545207506045699,0.001856959075666964,0.0009007728076539934,0.0014527488965541124,0.0017114718211814761,0.004332204349339008,0.006337775848805904,0.008979898877441883,0.00680948980152607,0.014520619995892048,0.01828947849571705,0.0005259300232864916,0.000662310398183763,0.0010522159282118082,0.0012038382701575756,0.0007149929879233241,0.0008012296166270971,0.0010710954666137695,0.002386710839346051,0.004164882469922304,0.0034049232490360737,0.0031611036974936724,0.00703027006238699,0.021679377183318138,0.954092800617218,0.945635199546814
