explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,8.323108318109007e-07,4.4179310521030857e-07,2.1117577375662222e-07,5.383010943660338e-07,5.38920915005292e-07,8.778143296694907e-07,8.2474832652224e-07,4.0994422079165815e-07,1.506886917468364e-07,7.996078466021572e-07,4.5328766873353743e-07,1.2500478305810248e-06,1.276532884730841e-06,3.2757670851424336e-06,4.832107151742093e-06,2.9284717584232567e-06,2.6332413654017728e-06,1.0715386451920494e-05,1.275786507903831e-05,0.0001381595357088372,0.0005004547419957817,5.51456687389873e-05,0.00015142772463150322,0.0004178350209258497,0.00020015532209072262,0.00012147607776569203,0.00029038049979135394,0.00014154458767734468,0.0005995473475195467,0.0007077674381434917,0.0006239037029445171,0.002011588541790843,0.0003810525522567332,0.0002333228912902996,0.00014586532779503614,0.00020539459364954382,8.705248910700902e-05,0.0016717890975996852,0.00012143167987233028,3.74923474737443e-05,0.00014386026305146515,0.0004545909177977592,0.0007137114880606532,0.0007798735750839114,0.0005286617088131607,0.004895105492323637,0.00275727198459208,0.00485419062897563,0.001296456204727292,0.0008068068418651819,0.0006919899024069309,0.0007662543212063611,0.0018552159890532494,0.002056228229776025,0.0031651437748223543,0.0035634858068078756,0.0004006104718428105,0.02046651765704155,0.03905446082353592,0.008595136925578117,0.01764993742108345,0.0036211772821843624,0.0134352445602417,0.008976978249847889,0.007074730936437845,0.0023555888328701258,0.023857615888118744,0.009327279403805733,0.0032494065817445517,0.004243380390107632,0.006231201812624931,0.0033783556427806616,0.0011525058653205633,0.0022349723149091005,0.0018544169142842293,0.0014134787488728762,0.0017803969094529748,0.0003962618357036263,0.0008823462412692606,0.009648890234529972,0.08630707114934921,0.03394823148846626
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.697323109008721e-06,7.147139058361063e-06,8.612589226686396e-06,9.404510819877032e-06,2.822427086357493e-05,4.848212847718969e-05,3.477101563476026e-05,2.6440977308084257e-05,4.946447006659582e-05,3.716676656040363e-05,0.00019425280333962291,0.0003491853130981326,0.00022890673426445574,0.0004917314508929849,0.0010282472940161824,0.0002542285656090826,9.596763993613422e-05,0.00021023287263233215,0.0001645526208449155,0.0004326868220232427,0.0004164788988418877,0.0003484733751975,0.0003245672269258648,0.0004905268433503807,0.0008952090283855796,0.00034763163421303034,0.0007660622941330075,0.0017961347475647926,0.0012561578769236803,0.004579341504722834,0.002035530749708414,0.0018094892147928476,0.002751330379396677,0.004305497743189335,0.01721019297838211,0.01292518898844719,0.09313756972551346,0.030674545094370842,0.12098066508769989,0.1176779717206955,0.058813001960515976,0.07490069419145584,0.2537451684474945,0.27606528997421265,0.31151190400123596,0.1826697587966919,0.5900537967681885,0.9769351482391357,0.9765369892120361,0.934431791305542,0.9001269340515137,0.8906735777854919,0.9516369104385376,0.9927639365196228,0.9920943379402161,0.9935765862464905,0.9928154945373535,0.9764353632926941,0.9858275651931763,0.9695075750350952,0.9804812073707581,0.9914244413375854,0.9852656722068787,0.9958299994468689,0.9684199690818787,0.9671990275382996,0.9822744131088257,0.9885541796684265,0.9828977584838867,0.9710903763771057,0.9694797992706299,0.9861264824867249,0.9885146021842957,0.9915914535522461,0.9604833722114563,0.9635788202285767,0.9724593162536621,0.7656011581420898,0.8690782785415649,0.9282892942428589,0.8543716669082642,0.6189217567443848
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,4.070639261044562e-05,3.023706995008979e-05,4.944238025927916e-05,3.556327646947466e-05,5.564055754803121e-05,3.492630276014097e-05,7.003315113252029e-05,7.885439117671922e-05,0.0001852423301897943,9.930328087648377e-05,0.0013477342436090112,0.00021341742831282318,0.000203195188078098,6.702134851366282e-05,5.352247626433382e-06,1.3259350453154184e-05,7.162459041865077e-06,1.1325132618367206e-05,3.6222656490281224e-05,2.299062180100009e-05,1.3862536434317008e-05,1.6314417734974995e-05,9.288711225963198e-06,1.8567925508250482e-05,3.095734427915886e-05,1.1518663086462766e-05,4.192625965515617e-06,2.7687979127222206e-06,4.383898613014026e-06,9.324719940195791e-06,1.3680317351827398e-05,7.64341457397677e-05,3.6304201785242185e-05,4.5033837523078546e-05,3.609038321883418e-05,3.4754924854496494e-05,2.626235618663486e-05,0.00011417183122830465,0.00025051424745470285,0.00017720923642627895,0.00025281813577748835,0.0006079352460801601,0.00028454302810132504,0.0002718776813708246,0.0016241841949522495,0.0008293873397633433,0.0005573775270022452,0.0006146494415588677,0.0013064669910818338,0.0012038678396493196,0.003461371874436736,0.0009131611441262066,0.0008040128159336746,0.0011325908126309514,0.0006866948097012937,0.0008065631263889372,0.0022305715829133987,0.001086299424059689,0.0006971286493353546,0.0008718608296476305,0.0007692693616263568,0.0013394015841186047,0.0027118322905153036,0.0017746980302035809,0.0017364349914714694,0.006311529316008091,0.0025685979053378105,0.0031511455308645964,0.003377690212801099,0.010980547405779362,0.007865077815949917,0.0040418184362351894,0.010782620869576931,0.004753198474645615,0.00247655319981277,0.0020716541912406683,0.0034552649594843388,0.00888106320053339,0.014412857592105865,0.004517748486250639,0.0355692058801651,0.3625369668006897
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,8.003583207027987e-05,3.632653533713892e-05,3.4070730180246755e-05,3.66833592124749e-05,3.393064616830088e-05,3.1529714760836214e-05,5.8314766647526994e-05,4.8957415856420994e-05,1.9087186956312507e-05,4.756891939905472e-05,3.650201324489899e-05,4.279500353732146e-05,7.107190322130919e-05,0.0001245020976057276,0.00010169125016545877,0.0001859078329289332,7.380574243143201e-05,7.501422260247637e-06,9.163529284705874e-06,2.335938552278094e-05,0.0002853099722415209,2.349714850424789e-05,8.73210301506333e-05,4.960606020176783e-05,0.0001300987059948966,2.9600769266835414e-05,1.2833942491852213e-05,1.2222385521454271e-05,2.0707373550976627e-05,8.03908369562123e-06,1.4217510397429578e-05,5.970734855509363e-05,3.519281017361209e-05,5.251916445558891e-05,0.00019108352717012167,0.0003921079041901976,0.0021681119687855244,0.02036280930042267,0.00995642226189375,0.027477756142616272,0.071651890873909,0.07696329057216644,0.26464155316352844,0.10091066360473633,0.21396444737911224,0.2940787374973297,0.16610807180404663,0.3292098045349121,0.7505490183830261,0.7283166646957397,0.5246394872665405,0.4621836543083191,0.7281044721603394,0.8658280372619629,0.6990627646446228,0.7000091075897217,0.7934010624885559,0.7255368828773499,0.5532543659210205,0.7868871688842773,0.6400756239891052,0.6472877860069275,0.6739097833633423,0.8096165657043457,0.8636044263839722,0.9051995277404785,0.892721951007843,0.9391068816184998,0.9127932190895081,0.9260662198066711,0.897773027420044,0.8734558820724487,0.7947424054145813,0.9148451685905457,0.8980354070663452,0.9157875180244446,0.8002968430519104,0.8716008067131042,0.9514352679252625,0.9390555024147034,0.9403198957443237,0.9352973699569702
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.3259939805720933e-05,1.2375972801237367e-05,1.222420087287901e-05,1.7719979950925335e-05,2.6579751647659577e-05,0.00019129726570099592,0.00047988028381951153,0.0009940825402736664,0.00036748358979821205,9.978629532270133e-05,0.00018590892432257533,1.4739777725480963e-05,0.0002192295651184395,0.00018163568165618926,0.0004971903981640935,8.682829502504319e-05,2.6757112209452316e-05,1.6632506230962463e-05,6.1027812989777885e-06,3.8575461076106876e-05,0.0013964591780677438,0.0004070239083375782,0.0013587219873443246,0.0017664713086560369,0.0007857592427171767,0.0012612951686605811,0.007578675635159016,0.011319631710648537,0.009749825112521648,0.019892875105142593,0.004425650928169489,0.002367552137002349,0.000695938419084996,0.010432375594973564,0.011272956617176533,0.013298862613737583,0.045880552381277084,0.10075197368860245,0.12874218821525574,0.11318357288837433,0.07342760264873505,0.04402470588684082,0.09079093486070633,0.06637658923864365,0.04578172788023949,0.1592913568019867,0.28589558601379395,0.17854899168014526,0.1460145264863968,0.2449684888124466,0.40594327449798584,0.46589797735214233,0.4041818082332611,0.40396371483802795,0.5132128000259399,0.6810482740402222,0.5852527618408203,0.6486953496932983,0.5261065363883972,0.5052364468574524,0.4688471555709839,0.4536712169647217,0.5370985865592957,0.5862087607383728,0.7361372709274292,0.8591269254684448,0.8286769986152649,0.7437840104103088,0.7527718544006348,0.8522977232933044,0.8464645147323608,0.8240134716033936,0.7530547976493835,0.8041953444480896,0.6741309762001038,0.5886221528053284,0.5879502892494202,0.8625035881996155,0.8859353065490723,0.8727507591247559,0.6360928416252136,0.7828002572059631
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.084371888282476e-05,5.757292456110008e-06,1.0701642167987302e-05,7.430031473631971e-06,4.522216840996407e-06,4.391546099213883e-06,6.773113000235753e-06,1.0642577763064764e-05,3.173329969285987e-05,6.622515502385795e-05,0.00016405123460572213,8.818742207949981e-05,7.54548964323476e-05,0.0001132115357904695,3.809673580690287e-05,4.65385164716281e-05,6.194800516823307e-05,2.063375177385751e-05,4.133532274863683e-05,4.0293238271260634e-05,2.6533192794886418e-05,9.068006329471245e-05,3.543414277373813e-05,2.857147228496615e-05,7.730391189397778e-06,2.0089516965526855e-06,3.2630571240588324e-06,1.0220273907179944e-06,8.532024367013946e-07,1.8598528868096764e-06,2.3617392344021937e-06,5.939499715168495e-06,6.916841812198982e-06,2.4843693609000184e-05,2.857933213817887e-05,4.31498592661228e-05,2.4378345187869854e-05,4.4379055907484144e-05,7.577097130706534e-05,6.2791325035505e-05,0.00015015839016996324,9.425591269973665e-05,0.00011453984916443005,6.497577123809606e-05,0.0003124845679849386,0.0005739618209190667,0.0004257946275174618,0.00022886335500515997,0.00016679460532031953,0.00026206494658254087,0.00022381263261195272,0.00011959689436480403,0.00021285600087139755,0.00012259892537258565,0.00022586794511880726,0.00024878387921489775,0.0005362718366086483,0.0013532491866499186,0.0010608304291963577,0.0009548718808218837,0.0005794541793875396,0.0009350375039502978,0.0007103229290805757,0.0007729400531388819,0.00031784275779500604,0.000788919220212847,0.0007247723406180739,0.0011560484999790788,0.0012610345147550106,0.00207644235342741,0.0019208027515560389,0.004249762278050184,0.002331226132810116,0.0025497430469840765,0.0016260212287306786,0.0008034577476792037,0.0016111653530970216,0.004201184958219528,0.010082878172397614,0.007649471517652273,0.023658061400055885,0.007474442012608051
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,5.032489298173459e-06,2.759474909908022e-06,2.9568113859568257e-06,1.6999634908643202e-06,1.6605199562036432e-06,1.375948045279074e-06,6.562371481777518e-07,1.7922138795256615e-07,2.284261171325852e-07,1.1724723947281745e-07,2.2834986168618343e-07,1.1256359755407175e-07,2.683242996681656e-07,2.4952470312200603e-07,9.437406589540842e-08,7.219665008051379e-07,8.847490562402527e-07,1.5611266235282528e-06,1.9782394247158663e-06,2.6496948066778714e-06,4.736437404062599e-06,6.73938211548375e-06,2.9797800380038098e-05,3.937639849027619e-05,2.8235186618985608e-05,1.0741109690570738e-05,2.597666207293514e-05,1.1858368452521972e-05,1.0573756298981607e-05,3.6375691706780344e-05,8.97473146324046e-05,0.00037400168366730213,0.001088579068891704,0.0007673893705941737,0.00012168657849542797,0.0004481594078242779,0.0005665877251885831,0.07598961144685745,0.19440102577209473,0.06298800557851791,0.04780013859272003,0.08831723034381866,0.06246202439069748,0.06331933289766312,0.06372169405221939,0.18585406243801117,0.0949692502617836,0.145658478140831,0.06199866533279419,0.20975641906261444,0.3528066575527191,0.3155335485935211,0.20859336853027344,0.3886769115924835,0.6081037521362305,0.8067792057991028,0.867114782333374,0.8773889541625977,0.6985046863555908,0.7211515307426453,0.651397705078125,0.6572932004928589,0.5227455496788025,0.5626068115234375,0.5924051403999329,0.4126974940299988,0.379584938287735,0.29092931747436523,0.3779824376106262,0.4286177456378937,0.19711163640022278,0.12138398736715317,0.3174632489681244,0.1978425830602646,0.16692888736724854,0.21629232168197632,0.3274540305137634,0.356915682554245,0.5287275314331055,0.8868454098701477,0.8373129367828369,0.9475685358047485
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.5888875850578188e-06,6.946996791157289e-07,8.513175657753891e-07,5.470582209454733e-07,3.010647787959897e-06,2.4415910502284532e-06,1.4676234968646895e-05,1.2552632142615039e-05,3.3233779959118692e-06,3.5495320389600238e-06,2.2713687940267846e-05,5.4014668421586975e-05,2.8523008950287476e-05,5.207783033256419e-05,5.794965909444727e-05,2.3558946850243956e-05,4.666392851504497e-05,7.085972174536437e-05,2.2216148863662966e-05,4.5577056880574673e-05,3.136068335152231e-05,2.264156319142785e-05,3.867632040055469e-05,5.025012433179654e-05,7.540752994827926e-05,6.17958212387748e-05,7.773758989060298e-05,3.916938658221625e-05,4.4926033297088e-05,2.5606321287341416e-05,1.6123389286804013e-05,3.079268572037108e-05,1.4143622138362844e-05,2.4427341486443765e-05,2.3825567041058093e-05,4.529761281446554e-05,1.4893628758727573e-05,9.846715693129227e-05,6.602659414056689e-05,8.34751408547163e-05,0.0002015803474932909,0.00023173766385298222,0.00011149353667860851,0.0001363622141070664,6.61078593111597e-05,0.0002588042989373207,0.00015842478023841977,0.0003675995976664126,0.00028903441852889955,0.0011312089627608657,0.0015062341699376702,0.0013822043547406793,0.0014450711896643043,0.0005631322856061161,0.001975402468815446,0.003199511207640171,0.004942676983773708,0.0061487797647714615,0.010759261436760426,0.0052541508339345455,0.015431894920766354,0.013479871675372124,0.02074776403605938,0.0172334723174572,0.023813454434275627,0.029890568926930428,0.061695780605077744,0.031668033450841904,0.042093921452760696,0.052439648658037186,0.08742962032556534,0.09006005525588989,0.10837966203689575,0.08846709132194519,0.0636783242225647,0.08168138563632965,0.07376512885093689,0.06611191481351852,0.23015299439430237,0.48083361983299255,0.2082185000181198,0.7491705417633057
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.4498260725304135e-06,6.219839292498364e-07,2.5265678686992032e-06,5.33456386619946e-06,1.2398034414218273e-05,2.3766833692207e-06,3.911897692887578e-06,1.9854271613439778e-06,2.111773710566922e-06,3.4387101095489925e-06,3.4150637020502472e-06,4.073287527717184e-06,1.2090796417396632e-06,8.706596759111562e-07,1.8134619494958315e-06,3.4008858165179845e-06,4.731926765089156e-06,9.69054235611111e-06,0.0001075130348908715,0.00013039502664469182,9.456970292376354e-05,0.00030179854365997016,0.0010872497223317623,0.0018719274085015059,0.002292447257786989,0.0027737272903323174,0.002205603988841176,0.0017272363184019923,0.0013431496918201447,0.0014572677901014686,0.004735253751277924,0.0037617518100887537,0.0032959638629108667,0.004724014084786177,0.015684617683291435,0.020291727036237717,0.011347000487148762,0.024406643584370613,0.011616090312600136,0.016366608440876007,0.0061189839616417885,0.04296952113509178,0.043025385588407516,0.03816143423318863,0.03447946533560753,0.08696985989809036,0.0934620276093483,0.11287014186382294,0.09991937130689621,0.1476546823978424,0.15154588222503662,0.20899967849254608,0.16577008366584778,0.1622629016637802,0.20727165043354034,0.2603478729724884,0.35880017280578613,0.3437620997428894,0.3381411135196686,0.3603115379810333,0.5302518010139465,0.5993666648864746,0.48702481389045715,0.7513953447341919,0.7250327467918396,0.8515587449073792,0.7135825157165527,0.8381232619285583,0.6749428510665894,0.8201993107795715,0.7905334830284119,0.8774110674858093,0.8453128933906555,0.8022460341453552,0.8455050587654114,0.8773442506790161,0.8081015944480896,0.9120773673057556,0.9579175710678101,0.9619221091270447,0.9951085448265076,0.9965139031410217
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,4.815893248633074e-07,1.0931914857792435e-06,1.3768319604423596e-06,1.5909249668766279e-06,5.2725949899468105e-06,5.521939783648122e-06,1.397312280460028e-05,9.245778528566007e-06,1.2794177564501297e-05,1.7524011127534322e-05,2.625130036904011e-05,1.0168074368266389e-05,2.1536405256483704e-05,1.7923253835760988e-05,1.6293708540615626e-05,1.5673431335017085e-05,9.714363841339946e-06,6.208491868164856e-06,7.103571533662034e-06,5.734698788728565e-06,1.3015453077969141e-05,8.726968371775001e-05,8.579870336689055e-05,6.761621625628322e-05,3.3523625461384654e-05,2.1869325792067684e-05,0.0001070699145202525,6.847318582003936e-05,9.065480844583362e-05,7.716229447396472e-05,3.5061944799963385e-05,2.626812602102291e-05,5.390455771703273e-05,8.540846465621144e-05,6.28796115051955e-05,3.371490311110392e-05,4.328727300162427e-05,0.00012126657384214923,8.836862252792343e-05,0.00029082546825520694,0.00048261534539051354,0.0022694093640893698,0.0050832792185246944,0.002125364262610674,0.007565872743725777,0.0025780850555747747,0.00674053281545639,0.009199606254696846,0.00786499585956335,0.009988822042942047,0.08130728453397751,0.07452191412448883,0.1264020800590515,0.0803978219628334,0.08648353815078735,0.3534364402294159,0.5643383860588074,0.4609743356704712,0.2024827003479004,0.34286051988601685,0.6418957114219666,0.7202425599098206,0.8402115106582642,0.8495393991470337,0.765288233757019,0.12668366730213165,0.35242292284965515,0.042869288474321365,0.043905969709157944,0.08575799316167831,0.10228397697210312,0.11461453139781952,0.20152278244495392,0.2787940204143524,0.3676675260066986,0.2676612138748169,0.38142335414886475,0.21670658886432648,0.5340128540992737,0.5778619050979614,0.954092800617218,0.945635199546814
