explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,2.1157613900868455e-06,1.5243711004586658e-06,2.357623429816158e-07,1.1737696468117065e-06,5.151012828719104e-06,9.304712148150429e-05,5.510510891326703e-05,5.350953506422229e-05,5.307158062350936e-05,5.811238588648848e-05,0.00013928698899690062,0.00011016931966878474,6.995907460805029e-05,1.742087260936387e-05,1.904216787806945e-06,1.2574482752825134e-06,2.709016371227335e-06,1.5214611721603433e-06,2.2622130018135067e-06,3.2298723340318247e-07,3.9284219610635773e-07,1.4810436823609052e-06,6.120469038251031e-07,5.086140504317882e-07,4.589260811371787e-07,9.807019978325116e-07,1.0711675031416235e-06,1.0439125617267564e-06,1.530421968709561e-06,2.9498991693799326e-07,1.9132461659410183e-07,1.5844966583244968e-07,4.3870468857676315e-07,8.7768762568885e-07,3.937249744012661e-07,2.8514122618616966e-07,2.598881394533237e-07,2.0898507102629083e-07,3.7278800846252125e-07,4.186774731351761e-07,1.6324804619216593e-06,1.3928882935942966e-06,1.3069983424429665e-06,5.434354193312174e-07,5.874990733900631e-07,1.4071251541736274e-07,8.573525889232769e-08,1.812862393535397e-07,1.980724562145042e-07,3.6903068689753127e-07,3.2012187034524686e-07,6.486818620032864e-07,1.1336223906255327e-06,2.4979590307339095e-06,5.739954758610111e-06,7.029602329566842e-06,6.1829800870327745e-06,2.0788256733794697e-06,1.9049348338739946e-06,4.145472757954849e-06,5.084299573354656e-06,1.8604971046443097e-05,1.3553603821492288e-05,1.2550777682918124e-05,1.0389359886175953e-05,1.4540319170919247e-05,1.5773362974869087e-05,3.0472227081190795e-05,1.4604481293645222e-05,2.9778331736451946e-05,1.9618177248048596e-05,3.882823875756003e-05,2.2429863747674972e-05,2.1038420527474955e-05,3.200515129719861e-05,1.1196214472874999e-05,4.913068096357165e-06,1.3905411833547987e-05,1.1219177395105362e-05,9.952112122846302e-06,0.08630707114934921,0.03394823148846626
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.601480673547485e-06,7.810263923602179e-06,6.728126663801959e-06,2.063143256236799e-06,4.0878817344491836e-06,4.4475714275904465e-06,2.452406806696672e-05,5.8591765991877764e-05,1.9030741896131076e-05,1.716381848382298e-05,0.00012257002526894212,0.0001739140134304762,7.506981637561694e-05,4.600338070304133e-05,5.070765473647043e-05,2.7133142793900333e-05,9.039651558850892e-06,3.976595053245546e-06,2.4519120415789075e-05,7.481343345716596e-06,4.60426099380129e-06,6.228453003132017e-06,8.455021998088341e-06,1.3914874216425233e-05,1.8018993159785168e-06,3.1532736102235503e-06,1.0969673667204916e-06,2.3870438781159464e-07,1.821105001909018e-06,3.3823314424807904e-06,4.467421604203992e-06,1.1548912880243734e-05,9.195128768624272e-06,8.645849902677583e-07,9.689989610706107e-07,1.3847435411662445e-06,1.8509655319576268e-06,7.201326752692694e-07,7.132931045816804e-07,7.589905180793721e-06,1.0374335943197366e-05,2.1891293727094308e-05,9.41955022426555e-06,2.2295123926596716e-05,9.754049642651808e-06,2.7220166884944774e-05,4.615740181179717e-06,2.1480751456692815e-05,8.422753307968378e-05,2.7962449166807346e-05,3.559957622201182e-05,2.649601810844615e-05,7.407586963381618e-06,2.1009041120123584e-06,1.7288862181885634e-06,3.9727879652673437e-07,4.399511794872524e-07,5.89854516874766e-06,2.5011129309859825e-06,6.00892008151277e-06,9.039115980158385e-07,7.00346333815105e-07,3.1430145099875517e-06,5.857522182850516e-07,7.21274261650251e-07,5.133649096933368e-07,2.375765006945585e-07,8.448094490631775e-08,1.7743114710810914e-07,9.874885620320129e-08,7.042560667969155e-08,9.275550638676577e-08,1.255515797993212e-07,3.008321982633788e-07,5.9523902251612526e-08,2.3114379743560676e-08,1.7548865471894715e-08,1.4908572154581634e-08,3.086262978513332e-08,1.407866960789761e-07,0.8543716669082642,0.6189217567443848
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,7.085469405865297e-05,0.00011242693290114403,3.011738408531528e-05,1.6162373867700808e-05,5.195690391701646e-06,1.1232165888941381e-05,6.889932592457626e-06,6.957096502446802e-06,1.9680849163705716e-06,4.532715820459998e-07,1.6906243160974554e-07,1.4089698652242078e-07,3.792398501900607e-07,1.2824716577597428e-07,1.7147620212654147e-07,1.9568480524867482e-07,1.2460531024771626e-06,1.0174593398915022e-06,2.590047643025173e-07,3.852080396882229e-07,4.472118178000528e-07,4.911622681902372e-07,8.279899702756666e-06,3.072687377425609e-06,7.06877835909836e-06,1.8186517991125584e-05,1.610360232007224e-05,0.00018180311599280685,3.728283627424389e-05,0.00010656491213012487,9.435594984097406e-05,0.0002374393807258457,0.00027846486773341894,0.00024720278452150524,0.0006339975516311824,0.0008751712157391012,0.0008760449709370732,0.07325386255979538,0.04941685125231743,0.01543029211461544,0.0024843604769557714,0.006275202613323927,0.016612578183412552,0.034376487135887146,0.09270509332418442,0.012077671475708485,0.036272063851356506,0.017296740785241127,0.011433081701397896,0.011285590007901192,0.006616581231355667,0.07326757162809372,0.07552631199359894,0.2090015858411789,0.19238147139549255,0.29574263095855713,0.64798504114151,0.530985951423645,0.49380719661712646,0.3642409145832062,0.33186981081962585,0.11953561753034592,0.09538305550813675,0.0867726057767868,0.05290926620364189,0.09029407054185867,0.018818194046616554,0.005570632871240377,0.009379935450851917,0.005466790404170752,0.013977286405861378,0.0037551226560026407,0.0031542577780783176,0.0040667178109288216,0.00403089914470911,0.006080287508666515,0.007567961234599352,0.008699516765773296,0.03033299185335636,0.009810812771320343,0.0355692058801651,0.3625369668006897
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,4.4459877244662493e-05,4.108725624973886e-05,0.0013131065061315894,0.0001148528972407803,0.00010617492807796225,2.4445538656436838e-05,3.647315679700114e-05,5.9130857152922545e-06,7.470459422620479e-06,2.9866640716136317e-07,1.4025467862666119e-06,2.1284081412886735e-06,5.374354827836214e-08,7.741759588952846e-08,2.322967560530742e-07,2.7551595849217847e-06,1.6595300849076011e-06,7.198016828624532e-05,2.6462952519068494e-05,1.9150400476064533e-05,2.9744478524662554e-07,3.545409299476887e-06,7.326555646613997e-07,3.448143161222106e-06,9.695168046164326e-07,5.955879714747425e-06,2.4303151803906076e-05,2.0149700503679924e-05,1.834140311984811e-05,3.258548895246349e-05,3.953932537115179e-05,2.4548895453335717e-05,2.182618663937319e-05,5.312487701303326e-06,3.432865582908562e-07,3.3572907796042273e-06,5.759640089308959e-07,1.5468600622625672e-06,2.422826810288825e-06,1.3043684703006875e-05,3.0093953682808205e-05,2.19978373934282e-05,8.365763642359525e-05,1.6142268577823415e-05,0.00010992528405040503,0.00010255903180222958,3.2442483643535525e-05,6.53421157039702e-05,0.002407240681350231,0.0018001589924097061,0.00234767934307456,0.007766090799123049,0.00778057100251317,0.012641830369830132,0.013118008151650429,0.18300914764404297,0.08392789214849472,0.0421534962952137,0.06038076803088188,0.17023149132728577,0.000646147527731955,0.0005375994951464236,0.0002889867755584419,0.0001714283280307427,0.00025073307915590703,0.0002272185229230672,0.00028154716710560024,0.0003742555854842067,0.00022188907314557582,0.001257528318092227,0.00033392244949936867,0.10115505754947662,0.08263713866472244,0.22161723673343658,0.04108047857880592,0.010506309568881989,0.00970429740846157,0.007967932149767876,0.0019240177934989333,0.0005986527539789677,0.9403198957443237,0.9352973699569702
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.478783037280664e-05,3.255898991483264e-05,0.0002978277625516057,0.000428275961894542,0.0004892403958365321,0.001141020911745727,0.00015663314843550324,2.24521427298896e-05,4.1197563405148685e-06,9.220390893460717e-06,5.703070928575471e-05,1.2330975550867151e-05,3.994247890659608e-06,2.732136636041105e-06,1.6616831999272108e-06,1.5634763258276507e-05,2.8831060262746178e-05,0.00027986723580397666,5.007535219192505e-05,1.8394868675386533e-05,5.0740960432449356e-05,5.110404163133353e-05,0.0001903430966194719,9.620149648981169e-05,0.00021342058607842773,0.00031571227009408176,0.00015308787988033146,0.00013603920524474233,0.00032206697505898774,0.0002690329565666616,0.00038351191324181855,0.0013875225558876991,0.0005771031137555838,0.0003829517518170178,0.002022827509790659,0.003389871446415782,0.0030318251810967922,0.003968884702771902,0.0008784080273471773,0.0002836200874298811,0.0007469685515388846,2.5278253815486096e-05,4.1451094148214906e-05,1.1175319741596468e-05,1.809060813684482e-05,1.2112368494854309e-05,4.131973400944844e-05,6.811083585489541e-05,3.997509338660166e-05,0.001912684296257794,0.005681239999830723,0.0020890834275633097,0.0015929677756503224,0.0001918024936458096,5.682457776856609e-05,1.352271738142008e-05,9.292674803873524e-06,1.5129301573324483e-05,2.681505065993406e-06,2.1181083866395056e-05,8.720535333850421e-06,8.226834324887022e-06,1.4786970496061258e-05,1.4405174624698702e-05,8.835349945002235e-06,2.8418153306120075e-06,4.400794296088861e-06,4.1488351598673034e-06,4.1633425098552834e-06,8.161302503140178e-06,1.7685582861304283e-05,2.0599520212272182e-05,3.832259153568884e-06,8.700957550900057e-06,5.761786087532528e-05,0.0001904278906295076,0.000436112517490983,0.00014946873125154525,0.0021580844186246395,0.0364319272339344,0.6360928416252136,0.7828002572059631
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,3.071468017878942e-05,5.407016033132095e-06,1.6054533261922188e-05,2.086779750243295e-05,5.438091648102272e-06,3.833901303096354e-07,1.592063881616923e-06,9.217178558174055e-07,2.964227974189271e-07,1.6075496489520447e-07,2.4078778437797155e-07,1.0008450317400275e-06,1.068123197001114e-06,8.191646543309616e-07,1.2916656260131276e-06,3.938251040835894e-07,7.260291567945387e-07,5.300750217429595e-06,4.229048954584869e-06,2.336162651772611e-06,7.308947715500835e-06,3.8373891584342346e-06,4.756368525704602e-06,2.8261915758776013e-06,1.7622148789087078e-06,4.815889042220078e-06,1.8956332041852875e-06,9.085020792554133e-06,1.6996218619169667e-05,1.074779993359698e-05,1.255519237020053e-05,1.2501689525379334e-05,1.1302928214718122e-05,7.012655260041356e-06,3.3204016745003173e-06,2.9886766697018174e-06,1.5156597328314092e-06,3.5566836231737398e-06,1.2337083035163232e-06,1.3909433391745551e-06,8.71934730639623e-07,1.1178177601323114e-06,2.5570611228431517e-07,2.3250761671533837e-07,1.6422296766904765e-07,1.6561388349600747e-07,2.568495744981192e-07,8.02000215571752e-07,7.720114467701933e-07,1.988748863368528e-06,2.708971578613273e-06,1.052150196301227e-06,1.0949885336231091e-06,7.324025546040502e-07,9.716929980640998e-07,3.93838945456082e-07,3.7173316513872123e-07,5.476043156704691e-07,2.345152125826644e-07,7.132831569833797e-07,5.606590320894611e-07,1.846024275664604e-07,4.6617195437193004e-08,1.7798149087866477e-07,1.833854241795052e-07,1.7133908158939448e-07,2.395019009782118e-07,5.53772387945628e-08,4.424955690751631e-08,5.989745233137e-08,5.109742673425899e-08,1.56321050326369e-07,5.4195240295484837e-08,3.700884576574026e-08,4.967351685536414e-08,1.1774774577588687e-07,1.11509613986982e-07,4.5957207817082235e-08,2.0151755819597383e-08,5.948438186464955e-08,0.023658061400055885,0.007474442012608051
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.6319188944180496e-05,2.9747627650067443e-06,4.323989287513541e-06,1.991383669519564e-06,2.5032084067788674e-06,1.2487653293646872e-05,9.912283530866262e-06,9.413137377123348e-06,8.939087820181157e-06,4.8610845624352805e-06,3.024057832590188e-06,3.4909623991552508e-06,4.1993857848865446e-06,3.3186104246851755e-06,2.566442390161683e-06,3.3487174277979648e-06,5.72085582462023e-06,1.5460665281352703e-06,7.090908184181899e-06,3.267005922680255e-06,2.2632013951806584e-06,1.1037884632969508e-06,7.053472472762223e-06,3.7854031234019203e-06,2.69755355475354e-06,2.352834371777135e-06,1.2982421822016477e-06,7.606201393173251e-07,1.1767821206376539e-07,6.326675361378875e-08,7.63954730587102e-08,9.85246586537869e-08,7.8305703254955e-08,1.6027250637762336e-07,6.730398922627501e-07,9.744135098799234e-08,7.687602874284494e-07,0.0009586021769791842,0.0006594397127628326,0.001712595927529037,0.0012958814622834325,0.0015532831894233823,0.0009522049804218113,0.0008507458260282874,0.0013185364659875631,0.03372859209775925,0.041101302951574326,0.020442187786102295,0.008757149800658226,0.016854891553521156,0.007381548639386892,0.004665205720812082,0.002749329898506403,0.0009479583823122084,0.0009650386055000126,0.0002052310446742922,0.00027145547210238874,0.00022678710229229182,0.00020685202616732568,0.0001909047714434564,0.00012981295003555715,5.621612217510119e-05,6.582233618246391e-05,0.00011500348773552105,0.00015812147466931492,0.0001797858567442745,0.00011202430323464796,5.2839746786048636e-05,3.905303674400784e-05,3.867885970976204e-05,2.48939231823897e-05,1.7891143215820193e-05,8.019489541766234e-06,1.3148247489880305e-05,8.262432857009117e-06,1.2695722034550272e-05,1.3636912626679987e-05,3.180119165335782e-05,3.116926018265076e-05,0.0001001828713924624,0.8373129367828369,0.9475685358047485
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.0302137525286525e-06,8.301665275212144e-07,5.752507945544494e-07,1.15864338567917e-06,4.183679266134277e-06,4.626322606782196e-06,1.1845962035295088e-05,1.1922087651328184e-05,1.834610156947747e-05,4.070449449500302e-06,0.0004427710082381964,0.0009245545952580869,0.0005403212271630764,0.00016847359074745327,0.0002042626147158444,1.710199830995407e-05,6.780775038350839e-06,1.2031191545247566e-05,2.3705781131866388e-05,4.973450268153101e-05,0.000429248611908406,0.00010402727639302611,0.0003412340010982007,0.00020136214152444154,3.732356708496809e-05,3.974053470301442e-06,3.664217729237862e-06,4.150819677306572e-06,6.408942681446206e-06,1.1260603059781715e-05,0.0007364421035163105,0.0011675268178805709,0.0008018197258934379,0.0004223418945912272,0.0005707498057745397,0.000518455111887306,0.00040936717414297163,0.32988685369491577,0.17269763350486755,0.03652794286608696,0.010607248172163963,0.05770169571042061,0.07626259326934814,0.08305764943361282,0.1283186376094818,0.05522235110402107,0.11445239931344986,0.055711984634399414,0.09679954499006271,0.20833179354667664,0.2608133554458618,0.1528111696243286,0.21299391984939575,0.11000647395849228,0.508895754814148,0.4705894887447357,0.7244865298271179,0.7265567183494568,0.7248148322105408,0.6478391885757446,0.7365665435791016,0.7287363409996033,0.6084299683570862,0.6108224391937256,0.7366089224815369,0.6947958469390869,0.7190160155296326,0.6153323650360107,0.5221635699272156,0.5597422122955322,0.596454381942749,0.38735905289649963,0.4684304893016815,0.20165345072746277,0.3038889467716217,0.2796119451522827,0.3531120717525482,0.01637415401637554,0.02434539794921875,0.014964706264436245,0.2082185000181198,0.7491705417633057
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,4.580961672218109e-07,3.388506684132153e-07,2.359725840506144e-06,5.173648332856828e-06,1.4628877579525579e-05,3.5064181247435044e-06,1.577959119458683e-05,5.820821115776198e-06,2.881765794882085e-06,1.666180651227478e-06,2.076079908874817e-06,6.735037914040731e-06,4.663259005610598e-06,8.123558473016601e-06,6.529991878778674e-06,2.0435589249245822e-05,4.934408480039565e-06,7.97978191258153e-06,8.896722647477873e-06,3.909667611878831e-06,2.30438763537677e-06,1.7837688801591867e-06,1.12199668365065e-05,4.073408945259871e-06,1.3693921573576517e-05,4.109607743885135e-06,3.81382255909557e-06,2.9381260446825763e-06,7.284842467925046e-06,1.771545043993683e-06,3.7772226733068237e-06,1.3877931905881269e-06,2.0434770249266876e-06,2.0848518033744767e-05,7.814646778570022e-06,2.6836154574993998e-05,3.568680403986946e-05,0.00011119206465082243,4.367154906503856e-05,0.00014478128287009895,0.00016489384870510548,0.00023752944252919406,0.0025607554707676172,0.010156895965337753,0.009411677718162537,0.0028376788832247257,0.005608885083347559,0.014846021309494972,0.018673038110136986,0.020737355574965477,0.04451028257608414,0.04383376985788345,0.001290145912207663,0.000944093510042876,0.0008285161457024515,0.00040488477679900825,0.0001590352039784193,0.00010540315270191059,8.944461296778172e-05,0.0001379658206133172,3.940974056604318e-05,3.6477576941251755e-05,5.3278487030183896e-05,8.58323837746866e-05,6.0197195125510916e-05,7.266159082064405e-05,0.00012170928675914183,0.00011184298637090251,7.777464634273201e-05,0.00012011644867016003,0.0001283049932681024,0.00018553371774032712,0.00024218036560341716,0.00019690113549586385,0.0001235486415680498,0.0003215966862626374,0.0005715215811505914,0.0014553845394402742,0.000287977687548846,0.00010148703586310148,0.9951085448265076,0.9965139031410217
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,1.7698032195312408e-07,5.369375344344007e-07,4.066043402417563e-06,2.145843836842687e-06,6.324434593807382e-07,1.0439055841970912e-07,1.577650294848354e-07,5.126173618918983e-07,3.568219995031541e-07,6.671573373751016e-07,1.5062138345456333e-06,2.799741650960641e-06,1.5474986412300495e-06,2.32860614346464e-07,2.5899115740912748e-08,2.249049089186883e-07,1.7830740262070321e-07,1.774372861973461e-07,1.1504071153467521e-06,8.022440852073487e-06,1.0581543392618187e-05,1.2212168257974554e-05,4.6498367737513036e-05,9.807549213292077e-05,4.034927042084746e-05,3.424479655222967e-05,4.758175691677025e-06,2.7158659577253275e-05,1.5601908671669662e-05,9.719580702949315e-06,1.4403072782442905e-05,3.321319309179671e-05,3.189629978805897e-06,9.111175813814043e-07,2.4290605438181956e-07,4.23937677851427e-07,1.2863533811469097e-06,2.0820896224904573e-06,5.708620392397279e-06,2.001910615945235e-06,2.4227890662587015e-06,2.8037832180416444e-06,1.543303142170771e-06,7.573964921903098e-06,3.3918295230250806e-05,1.6459982361993752e-05,4.105892003281042e-05,3.19299433613196e-05,5.851791866007261e-05,4.122739119338803e-05,9.348031016997993e-05,3.3299751521553844e-05,2.7615304134087637e-05,2.3780348783475347e-05,5.540693018701859e-05,4.425872248248197e-05,4.5323999074753374e-05,2.015744394157082e-05,1.771397546690423e-05,3.005385588039644e-05,1.231485657626763e-05,4.417337913764641e-05,8.400606748182327e-05,0.0001287559571210295,9.46447835303843e-05,0.0009771572658792138,0.00028836174169555306,2.3493290427722968e-05,3.978728273068555e-05,5.477661034092307e-05,3.2153911888599396e-05,2.8912778361700475e-05,2.5264274881919846e-05,3.6798708606511354e-05,8.588010678067803e-05,0.00029672481468878686,0.0001607163285370916,0.0001520408841315657,0.0003942900220863521,0.0011894686613231897,0.954092800617218,0.945635199546814
