Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.4893749721522909e-05,0.00010546355042606592,8.837437053443864e-05,2.5681616534711793e-05,1.4563844160875306e-05,1.129856173065491e-05,0.00012681636144407094,8.85620029293932e-05,2.2180665837367997e-05,0.00030203082133084536,0.000177344583789818,0.00010209716128883883,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.3949327442096546e-05,1.8885317558670067e-06,2.3220177354232874e-06,1.6539173941509944e-07,1.3303247392570938e-09,6.479266012604512e-09,1.359634627107198e-08,3.878948007240979e-08,3.869258335953418e-08,1.6167957710422343e-06,6.284639653131308e-08,7.842486837716933e-08,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,3.884182660840452e-05,3.711559111252427e-05,3.267293141107075e-05,1.5506358977290802e-05,1.8634167417985736e-06,7.423496413139219e-07,8.179750921044615e-07,3.086476851876796e-07,2.406958401479642e-06,5.008924290450523e-06,3.441128342274169e-07,4.2054301729876897e-07,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,2.1222205759841017e-05,2.5631656171754003e-05,1.8625045186126954e-06,6.293995738815283e-06,3.1373863293993054e-06,2.3591526314703515e-06,2.698737444006838e-05,9.341653640149161e-05,5.074106866231887e-06,2.9305620046216063e-06,1.4420144225368858e-06,2.8888584324704425e-07,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,7.459227344952524e-05,5.8511370298219845e-05,4.5241500629344955e-05,5.786191832157783e-05,7.61985284043476e-05,0.00028447038494050503,0.0003255056217312813,0.0001895666791824624,2.86256199615309e-05,8.934634024626575e-06,1.9388007785892114e-05,1.865052036009729e-05,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,2.4402303097303957e-05,0.00010010273399529979,7.250852650031447e-05,2.8364323952700943e-05,2.430308268230874e-05,1.4005633602209855e-05,3.4278064049431123e-06,3.7893488524787244e-07,2.7958225246038637e-07,2.518501958093111e-07,2.4725146374748874e-09,1.626332624127258e-09,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.20846625577542e-05,1.3206334187998436e-05,5.186062935536029e-06,4.3055388232460245e-06,3.4230356504849624e-07,1.454736064943063e-08,7.126824641545682e-08,3.774624779406821e-10,1.7542037267226362e-10,4.1613256894154627e-13,3.861258882076335e-11,1.7581165689950495e-10,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,6.268402648856863e-05,4.6403762098634616e-05,1.831311237765476e-05,2.449307794449851e-05,8.61607441038359e-06,5.54415646547568e-06,6.242499694053549e-06,8.873176966517349e-07,2.5309489046776434e-06,5.633179625874618e-06,4.069366696057841e-06,1.2571736988320481e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.0759343897225335e-06,3.1171641694527352e-06,5.784782075579642e-08,1.7758931392108934e-07,3.8279094383142365e-07,5.558368343372422e-07,3.352911503995415e-09,3.5833863654133324e-10,2.746684997501081e-11,2.853392477877273e-16,7.415541325652002e-19,7.866156091389782e-17,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,2.5138073397101834e-05,1.4792823094467167e-05,7.407021712424466e-06,1.3650979781232309e-05,3.005892358487472e-05,5.674262865795754e-05,0.00023076578509062529,1.778310615918599e-05,1.686114410404116e-05,2.6918036382994615e-05,2.2252530470723286e-05,6.904180622768763e-07,4.707958964900172e-07,1.0843669770110864e-05
