Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,5.735797458328307e-06,0.00020728544041048735,0.0001701715955277905,4.127982720092405e-06,5.281548283164739e-07,3.502096319607517e-07,6.921935710124671e-05,2.351674447709229e-05,5.922002515035274e-07,6.634589226450771e-05,9.403010153619107e-06,4.21914910475607e-06,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.6582655007368885e-05,6.914844874472692e-08,3.882902319674031e-07,1.727947118723705e-09,2.7618689670341756e-13,2.2642446251275317e-10,4.0136113876876323e-10,1.8413452096410765e-08,6.870255475632803e-08,7.706277216357194e-08,1.0858378196587637e-08,4.958351063066857e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.3208843483880628e-05,1.4137025573290884e-05,1.1410323168092873e-05,2.6424618226883467e-06,4.882104320813596e-08,9.282227431128831e-09,5.976736439095021e-09,3.855121999407629e-09,7.420543823855041e-08,4.47771313361045e-08,3.072711529661376e-10,1.3358488759607212e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,9.615105227567255e-06,6.0397860579541884e-06,8.371803805751199e-10,1.1297795765585761e-07,1.7571974808561208e-07,7.595226669820931e-09,5.533181024475198e-07,2.552468686189968e-06,2.272480159604129e-08,1.111400393938311e-08,1.4555434635354914e-09,1.7275109120973298e-10,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.046599810360931e-05,3.245628613512963e-05,1.8405546143185347e-05,2.504089025023859e-05,2.4139051674865186e-05,6.987423694226891e-05,0.0001050206774380058,7.942613592604175e-06,1.0502209590868006e-07,4.856851809620366e-09,9.384226729025613e-09,1.8087357389617864e-08,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,6.3112665884546004e-06,1.7086927982745692e-05,3.1213487091008574e-05,2.937989393103635e-06,1.0367094773755525e-06,1.2930318860071566e-07,2.8462507017934513e-08,1.1675546573997053e-07,3.436634870013222e-07,5.654212387184998e-08,1.9133319373310087e-09,2.6583550916114973e-09,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.671446509339148e-06,1.7181286011691554e-06,3.834661299606523e-08,1.1308656411301854e-07,2.81269257884631e-10,2.3113540297209703e-14,8.995165723391096e-11,2.7937943926755133e-15,1.9937084582810193e-15,3.18911342610665e-19,2.5257090472046784e-16,4.0374156303121247e-16,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,6.256754568312317e-05,2.5637114958954044e-05,5.931783107371302e-06,8.766336577537004e-06,2.600397237983998e-06,7.093796057233703e-07,1.0329014230592293e-06,7.112387123697772e-09,1.1987209802555299e-07,6.982698153024103e-08,5.032926253534242e-08,3.172167453158181e-07,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.0254822175047593e-07,1.3508810070561594e-07,1.643953549679278e-11,6.730540569321875e-10,4.592396241065444e-09,2.9948299840043546e-08,2.42473228995177e-12,4.298223289875974e-13,1.426597792534342e-14,1.6768289934287084e-21,1.1083237366408756e-24,5.233704617664769e-22,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,6.4920182012428995e-06,7.414857350340753e-07,6.192416321937344e-07,4.0220032815341256e-07,2.1297885268722894e-06,8.170861292455811e-06,4.455069574760273e-05,1.424331003363477e-06,6.574113058377407e-07,2.087589791699429e-06,2.2369717953552026e-06,1.7069877955577795e-08,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,4.734695124852806e-08,9.673011845734436e-06,1.2765107157974853e-06,4.734163212560816e-06,6.496030891867122e-06,3.3204828469024505e-06,8.86075577000156e-06,5.303269858814019e-07,3.392708549654344e-07,2.9985562921552855e-09,4.962104616090812e-10,5.296748040173327e-10,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,5.287373369355919e-06,3.019677023985423e-05,2.0452088733691198e-07,1.5254079244186869e-06,1.4077129890210927e-05,1.5132643227389053e-07,4.0669039691465514e-08,2.612000171708928e-09,1.3339207516338547e-09,1.5082808886290877e-06,1.8372564227320254e-05,5.6700839195400476e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,1.8854951122193597e-05,2.2964282834436744e-05,5.086386408947874e-06,3.188853952451609e-06,1.885369101728429e-06,8.73455121563893e-08,5.249404111395961e-08,6.517181532217364e-07,2.3451683262010192e-07,3.620194206632732e-07,5.6105800467776135e-06,4.797543624590617e-06,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,1.013843484543031e-05,1.3254282293928554e-06,2.353895752094104e-06,0.0006080007879063487,2.135680006176699e-06,6.152316927909851e-05,2.701032644836232e-05,1.4810765378570068e-06,7.370171033471706e-07,6.960168974501357e-08,1.4877460330353642e-07,5.224017329830133e-10,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,1.8541784641001868e-07,2.2197235693965922e-07,2.982914963922667e-07,1.1426703139250094e-07,9.001185574675219e-09,2.5738713382850165e-09,1.56204027490503e-08,1.083266596424437e-07,6.275068642480619e-08,1.420384876382741e-07,3.2859105658644694e-08,1.4857279850843952e-08,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,6.274692623264855e-07,2.069750308919538e-07,1.699137783361948e-06,7.060638836264843e-06,4.611085842043394e-06,2.284333930901994e-07,2.580273417152057e-08,1.0534915162452307e-09,3.599676112742145e-11,1.530215243406019e-08,8.852466315545371e-09,1.0507342551591137e-07,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,4.434781658346765e-06,6.384368020917464e-07,4.762221692544699e-07,4.5785887436977646e-07,1.293256900680717e-06,2.5597291823942214e-06,1.0550620572757907e-06,2.0421094859557343e-07,1.468287564421189e-06,3.882494638673961e-06,3.393175347810029e-06,8.330443051818293e-06,0.00011316976451780647,0.0001679572742432356
