Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,9.489695912634488e-06,2.8220194508321583e-05,1.9962442820542492e-05,2.813261016854085e-05,2.929098809545394e-05,3.7905268982285634e-05,4.387773515190929e-05,3.986985393567011e-05,4.8867961595533416e-05,0.00012587744276970625,0.0001367108925478533,9.899373981170356e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.880351010186132e-05,1.681587309576571e-05,1.5219630768115167e-05,1.2171482012490742e-05,3.0818900995654985e-05,2.6065474230563268e-05,6.904834299348295e-05,5.7705103245098144e-05,5.114939631312154e-05,7.918978371890262e-05,6.151971319923177e-05,2.735442467383109e-05,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,4.4028038246324286e-05,3.929076046915725e-05,5.3412386478157714e-05,5.7601177104515955e-05,6.0640530136879534e-05,9.373333159601316e-05,0.00010504646343179047,0.0001077758424798958,0.00020712657715193927,0.0003422282461542636,0.00028249548631720245,0.000245497387368232,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,2.4463441150146537e-05,6.65428233332932e-05,4.495342363952659e-05,5.612497261608951e-05,5.4882355470908806e-05,7.357123831752688e-05,0.0001218485995195806,0.0001947089476743713,4.917674959870055e-05,3.827693944913335e-05,2.101945210597478e-05,1.0821094292623457e-05,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,7.319381256820634e-05,7.726309559075162e-05,7.449869735864922e-05,8.820661605568603e-05,0.0001222646387759596,0.0003854761307593435,0.00022191641619428992,0.0003513938281685114,0.00023732782574370503,0.00019480336050037295,0.00027003997820429504,0.0002163214812753722,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.868609928758815e-05,4.9688653234625235e-05,6.355550431180745e-05,7.27058868505992e-05,0.00010055139136966318,0.00027283915551379323,0.0002452876651659608,0.0001376521831844002,0.000272862846031785,0.0003014504909515381,0.0002638410951476544,0.0002164659817935899,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.133807199948933e-05,2.7084633984486572e-05,1.7927166481968015e-05,2.1532414393732324e-05,2.7314335966366343e-05,1.9661309124785475e-05,1.3741243492404465e-05,2.3878568754298612e-05,4.5005622268945444e-06,1.0097433914779685e-05,9.01963358046487e-06,7.570324214611901e-06,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,3.2764077332103625e-05,4.488668491831049e-05,3.229156573070213e-05,4.781357347383164e-05,2.2854137569083832e-05,1.6194850104511715e-05,9.325388418801595e-06,1.7257996660191566e-05,1.4027716133568902e-05,4.03902267862577e-05,3.7000776501372457e-05,5.331874490366317e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.4159222700982355e-05,2.895014222303871e-05,2.0944962670910172e-05,2.0247845895937644e-05,1.9232509657740593e-05,2.7508955099619925e-05,1.8876582544180565e-05,1.3495950952346902e-05,7.712697879469488e-06,6.274086899793474e-06,1.1093845387222245e-05,1.1363335943315178e-05,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,2.825145929818973e-05,3.948441371903755e-05,3.873364403261803e-05,4.098369390703738e-05,4.348526636022143e-05,7.777819701004773e-05,9.383939323015511e-05,2.4010068955249153e-05,1.7164687960757874e-05,3.442213710513897e-05,2.069941365334671e-05,2.8151765945949592e-05,4.707958964900172e-07,1.0843669770110864e-05
