Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,7.421281225106213e-06,0.0001944373652804643,0.00016056239837780595,6.431030669773463e-06,9.812349617277505e-07,6.207896490195708e-07,8.18647095002234e-05,3.2354921131627634e-05,1.1713119647538406e-06,9.391132334712893e-05,1.6465573935420252e-05,7.501127129216911e-06,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.7729844330460764e-05,1.2190430709324573e-07,5.194129926167079e-07,3.4426210770988064e-09,5.493119522616274e-13,2.6801430519363123e-10,4.984010981701203e-10,1.636402657823055e-08,4.9521950984399155e-08,1.0186618482066478e-07,9.391395217051013e-09,5.671419778252584e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.6536694602109492e-05,1.8029282728093676e-05,1.41073314807727e-05,3.634610948211048e-06,8.716795463215021e-08,1.78060517441736e-08,1.1244006614674618e-08,4.831475663991114e-09,9.929330957447746e-08,8.881377056013662e-08,6.832953092228422e-10,2.216595573756308e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.1487826668599155e-05,8.100319973891601e-06,4.8251025397405556e-09,2.634885447605484e-07,2.8724852541017754e-07,2.2192505610973967e-08,1.1011283049811027e-06,5.012012479710393e-06,5.705736683125906e-08,3.052353392263285e-08,4.801803399345772e-09,5.93710858254326e-10,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.397328252205625e-05,3.7215057091088966e-05,2.2596183043788187e-05,3.0361041353899054e-05,3.180173735017888e-05,0.0001017104004858993,0.00015144539065659046,1.7910022506839596e-05,3.5110622320644325e-07,2.3667585224984578e-08,4.9607692176323326e-08,7.017235503781194e-08,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,8.18915395939257e-06,2.7350415621185675e-05,3.875443508150056e-05,4.478707069210941e-06,1.7462483583585708e-06,2.3730913767394668e-07,4.3791068549126067e-08,8.856613220586951e-08,2.3734955334475671e-07,4.969113831521099e-08,1.0421177254471559e-09,1.4204225573521967e-09,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,3.7414188227558043e-06,2.648069539645803e-06,1.1477729344733234e-07,2.4682577759449487e-07,9.685350299548645e-10,1.7032545079204153e-13,2.8222443826386723e-10,5.97225397526999e-15,5.276481207121047e-15,5.266304823425378e-19,5.793690006747245e-16,1.4502620719597905e-15,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,6.796230445615947e-05,3.0356808565557003e-05,7.56825647840742e-06,1.0829575330717489e-05,3.258917558923713e-06,1.0923707804977312e-06,1.5606739225404453e-06,1.7825087184064614e-08,2.1504429525975866e-07,1.6906561484120175e-07,1.1424650381286483e-07,6.051808441043249e-07,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,3.048487542400835e-07,2.4047707825047837e-07,4.512528545275174e-11,1.5710980294514343e-09,7.528296208647589e-09,3.516316482432558e-08,4.6440850297313485e-12,7.972074606357737e-13,3.045275213638468e-14,3.79934799000046e-21,1.916503253785071e-24,1.494811999188767e-21,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,8.677938239998184e-06,1.4688655483041657e-06,9.90293870017922e-07,8.102075526039698e-07,3.5337743611307815e-06,1.1890770110767335e-05,6.152955756988376e-05,2.1457362890942022e-06,1.120607976190513e-06,3.0332105325214798e-06,3.0733021958440077e-06,2.6138945230513855e-08,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,9.509820841913097e-08,1.6175981727428734e-05,1.8394690641798661e-06,6.829588983237045e-06,7.861031008360442e-06,4.063889718963765e-06,1.1256856851105113e-05,8.58151850025024e-07,5.953270942882227e-07,6.54813403500043e-09,1.0125886795719907e-09,9.48386924548572e-10,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.659734026470687e-06,3.5726887290365994e-05,4.1814092810454895e-07,2.248439386676182e-06,1.7259420928894542e-05,3.644816217729385e-07,9.545883017381129e-08,6.128638485591864e-09,2.4767909945211386e-09,2.1567734620475676e-06,2.2496655219583772e-05,5.773242810391821e-05,3.4326938475714996e-05,7.732910307822749e-05
