Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,9.398921065439936e-06,0.00017666970961727202,0.00014692066179122776,9.812441930989735e-06,1.9597061964304885e-06,1.1947036000492517e-06,9.597853932064027e-05,4.4287076889304444e-05,2.451957470839261e-06,0.00013269350165501237,3.0093193345237523e-05,1.4176676813804079e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.9054370568483137e-05,2.2722818471265782e-07,7.164048270169587e-07,7.650156952365705e-09,1.5546660096441012e-12,3.662788405911499e-10,7.120524170289855e-10,1.5075270809461472e-08,3.5557985000878034e-08,1.5077405635111063e-07,8.951017704816877e-09,7.298887272355614e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,2.079509613395203e-05,2.2551383153768256e-05,1.7499820387456566e-05,5.106753633299377e-06,1.6742329478347528e-07,3.783434010529163e-08,2.4594784875375808e-08,7.638618626515381e-09,1.566476726111432e-07,1.9644950555175456e-07,2.01429650736884e-09,4.921297591664597e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.3653062524099369e-05,1.0867531273106579e-05,2.6598316438253278e-08,6.097860136833333e-07,4.894037601843593e-07,6.972187094334004e-08,2.360634425713215e-06,1.0423578714835458e-05,1.643050069333185e-07,9.278128487721915e-08,1.892899881283938e-08,2.5112854018516373e-09,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.72692694934085e-05,4.229212936479598e-05,2.7391757612349465e-05,3.637472036643885e-05,4.1007901018019766e-05,0.0001414510334143415,0.0002050985931418836,3.7637299101334065e-05,1.1731284530469566e-06,1.1643626152135766e-07,2.607380054087116e-07,2.999460662067577e-07,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.0757322343124542e-05,4.3918324081460014e-05,4.7360426833620295e-05,7.073206688801292e-06,3.159245125061716e-06,5.139629024597525e-07,8.294321673929517e-08,7.244167221642783e-08,1.663564290765862e-07,4.684478938088432e-08,5.856395368653011e-10,7.626043685426964e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.225366749073146e-06,4.080618964508176e-06,3.441850253693701e-07,5.357716759135656e-07,3.849601526439983e-09,2.231104407127149e-12,9.927476618543096e-10,2.5145480858114466e-14,2.535924825707893e-14,1.9928017591418203e-18,2.573359362108502e-15,9.862522989045538e-15,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,7.069001730997115e-05,3.5136574297212064e-05,9.599161785445176e-06,1.336185960099101e-05,4.117009666515514e-06,1.6799616560092545e-06,2.32855973081314e-06,4.687224830490777e-08,3.9579114741172816e-07,4.1996136701527575e-07,2.7192274387743964e-07,1.2386116168272565e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.7337564978988667e-07,4.4318315417513077e-07,1.803364124697282e-10,4.241598627885423e-09,1.4766227351969974e-08,4.738091874401107e-08,1.2027091995936434e-11,1.939663273747838e-12,8.607297410619455e-14,1.4574119446378803e-20,6.187060139906005e-24,6.682033650656548e-21,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.160279043688206e-05,2.837468400684884e-06,1.61442233093112e-06,1.6833074596434017e-06,6.038938408892136e-06,1.7639569705352187e-05,8.674521814100444e-05,3.4192771636298858e-06,2.0476543340919307e-06,4.690344212576747e-06,4.479244125832338e-06,4.4645560137723805e-08,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,2.052337890745548e-07,2.5767752958927304e-05,2.69560155174986e-06,9.778374987945426e-06,9.643282282922883e-06,5.091741968499264e-06,1.4634626495535485e-05,1.4659202633993118e-06,1.1178605063832947e-06,1.6339376074370193e-08,2.3441575347504795e-09,1.8831898263016456e-09,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,8.305523806484416e-06,4.0495269786333665e-05,8.332615948347666e-07,3.34720675709832e-06,2.141568620572798e-05,9.655266239860794e-07,2.516814561204228e-07,1.920143155587084e-08,6.587416390146927e-09,3.7769541449961253e-06,2.9778007956338115e-05,6.01178799115587e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,2.6377350877737626e-05,5.5950251407921314e-05,1.1961449672526214e-05,8.859841727826279e-06,5.154824521014234e-06,4.1528653582645347e-07,2.687163203063392e-07,2.8944502901140368e-06,8.483299325234839e-07,1.5811669982213061e-06,1.5047772649268154e-05,1.536429590487387e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,1.4408252354769502e-05,3.1639228836866096e-06,4.719051048596157e-06,0.0006198519840836525,5.285035058477661e-06,0.00010622385889291763,5.00673741044011e-05,4.314916168368654e-06,1.7259682181247626e-06,2.4259222186628904e-07,4.4256552200749866e-07,1.403393956600496e-09,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,4.1010483187164937e-07,1.0852346576939453e-06,1.3290585911818198e-06,6.604672648791166e-07,6.875672653450238e-08,3.4410685856300915e-08,9.698178615735742e-08,7.34486206965812e-07,3.1939234190758725e-07,1.182196342597308e-06,1.8592726291899453e-07,1.8840513149598337e-08,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.3584702830703463e-06,1.193072421301622e-06,3.519882284308551e-06,1.0557382665865589e-05,6.885865786898648e-06,8.820267680675897e-07,1.1129183974389889e-07,8.563391662441688e-10,7.617664138370728e-11,8.760108727301485e-08,3.840958839873565e-08,1.1010725842197644e-07,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,6.416374162654392e-06,1.511856112301757e-06,1.340462517873675e-06,1.2242750244695344e-06,2.5826461751421448e-06,3.926178578694817e-06,2.4937494345067535e-06,1.027421035360021e-06,3.6175431432639016e-06,1.340209291811334e-05,1.1243313565501012e-05,3.300044409115799e-05,0.00011316976451780647,0.0001679572742432356
