Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.1523397006385494e-05,0.00015490061196032912,0.00012966022768523544,1.4393997844308615e-05,4.036283826280851e-06,2.4741912056924775e-06,0.00011021745012840256,5.916928785154596e-05,5.289794898999389e-06,0.00018420300330035388,5.635720299324021e-05,2.795984073600266e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.0562720237649046e-05,4.457847353478428e-07,1.0221252750852727e-06,1.9115137916969616e-08,7.242003437907263e-12,6.314895273362708e-10,1.2718197606176318e-09,1.5268463826600964e-08,2.7072196928656922e-08,2.622178953970433e-07,1.0616649781525211e-08,1.1436306124323892e-08,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,2.607479655125644e-05,2.7506415790412575e-05,2.1702280719182454e-05,7.310599357879255e-06,3.47564025560132e-07,9.01931471730677e-08,6.440671995733283e-08,1.70019802681054e-08,3.049482302230899e-07,4.948485639033606e-07,8.252212246873114e-09,1.5443241352386394e-08,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.6075598978204653e-05,1.4549561456078663e-05,1.3040259716490255e-07,1.3817648323311005e-06,8.707658025741694e-07,2.2817411604592053e-07,5.341348241927335e-06,2.2394800907932222e-05,5.206002811064536e-07,3.0107341331131465e-07,8.398868089898315e-08,1.2319822495499011e-08,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,7.022744102869183e-05,4.761235322803259e-05,3.278824078734033e-05,4.303267633076757e-05,5.1667815569089726e-05,0.00018750909657683223,0.0002584863395895809,7.207587623270229e-05,3.75591639567574e-06,5.509452876140131e-07,1.2612713362614159e-06,1.3120749144945876e-06,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.4231321074476e-05,6.585184019058943e-05,5.6508266425225884e-05,1.1389527571736835e-05,6.096522611187538e-06,1.336188461209531e-06,2.0656395349760714e-07,7.286640624215579e-08,1.3018434685818647e-07,5.204168829209266e-08,4.134931008703546e-10,4.863256464204824e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,7.186265975178685e-06,6.218396265467163e-06,9.726333018988953e-07,1.1329429980833083e-06,1.6954809112235125e-08,4.4828557532738955e-11,3.8706349236861115e-09,2.603265639080504e-13,2.5453516247844754e-13,2.6568619413090847e-17,2.72807763792432e-14,1.423041101188821e-13,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,7.056050526443869e-05,3.9642607589485124e-05,1.2066345334460493e-05,1.6440659237559885e-05,5.237864115770208e-06,2.5573438051651465e-06,3.3831497603387106e-06,1.2648794722736056e-07,7.398546699732833e-07,1.0430109114167863e-06,6.682860771434207e-07,2.672767777767149e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,7.573003699690162e-07,8.395742270295159e-07,1.0252992899140168e-09,1.321293474632057e-08,3.5878684911949676e-08,7.8919399015831e-08,4.705531450599487e-11,6.833023730168364e-12,3.546126337451022e-13,1.2255488568540051e-19,5.544010312253782e-23,5.670710839963139e-20,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.5388013707706705e-05,5.252415121503873e-06,2.670976527952007e-06,3.521104872561409e-06,1.0502458280825522e-05,2.6424795578350313e-05,0.00012340130342636257,5.755086931458209e-06,3.980328074248973e-06,7.795390956744086e-06,7.019946224318119e-06,8.846382115734741e-08,4.707958964900172e-07,1.0843669770110864e-05
