Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.2308012628636789e-05,4.21466029365547e-05,3.220180224161595e-05,3.186520916642621e-05,3.221907536499202e-05,4.039772829855792e-05,7.375130371656269e-05,6.446963379858062e-05,5.613112807623111e-05,0.00022018753224983811,0.00021803980052936822,0.00015131932741496712,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.42816186073469e-05,1.2178272299934179e-05,9.780842447071336e-06,5.022242021368584e-06,7.206435384432552e-06,5.4826982704980765e-06,1.3430096259980928e-05,1.9482393327052705e-05,2.0580515410983935e-05,4.615505167748779e-05,2.3486692953156307e-05,1.0627784831740428e-05,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,4.8764650273369625e-05,4.192625419818796e-05,5.064523429609835e-05,4.432468267623335e-05,2.749860504991375e-05,3.1008738005766645e-05,5.2898529247613624e-05,4.564014670904726e-05,0.00010147718421649188,0.00016936770407482982,9.696753113530576e-05,8.368917769985273e-05,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,2.5535762688377872e-05,5.425146082416177e-05,2.5571975129423663e-05,3.7070054531795904e-05,2.7049894924857654e-05,3.922628457075916e-05,0.00011447034921729937,0.00022829827503301203,3.9662270864937454e-05,2.655822208907921e-05,1.540050288895145e-05,5.941788003838155e-06,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,7.513061427744105e-05,7.335603731917217e-05,6.691910675726831e-05,8.114131924230605e-05,0.00011273267591604963,0.0003783881547860801,0.0002666331420186907,0.0003472375974524766,0.0001783362531568855,0.00012341499677859247,0.00019917641475331038,0.0001685382885625586,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.962206392316148e-05,6.841278809588403e-05,7.230429037008435e-05,6.716684583807364e-05,9.269506699638441e-05,0.00022740017448086292,0.00020333132124505937,8.208457438740879e-05,0.00013146625133231282,0.00011309752881061286,4.791895116795786e-05,2.6412022634758614e-05,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.3982229575049132e-05,2.5840905436780304e-05,1.6801746824057773e-05,1.6732432413846254e-05,1.2429046364559326e-05,5.709375727747101e-06,4.41940483142389e-06,4.797803285327973e-06,8.365499297724455e-07,5.989995202071441e-07,1.1270377626715344e-06,1.258740098819544e-06,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,4.041002466692589e-05,4.722522135125473e-05,2.9261744202813134e-05,4.1373888961970806e-05,1.8161463231081143e-05,1.3313456292962655e-05,9.489615877100732e-06,9.641894394007977e-06,1.0463325452292338e-05,3.063799886149354e-05,2.8553224183269776e-05,4.968178836861625e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,9.31982049223734e-06,1.843028439907357e-05,7.915687092463486e-06,7.873672075220384e-06,1.0884402399824467e-05,1.9372506358195096e-05,4.336533947935095e-06,1.4014656244398793e-06,4.4272749732954253e-07,2.9382420052570524e-08,1.6651720002869297e-08,2.3089116396590725e-08,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.26679801219143e-05,3.5792709240922704e-05,2.848912845365703e-05,4.114915645914152e-05,5.719263936043717e-05,9.542604675516486e-05,0.00019540816720109433,3.933896732633002e-05,4.527618148131296e-05,9.257097553927451e-05,6.512238178402185e-05,9.037494601216167e-05,4.707958964900172e-07,1.0843669770110864e-05
