Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.3390273276600055e-06,1.6285139281535521e-06,7.296608828255557e-07,1.344889369647717e-06,4.5711954044236336e-07,5.790957970930322e-07,1.0682483662094455e-06,1.822136141527153e-06,1.7655453348197625e-06,7.2235334300785325e-06,2.667982698767446e-06,5.005709681427106e-06,1.4867150639474858e-05,5.131977104610996e-06,4.357777015684405e-06,2.506144028302515e-06,3.4388044696243014e-06,1.3860842500434956e-06,1.470467759645544e-05,9.513958502793685e-06,1.9958633856731467e-06,5.208437414694345e-06,1.1851381714222953e-05,8.10298206488369e-06,6.947039219085127e-05,4.471660213312134e-05,3.702775211422704e-05,7.731403457000852e-05,0.00012756171054206789,2.5317907784483396e-05,0.0007241631392389536,0.0009501093300059438,0.0017684129998087883,0.0010117077035829425,0.0007339356816373765,0.0009308241424150765,0.00034612257150001824,0.06131121888756752,0.029258109629154205,0.017518915235996246,0.005484973546117544,0.00874832272529602,0.7239212989807129,0.7324573993682861,0.5971636176109314,0.5166786909103394,0.41158434748649597,0.33121049404144287,0.36878255009651184,0.2562136948108673,0.24349159002304077,0.27036985754966736,0.2719312608242035,0.16042713820934296,0.07260095328092575,0.10505445301532745,0.10656343400478363,0.16431427001953125,0.11893206834793091,0.22223110496997833,0.13238579034805298,0.11885170638561249,0.08481457084417343,0.09502430260181427,0.11868610978126526,0.08485887199640274,0.10636621713638306,0.09491731971502304,0.05586885288357735,0.039683692157268524,0.030560217797756195,0.03183590993285179,0.05449811369180679,0.04773353412747383,0.060416970402002335,0.045601800084114075,0.07907489687204361,0.05893512815237045,0.02738204598426819,0.019876603037118912,0.0001257472176803276,0.00335746631026268
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,3.0180601129359275e-07,2.3326214204644202e-07,1.4436755918723065e-05,2.7100820716441376e-06,3.2049101719167084e-06,4.489047114475397e-06,1.2542122931336053e-06,3.365120846865466e-06,3.8517723623954225e-06,5.59169529879e-06,7.5262637437845115e-06,5.375696673581842e-06,8.577600965509191e-06,8.885574970918242e-06,5.523727850231808e-06,8.050285941862967e-06,2.8807671696995385e-05,1.691936813585926e-05,5.716801751987077e-06,5.6199543905677274e-05,4.21803051722236e-05,5.577386764343828e-05,1.6417483493569307e-05,3.928108071704628e-06,7.392755378532456e-06,5.988315933791455e-06,4.21669165007188e-06,8.5866340668872e-06,6.0673301049973816e-06,6.399885933205951e-06,2.6711413738667034e-06,1.2048528788000112e-06,2.2427561816584785e-06,8.040317425184185e-07,2.6039879230665974e-07,5.582880362453579e-07,2.6061596258841746e-07,1.4542658846039558e-06,1.829914594964066e-06,9.346583169644873e-07,3.8491571103804745e-06,2.7945068268309115e-06,8.678850917931413e-07,1.1979582268395461e-06,1.2025751630062587e-06,1.0544885071794852e-06,6.019710099280928e-07,5.137889047546196e-07,3.2856300435923913e-07,1.9090377634256583e-07,5.013837167666679e-08,5.236013933540562e-08,7.48424469065867e-08,8.02732174065568e-08,1.7052808942707998e-08,8.467144319013187e-09,3.92377552671519e-09,3.8722194339868565e-09,9.188320104769332e-10,6.79833411787456e-10,1.0359666458015226e-09,6.315709621951271e-10,2.865391812711948e-10,1.9550956686931187e-10,2.7506649735720146e-10,2.4483085003801364e-10,6.47050052426934e-11,4.930354041698948e-11,3.527600087038785e-11,2.9030533185703256e-11,4.4630188433814055e-11,2.5857360697045806e-10,1.416141981458452e-09,3.5150229393821064e-08,8.46043448632372e-08,6.673504913123907e-07,5.73844090467901e-07,3.660910078906454e-05,1.2014226740575396e-05,8.911538316169754e-06,0.1128707081079483,0.8184218406677246
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.939850108101382e-06,2.631208246839378e-07,4.4511901364785444e-07,3.8857930917401973e-07,1.1683115417326917e-06,1.9720355339813977e-05,2.078977104247315e-06,9.009868335851934e-07,3.478277221802273e-06,3.5640655369206797e-06,3.7550803426711354e-06,1.082600556401303e-05,4.578540938382503e-06,1.230897510140494e-06,5.05357718338928e-07,1.665204990786151e-06,7.965949407662265e-06,6.84896713210037e-06,6.247510555112967e-06,1.1620259101619013e-05,2.8165075036667986e-06,3.762936103157699e-06,1.53444329953345e-06,6.538517482113093e-06,3.422101826799917e-06,2.6794764380611014e-06,4.055646058986895e-06,1.8698267012950964e-05,1.7611559087526985e-05,9.23611587495543e-05,1.894501838251017e-05,2.6030629669548944e-05,3.790783739532344e-05,2.574968857516069e-05,2.9935581551399082e-05,5.132192018209025e-05,1.30354383145459e-05,2.3544480427517556e-05,8.946462912717834e-05,5.620440424536355e-05,3.838757038465701e-05,0.0001339921000180766,7.69962280173786e-05,7.549415022367612e-05,7.193846977315843e-05,6.274070619838312e-05,2.0973728169337846e-05,1.9426919607212767e-05,1.5331881513702683e-05,6.551204478455475e-06,3.8183961805771105e-06,5.650836101267487e-06,5.387380952015519e-06,5.257497832644731e-06,4.0994932533067185e-06,5.567134849115973e-06,1.3061473509878851e-05,3.880260464939056e-06,3.469582225079648e-06,4.447992523637367e-06,2.8186200324853417e-06,3.516764991218224e-06,5.203404271014733e-06,5.372223768063122e-06,7.840984835638665e-06,9.697151654108893e-06,5.313478141033556e-06,7.526137778768316e-06,8.689604328537825e-06,7.651618034287822e-06,1.0872880920942407e-05,1.5649176930310205e-05,1.2728712135867681e-05,7.58098349251668e-06,1.1968659237027168e-05,1.5039466234156862e-05,9.384434633830097e-06,3.9756861951900646e-05,0.00013479666085913777,0.0009359790128655732,8.765982784098014e-05,0.00093993847258389
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,3.5257305626146263e-06,1.8105845356330974e-06,1.1402835298213176e-06,2.806138468258723e-07,2.7711902816918155e-07,1.7336479629648238e-07,2.9190340455897967e-07,5.584224140875449e-07,1.7250528117074282e-07,2.0901040898024803e-07,2.425105947168049e-07,2.7163679305886035e-07,1.517969820952203e-07,6.058650683371525e-07,3.278391602634656e-07,9.312441306974506e-07,6.869221351735177e-07,2.1546473760736262e-07,3.5798365161099355e-07,2.0006328327326628e-07,1.6214957554439025e-07,4.462445701847173e-07,2.029564484473667e-06,3.276994959833246e-07,1.5575729150896223e-07,1.831165690191483e-07,8.989449895580037e-08,4.201279679705294e-08,1.3129179876614216e-07,1.1506620722911975e-07,4.0041909414867405e-06,4.435053142515244e-06,1.1504477697599214e-05,4.651024482882349e-06,1.5445019698745455e-06,9.345604894406279e-07,3.205622533641872e-06,3.239111038055853e-06,6.76317495162948e-06,5.218847218202427e-05,7.253292096720543e-06,1.5330783753597643e-06,5.564332354879298e-07,7.865197630962939e-07,5.594823733190424e-07,6.51395282602607e-07,8.739004186963939e-08,9.309736270779467e-08,6.375753258680561e-08,7.161078485751204e-08,4.217162086206372e-08,3.039323814846284e-08,6.225372572998822e-08,2.3692569683930742e-08,5.041149275797352e-09,3.1321225613112347e-09,8.483507230039322e-09,8.283929098240606e-09,8.475747215186402e-09,1.2167334695334375e-08,1.565528862101928e-08,1.5004410158780956e-08,9.818731605548692e-09,1.2078994693354161e-08,9.552034718751656e-09,7.596021589506563e-09,1.1691459356200085e-08,1.953490702533145e-08,3.152270977579974e-08,2.4363798090121236e-08,3.6924099333646154e-08,4.8784745132479657e-08,6.974298827344683e-08,1.324506087030386e-07,1.7251248607408343e-07,5.484399707711418e-07,7.824136787348834e-07,2.544339167798171e-06,3.3865917430375703e-06,1.1817746781161986e-06,0.0019810176454484463,0.0036820208188146353
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.0174721865041647e-06,5.075521016806306e-07,7.014756988610316e-07,5.04431731940258e-08,7.404289448231793e-08,5.821298643127193e-08,3.5824577082621545e-08,3.457396502426491e-08,1.6316086259848817e-07,2.378333050501169e-07,1.0606286338088466e-07,4.5226789779917453e-07,6.031977477505279e-07,2.9050642069705646e-07,2.0379188470087684e-07,2.8588775080606865e-07,1.0251924322801642e-06,2.3612512904946925e-06,2.5236356577806873e-06,8.39073891256703e-06,2.9432230803649873e-06,1.3575048569691717e-06,4.000825697403343e-07,4.256254442225327e-07,5.321739990904462e-07,1.859401777437597e-06,7.399286801046401e-07,3.2326522614312125e-06,1.7517280639367527e-06,8.786813623373746e-07,3.7143246345294756e-07,4.33730861004733e-07,8.058079288275621e-07,1.280443143514276e-06,7.680782800889574e-07,2.3357176814897684e-06,1.1419791690059355e-06,2.2982678729022155e-06,1.8303481965631363e-06,1.2381947271933313e-06,1.6514051139893127e-06,1.3504343314707512e-06,3.5327684599906206e-06,3.84362465410959e-06,2.834450015143375e-06,3.100842832282069e-06,3.1298450267058797e-06,4.18339868701878e-06,1.0713071787904482e-05,1.1586524124140851e-05,1.1129814993182663e-05,1.354351934423903e-05,7.788563380017877e-06,1.3351711459108628e-05,1.178664570034016e-05,9.084778866963461e-05,0.0001054221938829869,7.482787623303011e-05,0.00011299207108095288,9.625860548112541e-05,0.00022543370141647756,0.0005301547353155911,0.00042519596172496676,0.0003391114587429911,0.00021440851560328156,0.00032156400266103446,0.00033789340523071587,0.00029436653130687773,0.0002587747585494071,0.00016804583719931543,0.000369888759450987,0.000551232194993645,0.0003862587327603251,0.0008101625135168433,0.0006270259036682546,0.000335782504407689,0.000395881274016574,0.001624415977858007,0.003989866469055414,0.00062406255165115,4.497737972997129e-05,0.0001568612497067079
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,7.252251816680655e-05,9.728245458973106e-06,7.541204467997886e-06,8.167042324203067e-06,1.9409471860853955e-05,4.26829865318723e-05,5.623630841000704e-06,2.4215230496338336e-06,5.2877630878356285e-06,4.167904990026727e-06,6.744475626874191e-07,2.6490033633308485e-06,1.0943639608740341e-05,3.396375404918217e-06,2.296983211635961e-06,4.506867753661936e-06,2.6156752937822603e-05,3.9321650547208264e-05,6.964106432860717e-05,5.83504224778153e-05,1.341321512882132e-05,5.9750600485131145e-06,3.059204345845501e-06,3.320757969049737e-06,1.6973681340459734e-05,2.819987275870517e-05,6.554159335792065e-05,1.965855699381791e-05,4.982667451258749e-05,8.088672620942816e-05,0.0001073813036782667,6.837653927505016e-05,8.98386788321659e-05,7.370275125140324e-05,0.0001137320141424425,7.951625593705103e-05,4.395281575853005e-05,8.534306107321754e-05,7.279199053300545e-05,5.594534013653174e-05,2.7637313905870542e-05,5.678107845596969e-05,1.751080526446458e-05,2.1679577912436798e-05,1.8987306248163804e-05,1.993952719203662e-05,1.384077131660888e-05,1.1854775038955268e-05,8.62999240780482e-06,1.0821529940585606e-05,1.219302703248104e-05,1.623255229787901e-05,1.5091081877471879e-05,1.2262640666449443e-05,1.1465702300483827e-05,1.0349807780585252e-05,9.29203633859288e-06,4.584235284710303e-06,3.549620487319771e-06,5.755551683250815e-06,4.379400252219057e-06,3.40744213644939e-06,1.0293463674315717e-05,8.094608347164467e-06,1.0917463441728614e-05,5.0643666327232495e-06,5.284808594296919e-06,5.937985861237394e-06,5.338352821127046e-06,4.756884209200507e-06,3.6053950225323206e-06,5.498149675986497e-06,3.7663917282770853e-06,5.8105852076550946e-06,5.085737484478159e-06,3.2978205126710236e-06,3.5432001368462807e-06,7.359225037362194e-06,1.8640546841197647e-05,2.0940989998052828e-05,0.0021015105303376913,0.003255456918850541
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,9.993623280024622e-06,2.8348284104140475e-05,7.536026532761753e-05,5.1013039410463534e-06,6.774590929126134e-06,1.475465296607581e-06,5.721838078898145e-07,1.112640006795118e-06,1.8356057580604102e-06,4.7389332280545204e-07,1.2347802112344652e-05,2.0814617528230883e-05,0.00014114001533016562,2.0996987586840987e-05,1.9201856048312038e-05,3.5765601751336362e-06,5.3205667427391745e-06,6.237727575353347e-06,1.913238338602241e-05,1.54829649545718e-05,3.2782775178930024e-06,1.7469523299951106e-05,1.0358786312281154e-05,2.7602063710219227e-05,1.5889698943283292e-06,4.585622264130507e-06,7.601215088470781e-07,3.3903680218827503e-07,8.683397823006089e-07,3.6253371149541636e-07,1.0714325071603525e-06,1.5221372677842737e-06,3.1784825296199415e-06,5.740134383813711e-06,1.65915241723269e-06,1.3697227814191137e-06,3.833884420600953e-06,1.7009240309562301e-06,9.558016245136969e-07,9.666966889199102e-07,7.594091471219144e-07,8.623624125903007e-06,4.007098141300958e-06,2.3125751340558054e-06,1.365609477943508e-06,3.3798994536482496e-06,2.1359112452046247e-06,3.923940766981104e-06,3.844020739052212e-06,4.287605861463817e-06,2.029725465035881e-06,3.0007895475137047e-06,1.922450110214413e-06,2.552933892729925e-06,2.182449406973319e-06,8.915932312447694e-07,4.1195480093847436e-07,4.014457033463259e-07,3.2568269148214313e-07,2.3152013284288842e-07,1.524027339883105e-07,1.8039006022263493e-07,3.288097616405139e-07,4.957650503456534e-07,6.250273827390629e-07,1.7565164966981683e-07,1.0771055514169348e-07,9.225001917911868e-08,1.4188175612162013e-07,1.3682665667147376e-07,7.041549565656169e-08,6.093447524335716e-08,9.461004424338171e-08,1.9512560811563162e-07,1.629539241321254e-07,3.1036364589454024e-07,2.063409709762709e-07,4.888057674179436e-07,2.253481881098196e-07,2.1203865685492929e-07,0.0003488212823867798,0.00012365543807391077
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,4.9374275477021e-06,6.1993860072107054e-06,2.706321083678631e-06,8.985088243207429e-06,4.886235274170758e-06,9.068968438441516e-07,5.565877927438123e-07,1.5357360325651825e-06,4.083874046045821e-06,5.632926331600174e-06,3.4235432622153894e-07,3.476473693808657e-06,3.247442509746179e-05,1.657302345847711e-05,7.97157408669591e-05,5.576968032983132e-05,7.006074156379327e-05,4.881771747022867e-05,0.0001966066483873874,0.0007288447231985629,0.0003220016660634428,0.0005016517825424671,4.71404064228409e-06,3.906377230578073e-07,6.393642024704604e-07,6.846838687124546e-07,5.264458877718425e-07,8.979328640634776e-07,1.2198188414913602e-06,1.1230207519474789e-06,3.728322099050274e-06,7.0760497692390345e-06,2.2290087144938298e-05,7.056458798615495e-06,2.7990877242700662e-06,4.702861588157248e-06,6.702970949845621e-06,2.005390342674218e-06,2.8618007945624413e-06,6.595231525352574e-07,2.163842736990773e-06,4.926949259242974e-06,1.2032004406137276e-06,4.730006253339525e-07,2.1216247603206284e-07,2.2827228463029314e-07,2.633465783219435e-07,1.6681919134953205e-07,3.422209147174726e-07,3.192300823684491e-07,2.2342237571137957e-07,2.0271997414056386e-07,1.8563306980468042e-07,6.666590479653678e-07,8.558886861464998e-07,1.5139436300160014e-06,3.5213906812714413e-06,4.3142426875419915e-06,5.379443337005796e-06,1.0609003766148817e-05,4.223300129524432e-05,8.438540680799633e-05,7.150588498916477e-05,0.00014427480346057564,0.00029590484336949885,0.008767904713749886,0.003000423777848482,0.002795466687530279,0.007469573523849249,0.004126699175685644,0.024544410407543182,0.5353281497955322,0.5391761064529419,0.7644418478012085,0.8045229315757751,0.8007238507270813,0.8640407919883728,0.9712211489677429,0.8487493991851807,0.9598419666290283,4.840598558075726e-05,0.054478343576192856
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,3.2953325899143238e-06,2.4617963845230406e-07,3.621644495410692e-08,4.3768981328184964e-08,2.254288489211831e-07,4.29168636628674e-07,4.225665151125213e-08,4.4782044739122284e-08,1.6466486840727157e-07,9.265413325465488e-08,1.457074034760808e-07,1.7669137264419987e-07,6.066966307116672e-08,7.97058916646165e-08,6.07011898523524e-08,5.912741585234471e-08,1.210832465403655e-07,8.783031546499842e-08,2.3808786409063032e-07,2.668660954441293e-07,2.671877439297532e-07,8.843067007546779e-07,5.123443997945287e-07,1.1357010407664347e-06,7.139423814805923e-06,2.94890583063534e-06,4.836327889279346e-07,3.739945100278419e-07,3.4535662507551024e-07,1.0512646895222133e-06,6.032361739016778e-07,4.185741602213966e-07,3.38872439442639e-07,8.376790674446966e-07,7.04264778050856e-07,2.147221209725103e-07,2.241709040617934e-07,7.625801003996457e-07,6.146375994831033e-07,4.750058053559769e-07,6.034009629729553e-07,1.0228466180706164e-06,2.9164688385208137e-05,3.6329631257103756e-05,5.278254684526473e-05,3.4129385312553495e-05,3.0319684810820036e-05,2.2852098481962457e-05,5.787166446680203e-05,4.192843698547222e-05,3.976670996053144e-05,5.150901051820256e-05,2.0518788005574606e-05,2.6875364710576832e-05,2.11150327231735e-05,1.1222286957490724e-05,1.073369276127778e-05,9.880062862066552e-06,1.1605381587287411e-05,8.191065717255697e-06,6.497003141703317e-06,4.442938916326966e-06,6.3272673287428916e-06,3.705686822286225e-06,1.4055990504857618e-06,1.1643207926681498e-06,1.5189580153673887e-06,1.3522681001632009e-06,2.8376057343848515e-06,5.021612196287606e-06,8.015976163733285e-06,1.2835922461817972e-05,1.303840326727368e-05,1.781875835149549e-05,1.4888945770508144e-05,1.0127513633051421e-05,6.356621042868937e-07,2.3251442371474695e-07,2.3317254260746267e-07,2.1357340074246167e-07,0.4517287313938141,0.0672052800655365
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,2.0701411358459154e-06,8.430920388491359e-06,3.136239683954045e-06,0.00010733802628237754,1.3406021935224999e-05,0.00020188812050037086,0.00013533061428461224,0.00014334756997413933,2.1524661860894412e-05,7.892988651292399e-05,8.45054819365032e-05,1.1293481293250807e-05,4.934840944770258e-06,1.8752172763925046e-05,2.6655284273147117e-06,1.7005497738864506e-06,8.125456929519714e-07,8.250016776401026e-07,1.2416651316016214e-06,3.250703684898326e-06,3.610920248320326e-05,2.9521845135604963e-05,3.876345544995274e-06,5.205482466408284e-06,6.717598807881586e-06,1.6948290067375638e-05,1.3689891602552962e-05,4.594758593157167e-06,4.086927674507024e-06,3.004023028552183e-06,2.8727379230986116e-06,1.4438329571930808e-06,4.4361948425830633e-07,2.4462130454594444e-07,3.869995452987496e-07,3.976214884460205e-06,3.698649152283906e-06,2.4160956400010036e-06,2.182966454711277e-06,3.669376383186318e-06,2.4658986603753874e-06,4.009425083495444e-06,1.3838626728102099e-05,1.798062294255942e-05,3.351593477418646e-05,3.4594246244523674e-05,1.6052474165917374e-05,2.476772351656109e-05,1.776832687028218e-05,1.080926381291647e-06,1.4949301885280875e-06,1.6397656281696982e-06,4.859556611336302e-06,2.432507926641847e-06,1.5755200365674682e-05,2.044105713139288e-05,5.8975405409000814e-05,9.983713971450925e-05,0.0001216209348058328,9.866942855296656e-05,8.195291593438014e-05,8.577360858907923e-05,0.00011548338807187974,0.00010330868099117652,0.00010915190068772063,7.445466326316819e-05,8.595957478974015e-05,6.581152410944924e-05,8.383887325180694e-05,0.0001020735435304232,0.00013899264740757644,0.00014093868958298117,0.0001232396170962602,0.0001552194298710674,0.00017076496442314237,0.00027735004550777376,0.0002450004103593528,0.00018142550834454596,0.00026301099569536746,0.00022684477153234184,7.766246199025773e-06,4.225887096254155e-05
