Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.620275376510108e-06,1.8727261021922459e-06,8.462651521767839e-07,1.492843921369058e-06,4.841787699660927e-07,5.96776715156011e-07,1.127515361076803e-06,1.8362386526860064e-06,1.7635454696574016e-06,7.385556273220573e-06,2.8370041036396287e-06,5.346698344510514e-06,1.580669413669966e-05,5.594632057182025e-06,4.6567215576942544e-06,2.7009932637156453e-06,3.7321631225495366e-06,1.4794778735449654e-06,1.5422659998876043e-05,1.0094217941514216e-05,2.1467612896231003e-06,5.456088274513604e-06,1.2602584320120513e-05,8.763500773056876e-06,7.505193207180128e-05,4.774808621732518e-05,3.980271503678523e-05,8.105253073154017e-05,0.00013414181012194604,2.66346523858374e-05,0.0007354509434662759,0.0009967723162844777,0.001847736770287156,0.0010579607915133238,0.0007898019393905997,0.0009722998947836459,0.00037409464130178094,0.06574857234954834,0.033476945012807846,0.018764521926641464,0.00592237850651145,0.010027351789176464,0.7263978719711304,0.7356558442115784,0.6005288362503052,0.5184057354927063,0.428770512342453,0.31970852613449097,0.37221407890319824,0.2506643235683441,0.23893897235393524,0.26477593183517456,0.2659450173377991,0.15505285561084747,0.06895118951797485,0.10528328269720078,0.09525991976261139,0.16433797776699066,0.11899236589670181,0.22230538725852966,0.1187564879655838,0.10641708970069885,0.08485905826091766,0.08487340062856674,0.10628794133663177,0.08489172160625458,0.1064070463180542,0.08480916917324066,0.056159913539886475,0.035575009882450104,0.027491329237818718,0.030585559085011482,0.05323106423020363,0.047209884971380234,0.05664268136024475,0.04902559146285057,0.0832681804895401,0.062274303287267685,0.029201263561844826,0.022286709398031235,0.0001257472176803276,0.00335746631026268
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,3.256992329170316e-07,2.334464568320982e-07,1.389331737300381e-05,2.6792411063070176e-06,3.0878607049089624e-06,4.346243713371223e-06,1.2155815056758001e-06,3.260653556935722e-06,3.7433785564644495e-06,5.53256268176483e-06,7.571473815914942e-06,5.4777915465820115e-06,8.619312211521901e-06,9.108912308875006e-06,5.5802674978622235e-06,8.0864174378803e-06,2.8835655029979534e-05,1.6699004845577292e-05,5.614063411485404e-06,5.710006371373311e-05,4.30230466008652e-05,5.525367669179104e-05,1.667717515374534e-05,3.937731435144087e-06,7.64982178225182e-06,6.182510333019309e-06,4.369682756077964e-06,8.883616828825325e-06,6.3548359321430326e-06,6.774244411644759e-06,2.9425409593386576e-06,1.298369852520409e-06,2.435707529002684e-06,8.756668989917671e-07,2.85631756469229e-07,6.186934911056596e-07,2.8125074891249824e-07,1.6292538020934444e-06,2.062165549432393e-06,1.0418002602818888e-06,4.392186383483931e-06,3.194658802385675e-06,1.0051530807686504e-06,1.3982062228024006e-06,1.378727120027179e-06,1.218194825014507e-06,7.165634769989992e-07,5.973071779408201e-07,3.8133649127303215e-07,2.1813524142544338e-07,5.627955701470455e-08,5.8979551909033034e-08,8.476972368498537e-08,8.950281227271262e-08,1.951322481374973e-08,9.791532029623795e-09,4.79695216881737e-09,5.031570271540886e-09,1.1352629947225523e-09,8.013407715168341e-10,1.4187355734662788e-09,7.197514251267023e-10,3.860461950111471e-10,2.699288570440217e-10,3.7432151822613946e-10,2.9595265127468906e-10,8.477155089003929e-11,6.493431486953583e-11,4.62745883278437e-11,3.407968351964996e-11,5.820858378635663e-11,3.3947439304071736e-10,2.025593692778216e-09,5.3058290205854064e-08,1.2215497235956718e-07,9.825473625824088e-07,8.287730111078417e-07,6.039407890057191e-05,1.95860666281078e-05,1.4337128050101455e-05,0.1128707081079483,0.8184218406677246
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,2.1181174361117883e-06,2.954713806957443e-07,4.792456707036763e-07,4.109961082576774e-07,1.1383572200429626e-06,1.908480226120446e-05,2.0596899048541673e-06,8.896391818780103e-07,3.3136129786726087e-06,3.292784185759956e-06,3.5592888707469683e-06,1.0287663826602511e-05,4.382613951747771e-06,1.1921091527256067e-06,4.964004460816795e-07,1.6448786936962279e-06,7.829128662706353e-06,6.857234893686837e-06,6.21034587311442e-06,1.1576619726838544e-05,2.795705995595199e-06,3.6774119962501572e-06,1.5451458921234007e-06,6.807603313063737e-06,3.5500947888067458e-06,2.8270708298805403e-06,4.369925591163337e-06,1.9528240954969078e-05,1.814720053516794e-05,9.662647789809853e-05,2.0406005205586553e-05,2.7563246476347558e-05,4.0362876461585984e-05,2.7488707928569056e-05,3.1888623198028654e-05,5.3895582823315635e-05,1.4060436114959884e-05,2.501354720152449e-05,9.34750642045401e-05,5.944029180682264e-05,4.125000486965291e-05,0.0001391674595652148,8.049100870266557e-05,8.135800453601405e-05,7.286424079211429e-05,6.55405456200242e-05,2.19522335100919e-05,2.0718529412988573e-05,1.6351892554666847e-05,6.897868388477946e-06,4.171553428022889e-06,6.30384329269873e-06,6.0116844906588085e-06,5.713076916435966e-06,4.492389052757062e-06,6.072803898860002e-06,1.482502011640463e-05,4.3495097088452894e-06,3.947646291635465e-06,5.197269729251275e-06,3.1359875265479786e-06,3.960747108067153e-06,5.933826741966186e-06,6.177845534693915e-06,8.794953828328289e-06,1.0975517398037482e-05,5.940741175436415e-06,8.344632078660652e-06,9.769762073119637e-06,8.631070159026422e-06,1.225105097546475e-05,1.8006214304477908e-05,1.4497733900498133e-05,8.64955200086115e-06,1.3754482097283471e-05,1.761790736054536e-05,1.0993256182700861e-05,4.66333694930654e-05,0.00016496323223691434,0.0010750205256044865,8.765982784098014e-05,0.00093993847258389
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,3.293865120213013e-06,1.8804865931087988e-06,1.2016864729957888e-06,2.944938728433044e-07,3.058318611692812e-07,1.9233422676734335e-07,3.180260819135583e-07,6.02363400048489e-07,1.8702240822676686e-07,2.1909573888478917e-07,2.6735344249573245e-07,3.028625030765397e-07,1.6724040108329064e-07,6.346926397782227e-07,3.4033357110274665e-07,9.479946356805158e-07,6.835613248767913e-07,2.1733306709847966e-07,3.6395627489582694e-07,2.0784732157608232e-07,1.644048381876928e-07,4.5072289367453777e-07,2.058297013718402e-06,3.3960853329517704e-07,1.6305642702718615e-07,1.9259188377418468e-07,9.634751307885381e-08,4.541800180390965e-08,1.4234898060294654e-07,1.2722728115477366e-07,4.413780970935477e-06,4.893457571597537e-06,1.2519224583229516e-05,4.9944455895456485e-06,1.6655102399454336e-06,9.980500408346415e-07,3.391465497770696e-06,3.558197477104841e-06,7.407202247122768e-06,5.8959092712029815e-05,8.008129043446388e-06,1.7139502688223729e-06,6.524202831315051e-07,9.147097443928942e-07,6.513047310363618e-07,7.436112809955375e-07,9.943630630004918e-08,1.0748602363719328e-07,7.24316393529989e-08,8.126597350610609e-08,4.696193300901541e-08,3.433254036622202e-08,7.089231246482086e-08,2.6440213574119298e-08,5.686503712354352e-09,3.5638403339532942e-09,9.350338281421955e-09,9.276596379947932e-09,9.551475166347245e-09,1.325745024871594e-08,1.7639262495094954e-08,1.6479200226626745e-08,1.0386241200421864e-08,1.3046885349865533e-08,1.0185133625384424e-08,8.485985247830286e-09,1.2579274510926552e-08,2.1935269600703577e-08,3.504919376950966e-08,2.8389663953021227e-08,4.114674467814439e-08,5.4000917515395486e-08,7.700300841406715e-08,1.5005970510628686e-07,1.9457974076431128e-07,6.268494985306461e-07,8.872808621163131e-07,2.9011328024353134e-06,4.015865215478698e-06,1.4770618008697056e-06,0.0019810176454484463,0.0036820208188146353
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,9.698969734017737e-07,5.467413757287432e-07,7.982253009686247e-07,6.912332395359044e-08,9.379439092072062e-08,6.72165683113235e-08,3.993708475036328e-08,3.911748791551872e-08,1.8154362635414145e-07,2.535743135467783e-07,1.1772591079761696e-07,5.109690164317726e-07,6.672956942566088e-07,3.1296005431613594e-07,2.2885666339789168e-07,3.000867820901476e-07,1.0729218047345057e-06,2.507788622096996e-06,2.7274456897430355e-06,8.856362910591997e-06,3.3257733775826637e-06,1.4701803365824162e-06,4.3874413790945255e-07,4.7672625669292756e-07,6.013214601807704e-07,2.0766869965882506e-06,8.204712003134773e-07,3.553748911144794e-06,1.9301858174003428e-06,9.708568313726573e-07,4.190150093563716e-07,4.838461222789192e-07,9.085949841391994e-07,1.4765244031877955e-06,9.052685641108837e-07,2.7003807190340012e-06,1.2895652616862208e-06,2.6926884402200812e-06,2.1279386146488832e-06,1.4475982652584207e-06,1.8557619796411018e-06,1.5200390635072836e-06,4.097470082342625e-06,4.4248854464967735e-06,3.278274789408897e-06,3.6293099583417643e-06,3.628483455031528e-06,4.900345629721414e-06,1.2303375115152448e-05,1.3258586477604695e-05,1.282998073293129e-05,1.5790936231496744e-05,9.074057743418962e-06,1.5516121493419632e-05,1.3621723155665677e-05,0.00010360296437283978,0.00011995992826996371,8.643639739602804e-05,0.00013112823944538832,0.00010992677562171593,0.0002574158424977213,0.0006255367770791054,0.0004857910389546305,0.0003687870339490473,0.0002429434534860775,0.00036877591628581285,0.0003813699877355248,0.0003199490311089903,0.0002982947917189449,0.00018899499264080077,0.0004178275994490832,0.0005844983388669789,0.00040746558806858957,0.0008596478728577495,0.0006267767166718841,0.00031367086921818554,0.0004027116228826344,0.00176178605761379,0.004549188539385796,0.0007602943223901093,4.497737972997129e-05,0.0001568612497067079
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,6.778843817301095e-05,9.874038369162008e-06,7.504614131903509e-06,8.30497720016865e-06,1.9077622710028663e-05,4.1919309296645224e-05,5.669672646035906e-06,2.4885985112632625e-06,5.2166728892188985e-06,4.039111900056014e-06,6.451947456298512e-07,2.5733572783792624e-06,1.0509682397241704e-05,3.3641747450019466e-06,2.280832177348202e-06,4.456322130863555e-06,2.5441984689678065e-05,3.82928155886475e-05,6.878339627292007e-05,5.688681994797662e-05,1.2894523024442606e-05,5.6719054555287585e-06,3.09249435304082e-06,3.3888193229358876e-06,1.8076780179399066e-05,2.9812876164214686e-05,6.980870239203796e-05,2.0077632143511437e-05,5.254423740552738e-05,8.678148151375353e-05,0.0001119518929044716,7.1569716965314e-05,9.503579349257052e-05,7.820046448614448e-05,0.00011866726708831266,8.464138227282092e-05,4.713211819762364e-05,9.025149483932182e-05,7.868136162869632e-05,5.9488262195372954e-05,3.0375860660569742e-05,6.21103827143088e-05,1.9489620171952993e-05,2.378113094891887e-05,2.0567158571793698e-05,2.166171725548338e-05,1.5025484572106507e-05,1.3266644600662403e-05,9.511301868769806e-06,1.2174970834166743e-05,1.4033476873009931e-05,1.8369441022514366e-05,1.7648833818384446e-05,1.3907050743000582e-05,1.3163124094717205e-05,1.2006225915683899e-05,1.0744058272393886e-05,5.366686309571378e-06,4.121612164453836e-06,6.676750217593508e-06,5.0616672524483874e-06,3.861569894070271e-06,1.2017649169138167e-05,9.42550104809925e-06,1.268832875211956e-05,5.902122211409733e-06,5.997686912451172e-06,6.838000444986392e-06,6.169781045173295e-06,5.4258102863968816e-06,4.175875801593065e-06,6.4493633544771e-06,4.426405666890787e-06,6.806201326980954e-06,6.084410870244028e-06,3.961704351240769e-06,4.238372184772743e-06,8.878583685145713e-06,2.3148524633143097e-05,2.4769040464889258e-05,0.0021015105303376913,0.003255456918850541
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,8.759575393924024e-06,2.5278392058680765e-05,7.49990067561157e-05,5.038401013734983e-06,6.668355126748793e-06,1.4417450984183233e-06,5.502542421709222e-07,1.046574539032008e-06,1.7526330111650168e-06,4.3586067022260977e-07,1.1300084224785678e-05,1.9652157789096236e-05,0.000138119823532179,1.9774905013036914e-05,1.816382064134814e-05,3.4826005048671504e-06,5.072045496490318e-06,6.00003522777115e-06,1.844711550802458e-05,1.4855415429337882e-05,3.108236569460132e-06,1.671494828769937e-05,9.703057912702207e-06,2.645656786626205e-05,1.5824103911654674e-06,4.60484079667367e-06,7.847222605050774e-07,3.4711052876446047e-07,8.731513503335009e-07,3.6163817185297376e-07,1.097269773708831e-06,1.5407188129756832e-06,3.272467665738077e-06,5.8203781918564346e-06,1.6986123227979988e-06,1.3946305443823803e-06,4.008566975244321e-06,1.7138872863142751e-06,9.470518875787093e-07,9.434575645173027e-07,7.501200798287755e-07,8.565481039113365e-06,3.985543116868939e-06,2.317791086170473e-06,1.3425042197923176e-06,3.424146598263178e-06,2.167492084481637e-06,3.998344254796393e-06,3.84525083063636e-06,4.327294846007135e-06,2.0398249489517184e-06,3.0637811505584978e-06,1.956599817276583e-06,2.6199290914519224e-06,2.199045638917596e-06,9.009848440655333e-07,4.1624582536314847e-07,4.0349979713028006e-07,3.233532481772272e-07,2.2622468520694383e-07,1.508457359022941e-07,1.8261975753830484e-07,3.3591879855521256e-07,5.001134582016675e-07,6.415093025680108e-07,1.8250283062570816e-07,1.1090795482004978e-07,9.524895716594983e-08,1.4907013223819376e-07,1.4395010339285363e-07,7.406408997212566e-08,6.518882855743868e-08,9.813047086026927e-08,2.024839744763085e-07,1.7174635047467746e-07,3.2689936801943986e-07,2.1569267971699446e-07,5.135371452524851e-07,2.435450312532339e-07,2.348206180613488e-07,0.0003488212823867798,0.00012365543807391077
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,4.9112591113953386e-06,6.0445199778769165e-06,2.996947387146065e-06,8.769742635195144e-06,4.270898898539599e-06,9.009025916384417e-07,5.081489575786691e-07,1.4409965842787642e-06,4.031053322250955e-06,5.478727871377487e-06,3.3546896816005756e-07,3.516170863804291e-06,3.2769479730632156e-05,1.6935648091020994e-05,8.165519102476537e-05,5.692898776032962e-05,7.061527139740065e-05,4.782140604220331e-05,0.00020459012011997402,0.0007592835463583469,0.0003372057981323451,0.0005074659711681306,4.7285889195336495e-06,4.002900197974668e-07,6.602632538488251e-07,6.99696613537526e-07,5.442589099402539e-07,9.229099191543355e-07,1.2180773865111405e-06,1.1394687362553668e-06,3.7650215745088644e-06,7.168037882365752e-06,2.2634729248238727e-05,7.098951755324379e-06,2.9007608191022882e-06,5.06510559716844e-06,7.21596552466508e-06,2.1373007257352583e-06,3.027096909136162e-06,7.156663173191191e-07,2.3361510557151632e-06,5.097420398669783e-06,1.2283759360798285e-06,4.925558414470288e-07,2.2061355764435575e-07,2.3492341938435857e-07,2.6760426408145577e-07,1.698119973525536e-07,3.5381174257054226e-07,3.415622131797136e-07,2.421031126687012e-07,2.1356588320031733e-07,1.9988664234915632e-07,7.196605906756304e-07,9.197976282848686e-07,1.6526416857232107e-06,3.7641855215042597e-06,4.798735062649939e-06,6.214062523213215e-06,1.1974853805440944e-05,4.7806122893234715e-05,9.892350499285385e-05,8.178686402970925e-05,0.00017012977332342416,0.00034793117083609104,0.010957933031022549,0.0037784676533192396,0.003513722913339734,0.009376141242682934,0.0048912325873970985,0.030616672709584236,0.5930445194244385,0.6137902140617371,0.8155736327171326,0.8490917682647705,0.8539286255836487,0.8972147703170776,0.9785970449447632,0.8857166171073914,0.9673434495925903,4.840598558075726e-05,0.054478343576192856
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,3.071920446018339e-06,2.520534110317385e-07,3.6627021415824856e-08,4.250221508073082e-08,2.1847408504527266e-07,4.075389199442725e-07,4.2097671126839487e-08,4.389587360265068e-08,1.5836783973099955e-07,8.980724430784903e-08,1.3867156667402014e-07,1.768170392324464e-07,6.133276997388748e-08,8.208263579945196e-08,6.338343894185527e-08,6.005231512062892e-08,1.2726550835395756e-07,9.095749931020691e-08,2.436337354083662e-07,2.786475477023487e-07,2.7532990998224705e-07,9.027836540553835e-07,5.331588113222097e-07,1.203578449349152e-06,7.4359113568789326e-06,3.0718999823875492e-06,5.108632876726915e-07,3.943113711102342e-07,3.6742579823112465e-07,1.0873764040297829e-06,6.472005793511926e-07,4.495237533319596e-07,3.5045644608544535e-07,8.862572826728865e-07,7.371760943897243e-07,2.2303990476757463e-07,2.3362541412552673e-07,8.658854540044558e-07,6.860843768663472e-07,5.275775265545235e-07,6.784708830309683e-07,1.1526645948833902e-06,3.579874100978486e-05,4.403606726555154e-05,6.397538527380675e-05,4.140898818150163e-05,3.621302676037885e-05,2.6991358026862144e-05,6.847832264611498e-05,5.0231570639880374e-05,4.785348573932424e-05,6.069869778002612e-05,2.4605378712294623e-05,3.1827126804273576e-05,2.5925948648364283e-05,1.4110718439042103e-05,1.4233703041099943e-05,1.3307360859471373e-05,1.5858473489060998e-05,1.1103289580205455e-05,8.775743481237441e-06,6.090435363148572e-06,8.71845713845687e-06,5.124967628944432e-06,2.033150167335407e-06,1.7107716985265142e-06,2.23777578867157e-06,1.973081680262112e-06,4.009195890830597e-06,7.149291832320159e-06,1.1462187103461474e-05,1.8357961380388588e-05,1.8188877220381983e-05,2.4319875592482276e-05,2.043773747573141e-05,1.2739001249428838e-05,7.537415172009787e-07,2.4661898123667925e-07,2.6587738943817385e-07,2.8232847171238973e-07,0.4517287313938141,0.0672052800655365
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,2.3129182409320492e-06,8.645570233056787e-06,3.301007836853387e-06,0.00010898274922510609,1.4855760127829853e-05,0.0002156145201297477,0.00014506210573017597,0.00015356366930063814,2.362136910960544e-05,8.377656195079908e-05,8.968055772129446e-05,1.2193071597721428e-05,5.335103651304962e-06,1.987059658858925e-05,2.852256557162036e-06,1.8045285514745046e-06,8.874065997588332e-07,8.90563853772619e-07,1.3515140153685934e-06,3.519651500027976e-06,4.0543618524679914e-05,3.181714782840572e-05,4.067373538418906e-06,5.67137794860173e-06,7.383035608654609e-06,1.8719223589869216e-05,1.5156220797507558e-05,5.185185727896169e-06,4.439840722625377e-06,3.3059113775379956e-06,3.1848255730437813e-06,1.5811938283150084e-06,4.807925506611355e-07,2.5965303507291537e-07,4.0808902213029796e-07,4.23767824031529e-06,4.06333856517449e-06,2.5954702778108185e-06,2.282522018504096e-06,3.8856333048897795e-06,2.5564743282302516e-06,4.169637122686254e-06,1.4921620277164038e-05,1.9298664483358152e-05,3.635426037362777e-05,3.746120273717679e-05,1.8081089365296066e-05,2.7897282052435912e-05,1.9479481125017628e-05,1.0058809039037442e-06,1.4237933783078915e-06,1.5527982668572804e-06,4.794718279299559e-06,2.425729235255858e-06,1.6027290257625282e-05,2.1645229935529642e-05,6.248991849133745e-05,0.00010911811114056036,0.00013268286420498043,0.00010464561637490988,8.867016731528565e-05,9.240765939466655e-05,0.00012953013356309384,0.00011264664499321952,0.00011792969598900527,8.208733925130218e-05,9.509998926660046e-05,7.243022264447063e-05,9.297475480707362e-05,0.00011531719792401418,0.0001546661223983392,0.00015703108510933816,0.00013658619718626142,0.00016934437735471874,0.0001881655043689534,0.00030351572786457837,0.0002725105732679367,0.00019133616297040135,0.0002646569337230176,0.00020964346185792238,7.766246199025773e-06,4.225887096254155e-05
