Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,5.777226760983467e-06,1.0010687219619285e-05,3.238479985157028e-05,1.9521399735822342e-05,6.868620857858332e-06,5.620678621198749e-06,1.2266961675777566e-05,2.0136169496254297e-06,1.4958493466110667e-06,3.655053660622798e-06,2.0925126591464505e-05,2.823260183504317e-05,9.994487299991306e-06,3.803450817940757e-05,1.13558571683825e-05,3.111559271928854e-05,3.415513492655009e-05,3.4262429835507646e-05,6.935528290341608e-06,1.3983390999783296e-05,4.4257565605221316e-05,1.1876344615302514e-05,1.53444580064388e-05,1.7596297766431235e-05,2.425372804282233e-05,1.5893692761892453e-05,9.87729708867846e-06,7.139058652683161e-06,3.526821501509403e-06,5.936210072832182e-06,1.4296617791842436e-06,1.8298154600415728e-06,1.169573693005077e-06,1.248417106580746e-06,1.8245902992930496e-06,1.9033396938539227e-06,8.074355719145387e-06,7.47320973459864e-06,9.235411198460497e-06,9.18104615266202e-06,1.1489074495329987e-05,9.775938451639377e-06,7.439463843184058e-06,5.7746296988625545e-06,4.575985713017872e-06,4.018064373667585e-06,4.3239997467026114e-06,3.167035856677103e-06,3.783538204515935e-06,6.970541107875761e-06,7.3463488661218435e-06,1.1807936971308663e-05,1.4956629456719384e-05,1.9700064513017423e-05,1.2087929462722968e-05,1.4287217709352262e-05,1.0233878128929064e-05,8.885046554496512e-06,7.189743882918265e-06,7.790853487676941e-06,1.3398582268564496e-05,1.526368760096375e-05,1.4378721061802935e-05,1.750122828525491e-05,1.9485749362502247e-05,1.989521479117684e-05,1.74652104760753e-05,1.6575484551140107e-05,1.642230745346751e-05,1.3861478691978846e-05,1.449736828362802e-05,2.0568095351336524e-05,2.5851539248833433e-05,3.4034354030154645e-05,2.7958416467299685e-05,2.180867340939585e-05,2.6635303584043868e-05,2.353647505515255e-05,6.443044185289182e-06,3.4648551263671834e-06,0.0001257472176803276,0.00335746631026268
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.530452547944151e-06,9.898120651996578e-07,1.0483885262146941e-06,7.407713269458327e-07,2.830246614848875e-07,1.5863369640101155e-07,4.981480969945551e-07,2.8195970003253024e-07,2.575105781943421e-07,3.3626906770223286e-07,8.204119126276055e-07,2.34721210290445e-06,1.7335331676804344e-06,1.7882305201055715e-06,1.2806513041141443e-06,8.953809924605594e-07,3.542873798778601e-07,3.046274628104584e-07,3.538026192018151e-07,3.6640312828239985e-07,7.477448207282578e-07,3.490869175948319e-07,2.0174766177660786e-06,3.033364009752404e-06,4.40580060967477e-06,6.177470822876785e-06,1.2328861885180231e-05,9.313391274190508e-06,1.0037340871349443e-05,2.3735034119454212e-05,0.00012044245522702113,0.00020902355026919395,0.00010714221571106464,0.00020322551426943392,0.00028044183272868395,0.0004475233727134764,0.00040442461613565683,0.000978610827587545,0.0005226074135862291,0.0009571848204359412,0.0020710634998977184,0.0020270776003599167,0.0032456580083817244,0.002567440504208207,0.00223729619756341,0.002759357448667288,0.003823152743279934,0.0021229723934084177,0.002544660121202469,0.0028065957594662905,0.0028645487036556005,0.003020963864400983,0.0028842277824878693,0.0023773936554789543,0.0007046757382340729,0.0011736048618331552,0.0009638190385885537,0.004661505110561848,0.014912007376551628,0.028497563675045967,0.05223594233393669,0.09674672037363052,0.19277536869049072,0.25372642278671265,0.25123465061187744,0.5141419172286987,0.5898093581199646,0.5744361281394958,0.6255984306335449,0.6035938858985901,0.521842896938324,0.5081765055656433,0.4823647141456604,0.8291141390800476,0.8546919226646423,0.7952763438224792,0.8001266717910767,0.8273457884788513,0.8031535744667053,0.8126133680343628,0.1128707081079483,0.8184218406677246
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,6.50806987323449e-06,5.022539880883414e-06,4.054635610373225e-06,6.318105988611933e-06,9.357187309433357e-07,3.1524098176305415e-07,5.945993848399667e-07,8.53695212299499e-07,1.8146883462577534e-07,6.788626194520475e-08,8.242674454095322e-08,7.13611072455933e-08,1.2216635525419406e-07,2.6334490144108713e-07,1.39147800837236e-06,1.005440367407573e-06,2.1091724988764327e-07,5.529610120902362e-07,7.092727969393309e-07,4.1230345004805713e-07,4.542144154129346e-07,4.0623726249577885e-07,3.3754431569832377e-06,5.820152637170395e-06,1.9809607692877762e-05,5.794049866381101e-05,5.715027145924978e-05,6.927451067895163e-06,8.74508168635657e-06,6.403730367310345e-06,4.1719478758750483e-05,1.8093376638717018e-05,2.080556623695884e-05,3.5825494705932215e-05,2.6532667106948793e-05,1.2999373211641796e-05,3.0546929338015616e-05,2.0128540199948475e-05,9.923559446178842e-06,1.4057574844628107e-05,1.532374335511122e-05,6.474400379374856e-06,1.1705694305419456e-05,6.775922884116881e-06,1.1054875358240679e-05,5.522638275579084e-06,4.7220160013239365e-06,3.132619440293638e-06,1.2397277942000073e-06,2.451012051096768e-06,8.289629477076232e-06,8.798874659987632e-06,1.0744294741016347e-05,1.2276374036446214e-05,2.689492430363316e-05,1.3255898920760956e-05,6.520901933981804e-06,3.0086874176049605e-05,2.3903270630398765e-05,2.0409670469234698e-05,3.0706643883604556e-05,2.7078736820840277e-05,2.9055656341370195e-05,3.565311271813698e-05,3.4003645851043984e-05,2.7509251594892703e-05,3.404830567887984e-05,2.8141170332673937e-05,3.1678908271715045e-05,3.395112798898481e-05,2.129210770362988e-05,2.708995270950254e-05,2.9238033675937913e-05,3.4027038054773584e-05,3.788682442973368e-05,2.0294604837545194e-05,2.5900550099322572e-05,9.1469728431548e-06,3.126189085378428e-06,3.5311975352669833e-06,8.765982784098014e-05,0.00093993847258389
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.4356191968545318e-06,2.2111889848019928e-06,2.3057364160194993e-06,2.150494083252852e-06,1.2849213817389682e-05,2.1674388335668482e-05,2.8237529477337375e-05,2.569785101513844e-05,2.730024243646767e-05,1.1986480785708409e-05,8.101780986180529e-05,0.00011412889580242336,7.665794692002237e-05,1.1330143024679273e-05,7.1541135184816085e-06,2.6088953291036887e-06,1.853090225267806e-06,3.208631142115337e-06,3.6566893868439365e-06,2.2580370568903163e-05,1.4463985280599445e-05,4.8601455091557e-06,4.5402384785120375e-06,2.5627152353990823e-05,4.4634940422838554e-05,5.0108581490349025e-05,0.00015426344180013984,0.00039753367309458554,0.00024618773022666574,0.00032114761415869,9.594511357136071e-05,0.00012129283277317882,3.476753772702068e-05,5.265228537609801e-05,7.148247095756233e-05,3.58566758222878e-05,1.6891875930014066e-05,9.444126044400036e-05,9.021303412737325e-05,0.00024802546249702573,0.00020238514116499573,0.00042260243208147585,0.006884600501507521,0.00442129373550415,0.004700584802776575,0.0024096346460282803,0.005121437832713127,0.0039130887016654015,0.002990539651364088,0.0026576269883662462,0.00229200953617692,0.004151216708123684,0.002747005084529519,0.0037072475533932447,0.01498378161340952,0.008848664350807667,0.0037196497432887554,0.0027092627715319395,0.0021848620381206274,0.0018661393551155925,0.0014119609259068966,0.0011396477930247784,0.0012660451466217637,0.0012888594064861536,0.0017533553764224052,0.0019080250058323145,0.0013984570978209376,0.0010815475834533572,0.0006294213817454875,0.0005066252197138965,0.00047432861174456775,0.0004982818500138819,0.0003490298113320023,0.0002289362164447084,0.00027619150932878256,0.00012188674008939415,8.771143620833755e-05,3.368491161381826e-05,1.7122454664786346e-05,0.00031477262382395566,0.0019810176454484463,0.0036820208188146353
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.749600629518682e-07,9.895650237012887e-07,3.115179197266116e-06,6.451162334997207e-06,6.174902864586329e-06,3.945173830288695e-06,5.824632808071328e-06,7.578666100016562e-06,8.62550314195687e-06,5.856593816133682e-06,2.1938329155091196e-05,2.8745267627527937e-05,1.3609724192065187e-05,1.1688334780046716e-05,2.9179518605815247e-05,5.565703759202734e-06,4.347617505118251e-06,5.497659913089592e-06,9.509697520115878e-06,6.774023859179579e-06,2.6649348001228645e-05,1.615711153135635e-05,3.15687975671608e-05,4.131730747758411e-05,6.421911530196667e-05,4.5312626753002405e-05,3.1187068088911474e-05,2.9395529054454528e-05,6.210986612131819e-05,4.7237637772923335e-05,0.00013401162868831307,0.0001039285198203288,0.00011108587204944342,0.00020465976558625698,0.0004447670071385801,0.0002020979591179639,0.00010652642959030345,0.00023723469348624349,0.00017148954793810844,0.00020573553047142923,7.65776276239194e-05,9.052277164300904e-05,0.00012138450983911753,0.00010438624303787947,0.00011629737127805129,9.457362466491759e-05,0.00010329884389648214,9.319689706899226e-05,5.4146090405993164e-05,2.7987298381049186e-05,3.1475687137572095e-05,5.335617242963053e-05,5.607537241303362e-05,6.61718295305036e-05,5.175084515940398e-05,2.4268072593258694e-05,7.356122296187095e-06,1.078507921192795e-05,1.304674970015185e-05,1.7210380974574946e-05,3.085603020736016e-05,3.0871666240273044e-05,3.22558444167953e-05,2.3675666227518377e-07,1.1166930562467314e-05,1.609235187061131e-05,2.617954305605963e-05,3.229080903111026e-05,3.274340997450054e-05,3.2502375688636675e-05,4.000157059635967e-05,3.491131792543456e-05,2.7088761271443218e-05,4.176814036327414e-05,2.9772989364573732e-05,1.9558981875889003e-05,3.1281997507903725e-05,2.662501356098801e-05,6.0787278926e-06,8.703232197149191e-06,4.497737972997129e-05,0.0001568612497067079
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,6.0461261455202475e-06,3.674262188724242e-06,1.913153710120241e-06,3.501677383610513e-06,5.97365612975409e-07,5.274292220747157e-07,1.5639628827557317e-06,2.5972251478378894e-06,6.89420119215356e-07,2.0260742417121946e-07,2.794526210436743e-07,2.981532531975972e-07,1.0552061269208934e-07,4.6874407644281746e-07,1.3092666222291882e-06,8.090934784377168e-07,9.089809793749737e-08,1.2212709066261596e-07,1.5894958949047577e-07,1.5393835894883523e-07,1.7640969929288985e-07,3.297084845144127e-07,2.6502762011659797e-06,7.208418992377119e-06,1.3935016795585398e-05,3.537443626555614e-05,3.5654295061249286e-05,1.2652257282752544e-05,2.0434576072148047e-05,1.260388580703875e-05,5.819051693833899e-06,6.31403645456885e-06,7.342214757954935e-06,1.16912506200606e-05,1.6647081793053076e-05,1.7283333363593556e-05,2.826857235049829e-05,2.029413553827908e-05,1.5815623555681668e-05,2.365458021813538e-05,5.556050382438116e-05,6.11156428931281e-05,0.00010709897469496354,9.118619345827028e-05,0.00010856654262170196,6.163584475871176e-05,5.2386658353498206e-05,7.60385300964117e-05,3.394877421669662e-05,3.263709368184209e-05,8.842294482747093e-05,0.0001382649497827515,0.00015413426444865763,0.00024342694086953998,0.0003027517523150891,0.0002698565076570958,0.00019132169836666435,0.00044456127216108143,0.00044597138185054064,0.00028693588683381677,0.00025900357286445796,0.00021012900106143206,0.0002145592588931322,0.00038703929749317467,0.00028562606894411147,0.00033060478745028377,0.00026421385700814426,0.00029177029500715435,0.0003741471446119249,0.00035095433122478426,0.00024241083883680403,0.0002816822670865804,0.00039458731771446764,0.0003004024038091302,0.00040036276914179325,0.00044831103878095746,0.00046140942140482366,0.0006399612757377326,0.0005900553660467267,0.00039120687870308757,0.0021015105303376913,0.003255456918850541
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,8.68770200668223e-07,1.5712954564151005e-06,4.72312603960745e-06,1.911337221827125e-06,1.0001026566897053e-06,7.040472382868757e-07,3.6300838246461353e-07,2.8719770739371597e-07,3.3908514751601615e-07,1.239757949633713e-07,3.602750098252727e-08,1.1275896838469635e-07,1.1885030914982053e-07,5.994608898163278e-08,4.971410660914444e-08,2.7135951086165733e-07,9.859238758735955e-08,1.6504829147834243e-07,1.4996798824995494e-07,1.7250805228741228e-07,1.084686047647665e-07,1.015215431721117e-07,6.130070318022263e-08,8.840019916078745e-08,9.010270787257468e-07,6.475922873505624e-07,7.986343916854821e-06,9.465163202548865e-06,4.307502877054503e-06,1.1166280273755547e-05,4.101548711332725e-06,5.05341949974536e-06,4.531172635324765e-06,2.228332732556737e-06,4.668587280320935e-06,6.242400104383705e-06,6.375539214786841e-06,4.1759149098652415e-06,1.2227262686792528e-06,7.556876653325162e-07,8.407265568166622e-07,4.3384531522860925e-07,7.893142992543289e-07,8.887284366210224e-07,8.238342843469582e-07,5.869829919902259e-07,1.238181425833318e-06,7.902541483417735e-07,3.984087300068495e-07,4.551861252366507e-07,1.096871187655779e-06,1.4743445717613213e-06,1.6593107829976361e-06,1.4260099305829499e-06,1.5813974414413678e-06,1.7071967022275203e-06,2.3440629774995614e-06,2.2649703623756068e-06,1.213333803207206e-06,1.9026854261028348e-06,2.5748274765646784e-06,3.3544690722919768e-06,3.595785983634414e-06,2.9225413982203463e-06,5.213722033658996e-06,9.530497663945425e-06,1.309991148445988e-05,1.4116548300080467e-05,1.1399981303839013e-05,1.8851143977371976e-05,2.2794687538407743e-05,2.1277292034938e-05,1.5524821719736792e-05,7.517186986660818e-06,7.881747478677426e-06,4.486870693654055e-06,3.9394008126691915e-06,3.09169399770326e-06,1.0600073210298433e-06,3.3405201520508854e-06,0.0003488212823867798,0.00012365543807391077
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,3.4463048450561473e-06,3.4744459753710544e-06,5.3467456382350065e-06,2.452626858939766e-06,5.300569796418131e-07,1.0830685823748354e-06,2.473412621384341e-07,3.7313341749722895e-07,8.444912964478135e-07,5.248811589808611e-07,1.0291404350937228e-06,2.8813549306505593e-06,1.7935802816282376e-06,4.051755695400061e-06,1.1735053249140037e-06,1.1472036476334324e-06,7.838528404136014e-07,3.9543346019854653e-07,9.524446227260341e-07,4.829561248698155e-07,1.2504359574450064e-06,8.013336127987714e-07,7.689312724323827e-07,7.080276191118173e-06,7.529118647653377e-06,7.158572771004401e-06,2.0941990442224778e-05,5.56456825506757e-06,4.0236127460957505e-06,5.412547579908278e-06,1.6243054687947733e-06,1.3307068229551078e-06,1.2599957699421793e-06,2.308196599187795e-06,8.726440682949033e-06,1.7720200048643164e-05,3.0209308533812873e-05,2.2049864128348418e-05,1.6177940779016353e-05,5.880043681827374e-05,3.435292455833405e-05,5.190378487895941e-06,7.91616093920311e-06,1.3588259207608644e-05,1.178777984023327e-05,8.319773769471794e-06,7.665010343771428e-06,1.3597566976386588e-05,1.026054633257445e-05,1.922244337038137e-05,3.859279604512267e-05,5.0038466724799946e-05,4.7267196350730956e-05,4.179029929218814e-05,3.708398071466945e-05,2.3127146050683223e-05,2.204220618295949e-05,5.016999057261273e-05,6.420963472919539e-05,5.363413583836518e-05,4.54402543255128e-05,4.189909668639302e-05,3.1485680665355176e-05,4.307917697587982e-05,3.539049794198945e-05,4.689426350523718e-05,7.249601912917569e-05,8.748506661504507e-05,4.9789814511314034e-05,2.81513603113126e-05,1.9181277821189724e-05,3.6717276088893414e-05,4.828085729968734e-05,4.924954555463046e-05,5.9435296861920506e-05,6.678073259536177e-05,6.461000157287344e-05,8.375976176466793e-05,3.8084945117589086e-05,1.336231071036309e-05,4.840598558075726e-05,0.054478343576192856
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.1700378763634944e-06,8.759663501223258e-07,1.233672833222954e-06,3.8969886873019277e-07,2.7244715283814003e-07,2.443988762479421e-07,2.4066005153144943e-06,1.8242473061036435e-06,3.9264358520085807e-07,3.891574351655436e-07,3.511813133627584e-07,2.0833820144616766e-06,5.060352577856975e-06,9.96826565824449e-06,2.7550599043024704e-05,4.231171988067217e-05,4.0341757994610816e-05,2.1581143300863914e-05,1.2019124369544443e-05,2.8222422770340927e-05,3.077516157645732e-05,7.17105331204948e-06,2.1954083422315307e-05,6.591014243895188e-05,1.1365538739482872e-05,1.5456313121831045e-05,7.899247430032119e-05,8.590273500885814e-05,4.017201717942953e-05,2.8934135116287507e-05,0.0001393183192703873,0.00011750794510589913,3.155190643155947e-05,4.194936263957061e-05,3.2516960345674306e-05,1.693138256086968e-05,1.600866198714357e-05,0.0006699693039990962,0.00029075110796839,0.00020312279229983687,0.00024071868392638862,0.00012556271394714713,0.01170942559838295,0.003977930638939142,0.002712790621444583,0.0033005941659212112,0.00418829545378685,0.0036318739876151085,0.0020137985702604055,0.002765491371974349,0.002422130899503827,0.0015791913028806448,0.003097872482612729,0.002766373800113797,0.00689062150195241,0.01762031577527523,0.10771823674440384,0.15024538338184357,0.19325847923755646,0.15901146829128265,0.12663300335407257,0.005151781253516674,0.005470086354762316,0.08454564958810806,0.3785417079925537,0.7792280316352844,0.816226065158844,0.7548972368240356,0.5985140204429626,0.5544348359107971,0.41486841440200806,0.3793453574180603,0.30011066794395447,0.22703900933265686,0.17513959109783173,0.5416889190673828,0.04631277173757553,0.025349359959363937,0.014307652600109577,0.19459281861782074,0.4517287313938141,0.0672052800655365
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,5.397546374297235e-06,5.610805146716302e-06,4.1538332880008966e-06,8.546804565412458e-06,2.365977707086131e-05,7.349294264713535e-06,1.5846710084588267e-05,2.789529025903903e-05,0.00010533049498917535,8.421172424277756e-06,4.654117219615728e-06,1.823037200665567e-05,4.1748833609744906e-05,1.0664500223356299e-05,3.730590105988085e-05,2.2477754100691527e-05,6.619073246838525e-05,6.134475552244112e-05,9.147565288003534e-05,4.758345676236786e-05,8.822162635624409e-05,1.9433085981290787e-05,2.7422156563261524e-05,7.537464989582077e-05,8.076667290879413e-05,0.00013974099420011044,0.0001517316122772172,0.00021936871053185314,0.00012598672765307128,0.0002189501974498853,0.00011876229109475389,0.00010126645065611228,7.266581087606028e-05,3.5759559978032485e-05,2.4837096134433523e-05,1.704028545645997e-05,9.240654617315158e-05,5.003490878152661e-05,1.6598271031398326e-05,7.287537300726399e-06,1.751360105117783e-05,9.633797162678093e-06,2.5553268642397597e-05,1.778931255103089e-05,3.290996392024681e-05,4.5902703277533874e-05,0.0001230919297086075,0.00010203478450421244,6.223103264346719e-05,3.3804113627411425e-05,3.0270042771007866e-05,2.60572833212791e-05,3.857315095956437e-05,3.748526069102809e-05,3.9889870095066726e-05,6.3835468608886e-05,5.690724719897844e-05,6.942069012438878e-05,6.98100047884509e-05,7.125292904675007e-05,8.808349957689643e-05,7.632136112079024e-05,7.317406561924145e-05,7.58832975407131e-05,5.3970135923009366e-05,4.881949280388653e-05,6.574558938154951e-05,8.117589459288865e-05,0.00010765838669613004,0.00010375686542829499,8.934469224186614e-05,9.792411583475769e-05,6.098046287661418e-05,8.270227408502251e-05,9.678336937213317e-05,0.000113322188553866,7.273595838341862e-05,4.624450230039656e-05,1.511651680630166e-05,1.5795134459040128e-05,7.766246199025773e-06,4.225887096254155e-05
