explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,3.023647514055483e-05,2.236379441455938e-05,1.1792941222665831e-05,2.6478608560864814e-05,1.612727101019118e-05,1.2795382644981146e-05,6.616162863792852e-05,0.00011318297765683383,0.0004799783055204898,0.0018971430836245418,0.002890434116125107,0.02406255155801773,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.00029541790718212724,0.0007780499290674925,0.0009723816765472293,0.000503887131344527,0.0008259309106506407,0.0009376796660944819,0.0003225936961825937,0.0007312723319046199,0.0004236412059981376,0.000983262900263071,0.001884115976281464,0.016367681324481964,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,4.3294960050843656e-05,3.844279854092747e-05,5.78506660531275e-05,0.00033774165785871446,0.0005568696651607752,0.003976741805672646,0.001948283868841827,0.007985466159880161,0.02674384042620659,0.05744311213493347,0.12869593501091003,0.09056967496871948,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00074405298801139,0.00037433975376188755,0.0001919501373777166,0.0001919286441989243,0.00013829248200636357,0.00016501465870533139,6.509348895633593e-05,0.00011901003017555922,0.00010414196731289849,0.000384615472285077,0.0023661949671804905,0.07336559891700745,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.832969014183618e-05,0.0003435813123360276,0.0003775215009227395,0.00037036844878457487,0.0006991472328081727,0.0021024541929364204,0.0023656024131923914,0.006410764995962381,0.13237318396568298,0.4161868393421173,0.46839961409568787,0.645751416683197,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,0.0002573262026999146,0.00048602253082208335,0.0010617676889523864,0.006152097601443529,0.005641185212880373,0.006895808037370443,0.012796001508831978,0.01579325832426548,0.028038369491696358,0.01067284494638443,0.012794091366231441,0.019410444423556328,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.5694113194040256e-06,1.150804109784076e-05,1.3169768863008358e-05,1.6754302123445086e-05,9.631294233258814e-06,2.182970092690084e-05,0.0001661613496253267,0.0001718344574328512,0.0005532428040169179,0.0013411014806479216,0.0028261179104447365,0.002672748640179634,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,0.0002357788907829672,0.00022472227283287793,0.0005299464100971818,0.0004983979160897434,0.00023668407811783254,0.0010463913204148412,0.0004645826993510127,0.0017620408907532692,0.0022588439751416445,0.001046513905748725,0.0018295852933079004,0.004526439588516951,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,5.388418685470242e-06,3.171018397551961e-05,2.337506703042891e-05,3.572069908841513e-05,0.00017443046090193093,0.00043111524428240955,0.0052719078958034515,0.007644785568118095,0.07495872676372528,0.08003843575716019,0.2545124888420105,0.5636301040649414,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.0003297842340543866,0.0024078870192170143,0.0016810018569231033,0.006025225389748812,0.0031360648572444916,0.0055461786687374115,0.008775118738412857,0.02688022144138813,0.05457434430718422,0.09027886390686035,0.04226767644286156,0.07627037912607193,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0014602019218727946,0.001651880331337452,0.001640206202864647,0.001372483093291521,0.0029070978052914143,0.0033951872028410435,0.003417882602661848,0.013835789635777473,0.028781183063983917,0.031945567578077316,0.044557325541973114,0.033631887286901474,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.0004568178846966475,0.000955378171056509,0.0010844258358702064,0.0037821594160050154,0.009718957357108593,0.01548776775598526,0.035633236169815063,0.040120549499988556,0.09770047664642334,0.14479735493659973,0.2317967563867569,0.28783825039863586,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,5.962755676591769e-05,0.00015149990213103592,0.00016245496226474643,0.0001832077541621402,0.00017203090828843415,0.0012654716847464442,0.0019405100028961897,0.0007354686385951936,0.005008138250559568,0.007642625365406275,0.022852325811982155,0.024984821677207947,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,3.200066930730827e-05,4.8698879254516214e-05,4.5578206481877714e-05,2.78315110335825e-05,5.22349655511789e-05,6.886654591653496e-05,0.0012487192871049047,0.002829042263329029,0.008907663635909557,0.013990399427711964,0.012172188609838486,0.013161779381334782,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,2.7462524485599715e-06,2.344799395359587e-05,4.010709380963817e-05,2.730047890509013e-05,4.368724694359116e-05,6.079765807953663e-05,5.100188354845159e-05,5.0724298489512876e-05,6.824380398029462e-05,6.904226029291749e-05,0.00026586910826154053,0.000499045243486762,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,2.789877271425212e-06,2.660686368471943e-05,4.668505789595656e-05,3.999162436230108e-05,8.768307452555746e-05,0.00013422236952465028,0.00020360767666716129,0.00018800578254740685,0.00036929931957274675,0.0006565715884789824,0.0035061894450336695,0.008196583017706871,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.00022300479758996516,0.00047145146527327597,0.0006865589530207217,0.002008130308240652,0.0034665376879274845,0.002891235053539276,0.00624606478959322,0.017008572816848755,0.017195427790284157,0.22567065060138702,0.30812332034111023,0.30926230549812317,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,9.279077494284138e-05,4.03603698941879e-05,6.804395525250584e-05,4.885684757027775e-05,9.024562314152718e-05,9.991277329390869e-05,0.00024624133948236704,0.0014074521604925394,0.011062325909733772,0.013575520366430283,0.012161657214164734,0.041094820946455,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.0001248910848516971,0.0014648205833509564,0.002164846984669566,0.0005951827042736113,0.001973465783521533,0.004419237840920687,0.030085083097219467,0.08123080432415009,0.13388918340206146,0.25942185521125793,0.2713560461997986,0.48498010635375977,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.00011935114162042737,0.0006516330176964402,0.0005282468628138304,0.0015889096539467573,0.002085204469040036,0.002650737762451172,0.005830539856106043,0.004025606904178858,0.0036627231165766716,0.005384966265410185,0.025378013029694557,0.06455450505018234,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,8.625295595265925e-05,0.00027906763716600835,0.000505025265738368,0.0002564296592026949,0.0004374756244942546,0.0003895295667462051,0.00039184142951853573,0.0006574196158908308,0.0005051387706771493,0.000577326281927526,0.000714341236744076,0.00042344359098933637,0.0006663365056738257,0.011069848202168941
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,2.250973557238467e-05,6.328516610665247e-05,0.00019847677322104573,0.000193162020877935,0.0002165016921935603,0.00037521403282880783,0.00031768131884746253,0.00018736450874712318,0.00024079489230643958,0.00020398799097165465,0.00016535910253878683,0.00017130933701992035,0.00028046747320331633,0.00044431298738345504
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,4.298365820432082e-05,0.0009408360347151756,0.0003009089268743992,0.00045534525997936726,0.0005201797466725111,0.001610708306543529,0.0026348358951509,0.029059618711471558,0.018617356196045876,0.020984038710594177,0.05723954364657402,0.08943651616573334,0.3540010154247284,0.7835427522659302
