explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,4.2065199522767216e-05,7.412650120386388e-07,6.052323442418128e-06,1.2829380580114957e-07,1.2074830912922607e-08,7.967122428453877e-07,2.784856576454331e-07,4.331354546138755e-07,4.814873477698711e-08,2.940630793091259e-06,0.00020264796330593526,0.00011536200327100232,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,1.2649155678445823e-06,5.231429167906754e-05,0.0015836290549486876,0.00018984648340847343,1.875410816865042e-05,6.116529402788728e-05,1.7553011275595054e-05,0.00026327333762310445,0.0006159371696412563,0.0032280597370117903,0.009213515557348728,0.01378264743834734,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.00044743658509105444,0.002218273002654314,0.0011622215388342738,0.0013956184266135097,0.0017515548970550299,0.0002617055724840611,9.828527254285291e-05,0.0004474309680517763,0.0003016359405592084,0.005918269511312246,0.0005960749113000929,0.0001984817354241386,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.3902888895245269e-05,3.608599217841402e-05,0.00043290932080708444,0.0011646267957985401,0.0014513492351397872,0.00034371952642686665,0.00019366548804100603,4.46047997684218e-05,6.278278306126595e-05,1.6024819160520565e-06,2.9129219001333695e-06,1.1612562467178122e-08,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.0001368795201415196,0.00014753256982658058,0.0006311943870969117,0.00023510213941335678,8.319973858306184e-05,7.55623186705634e-05,3.85682396881748e-05,0.0006305964197963476,0.0008474534843116999,0.00146983761806041,0.00367180397734046,0.008369101211428642,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.7383910037315218e-06,7.189607276814058e-05,0.0005818662466481328,0.003646040102466941,0.0032610944472253323,0.001869844738394022,0.0008086523157544434,0.0007790819508954883,0.007698873057961464,0.0013720076531171799,0.020591402426362038,0.0013655374059453607,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.555519872908917e-07,1.7629128379326175e-08,1.575046013613246e-07,4.5495635703218795e-08,1.0654472362148226e-06,4.488548910330792e-08,3.375122958892973e-10,4.70500194360568e-10,2.2246427988648065e-07,2.2542662918567657e-06,8.578700061434574e-08,2.6765580862786464e-09,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,6.362363637890667e-05,0.0001555631752125919,0.0003651905572041869,0.002065501641482115,0.0005999738350510597,0.00015682222147006541,0.000124598023830913,0.00018831700435839593,0.00010837132867891341,0.0019417424919083714,3.957010790145432e-07,3.580452175810933e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.1813240234914701e-06,9.977397894544993e-06,1.5546009308309294e-05,2.5474917492829263e-05,0.00014576890680473298,0.00015565553621854633,0.011074590496718884,0.005099863279610872,0.0819467157125473,0.6759654879570007,0.1196812316775322,0.001125833485275507,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,7.574720802949741e-05,0.002829247619956732,0.0004849990364164114,0.000994435278698802,0.0002951273927465081,0.00010532598389545456,0.00015928597713354975,6.70725348754786e-05,0.0001446871174266562,3.983641363447532e-05,7.33558954379987e-06,0.0002557041007094085,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,2.1226658645900898e-05,1.6932939615799114e-05,6.036859849700704e-05,0.00015701413212809712,0.004223335068672895,0.01798652485013008,0.09900422394275665,0.08205083012580872,0.005963626783341169,4.8031473852461204e-05,0.00016251533816102892,0.00010149510490009561,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,2.866635782083904e-07,5.983212395221926e-05,0.0008664180641062558,0.00028251632465980947,6.895055412314832e-05,0.00010682028369046748,7.897004252299666e-05,2.245483483420685e-05,9.640159987611696e-06,1.892172804218717e-05,0.0001933284947881475,0.00037687591975554824,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.00012863759184256196,1.1935762813664041e-05,0.00010994791227858514,3.0456612876150757e-05,6.592681984329829e-06,2.0022807802888565e-06,1.9180770323146135e-05,3.947996810893528e-05,0.00016120764485094696,0.0009827784961089492,4.291833101888187e-05,1.0073183602798963e-06,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.5791616192473157e-07,3.980536348535679e-06,3.80766941816546e-05,8.97298232303001e-05,0.0006927303620614111,0.0009044412290677428,9.78528169071069e-06,3.636472683865577e-05,0.00014750219997949898,3.723394229382393e-06,1.844779717430356e-06,1.2918575009734923e-07,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,3.326933892822126e-07,2.0659863366745412e-06,0.00029854054446332157,0.000489592261146754,1.9515251551638357e-05,1.755926314217504e-05,0.033824872225522995,0.011905968189239502,0.048109911382198334,0.3696020543575287,0.9798138737678528,0.8118003010749817,0.0011133091757073998,0.3787842392921448
