explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,0.0001047611513058655,2.5812449166551232e-05,1.3716688954445999e-05,2.30756563723844e-06,4.2720307646959554e-07,3.154433898089337e-06,2.6666641588235507e-06,4.019546850031475e-06,1.2168223975095316e-06,5.798402344225906e-05,0.0015478614950552583,0.008313829079270363,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,6.489110819529742e-05,0.0006431496585719287,0.0028355473186820745,0.0004860440967604518,0.00014187498891260475,0.00035072819446213543,9.789049363462254e-05,0.0007074608583934605,0.001346800709143281,0.0058761113323271275,0.012480945326387882,0.020543348044157028,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.0006030576187185943,0.0011460951063781977,0.001087405951693654,0.0020674532279372215,0.002298548584803939,0.0036927827168256044,0.0008909846073947847,0.0032929438166320324,0.002828925382345915,0.033427078276872635,0.006275207735598087,0.0031591923907399178,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00013746038894169033,0.0002442091063130647,0.0005784020759165287,0.0020104486029595137,0.00205802614800632,0.0008579936111345887,0.0012154110008850694,0.00039884954458102584,0.0002769926795735955,5.534719457500614e-05,6.174412555992603e-05,3.860750894091325e-06,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00011404166434658691,0.0003675098705571145,0.0008778070332482457,0.0004219805123284459,0.0003515783173497766,0.0005305579979903996,0.0002877328952308744,0.0024947617202997208,0.015026294626295567,0.0313238762319088,0.06717298924922943,0.120558001101017,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,7.771076343487948e-05,0.0003808563342317939,0.001503495848737657,0.007573497947305441,0.00713648134842515,0.005935192108154297,0.004166717641055584,0.006270658690482378,0.03354615345597267,0.024161651730537415,0.08991682529449463,0.01523928064852953,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.204500217179884e-06,5.994806997478008e-07,2.9866944259993033e-06,2.5252634259231854e-06,5.085646080260631e-06,7.744803838249936e-07,9.8527223713063e-08,2.4096146944430075e-07,1.5216786778182723e-05,9.404966840520501e-05,1.3656281225848943e-05,3.8805305280220637e-07,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,0.00014014171028975397,0.0004129724111407995,0.0005858223885297775,0.0022120834328234196,0.0006179231568239629,0.0005446499562822282,0.0003848366905003786,0.0008366467664018273,0.0009430815698578954,0.009289986453950405,1.128986605181126e-05,0.0002914677606895566,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.829810339084361e-06,1.8863756849896163e-05,2.2491583877126686e-05,3.262055543018505e-05,0.00017641975136939436,0.0002767833066172898,0.012561524286866188,0.011121469549834728,0.27833348512649536,0.8603843450546265,0.967860221862793,0.48992571234703064,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.0005809380090795457,0.00417736591771245,0.0012432626681402326,0.003169199451804161,0.000973548914771527,0.0006256588385440409,0.0008490062318742275,0.0009593658614903688,0.004671270493417978,0.0064986348152160645,0.0045950752682983875,0.010792226530611515,0.100090391933918,0.14716646075248718
