explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,5.634370836560265e-07,4.4764053086510103e-07,4.626291683962336e-06,5.592586148850387e-06,4.440019438334275e-06,4.720362539956113e-06,7.032787834759802e-05,7.92259379522875e-05,6.57537966617383e-05,4.042932778247632e-05,6.251763261388987e-05,0.00016683334251865745,0.00016714187222532928,0.0007273827795870602,0.0009971531108021736,0.0020566831808537245,0.0028731105849146843,0.0028047547675669193,0.021382713690400124,0.10843686014413834,0.00920597929507494,0.0019884135108441114,0.011197412386536598,0.050255186855793,0.23591502010822296,0.38750696182250977,0.3974274694919586,0.5534902811050415,0.1784754991531372,0.24110549688339233,0.030702468007802963,0.0468645840883255,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.00012607101234607399,0.0005739614716731012,0.0006169023690745234,0.0004477212787605822,7.713434024481103e-05,0.00010286507313139737,0.00013690177001990378,0.00022887135855853558,0.0006368215545080602,0.0010523594683036208,0.004413567017763853,0.007184326183050871,0.00032719297450967133,0.0027031581848859787,0.004692619200795889,0.00546965841203928,0.042648375034332275,0.01146350521594286,0.02512817084789276,0.13336016237735748,0.3073074221611023,0.26373618841171265,0.3221590518951416,0.7602242231369019,0.6468830704689026,0.999504804611206,0.999565064907074,0.998776376247406,0.9987809062004089,0.9950094223022461,0.9821469187736511,0.996549129486084,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.5330243715870893e-06,1.2442428669601213e-05,7.847761480661575e-06,4.149113919993397e-06,1.1769755019486183e-06,7.666608325962443e-06,5.31194757513731e-07,9.064448022400029e-06,5.434375907498179e-06,6.228060556168202e-06,5.356165502234944e-07,8.286872343887808e-07,2.49007462116424e-06,6.796463480895909e-07,2.00372414838057e-06,4.910397365165409e-06,1.2004159543721471e-05,4.480541065277066e-06,3.505606946418993e-05,0.00014509072934743017,0.0004566068819258362,0.0007391851977445185,0.002422616584226489,0.011536695063114166,0.007519757840782404,0.004423427861183882,0.06438898295164108,0.016347499564290047,0.018150564283132553,0.03261423110961914,0.03592034801840782,0.08311110734939575,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00039162448956631124,0.00011095452646259218,0.0004002731293439865,0.0006258420762605965,0.00031040856265462935,0.0005712584825232625,0.000613936863373965,0.0007520105573348701,0.00040672061732038856,0.0006612641736865044,0.0014289047103375196,0.0007609135936945677,0.0014624641044065356,0.0014541797572746873,0.0006221396033652127,0.0005405386327765882,0.0005381421651691198,0.012913900427520275,0.16483795642852783,0.44907644391059875,0.8738489151000977,0.9236494302749634,0.9350674748420715,0.9242058396339417,0.9404613971710205,0.9575819969177246,0.9766735434532166,0.960647702217102,0.9609045386314392,0.9213523268699646,0.9917486906051636,0.9706327319145203,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.13508813228691e-05,5.7486933656036854e-05,0.00030516728293150663,0.000105635444924701,3.987231684732251e-05,8.719848847249523e-05,4.713163070846349e-05,7.501649088226259e-05,0.00036354397889226675,0.00031127894180826843,1.536271520308219e-05,1.5122948752832599e-05,1.0738385753938928e-05,6.255395419429988e-06,2.779826354526449e-05,4.098451972822659e-05,0.0008147316402755678,0.0014380046632140875,0.003315253183245659,0.07817769795656204,0.13338474929332733,0.25387540459632874,0.2342938631772995,0.18842779099941254,0.42242419719696045,0.37051326036453247,0.5236507058143616,0.6966931819915771,0.8058088421821594,0.8178377151489258,0.7977935075759888,0.8110836148262024,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,4.264288509148173e-05,1.2644671187445056e-05,1.1314851690258365e-05,9.882286576612387e-06,2.3008599328022683e-06,6.802525149396388e-06,1.0112280506291427e-05,1.273695488634985e-05,5.52900792172295e-06,5.04563240610878e-06,3.366989176356583e-06,1.4797873518546112e-05,1.5571224139421247e-05,7.984826879692264e-06,2.1326783098629676e-05,4.653813903132686e-06,4.2951327486662194e-05,9.87113617156865e-06,3.8727044739061967e-05,4.263307710061781e-05,5.7793429732555524e-05,5.407426942838356e-05,0.00016085828247014433,2.9542090487666428e-05,0.0001084245159290731,0.0004612191114574671,0.00039738739724271,0.0005264924257062376,0.0008624379406683147,0.0032406854443252087,0.00454117264598608,0.006244543008506298,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.964318582598935e-06,6.720335477439221e-06,3.324818408145802e-06,2.8193535399623215e-06,1.0105447927344358e-06,2.1539020963246003e-05,3.974477635892981e-07,5.621071522909915e-06,4.927247573505156e-06,3.3898302262969082e-06,1.6023697071432252e-06,5.983470146020409e-07,1.2930855746162706e-06,1.3987779539093026e-06,1.748494105413556e-05,4.338631697464734e-05,0.0001599179522600025,0.0019702715799212456,0.008424865081906319,0.010150219313800335,0.005091039463877678,0.004828290082514286,0.00209097471088171,0.008157311007380486,0.7774927616119385,0.6603955626487732,0.8643084764480591,0.6265352368354797,0.6324904561042786,0.4913836121559143,0.19193647801876068,0.2691207826137543,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,7.890549568401184e-06,0.00010639339598128572,4.0174178138840944e-05,1.0265025593980681e-05,7.163004738686141e-06,6.140165351098403e-05,4.390869798953645e-05,1.175330180558376e-05,1.2108869668736588e-05,5.384330052038422e-06,3.595714952098206e-05,7.12890596332727e-06,2.1067860870971344e-05,2.040662911895197e-05,1.6291967767756432e-05,7.637624548806343e-06,3.3119857107521966e-05,0.0001585941354278475,0.00018726877169683576,0.001098882406949997,0.008351190946996212,0.007520378567278385,0.020753836259245872,0.03215429186820984,0.0659298375248909,0.22555506229400635,0.42318570613861084,0.1928257793188095,0.17479173839092255,0.34730949997901917,0.20606490969657898,0.32371610403060913,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.3469369150698185e-05,1.6168614820344374e-05,1.0854357242351398e-05,2.7049100026488304e-05,5.697447340935469e-05,0.00039253378054127097,7.552740134997293e-05,0.00015415612142533064,0.0007470347336493433,0.00031487192609347403,0.0002875447098631412,0.000230896970606409,5.547296314034611e-05,0.00024121346359606832,0.0003752871707547456,0.0008316550520248711,0.0006644801469519734,0.00016868396778590977,0.002055893186479807,0.003891788190230727,0.24968716502189636,0.295823872089386,0.3300400376319885,0.19120848178863525,0.2541522979736328,0.3445066213607788,0.37323540449142456,0.3874795436859131,0.6181976795196533,0.8377196788787842,0.8586487174034119,0.9688243269920349,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,1.3228064688064478e-07,3.569583384432917e-08,2.6315140644328494e-07,6.466680133598857e-07,1.7398549800873297e-07,2.1133175209797628e-07,1.0963827179466534e-07,2.5669370984360285e-07,3.0180143539837445e-07,9.9491103355831e-08,3.4308889951262245e-08,1.3481889382660484e-08,9.525317778980025e-08,4.092014762591134e-07,2.0522141142009787e-07,2.8891741976622143e-07,4.265860297891777e-06,3.770110561163165e-05,5.268294989946298e-05,0.001062302733771503,0.0011440933449193835,0.006611477583646774,0.008333505131304264,0.024967923760414124,0.02586217410862446,0.1784275323152542,0.5878767371177673,0.4206196963787079,0.26587918400764465,0.5666825771331787,0.21960021555423737,0.10458584874868393,0.9786726832389832,0.9694126844406128
