explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.2448029337974731e-05,1.31079241327825e-06,2.1415356968645938e-05,5.377066372602712e-06,2.630217386467848e-05,1.1961415111727547e-05,2.7807169544757926e-07,3.889179879479343e-06,1.6606918507022783e-06,1.2631109029825893e-06,6.445801545851282e-07,3.488242441562761e-07,6.308851425274042e-06,3.4189338293799665e-06,2.3725836229004926e-07,7.304506652872078e-07,1.1941765478695743e-06,1.7190991741244943e-07,5.1366587285883725e-06,1.9627525034593418e-05,3.812529939750675e-06,3.702263711602427e-05,2.2620415620622225e-05,0.00016844429774209857,0.00020809145644307137,6.972929986659437e-05,3.672476304927841e-05,1.674482336966321e-05,1.735651858325582e-05,8.035400611561272e-08,1.3372898877150874e-07,1.687578361497799e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.0007828826201148331,1.5673153029638343e-05,6.830162874393864e-06,0.00021327550348360091,2.960058736789506e-05,4.9235339247388765e-05,3.288398147560656e-05,4.568112126435153e-05,7.953915428515757e-07,2.5971501599997282e-05,2.9883805837016553e-05,1.2683927934631356e-06,2.9894924864493078e-06,8.382929081562907e-06,2.0160073290753644e-06,4.885052931058453e-07,2.289073336214642e-06,6.804154963901965e-06,9.1813245717276e-07,2.860777749447152e-05,0.00015932753740344197,0.0002667261578608304,8.097612590063363e-05,0.0001197985839098692,4.8154372052522376e-05,0.0075008682906627655,0.0011461889371275902,0.00011389927385607734,1.341468214377528e-05,7.404600182780996e-05,1.3335234143596608e-06,1.4403468640011852e-07,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.1531711809075205e-06,1.8274939748152974e-06,4.662967057811329e-06,1.0042198255177937e-06,1.2942524563186453e-06,9.319289233644668e-07,1.7752845451468602e-06,4.2738520278362557e-07,8.222154690429306e-08,3.992020651821804e-07,1.7472059710144094e-07,1.0695340506572393e-06,9.9978058187844e-07,2.093222974508535e-05,5.489507020683959e-05,0.0004816112050320953,0.3351704478263855,0.2164875864982605,0.02244344726204872,0.07031147181987762,0.43002623319625854,0.5881898999214172,0.14746935665607452,0.203556627035141,0.10075616091489792,0.022080950438976288,0.0032154363580048084,0.01819399558007717,0.007512530777603388,0.0018477203557267785,0.0007580589153803885,0.0009656150359660387,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0001333160762442276,0.0002538764092605561,4.138001088449528e-07,1.143724875873886e-05,6.998026047533301e-10,3.857909902649226e-08,1.678421881479153e-07,5.8741655983851615e-09,1.7297740839694598e-07,1.1885218555107713e-05,5.6986004892678466e-06,1.0442911246855147e-07,7.632581286998175e-07,5.423190145847911e-07,1.1825255569419824e-05,7.4014137680933345e-06,8.78146238392219e-06,4.538045232038712e-06,4.46704643763951e-06,2.586620939837303e-05,0.0005434684571810067,0.0005878980155102909,0.0008092250791378319,0.0007494002347812057,0.03755465894937515,0.6124792098999023,0.25513991713523865,0.07535354793071747,0.03461253270506859,0.0013323943130671978,0.012374653480947018,0.00036274970625527203,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,6.3327865973406006e-06,0.00026386321405880153,7.587481377413496e-05,1.325684024777729e-05,3.200239370926283e-05,1.666618845774792e-05,5.851077276020078e-06,4.0167461179407837e-07,5.634070021187654e-06,2.397389152974938e-06,4.046694812132046e-06,4.957627425028477e-06,1.7274727497351705e-06,4.361083938420052e-06,1.1532459893714986e-06,7.696438842685893e-06,0.0005257597076706588,0.0001620167458895594,0.00046812836080789566,0.15599402785301208,0.020458532497286797,0.002331517171114683,0.0007265370804816484,0.0004771161184180528,0.07235275954008102,0.084409199655056,0.11361639946699142,0.048060182482004166,0.09994301199913025,0.019071219488978386,0.001595796667970717,0.01701669581234455,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.0197578123770654e-05,8.575058927817736e-06,1.2986964748051832e-06,1.0520387832002598e-06,6.09183956612469e-08,4.222042804258308e-08,1.0430110819470428e-07,1.5855057426961139e-06,5.225149379839422e-07,4.524870007571735e-07,4.981363304068509e-07,5.563393870033906e-07,2.8176407340652077e-06,4.1808734749793075e-06,4.80849507766834e-07,1.8979159221998998e-07,6.055288963580097e-07,1.815780734659711e-07,5.34082005287928e-07,8.674743185110856e-06,4.568440272123553e-05,2.1369416572269984e-05,0.00010927446419373155,4.067597183166072e-05,0.0001895158493425697,1.774542215571273e-05,2.6561610866338015e-05,3.8621306885033846e-05,2.0591196516761556e-05,4.779483333550161e-06,9.282428550250188e-07,1.2706429970421595e-06,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.3883433186711045e-06,2.4000097255338915e-05,1.6060170310083777e-05,3.555661010068434e-07,4.2050186266351375e-07,7.747385666334594e-07,9.990335456677713e-07,8.318083359881712e-07,9.259146622753178e-07,5.578097898251144e-06,7.004103736107936e-06,7.864728104323149e-06,5.402617716754321e-06,5.3764442782267e-06,8.257928129751235e-06,1.170570612885058e-05,0.0006099259480834007,0.0001304592442465946,0.0035914205946028233,0.01835932582616806,0.03771433234214783,0.03262801468372345,0.00964460801333189,0.024010231718420982,0.0002699271426536143,0.00022784681641496718,0.0002981367288157344,4.86120225104969e-05,0.0005810052971355617,0.005075140856206417,0.002075944561511278,0.01938786543905735,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,6.803141332056839e-06,7.139656372601166e-05,5.1378996431594715e-05,4.470582553040003e-06,8.733577487873845e-06,2.9042756068520248e-05,4.554287329483486e-07,1.6519396695002797e-07,4.0203609330546897e-08,1.1954197987051884e-07,2.233875648016692e-06,3.807416248946538e-07,9.692203661870735e-08,2.1353628198994556e-07,6.075300120755855e-07,9.097007023228798e-06,0.00013771500380244106,0.00045406975550577044,0.0016091779107227921,0.002904505468904972,0.009223231114447117,0.008332817815244198,0.014597771689295769,0.027273381128907204,0.14310891926288605,0.47533735632896423,0.6473753452301025,0.16571632027626038,0.09730994701385498,0.39651957154273987,0.0349126011133194,0.04413957893848419,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,9.383055839862209e-06,6.243964435270755e-06,2.789139671222074e-06,7.775900485285092e-06,1.5885266293480527e-06,1.6654215642120107e-06,4.818360821445822e-08,1.91892945622385e-06,1.3024243344261777e-05,1.242613416252425e-05,0.0001691688084974885,7.055410969769582e-05,9.045997285284102e-05,0.00021827517775818706,0.0005633581895381212,0.00013471093552652746,1.8746335626929067e-05,5.090312333777547e-05,0.0014381526270881295,0.011408159509301186,0.12798136472702026,0.12796886265277863,0.03206939995288849,0.08963866531848907,0.11555802822113037,0.1301986426115036,0.15946251153945923,0.12386557459831238,0.4875074625015259,0.7481317520141602,0.7582169771194458,0.15381672978401184,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,3.049792383080785e-07,3.247181439292035e-07,1.3421278026726213e-06,3.730310936589376e-06,2.8630171073018573e-05,8.958240505307913e-05,1.765013439580798e-05,8.169916327460669e-06,1.0951214335364057e-06,1.8979241076522158e-06,7.973617357492913e-06,5.937983132753288e-06,4.374460331746377e-06,6.145256975287339e-06,1.5276798421837157e-06,1.031742704071803e-05,6.407825276255608e-05,1.0582172762951814e-05,4.5323435188038275e-05,8.43230081954971e-05,1.7326465240330435e-05,7.594964699819684e-06,3.5272610148240346e-06,4.993858510715654e-06,4.872549197898479e-06,2.4566883439547382e-05,8.034001075429842e-05,0.00043199220090173185,0.0009936223505064845,0.003918532282114029,0.024192962795495987,0.0434277281165123,0.9786726832389832,0.9694126844406128
