explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,3.001032837346429e-06,8.691468451615947e-07,2.853738988051191e-05,1.1344314771122299e-05,4.305312177166343e-05,1.961991802090779e-05,1.9738345145015046e-06,1.771744246070739e-05,6.178177045512712e-06,3.4575650715851225e-06,2.5930089577741455e-06,1.7336760720354505e-06,3.2527219445910305e-05,2.7236550522502512e-05,3.3589744816708844e-06,9.83052723313449e-06,1.0067110451927874e-05,2.236697582702618e-06,4.610385076375678e-05,0.00027700013015419245,3.245513289584778e-05,0.00025833415566012263,0.00015239242929965258,0.001559681142680347,0.0026861242949962616,0.0014896608190611005,0.0006393653457053006,0.0004246763710398227,0.00025053005083464086,1.2364852182145114e-06,9.79695983005513e-07,1.2744586683766101e-06,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.00036822588299401104,8.104922017082572e-05,9.990639955503866e-05,0.0007038991316221654,0.00018353172345086932,9.462265006732196e-05,0.00010480658238520846,0.00021047049085609615,6.1642467699130066e-06,0.00010676816600607708,0.00020571092318277806,1.3681610653293319e-05,1.6659485481795855e-05,0.00010451176785863936,2.3352062271442264e-05,1.8473660020390525e-05,9.040129953064024e-05,0.0003669505240395665,4.52319836767856e-05,0.0016988808056339622,0.006532758940011263,0.013994290493428707,0.0038204786833375692,0.005681592971086502,0.0019820916932076216,0.9785539507865906,0.9172157645225525,0.24813354015350342,0.02711067721247673,0.08474083989858627,0.0015845801681280136,0.0008045598515309393,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.535202838771511e-06,9.458749445911963e-06,1.9919707483495586e-05,6.29465057500056e-06,7.768344403302763e-06,3.4963368307217024e-06,4.758017439598916e-06,1.2553200576803647e-06,1.9090217051598302e-07,9.018528430715378e-07,3.3796760590121266e-07,1.5721229829068761e-06,1.683192181189952e-06,2.646759276103694e-05,8.081476698862389e-05,0.0008337058825418353,0.5004495978355408,0.36819756031036377,0.06922444701194763,0.1750514805316925,0.7350258231163025,0.7807103395462036,0.45694488286972046,0.44158539175987244,0.2586519420146942,0.035269979387521744,0.020922483876347542,0.12032662332057953,0.039247673004865646,0.0042173611000180244,0.004198198672384024,0.003928347956389189,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0002737400645855814,0.00024186534574255347,8.85916051629465e-06,4.5162742026150227e-05,2.3075489963275686e-08,9.78457364908536e-07,2.7843789212056436e-06,1.3079707628094184e-07,1.969016238945187e-06,7.101940718712285e-05,0.00011285486107226461,2.938286343123764e-06,2.1422249119495973e-05,1.745093504723627e-05,5.806116314488463e-05,0.0001156623475253582,0.00016949859855230898,0.0006064311601221561,0.0006707556894980371,0.0025621207896620035,0.11778866499662399,0.15509508550167084,0.2694227695465088,0.3550383150577545,0.8505212068557739,0.9747894406318665,0.9609519839286804,0.9128498435020447,0.8892781734466553,0.45329180359840393,0.9375266432762146,0.4425842761993408,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,8.454948329017498e-06,0.00014935345097910613,0.0001667779142735526,8.111801435006782e-05,2.704006328713149e-05,4.2853593186009675e-05,1.909759157570079e-05,3.998730790044647e-06,5.6893368309829384e-05,1.7341455532005057e-05,1.7492175174993463e-05,2.8363085220917128e-05,9.371397027280182e-06,1.7627615306992084e-05,6.403751740435837e-06,3.7256864743540064e-05,0.0037060058675706387,0.001601575524546206,0.008517126552760601,0.14564833045005798,0.03518420085310936,0.061602938920259476,0.03587419167160988,0.054618045687675476,0.13174313306808472,0.11879847943782806,0.20041970908641815,0.2174975723028183,0.42910879850387573,0.4615735113620758,0.28917640447616577,0.3482293486595154,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,3.251513044233434e-05,1.2143320418545045e-05,3.0306105145427864e-06,2.825360979841207e-06,3.040950105059892e-07,2.661879534571199e-07,3.8358308529495844e-07,3.998444753960939e-06,1.0275485919919447e-06,6.335887405839458e-07,9.420012929695076e-07,1.2682813803621684e-06,5.344526925910031e-06,7.786378773744218e-06,1.4178244782669935e-06,4.337825316724775e-07,1.3795231552649057e-06,5.408003289630869e-07,1.789610223568161e-06,2.2404601622838527e-05,1.7664768165559508e-05,2.1785523131256923e-05,0.0001840923650888726,0.00013890795526094735,0.0002522631548345089,1.7199135982082225e-05,3.147840470774099e-05,4.099802390555851e-05,3.960465983254835e-05,2.560941720730625e-05,8.376022378797643e-06,1.4846365957055241e-05,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.6875113690039143e-06,1.9922112187487073e-05,1.1852102034026757e-05,2.014479377976386e-06,3.1759277590026613e-06,5.136008894623956e-06,2.504375743228593e-06,3.0137675821606535e-06,3.1953702546161367e-06,1.3409549865173176e-05,1.701589280855842e-05,1.0538523383729625e-05,8.135820280585904e-06,9.039910764840897e-06,2.2428004740504548e-05,3.519616075209342e-05,0.001623120391741395,0.0006462190649472177,0.027715206146240234,0.12592872977256775,0.21595896780490875,0.26376065611839294,0.09918306022882462,0.26338261365890503,0.013483298011124134,0.013968233950436115,0.029451945796608925,0.0036417136434465647,0.030370056629180908,0.16293585300445557,0.09370150417089462,0.38297098875045776,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,7.68262725614477e-06,0.00012520440213847905,6.058158032828942e-05,5.7310880947625265e-06,1.0601918802422006e-05,7.400075992336497e-05,6.229949121916434e-06,1.203948386319098e-06,2.9350599106692243e-07,3.7131627550479607e-07,1.117740885092644e-05,1.1923003739866544e-06,3.9803867935006565e-07,5.927440724917687e-07,2.085701453324873e-06,1.948000499396585e-05,0.0005112778162583709,0.0022991285659372807,0.005751679185777903,0.013553855940699577,0.06544282287359238,0.07824603468179703,0.19058892130851746,0.2444162517786026,0.7647138833999634,0.8641263246536255,0.9506850242614746,0.8040766716003418,0.7783581018447876,0.9287708401679993,0.611979067325592,0.6573210954666138,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.1672955224639736e-05,1.1550385352165904e-05,5.841691745445132e-06,1.6028236132115126e-05,9.744692761159968e-06,4.2447012674529105e-05,1.568111088090518e-06,1.9605928173405118e-05,0.00020918282098136842,7.043784717097878e-05,0.00033441235427744687,0.00017618821584619582,0.00011473750055301934,0.0005172916571609676,0.0008468457963317633,0.0005749388365074992,0.00013447455421555787,0.00014012127940077335,0.004251245874911547,0.020622555166482925,0.21154138445854187,0.17772097885608673,0.08280403167009354,0.10424187779426575,0.14606404304504395,0.16287218034267426,0.19921569526195526,0.21724538505077362,0.5689506530761719,0.8359814882278442,0.8350056409835815,0.8985127210617065,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,2.0487460972162808e-07,9.467991901601636e-08,5.090207082503184e-07,2.1655332602676935e-06,6.9465700107684825e-06,1.2478160897444468e-05,4.2746419239847455e-06,2.954961701107095e-06,5.976488068881736e-07,8.816228387331648e-07,2.973863956867717e-06,1.5301297935366165e-06,3.127632226096466e-06,5.526915174414171e-06,1.037329184327973e-06,7.057220045680879e-06,5.888938176212832e-05,3.040698720724322e-05,0.00011777238978538662,0.000517990963999182,0.00020245132327545434,0.00019707728642970324,0.00023356382735073566,0.0005459722597151995,0.0006554622668772936,0.004328208509832621,0.02705845609307289,0.06948166340589523,0.14274509251117706,0.2535438537597656,0.06725508719682693,0.07779410481452942,0.9786726832389832,0.9694126844406128
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.001355984597466886,0.0014523202553391457,0.0004687899781856686,0.00032459048088639975,0.00021403003484010696,4.445655122253811e-06,3.1566235065838555e-06,4.569243174046278e-05,0.0005244280328042805,0.00026852471637539566,1.89102520380402e-05,7.671518687857315e-06,3.130129471173859e-06,2.841502691808273e-06,0.0001279887364944443,9.480195876676589e-05,0.00310346856713295,0.01365290954709053,0.001764170709066093,0.03427968919277191,0.05033627897500992,0.5392255187034607,0.6826269030570984,0.4861854612827301,0.9812757968902588,0.9848490953445435,0.9759722948074341,0.971595823764801,0.9481013417243958,0.862902820110321,0.4097346067428589,0.22521968185901642,0.080360047519207,0.7874895334243774
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.00020132330246269703,0.0008445556741207838,0.00011711727711372077,0.00012789416359737515,0.002029347000643611,0.0016150688752532005,0.00023657498240936548,0.0003089211240876466,0.002529902383685112,0.0008917854283936322,0.0026836972683668137,0.0004090133006684482,0.0006483178585767746,0.00018628756515681744,0.00036930356873199344,0.018004175275564194,0.019064640626311302,0.01702745631337166,0.07614539563655853,0.018737830221652985,0.0285786259919405,0.06276702880859375,0.0455063059926033,0.009877664037048817,0.03715953603386879,0.005731306970119476,0.0020160633139312267,0.0004387708322610706,0.0005002471152693033,0.0018275248585268855,0.0002581012377049774,0.0006599249318242073,0.40789318084716797,0.4678117632865906
