explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.6920685084187426e-05,1.3455963880915078e-06,1.829499342420604e-05,4.593268386088312e-06,2.3819284251658246e-05,1.1292725503153633e-05,2.2379047948106745e-07,3.1541637781629106e-06,1.3663900517713046e-06,1.076612193173787e-06,5.379130243454711e-07,2.8870468327113485e-07,5.080266873846995e-06,2.64787558990065e-06,1.753826666117675e-07,5.214611746851006e-07,9.090713888326718e-07,1.2588576225880388e-07,3.852471763821086e-06,1.3981761185277719e-05,2.9015336622251198e-06,2.6294999770470895e-05,1.699990752968006e-05,0.0001237549149664119,0.00013962546654511243,4.501716102822684e-05,2.4993796614580788e-05,1.0759811630123295e-05,1.2244729987287428e-05,5.727665453036934e-08,1.1335260552414184e-07,1.2507369717695838e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.000914521049708128,1.1547686881385744e-05,3.91974208469037e-06,0.00016667318413965404,2.2772577722207643e-05,4.444170190254226e-05,2.732213215494994e-05,3.7691963370889425e-05,6.27636893568706e-07,2.1692088921554387e-05,2.3195923859020695e-05,9.400424119121453e-07,2.3933050670166267e-06,6.146271971374517e-06,1.4596615756090614e-06,3.1151230928117e-07,1.389937551721232e-06,3.840287718048785e-06,5.321945764080738e-07,1.6437057638540864e-05,9.557860903441906e-05,0.00015023631567601115,4.673571675084531e-05,6.472632958320901e-05,2.6966023142449558e-05,0.002064972650259733,0.0003083655028603971,3.6674395232694224e-05,4.3208392526139505e-06,2.602980202937033e-05,5.019776949666266e-07,4.534198794203803e-08,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.0615100311260903e-06,1.258043425877986e-06,3.3866615467559313e-06,7.851354553167766e-07,1.0571000075287884e-06,7.877205803197285e-07,1.591974069015123e-06,3.8560159509870573e-07,7.56401163926057e-08,3.673041248930531e-07,1.632926114325528e-07,1.0242110874969512e-06,9.546158707962604e-07,2.0302555640228093e-05,5.108259938424453e-05,0.0004442526842467487,0.31883326172828674,0.2033928483724594,0.02062826044857502,0.06134863570332527,0.3933180570602417,0.5698809027671814,0.12340614944696426,0.18083085119724274,0.08546990156173706,0.02008037269115448,0.002478133188560605,0.014597947709262371,0.006067204289138317,0.0016410334501415491,0.0006003129528835416,0.0008000360685400665,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00010646918235579506,0.000246399431489408,2.422050613404281e-07,9.586599844624288e-06,4.814325604840519e-10,2.7218469256240496e-08,1.2094346857338678e-07,4.392951336029682e-09,1.338344048917861e-07,9.036548362928443e-06,3.747536084119929e-06,7.07772258579098e-08,5.045252464697114e-07,3.4451139185875945e-07,9.07400044525275e-06,4.836803782382049e-06,5.405534466262907e-06,2.216019311163109e-06,2.2638769223704003e-06,1.288356816075975e-05,0.00024259458587039262,0.0002444905403535813,0.0003109092067461461,0.0002476811350788921,0.013367476873099804,0.3217286169528961,0.08612730354070663,0.027025824412703514,0.012048719450831413,0.00044783871271647513,0.00359721458517015,9.773373312782496e-05,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,5.951476850896142e-06,0.00028581643709912896,6.608325202250853e-05,8.396824341616593e-06,2.586025402706582e-05,1.3061760910204612e-05,4.423151494847843e-06,2.901144284805923e-07,4.084117335878545e-06,1.8627924873726442e-06,3.2840928270161385e-06,3.882249984599184e-06,1.398036943101033e-06,3.689839559228858e-06,9.322068876826961e-07,6.2637232076667715e-06,0.00037548213731497526,0.0001103597751352936,0.0002991195651702583,0.12192941457033157,0.013468354009091854,0.0010846324730664492,0.0003503926855046302,0.00020422946545295417,0.058520879596471786,0.08215786516666412,0.0877251997590065,0.024635853245854378,0.0534992590546608,0.006832389626652002,0.000602484680712223,0.007656822446733713,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.7472792023909278e-05,7.632712367922068e-06,1.0284136351401685e-06,8.848718948684109e-07,4.9016279035640764e-08,3.441385132418873e-08,9.103392528686527e-08,1.4362971114678658e-06,4.835493427890469e-07,4.3679582972799835e-07,4.5913560597909964e-07,5.097466555525898e-07,2.5702818220452173e-06,3.7787619930895744e-06,4.272503133506689e-07,1.7377897165715694e-07,5.508650247065816e-07,1.609109148148491e-07,4.6295232891679916e-07,7.663978067284916e-06,5.018260708311573e-05,1.99420301214559e-05,9.317536023445427e-05,3.401234425837174e-05,0.00016689456242602319,1.646168857405428e-05,2.3392200091620907e-05,3.508771624183282e-05,1.7243233742192388e-05,3.7982965750416042e-06,7.202078222690034e-07,9.763441539689666e-07,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.2924757558939746e-06,2.286415474372916e-05,1.5525121852988377e-05,2.7356350074114744e-07,3.3097322216235625e-07,6.104542080720421e-07,8.855200235302618e-07,7.234151553348056e-07,8.031865377233771e-07,5.06612150275032e-06,6.238789410417667e-06,7.541881132056005e-06,5.114670329930959e-06,4.97789233122603e-06,7.472889592463616e-06,1.0243928045383655e-05,0.0005278562312014401,0.00010463368380442262,0.002706913510337472,0.014869580045342445,0.02858445979654789,0.02603953704237938,0.0072533669881522655,0.01769300177693367,0.00017559353727847338,0.00014040782116353512,0.00017392606241628528,2.995952127093915e-05,0.0003633100423030555,0.0032958751544356346,0.0013119837967678905,0.01357381884008646,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,6.520126135001192e-06,5.8650533901527524e-05,4.5878270611865446e-05,4.231739239912713e-06,7.892822395660914e-06,2.246573058073409e-05,2.754428010121046e-07,1.2491662459979125e-07,3.153666838784375e-08,1.0248672310808615e-07,1.752004436639254e-06,3.2739498578848725e-07,8.282100338874443e-08,1.9109121751625935e-07,5.316618398865103e-07,8.374852768611163e-06,0.00011523226567078382,0.0003723551635630429,0.001325414632447064,0.002277594292536378,0.007322021294385195,0.0061236280016601086,0.010121118277311325,0.01903591677546501,0.10368341952562332,0.41306164860725403,0.5522338151931763,0.11653371900320053,0.06480444222688675,0.3031463027000427,0.022421594709157944,0.026961971074342728,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,8.728366083232686e-06,5.141106157680042e-06,2.313496224815026e-06,6.354719516821206e-06,1.0457656571816187e-06,7.433816335833399e-07,2.4072683402209805e-08,1.088904127755086e-06,6.850304544059327e-06,7.902017387095839e-06,0.00014085383736528456,5.9116078773513436e-05,8.105350570986047e-05,0.00017224375915247947,0.0004945465479977429,9.110324026551098e-05,1.2734535630443133e-05,3.909150109393522e-05,0.0010504848323762417,0.00849631242454052,0.10285668820142746,0.1144227385520935,0.031966593116521835,0.08788903802633286,0.10285322368144989,0.11629953235387802,0.1586562842130661,0.10736226290464401,0.45671480894088745,0.6975336670875549,0.7143926024436951,0.0852646753191948,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,3.303193523152004e-07,4.4185040337652026e-07,1.7056504475476686e-06,3.879654286720324e-06,3.081864269915968e-05,0.00011408713180571795,2.081946331600193e-05,9.07436424313346e-06,1.183943027172063e-06,2.0632419364119414e-06,8.554383384762332e-06,6.8606159402406774e-06,4.379332494863775e-06,5.928106020292034e-06,1.5720729606982786e-06,1.055031953001162e-05,6.072653195587918e-05,8.834934305923525e-06,3.796690725721419e-05,6.320164538919926e-05,1.1937176168430597e-05,4.658484613173641e-06,1.970889570657164e-06,2.573620122348075e-06,2.4079322429315653e-06,1.1395562069083098e-05,3.375308369868435e-05,0.00019627907022368163,0.0004141951503697783,0.0016940385103225708,0.012158894911408424,0.02494024485349655,0.9786726832389832,0.9694126844406128
