explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,9.174746082862839e-06,1.2423786301951623e-06,2.515516462153755e-05,6.310300250333967e-06,2.988660526170861e-05,1.3482112990459427e-05,3.8008946035006375e-07,5.0234680202265736e-06,2.0675747691711877e-06,1.5062585134728579e-06,7.984200465216418e-07,4.482081124024262e-07,8.25585266284179e-06,4.786850695381872e-06,3.5399867215346603e-07,1.111318965740793e-06,1.6506880911038024e-06,2.6269430009051575e-07,7.388526228169212e-06,3.0413386411964893e-05,5.436202172859339e-06,5.307543688104488e-05,3.155522790621035e-05,0.00025511914282105863,0.00033553485991433263,0.00011743808136088774,5.9059802879346535e-05,2.8875585485366173e-05,2.6539762984612025e-05,1.1213147388389189e-07,1.691070821152607e-07,2.181814409141225e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.0006752788322046399,2.218741792603396e-05,1.2874955245933961e-05,0.00028132341685704887,4.1668015910545364e-05,5.51842458662577e-05,4.018459003418684e-05,5.961996066616848e-05,1.0815027735588956e-06,3.387905235285871e-05,4.1060826333705336e-05,1.8140640349884052e-06,3.935498625651235e-06,1.2662761946558021e-05,3.0188132313924143e-06,8.687401304996456e-07,4.336506663094042e-06,1.3484584087564144e-05,1.7688702200757689e-06,5.762267392128706e-05,0.0002991938963532448,0.0005291274865157902,0.00015644932864233851,0.00023373417207039893,9.610282722860575e-05,0.033460501581430435,0.0058431378565728664,0.00043267622822895646,5.288094689603895e-05,0.00026649454957805574,4.513281055551488e-06,5.963805733699701e-07,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.292845920237596e-06,2.818982466123998e-06,6.6666784732660744e-06,1.4500026281893952e-06,1.7220305608134368e-06,1.1524897445269744e-06,2.03420336220006e-06,4.903975536763028e-07,9.097803399527038e-08,4.475490982258634e-07,1.9051537947234465e-07,1.1451062391643063e-06,1.0799166147990036e-06,2.1733378162025474e-05,5.868201333214529e-05,0.0005374391912482679,0.3667052388191223,0.24252673983573914,0.027968207374215126,0.08078047633171082,0.48207607865333557,0.6331980228424072,0.1856898069381714,0.23863984644412994,0.12141985446214676,0.023106707260012627,0.004397682845592499,0.025675131008028984,0.010006227530539036,0.002061668550595641,0.000984378275461495,0.0012382754357531667,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0001635469525353983,0.000260542263276875,7.437459998982376e-07,1.4777945580135565e-05,1.1220074869200403e-09,6.258144225057549e-08,2.5286814775427047e-07,8.704801324199707e-09,2.466101420850464e-07,1.6252812201855704e-05,9.629477972339373e-06,1.7697104226499505e-07,1.3183871487854049e-06,9.517025887362252e-07,1.6188736481126398e-05,1.2395849807944614e-05,1.5210630408546422e-05,1.103030899685109e-05,1.0652867786120623e-05,5.8590740081854165e-05,0.001560049131512642,0.0016427633818238974,0.0024882478173822165,0.0029012542217969894,0.11159390211105347,0.8477710485458374,0.5850955247879028,0.21105894446372986,0.1130758598446846,0.0046977270394563675,0.052579108625650406,0.0016515429597347975,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,6.717750693496782e-06,0.00023781046911608428,9.346538718091324e-05,2.1844598450115882e-05,3.619572817115113e-05,2.1677718905266374e-05,7.811692739778664e-06,5.98680628627335e-07,8.497583621647209e-06,3.2322582228516694e-06,5.3363196457212325e-06,6.7624450821313076e-06,2.225873913630494e-06,5.542203325603623e-06,1.5053943798193359e-06,1.0305539944965858e-05,0.0007580954697914422,0.0002533533261157572,0.0008108266047202051,0.18341436982154846,0.028863634914159775,0.005943466909229755,0.0017170342616736889,0.0013097206829115748,0.08324830234050751,0.08742532879114151,0.1444128155708313,0.08610140532255173,0.18360519409179688,0.05386779457330704,0.005295234732329845,0.04227069765329361,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.3329712348640896e-05,9.543640771880746e-06,1.6136948488565395e-06,1.2663696224990417e-06,7.727758344344693e-08,5.496093180568096e-08,1.2422806605627557e-07,1.8318758066016017e-06,5.750096647716418e-07,4.790282446265337e-07,5.564839966609725e-07,6.371831204887712e-07,3.1170416150416713e-06,4.613742930814624e-06,5.678223828908813e-07,2.121009288202913e-07,6.855786978121614e-07,2.119571433922829e-07,6.378985517585534e-07,1.0130076589121018e-05,4.180858741165139e-05,2.4400582333328202e-05,0.00013325075269676745,5.2029739890713245e-05,0.00020883280376438051,1.821731166273821e-05,2.9761411497020163e-05,4.16549519286491e-05,2.5124878447968513e-05,6.316040071396856e-06,1.292401748287375e-06,1.8205287233286072e-06,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.4883815967768896e-06,2.4444265363854356e-05,1.585168683959637e-05,4.750963000788033e-07,5.774303417638293e-07,1.0610052640913636e-06,1.132312604568142e-06,9.970582368623582e-07,1.1042898222513031e-06,6.452576144511113e-06,8.0910340329865e-06,8.407377208641265e-06,5.743785550293978e-06,5.707454420189606e-06,9.816463716560975e-06,1.3772382772003766e-05,0.0007057996699586511,0.00016881574993021786,0.0047880541533231735,0.0257386676967144,0.04988288879394531,0.046716734766960144,0.014684588648378849,0.034979578107595444,0.0004943702952004969,0.00041568881715647876,0.000579518498852849,8.860263915266842e-05,0.0010140356607735157,0.008496282622218132,0.0035951805766671896,0.03359515592455864,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,7.0481728471349925e-06,8.65881665959023e-05,5.5372445785906166e-05,4.704528237198247e-06,9.904119906423148e-06,3.741001637536101e-05,8.166099405571003e-07,2.327888353192975e-07,5.5147538091659953e-08,1.444049502197231e-07,2.9290831662365235e-06,4.584706516652659e-07,1.1914257669332073e-07,2.4796136699478666e-07,7.25606355445052e-07,1.0259850569127593e-05,0.00016751338262110949,0.00058644765522331,0.0019631218165159225,0.003721464890986681,0.013168063014745712,0.012085441499948502,0.022759167477488518,0.039283640682697296,0.22189895808696747,0.5511780977249146,0.7377277612686157,0.25360623002052307,0.16278967261314392,0.5328359007835388,0.0617731511592865,0.07725308835506439,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,9.95485606836155e-06,7.379429007414728e-06,3.3707610782585107e-06,9.365210644318722e-06,2.48356991505716e-06,3.881082193402108e-06,1.0699729102725541e-07,3.4068666536768433e-06,2.683860839169938e-05,1.9251487174187787e-05,0.00020047252473887056,8.99132719496265e-05,9.44646235438995e-05,0.00027583466726355255,0.0006429553031921387,0.0001892999716801569,2.9168211767682806e-05,6.589624535990879e-05,0.0019655637443065643,0.013482900336384773,0.14240474998950958,0.12849581241607666,0.04090676084160805,0.09073230624198914,0.1160869225859642,0.14512112736701965,0.17771156132221222,0.15360504388809204,0.5014699101448059,0.7715495228767395,0.7748395800590515,0.2862992286682129,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,2.773760456875607e-07,2.451796206059953e-07,1.0485514394531492e-06,3.461488631728571e-06,2.5304701921413653e-05,6.41275619273074e-05,1.4391061995411292e-05,7.299800472537754e-06,1.0059360420200392e-06,1.7372187812725315e-06,7.149568318709498e-06,5.0156218094343785e-06,4.408816494105849e-06,6.175612725201063e-06,1.4737777291884413e-06,1.023759523377521e-05,6.56211850582622e-05,1.3027206478000153e-05,5.697990127373487e-05,0.00011975024244748056,2.7938851417275146e-05,1.3423511518340092e-05,7.001862286415417e-06,1.1377771443221718e-05,1.1449788871686906e-05,6.187332473928109e-05,0.00022800419537816197,0.0011973665095865726,0.0028295819647610188,0.010339689441025257,0.03948894515633583,0.06370601058006287,0.9786726832389832,0.9694126844406128
