Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,3.7595798403344816e-06,1.262382511413307e-06,2.3388169267946068e-07,1.3329597869926602e-08,6.01056227012009e-09,1.7635686333505873e-07,3.3957209666368726e-07,3.2091054436023114e-07,7.084875051077688e-07,1.998536163227982e-06,2.546584710216848e-06,3.3489502584416186e-06,2.156832124455832e-06,1.6212180753427674e-06,3.7570282529486576e-06,2.6623508802003926e-06,0.0001979069784283638,0.00789711531251669,0.001541130244731903,0.009770226664841175,0.10374679416418076,0.5381092429161072,0.26854050159454346,0.552564799785614,0.971498966217041,0.9853134751319885,0.9819520115852356,0.9809613823890686,0.051213040947914124,0.028862755745649338,0.006763196550309658,0.1082867756485939,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,5.5514234986731026e-08,6.325226991066302e-07,2.020690226345323e-05,9.17215530193971e-08,3.6725714380736463e-07,1.1884170589837595e-06,1.8370432997016906e-07,6.54775078601233e-07,3.563846178167296e-07,1.1777098734455649e-05,1.0760082659544423e-05,5.934973160037771e-06,7.079571560097975e-07,3.663526285890839e-06,1.8461692889104597e-05,1.6310477803926915e-05,1.3296954648467363e-06,1.7813970771385357e-05,0.00020445867266971618,0.00010415407450636849,7.359089067904279e-05,0.00010494619345990941,0.004191264510154724,0.004924456123262644,0.007167423609644175,0.014890527352690697,0.04678653925657272,0.031557347625494,0.06183640658855438,0.15478968620300293,0.10496935248374939,0.12395435571670532,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,8.823802772894851e-07,5.615773943645763e-07,2.042849246208789e-06,1.0909901249078757e-07,4.5573040097224293e-07,5.00778924106271e-07,2.7904234229936264e-06,6.095423304941505e-05,1.4176119975672918e-06,7.75486205384368e-06,3.128768412352656e-06,3.642456795205362e-05,1.905289991555037e-06,1.0510837000765605e-06,3.4983586374437436e-06,5.155388862476684e-05,1.96672476704407e-06,5.89759508784482e-07,1.1637185934887384e-06,5.237241111899493e-06,1.89622187463101e-05,4.7231333155650645e-05,1.4378634659806266e-05,5.756276550528128e-06,4.793113475898281e-06,1.1173390248586657e-06,3.3173175779666053e-06,1.6906251687487384e-07,7.121314382629862e-08,6.233766214336356e-08,8.48346743964612e-08,1.9520444993759156e-07,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.3181311260268558e-06,6.1511177591455635e-06,5.7622128224466e-06,4.4583723024516075e-07,2.796176090669178e-07,1.5938643400659203e-06,2.078201077893027e-06,2.991703013321967e-06,1.4358138287207112e-06,1.3450581946017337e-06,1.7033030417223927e-06,5.361022203942412e-07,4.046406502311584e-06,1.2391773225317593e-06,3.1733972718939185e-05,0.00011385410471120849,2.7637834136839956e-05,0.0004074708849657327,0.0016570112202316523,9.63127167779021e-05,0.001131467754021287,0.0002519913832657039,3.492568066576496e-05,7.465588714694604e-05,1.2150291013313108e-06,1.0526317737458157e-06,6.629526865253865e-07,9.938118239460891e-08,2.951960880182014e-07,1.1514931230749426e-07,5.827571669669851e-08,1.203869004484659e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.484509311922011e-06,4.3324189391569234e-06,1.5845748748688493e-06,7.477324004412367e-08,6.311138633918745e-08,8.029030595935183e-07,5.415976715994475e-07,4.266998530511046e-06,5.345196996131563e-07,9.752448022481985e-07,5.857958171873179e-07,5.27285351381579e-07,1.2013938999189122e-07,5.323677214619238e-07,1.7784581359592266e-05,2.2509373593493365e-05,4.606945367413573e-06,7.308228305191733e-06,1.554538175696507e-05,1.0024983566836454e-05,0.00019293036893941462,0.00044696623808704317,0.0005751617136411369,0.0003134452272206545,0.002654686337336898,0.00039144838228821754,0.00038098666118457913,0.0007400046451948583,0.0017257079016417265,0.03180417791008949,0.015220833010971546,0.05356378108263016,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.792933398472087e-07,1.1251325986449956e-06,6.308976026048185e-07,1.5265923636320622e-08,1.0228960434233159e-07,2.9011593127847846e-08,9.548265325065586e-07,2.436322574794758e-05,8.009618568394217e-07,1.3513299563783221e-05,1.8133407138520852e-05,3.283319165348075e-05,3.2313375868397998e-06,1.0996747732860968e-05,0.00016422662883996964,0.00015780005196575075,4.8108853661688045e-05,1.908750709844753e-05,7.965035365486983e-06,8.251509825640824e-06,1.4678893421660177e-05,5.8002915466204286e-05,2.318379483767785e-05,1.0502466466277838e-05,7.726786861894652e-05,9.002527076518163e-05,3.5061821108683944e-05,0.00012064262409694493,7.667703903280199e-05,3.0201321351341903e-05,6.481253512902185e-05,1.504346414549218e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.3656568373553455e-05,5.345289082470117e-06,6.8782233029196505e-06,2.6625889404385816e-07,1.1220278111068183e-06,1.8965680510518723e-06,1.7091298332161386e-07,6.448884050769266e-06,5.04680210724473e-05,3.566629629858653e-06,1.8720247680903412e-06,1.5459391988770221e-07,1.5617976600879047e-07,2.4503077611370827e-07,6.367748994762223e-08,5.055241558693524e-07,1.4685211624509975e-07,2.622618353598227e-07,1.3512772056856193e-07,3.3323766501780483e-07,1.4647112323018519e-07,9.729470207275881e-08,5.994345997351047e-07,1.5085951190485503e-06,2.5703564006107626e-06,1.2850413213527645e-06,1.836048909353849e-06,5.538511231861776e-07,1.3670074849869707e-07,8.177448052038017e-08,1.1959626533553092e-07,2.840223771727324e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.1578890735108871e-05,6.073519671190297e-06,1.4233307865652023e-06,4.615042598743457e-06,6.010369020259532e-07,1.4270646033764933e-06,3.839473720290698e-06,7.679728923903895e-07,5.732458703278098e-07,5.565544114460863e-08,9.91227011581941e-07,1.89334275546571e-06,6.272726693623554e-08,1.6757049081661535e-07,2.1903942979406565e-06,1.3674160754817422e-06,6.0809525166405365e-06,2.193633554270491e-05,2.9309029514479334e-07,4.714209822509474e-08,3.0911539283806633e-07,4.548941205939627e-07,4.381019607535563e-06,1.2369099522402394e-06,1.3518632840714417e-05,2.8310389552643755e-06,1.5936207091726828e-06,1.4305945796877495e-06,4.885046678282379e-07,1.0351762966820388e-06,6.222104786957061e-08,4.971018938704219e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.5568244862151914e-06,6.858834922240931e-07,1.2149921246873419e-07,8.289985942155909e-08,1.3399230169852672e-07,4.871754981650156e-07,1.560142379730678e-07,4.979181085218443e-06,3.856368493870832e-06,6.458751613536151e-07,1.8948875322166714e-06,1.0818307600857224e-06,2.9220549890851544e-07,1.5538788034064055e-07,5.783356300526066e-07,9.016478088597069e-07,1.892977252282435e-06,1.9857662891809014e-07,1.2354702221273328e-06,7.667793397558853e-06,5.930500265094452e-06,4.644427008315688e-06,4.915970293950522e-06,1.0367507456976455e-06,1.192042077491351e-06,1.0357803148508538e-06,1.090754039978492e-06,4.758855993713951e-07,5.935706894888426e-07,4.631366209650878e-06,7.781682143104263e-06,5.8689274737844244e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,8.0822559311855e-08,5.261620685814705e-07,5.047851914241619e-07,9.208067240251694e-06,2.2560108448033134e-08,1.6146591619303763e-08,3.190766051375249e-07,5.86289502280124e-07,4.176037691649981e-06,1.1343139476593933e-06,1.8441892279952299e-06,1.8326278450331301e-06,1.2647185030800756e-05,5.826914275530726e-06,7.480002182091994e-07,8.77182557701417e-08,1.245207158717676e-06,1.0037452966571436e-06,7.817653795427759e-07,6.153839535727457e-07,2.2351430288836127e-06,2.8437029868655372e-06,1.2457623597583733e-05,1.7437625501770526e-05,1.6052401406341232e-05,8.084243745543063e-05,8.432058530161157e-05,8.768938278080896e-05,8.129132038448006e-05,0.00010131538147106767,0.00029253459069877863,0.0006376308156177402,3.727771627382026e-06,4.274486127542332e-05
