Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.1750506675743964e-06,7.755299975542584e-07,1.493303187771744e-07,8.752551572399625e-09,6.321249745866453e-09,1.4784549762225652e-07,2.936980649792531e-07,2.8557113296301395e-07,6.410151058844349e-07,1.676459987720591e-06,2.2755666577722877e-06,2.8797801405744394e-06,1.8734775721895858e-06,1.4695060599478893e-06,3.2579348498984473e-06,2.0927245714119636e-06,0.00015593158605042845,0.007134086452424526,0.0011187002528458834,0.008842788636684418,0.08222391456365585,0.5374804139137268,0.2179456204175949,0.5484933853149414,0.983668863773346,0.9895059466362,0.984993577003479,0.9742781519889832,0.03536731377243996,0.021589558571577072,0.005576848518103361,0.09879457950592041,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,4.084922267111324e-08,5.739984203501081e-07,2.293289617227856e-05,6.403999464055232e-08,3.098383558608475e-07,1.0530129657126963e-06,1.9869750644829764e-07,5.726995482291386e-07,3.382960471753904e-07,1.0988317626470234e-05,1.0833357009687461e-05,5.964503543509636e-06,7.177685006354295e-07,3.715954790095566e-06,1.7322776329820044e-05,1.3953531379229389e-05,1.1675004998323857e-06,1.3805148228129838e-05,0.00018661677313502878,8.22219080873765e-05,5.5888180213514715e-05,9.270098962588236e-05,0.0027872526552528143,0.003294688416644931,0.005551944952458143,0.01077302172780037,0.03755611181259155,0.02326182648539543,0.04429974406957626,0.11922844499349594,0.09468593448400497,0.08121281117200851,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,6.102946485952998e-07,4.280520045085723e-07,1.3298102885528351e-06,5.294847582604234e-08,2.343289082773481e-07,3.0031904429961287e-07,1.8404209640721092e-06,4.4915617763763294e-05,9.490489105701272e-07,5.265332674753154e-06,2.539806928325561e-06,2.9252376407384872e-05,1.430594352314074e-06,8.684302770234353e-07,2.624438138809637e-06,3.706889401655644e-05,1.2522483530119644e-06,4.7025733351802046e-07,9.644189731261577e-07,4.138898475503083e-06,1.4743349311174825e-05,3.624065357143991e-05,8.251049621321727e-06,3.4503586903156247e-06,3.5942737213190412e-06,7.808625355210097e-07,2.0044758457515854e-06,1.2228797174884676e-07,4.8889127413076494e-08,5.304533345906748e-08,6.14500592632794e-08,1.2067795296388795e-07,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,4.994730602447817e-07,4.553084636427229e-06,4.28119528805837e-06,2.1282114914811245e-07,2.1191215182625456e-07,1.2046988331348985e-06,1.5459172573173419e-06,2.02415640160325e-06,9.896839401335455e-07,8.851602046888729e-07,1.1089169902334106e-06,3.1524305654784257e-07,2.4400167148996843e-06,7.601704510307172e-07,2.1916413970757276e-05,8.47027258714661e-05,1.4547453247359954e-05,0.0002326169633306563,0.0010779364965856075,5.566597974393517e-05,0.0006073107360862195,0.00014404398098122329,1.9602470274548978e-05,3.9759492210578173e-05,6.414661584130954e-07,6.17121088453132e-07,3.9986451838558423e-07,7.023899684099888e-08,2.127451068645314e-07,1.0010343487465434e-07,5.7342163017892744e-08,6.22246858483777e-08,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.30375929074944e-06,3.7062022784084547e-06,1.142919472840731e-06,3.461044073560515e-08,3.503197021359483e-08,5.660235160576121e-07,3.299834929748613e-07,2.6419045298098354e-06,3.625488886882522e-07,6.65321522319573e-07,4.465317431368021e-07,3.7886121617702884e-07,8.624854075378607e-08,4.777171511705092e-07,1.5845145753701217e-05,1.8903478121501394e-05,3.4832228266168386e-06,6.2349809013539925e-06,1.3386658793024253e-05,8.443539627478458e-06,0.00015326646098401397,0.0004851247067563236,0.00038646606844849885,0.0002316948666702956,0.003098976332694292,0.00046220317017287016,0.0004941526567563415,0.001159117789939046,0.0022316863760352135,0.0441625714302063,0.019329505041241646,0.059791646897792816,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,2.1440956743390416e-07,7.628486855537631e-07,3.529704599714023e-07,7.040971361504944e-09,7.085034781084687e-08,1.9556475550075447e-08,6.911257059982745e-07,1.707594856270589e-05,4.8774012384456e-07,8.520885785401333e-06,1.4061032743484247e-05,2.4387591111008078e-05,2.029091547228745e-06,8.507984603056684e-06,0.00012365213478915393,9.924193727783859e-05,2.8510779884527437e-05,1.2290146514715161e-05,4.864175934926607e-06,4.578356310958043e-06,9.322064215666614e-06,4.3342919525457546e-05,1.0900864253926557e-05,4.547193839243846e-06,3.881272641592659e-05,5.050775143899955e-05,1.679646629781928e-05,6.673710595350713e-05,4.435499067767523e-05,1.8696637198445387e-05,2.9929356969660148e-05,5.145187742527924e-07,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.6468322175787762e-05,3.956383807235397e-06,5.13065560880932e-06,2.0727638627704437e-07,7.938057251521968e-07,1.1077105455115088e-06,9.409122725401176e-08,4.277179414202692e-06,4.878847175859846e-05,2.996258444909472e-06,1.1663441910059191e-06,9.042370407996714e-08,9.099269959733647e-08,1.6498606214554457e-07,4.239212714196583e-08,3.55779633309794e-07,9.143784751586281e-08,1.5855084711802192e-07,8.261675787935019e-08,2.6472955028111755e-07,1.0054662880065734e-07,7.374338650834034e-08,4.133268305395177e-07,1.093957848752325e-06,1.7472920035288553e-06,8.643090723126079e-07,1.3544315606850432e-06,4.3536940097510524e-07,1.1209810679702059e-07,5.955715920435978e-08,8.253337568930874e-08,2.1056398225027806e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.285242433368694e-05,4.9299160309601575e-06,5.776203124696622e-07,4.2804454096767586e-06,4.956559678248595e-07,1.3741583870796603e-06,3.0723406325705582e-06,6.168562549646595e-07,4.4395258669283066e-07,4.904836714558769e-08,8.493079803884029e-07,1.742648009894765e-06,4.253671548326565e-08,1.334459795998555e-07,1.9942108338000253e-06,1.1388102620912832e-06,5.537267952604452e-06,1.7861279047792777e-05,3.2189612397814926e-07,4.8410644382101964e-08,2.6872945113609603e-07,2.8680713626272336e-07,1.8550588265497936e-06,8.989383104562876e-07,1.476890429330524e-05,2.759801873253309e-06,1.2441659009709838e-06,7.035761768747761e-07,1.5551601961760753e-07,4.458925104700029e-07,1.7525042750321518e-08,1.3314397051544802e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,9.707154049465316e-07,4.4775168817068334e-07,7.493221687582263e-08,5.8601024477411556e-08,8.437300635932843e-08,3.581472753921844e-07,1.2724777320727299e-07,3.901845502696233e-06,3.0283981686807238e-06,4.92593756007409e-07,1.4515396742353914e-06,9.099606472773303e-07,2.1604638789085584e-07,1.2543769400963356e-07,4.982088626093173e-07,7.715647143413662e-07,1.3797234714729711e-06,1.406050813557158e-07,8.919287211028859e-07,5.938069989497308e-06,4.329720013629412e-06,3.357194145792164e-06,3.1004494758235523e-06,5.986426003801171e-07,4.399032320634433e-07,3.524843350533047e-07,3.961178833833401e-07,1.525632455923187e-07,1.858582407976428e-07,2.451066393405199e-06,3.550085239112377e-06,3.140449553029612e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,5.362765875815967e-08,3.532333323619241e-07,4.625922827017348e-07,8.92419211595552e-06,1.9731025702185434e-08,9.823692970201137e-09,2.3773407065164065e-07,5.008791958971415e-07,3.424884880587342e-06,8.516011575920857e-07,1.4836286936770193e-06,1.5930688732623821e-06,1.0997304343618453e-05,5.224661890679272e-06,8.185051569853385e-07,8.600166978567358e-08,1.3049412928012316e-06,9.654424957261654e-07,6.036769377715245e-07,4.605695664849918e-07,1.3546948594012065e-06,1.7222984070031089e-06,7.685210221097805e-06,8.544868251192383e-06,1.1073620044044219e-05,5.985306415823288e-05,5.977302498649806e-05,7.779979932820424e-05,9.009909990709275e-05,0.0001147938019130379,0.0003310298779979348,0.0007585535640828311,3.727771627382026e-06,4.274486127542332e-05
