explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,4.9536531150806695e-05,1.1766214811359532e-06,1.5059003089845646e-05,4.36640266343602e-06,3.219461359549314e-05,1.2319915185798891e-05,6.886207870593353e-07,6.891628345329082e-06,5.218085789238103e-06,1.922683395605418e-06,9.972707175620599e-07,4.2886853179879836e-07,7.180767170211766e-06,3.0438220619544154e-06,1.400622267055951e-07,4.488774152378028e-07,1.309530944126891e-06,1.9011386598322133e-07,6.329376901703654e-06,2.1387606466305442e-05,5.06858896187623e-06,3.269392254878767e-05,4.713927046395838e-05,0.00017755088629201055,0.0002219133748440072,4.285105751478113e-05,4.543105751508847e-05,5.764684101450257e-05,6.295253842836246e-05,3.451744987614802e-07,2.649765633577772e-07,3.929679053271684e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,4.5695229346165434e-05,1.285779489990091e-06,2.1030757579865167e-06,3.281807585153729e-05,2.6876150513999164e-05,6.007562205923023e-06,6.340996606013505e-06,2.8251504772924818e-05,2.307610657226178e-06,3.4908448469650466e-06,7.021824785624631e-06,1.0165649655391462e-06,1.0781701575979241e-06,8.583871931477915e-06,1.3563770835389732e-06,2.3198033431981457e-06,1.1292853514532908e-06,1.5456109849765198e-06,4.446001753422024e-07,8.490480468026362e-06,4.118611468584277e-05,0.00015112558321561664,2.945053893199656e-05,7.974589971126989e-05,5.4274620197247714e-05,0.02243734523653984,0.0024289400316774845,0.00021661384380422533,4.467357575776987e-05,4.4129850721219555e-05,1.8321078414373915e-06,2.8744230462507403e-07,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,8.627804959360219e-07,1.284360337194812e-06,5.557639269682113e-06,4.674498995882459e-06,1.0194082733505638e-06,4.383062446322583e-07,6.135232979431748e-06,8.568637781536381e-07,2.0409403589383146e-07,3.9652138639212353e-07,1.7764958215593651e-07,2.3998163101168757e-07,2.528822733438574e-07,2.2218719095690176e-06,1.1881617865583394e-05,9.026099723996595e-05,0.06429005414247513,0.009663349948823452,0.0025386011693626642,0.008301110938191414,0.1500900238752365,0.4511836767196655,0.24616603553295135,0.08494968712329865,0.036593612283468246,0.03265860304236412,0.003195038763806224,0.016051027923822403,0.014163813553750515,0.0041731721721589565,0.001969312084838748,0.0007139462977647781,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.3289928574522492e-05,1.6666122974129394e-05,1.3093908535211085e-07,6.88011994043336e-07,1.0132285011010822e-09,4.593913516259818e-08,1.65881360203457e-07,1.6506596978160815e-08,3.274990660884214e-07,7.101829737621301e-07,1.9734256966330577e-06,9.741152240394513e-08,6.832738677076122e-07,7.366769239069981e-08,7.884006549829792e-07,4.872967565461295e-06,2.7656897145789117e-06,4.343009095464367e-06,2.525697709643282e-06,6.3508068706141785e-06,7.61636474635452e-05,0.00017716543516144156,0.004731281194835901,0.002878151135519147,0.06334127485752106,0.5584054589271545,0.6085121631622314,0.327412486076355,0.16111131012439728,0.004444604739546776,0.014486375264823437,0.0021921945735812187,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.0647322596923914e-05,6.279131048358977e-05,5.869957749382593e-05,8.301633897644933e-06,2.104940176650416e-05,2.641400669745053e-06,6.717070277773018e-07,2.264607985580369e-07,3.8364760257536545e-06,9.249314416592824e-07,8.579058317081945e-07,1.3555894611272379e-06,9.976959063351387e-07,3.879324594890932e-06,3.5339422765900963e-07,3.7448646708071465e-06,0.0002528960758354515,0.00010318594286218286,0.0009003070881590247,0.1521119326353073,0.04204990342259407,0.005435319617390633,0.0014966443413868546,0.002246890449896455,0.09160604327917099,0.08364340662956238,0.20962564647197723,0.10903584957122803,0.08445040136575699,0.08230458945035934,0.008081428706645966,0.02097334899008274,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.4662889952887781e-05,5.426245934359031e-06,1.8511624375605606e-06,1.9714316294994205e-06,2.4944798227011233e-08,2.2859962811594414e-08,5.5196110793076514e-08,1.7462632513343124e-06,9.790198873815825e-07,2.6722332790996006e-07,1.7519961375001003e-06,1.4565578965175519e-07,1.454836706216156e-06,3.28396799886832e-06,8.437121437054884e-07,6.535735792567721e-07,1.6595506622252287e-06,3.106517851847457e-07,1.2965671203346574e-06,7.587862000946188e-06,7.00918972142972e-05,7.726269541308284e-05,0.00024866661988198757,0.00010244271106785163,0.00014966947492212057,2.096984644595068e-05,3.4722535929176956e-05,3.0079872885835357e-05,1.8494816686143167e-05,2.8582742288563168e-06,9.127957696364319e-07,2.7075423076894367e-06,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,5.204045010032132e-06,1.7978400137508288e-05,1.2028927812934853e-05,7.701295317019685e-07,7.543029596490669e-07,1.4601985185436206e-06,2.328564278286649e-06,4.3649191638905904e-07,2.3048546609061304e-06,6.755755748599768e-06,7.006396572251106e-06,5.084319127490744e-06,7.497651040466735e-06,2.936636747108423e-06,7.737305168120656e-06,1.0355676749895792e-05,0.0005457231309264898,0.00011202020687051117,0.0011994258966296911,0.023217201232910156,0.049059052020311356,0.03039865382015705,0.022778058424592018,0.017150258645415306,0.0004181042604614049,0.0003857500560116023,0.0004655399243347347,0.0001130155214923434,0.000697814510203898,0.005146849434822798,0.006003819406032562,0.03736427426338196,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.2785231774614658e-05,5.641431198455393e-05,4.3733314669225365e-05,1.276567218155833e-05,1.0449304681969807e-05,3.938321242458187e-05,1.1404301858419785e-06,8.75763305430155e-07,3.3453108017056365e-07,8.944958551637683e-08,1.594381842551229e-06,7.120339091670758e-07,1.5737685998828965e-07,1.3638225482281996e-07,6.336669002848794e-07,4.02131945520523e-06,0.00036731158616021276,0.0013653042260557413,0.0004572782781906426,0.00253030052408576,0.008296245709061623,0.003665931522846222,0.018433336168527603,0.007230458315461874,0.1773495227098465,0.5359926819801331,0.6262146234512329,0.3153764307498932,0.23171749711036682,0.4046826958656311,0.17197856307029724,0.03920925036072731,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.820041911239969e-06,2.1672369712177897e-06,1.8704005242398125e-06,3.359910579092684e-06,9.440155395168404e-07,1.8800726593326544e-06,7.740364793562549e-08,1.6735975805204362e-06,1.5937106581986882e-05,1.2573245840030722e-05,0.0001280067372135818,4.7994006308726966e-05,4.084063766640611e-05,3.72538052033633e-05,7.171705510700122e-05,3.281530734966509e-05,1.0006107004301157e-05,1.5832642020541243e-05,0.0005076883244328201,0.005447723902761936,0.23851126432418823,0.1844954639673233,0.09646380692720413,0.25280317664146423,0.13383683562278748,0.1345841884613037,0.1915608048439026,0.18940024077892303,0.2859833538532257,0.5256056189537048,0.6380589604377747,0.0609552301466465,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,1.1453691968199564e-06,1.826852553676872e-06,4.46633839601418e-06,2.1399227989604697e-06,1.089070337911835e-05,7.165908755268902e-05,1.6711686839698814e-05,1.4027559700480197e-05,1.7057398054021178e-06,3.329786750327912e-06,1.6031535778893158e-05,7.604680831718724e-06,6.3954980760172475e-06,6.61489502817858e-06,1.3036489008300123e-06,9.853531992121134e-06,9.732062608236447e-05,2.253747334179934e-05,5.542289363802411e-05,0.00011393040040275082,3.0250070267356932e-05,1.2209458873257972e-05,4.453881501831347e-06,8.958958460425492e-06,1.3103184755891562e-05,6.730259337928146e-05,0.0002890963514801115,0.001827050349675119,0.0025502878706902266,0.006607173942029476,0.032648079097270966,0.08605195581912994,0.9786726832389832,0.9694126844406128
