Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.7719845547835575e-06,2.271236553497147e-06,1.530109557279502e-06,3.7436500406329287e-06,7.937417763059784e-07,1.849711338763882e-06,8.494374014844652e-06,5.329399073161767e-07,1.4902255998094915e-06,1.1425563570810482e-05,1.1505547263368499e-05,8.176551091310102e-06,6.877803116367431e-06,2.0524585124803707e-05,3.349470716784708e-05,0.0028306003659963608,0.05578761547803879,0.04897412285208702,0.19665470719337463,0.10187412053346634,0.3278101682662964,0.24498943984508514,0.1920355260372162,0.10651159286499023,0.6108139753341675,0.29452383518218994,0.348840594291687,0.20996735990047455,0.014419025741517544,0.012142600491642952,0.007320753764361143,0.03696558251976967,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.3411226973403245e-07,1.2716575383819873e-06,1.1556089702935424e-05,5.074432920082472e-06,1.5647046893718652e-06,2.3950681224960135e-06,1.3233193385531195e-06,2.226071956101805e-06,6.5848093981912825e-06,1.3695922461920418e-05,1.0730467693065293e-05,1.0484008271305356e-05,1.0341502274968661e-05,0.00013043094077147543,4.048951086588204e-05,0.00015175004955381155,7.154332706704736e-05,0.00018161599291488528,0.0022861117031425238,0.0009798045502975583,0.000674113049171865,0.0016163266263902187,0.004197094589471817,0.008189314045011997,0.0008994168019853532,0.020077604800462723,0.03035491332411766,0.04904744774103165,0.08374423533678055,0.41366881132125854,0.04292301461100578,0.31080394983291626,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.4466786524280906e-07,2.9703387554036453e-06,8.61764419823885e-06,6.124580977484584e-05,1.951084595930297e-05,4.954778705723584e-05,0.00017362867947667837,0.0005496458616107702,4.701263242168352e-05,1.8269920474267565e-05,3.4454378692316823e-06,8.688105299370363e-05,1.7752570329321316e-06,4.16488474002108e-05,0.00025769483181647956,0.00029141284176148474,6.284692790359259e-05,1.6778571080067195e-05,0.0003517991572152823,0.0001660672132857144,6.866811600048095e-05,7.318252755794674e-05,0.00027651770506054163,2.0892373868264258e-05,3.983791430073325e-06,4.811834060092224e-06,1.4005090633872896e-05,3.749705001609982e-06,4.683501799718215e-07,1.9678750504681375e-06,6.703563713017502e-07,2.308571993125952e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.3108463292610395e-07,6.358004043249821e-07,3.3676533348625526e-06,3.6884307519358117e-06,1.79067160388513e-06,3.3688086205074796e-06,5.926885933149606e-06,2.0243218386895023e-05,1.3622458936879411e-05,2.8514528821688145e-05,6.751024920959026e-05,1.3969569408800453e-05,6.201960059115663e-05,3.932281833840534e-05,0.0003332656342536211,0.0034908070228993893,0.008444985374808311,0.05802572891116142,0.042325083166360855,0.008216486312448978,0.007822775281965733,0.0038608566392213106,0.0006905179470777512,0.0020789841655641794,8.916015212889761e-05,1.0070727512356825e-05,1.0644280337146483e-05,9.705485126687563e-07,2.608594968478428e-06,1.545493319099478e-06,1.842370238591684e-07,3.169512638123706e-06,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,3.7891160786784894e-07,6.366967227222631e-06,5.239316124061588e-06,2.6266800432495074e-06,1.6507166947121732e-05,5.536191747523844e-05,3.4988152037840337e-05,7.727811316726729e-05,2.1316867787390947e-05,3.8306284295686055e-06,3.8484163269458804e-06,4.059204911754932e-06,4.338396593084326e-06,1.1772317520808429e-05,0.0008730688714422286,0.0055962903425097466,0.0012719884980469942,0.00575566990301013,0.0021785448770970106,0.0036942996084690094,0.011247607879340649,0.01942797377705574,0.02788230963051319,0.011656525544822216,0.0013330568326637149,0.00010420785838505253,0.00011084525613114238,0.00014323544746730477,0.00045488253817893565,0.004354229662567377,0.0025742514990270138,0.013636630028486252,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,4.3336758182022095e-08,1.0234978617518209e-05,1.5155027313085156e-06,8.331187018484343e-06,1.70224484463688e-05,1.1958618415519595e-05,0.0008475692011415958,0.0004479115013964474,4.836570587940514e-05,0.0003353405627422035,0.0003615834575612098,0.00020587712060660124,5.72888930037152e-05,0.001011479296721518,0.000572879973333329,0.00619132723659277,0.0017935242503881454,0.0032458920031785965,0.002968589076772332,0.0007255687960423529,0.00023612605582457036,0.00019905013323295861,0.0003620569477789104,0.0001542712125228718,0.00047780232853256166,0.0005655328277498484,0.0007353016990236938,0.0007597221992909908,0.0007174620404839516,0.0003648809506557882,0.0006085516652092338,0.00035463087260723114,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.7796345730403118e-08,1.2634180848181131e-06,6.508445267172647e-07,2.983507556564291e-06,9.769888492883183e-06,1.332462124992162e-05,2.5044991502909397e-07,1.9259308828623034e-05,4.944167812936939e-05,3.5005366498808144e-06,2.7237110771238804e-06,4.1862526245495246e-07,7.867240015002608e-08,4.2085810036951443e-07,4.0558066416451766e-07,5.639328719553305e-06,5.4576762522629e-06,4.284376700525172e-06,7.89827299740864e-06,6.576309715455864e-06,1.0148798537557013e-05,1.2502798199420795e-05,2.1292369638103992e-05,2.9066033675917424e-05,2.843163201760035e-05,2.516387394280173e-05,4.00405724576558e-06,1.9606784462666837e-06,3.927948455384467e-06,5.721746560993779e-07,2.6594199198370916e-07,1.0860734391826554e-06,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,2.5413769435544964e-06,0.00031306257005780935,5.101184797240421e-05,2.7992140530841425e-05,3.3181502658408135e-05,3.45373700838536e-05,1.0244940312986728e-05,9.369970939587802e-06,5.2360741392476484e-05,1.64042448886903e-05,2.723723127928679e-06,5.575363957177615e-06,1.6954835473370622e-06,2.2091978735261364e-06,6.287456017162185e-06,2.8472457415773533e-05,5.9799760492751375e-05,9.946108912117779e-05,7.962163181218784e-06,5.279856054585252e-07,4.859704745285853e-07,1.5492199736399925e-06,5.2606392273446545e-06,2.47225602834078e-06,1.4526137874781853e-06,1.5394953152281232e-06,4.3697323235392105e-06,5.442991550808074e-06,2.230741756648058e-06,1.0053148798760958e-05,8.509057806804776e-06,2.7548105663299793e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,5.674531280419615e-07,6.420561476261355e-06,1.5480333104278543e-06,1.806154068617616e-05,1.6330524204022367e-06,4.858850388700375e-06,2.6871964564634254e-06,1.4432814168685582e-05,3.5788409604720073e-06,4.198268186428322e-07,3.5991738513985183e-06,1.1208476280444302e-06,6.631043447669072e-07,4.2024748836411163e-07,1.8952319180698396e-07,6.927208460183465e-07,4.674564479500987e-06,7.767824172333349e-06,2.741618845902849e-05,0.00021488104539457709,0.0001316066918661818,0.00016607751604169607,0.00028395713889040053,7.24514466128312e-05,0.001472226227633655,6.536737055284902e-05,4.858800457441248e-05,3.979005850851536e-05,2.6862724553211592e-05,7.867399835959077e-05,0.0001163811975857243,0.0008910188917070627,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,7.637607524202394e-08,2.0804516509542736e-07,6.600614455010145e-08,6.052799221833993e-07,7.897425575720263e-07,1.7878187463793438e-07,6.922905413375702e-07,7.424754500107156e-08,8.040090051508741e-07,3.0483963655569823e-06,1.375313786411425e-06,4.038400675199227e-06,7.153410024329787e-06,1.2539334420580417e-05,6.83772611864697e-07,1.092229027221947e-07,4.2241811115673045e-07,9.965144727175357e-07,4.3015677420044085e-07,5.63772573514143e-07,2.608576323837042e-06,4.604629339155508e-06,7.259675385284936e-06,8.52577795740217e-05,2.4879998818505555e-05,3.9518043195130304e-05,9.521290485281497e-05,7.281933358171955e-05,7.802140316925943e-05,6.075959754525684e-05,0.0001395743020111695,8.68001880007796e-05,3.727771627382026e-06,4.274486127542332e-05
