Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.739266387332464e-06,1.2172904462204315e-06,1.2421249948602053e-06,2.915950290116598e-07,1.0996511434768763e-07,3.1976176728676364e-07,8.279245093945065e-07,9.849535587136415e-08,1.1841228797493386e-07,8.966387667896925e-07,7.800271646374313e-07,6.617435701627983e-07,8.826198154565645e-07,3.490262315608561e-06,3.384459660082939e-06,0.00027743386453948915,0.004927963018417358,0.04521048441529274,0.06268808990716934,0.016650665551424026,0.07917588204145432,0.06921658664941788,0.029464872553944588,0.013617352582514286,0.623891294002533,0.2084977924823761,0.22585941851139069,0.16054850816726685,0.0017747054807841778,0.0017549165058881044,0.001601058873347938,0.0436868742108345,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,4.650527429816975e-08,3.105143946413591e-07,8.4536668509827e-06,2.426261005439301e-07,3.7332860358674225e-08,2.652813861914183e-07,1.4703857686981792e-07,3.240020589601045e-07,1.3134368828104925e-06,3.4364354632998584e-06,3.291780785730225e-06,2.63367860497965e-06,1.9078747754974756e-06,4.116578202228993e-05,9.85283713816898e-06,2.8751715944963507e-05,1.2594417967193294e-05,2.0987912648706697e-05,0.0005530513008125126,0.00021903880406171083,9.313494228990749e-05,0.00024062619195319712,0.0003437047125771642,0.000713581801392138,0.0001661347778281197,0.002795049687847495,0.0038710024673491716,0.0067366850562393665,0.008220470510423183,0.10851004719734192,0.005750901065766811,0.03783882409334183,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.5274811460130877e-07,2.7188806939193455e-07,2.5059550807782216e-06,6.074434622860281e-06,1.70152929968026e-06,9.139598660112824e-06,1.6045611118897796e-05,5.8007768529932946e-05,2.080935701087583e-06,1.5139258948693168e-06,2.770979392607842e-07,6.600779215659713e-06,1.3502200602033554e-07,4.753260327561293e-06,2.525064701330848e-05,2.031738040386699e-05,3.4426127513143e-06,1.0966598438244546e-06,4.6019860747037455e-05,2.094459705404006e-05,1.2269125363673083e-05,7.633937457285356e-06,2.1853567886864766e-05,1.941543587236083e-06,1.1184208688064246e-06,3.6235451261745766e-07,4.820228127755399e-07,1.3117869457346387e-07,2.0360433339305928e-08,4.5443830032354526e-08,9.236871711948424e-09,8.738419410292408e-08,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.2041893171499396e-07,1.5660889403079636e-06,1.4127634131000377e-05,3.0399689876503544e-07,2.706294992549374e-07,1.3387881381277111e-06,4.281913277282001e-07,5.691826117981691e-06,1.9300841813674197e-06,3.3601481845835224e-06,6.066554306016769e-06,2.4183721052395413e-06,9.309465895057656e-06,7.763681423966773e-06,0.0001082877570297569,0.0011623568134382367,0.0004218659596517682,0.004876290913671255,0.005287659354507923,0.000246199662797153,0.00045154933468438685,0.00023645427427254617,9.508448420092463e-05,0.00018690786964725703,8.530312243237859e-07,1.864256660155661e-07,2.437332113913726e-07,9.36195689860142e-08,3.0746593893127283e-07,1.7388597939316242e-07,3.898051659234625e-08,1.370523676769153e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,5.562989144891617e-07,8.10804522188846e-06,5.769910785602406e-06,1.5097793948370963e-07,1.5819367149561003e-07,6.564990599144949e-06,6.725111916239257e-07,1.8529046883486444e-06,9.83309291768819e-07,6.227294591099053e-08,1.0482513346232736e-07,1.3200194359797024e-07,1.6917620371259545e-07,1.8311085341338185e-06,0.00020866969134658575,0.002300102962180972,0.00023797625908628106,0.0017807699041441083,0.0005031513865105808,0.0013493633596226573,0.00760186230763793,0.03446652367711067,0.06186669319868088,0.021230116486549377,0.03340742364525795,0.0009096864960156381,0.0007862921920605004,0.001305307261645794,0.0028931356500834227,0.04449767991900444,0.02278256230056286,0.10168654471635818,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,2.3640495783183724e-08,3.5320470033184392e-06,1.3023534961575933e-07,1.3717934166379564e-07,1.9662823547150765e-07,3.389060907466046e-07,4.335314952186309e-05,2.1400201148935594e-05,1.002622525447805e-06,2.044626307906583e-05,3.533465132932179e-05,8.881119356374256e-06,1.5252969660650706e-06,6.426292384276167e-05,2.4943619791883975e-05,0.00035022071097046137,0.0001731960946926847,0.0002877635124605149,0.00013456220040097833,7.429435208905488e-05,7.005309453234076e-05,2.3883634639787488e-05,8.573514787713066e-05,1.9022954802494496e-05,2.432847577438224e-05,4.571036697598174e-05,4.6509539970429614e-05,6.709656736347824e-05,4.7130659368121997e-05,1.5114816960704047e-05,2.1714184185839258e-05,1.2319570714680594e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.3043901364872e-06,1.789646603356232e-06,2.7694935056388204e-07,5.336959816304443e-07,1.2559167998915655e-06,6.686217943752126e-07,8.476991553152402e-08,3.6537428513838677e-06,2.1648382244165987e-05,7.262665349117015e-07,3.7327168911360786e-07,2.990397618418683e-08,9.299153447273056e-09,6.659851692347729e-08,4.7528516233796836e-08,1.2223858902871143e-06,6.65867503357731e-07,4.0192679762185435e-07,4.545554190826806e-07,6.365754074977303e-07,4.372385262740863e-07,6.407429964383482e-07,1.342160999229236e-06,1.7630777620070148e-06,3.8011980905139353e-06,6.16887564319768e-06,1.2218005167596857e-06,4.6847679868733394e-07,5.028519467487058e-07,8.985151822571424e-08,2.4704242207462812e-08,1.370159026237161e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,3.162743723805761e-06,0.00021164865756873041,6.325029062281828e-06,1.1016602456948021e-06,1.5924263152555795e-07,7.971877494128421e-06,3.5789053072221577e-06,7.909150099294493e-07,6.570632194780046e-06,6.063035584702448e-07,8.665119821671396e-08,2.7234676736043184e-07,5.4762733014968035e-08,1.7712756061882828e-07,1.102297005672881e-06,2.7759649583458668e-06,1.1348945008649025e-05,1.0239753464702517e-05,1.6226966863541747e-06,3.510232104986244e-08,1.5152394894357712e-07,2.379626664605894e-07,8.435642939730315e-07,3.6373023704072693e-06,3.094071189480019e-06,4.9088321247836575e-06,1.8013486169365933e-06,1.5019501233837218e-06,2.892707584578602e-07,3.2247060062218225e-06,2.474898224136268e-07,3.050018904104945e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,7.748284360786784e-07,1.8909616983364685e-06,4.784884026776126e-07,2.7238747861701995e-06,8.30637389981348e-08,3.575276821266016e-07,1.9705318266005634e-07,3.683160912260064e-06,6.872837730043102e-07,8.738252432749505e-08,6.145958195702406e-07,2.2134608457236027e-07,1.779796576784065e-07,9.546282342398626e-08,3.8876333263715424e-08,1.5026704147658165e-07,5.702100907001295e-07,4.776194941769063e-07,2.7286025670036906e-06,2.132420013367664e-05,1.6597639842075296e-05,1.4044875570107251e-05,1.883231925603468e-05,7.2466882556909695e-06,8.623491339676548e-06,1.8034312461168156e-06,7.535791723967122e-07,3.0141470119815494e-07,1.8062705464672035e-07,2.6303607683075825e-06,2.4895362003007904e-06,6.759784446330741e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.7756894621356878e-08,1.518687753332415e-07,3.218247570657695e-07,3.1738309758111427e-07,2.535147700655216e-07,3.969432071926349e-08,2.687987716853968e-07,6.20261815242884e-08,3.132037988962111e-07,1.0489220585441217e-06,1.6459891867270926e-06,6.9818484007555526e-06,6.6973911998502444e-06,2.0185103494441137e-05,9.56008193497837e-07,1.5513883511175663e-07,8.758671583564137e-07,1.29613886201696e-06,3.898135787494539e-07,4.574297349790868e-07,1.2600768286574748e-06,1.4673402120024548e-06,2.203534222644521e-06,3.480752639006823e-05,1.978956424864009e-05,2.0867255443590693e-05,6.606231909245253e-05,7.865070074331015e-05,0.0002245098730782047,0.00011762721260311082,0.0004642957355827093,0.00043546094093471766,3.727771627382026e-06,4.274486127542332e-05
