Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.874848400504561e-06,1.0009609923145035e-06,3.57986124299714e-07,1.609766897558984e-08,6.118969331225799e-09,1.0237717873451402e-07,6.459371775235923e-07,2.3468560073069966e-07,6.737907369824825e-07,2.0131526525801746e-06,2.393278009549249e-06,2.7190260425413726e-06,9.237867288902635e-07,7.088414690770151e-07,1.2464463452488417e-06,1.2462368204069207e-06,0.00013094738824293017,0.005969464313238859,0.0013539394130930305,0.018246889114379883,0.07441778481006622,0.34074002504348755,0.13349315524101257,0.28483855724334717,0.9776884317398071,0.9882553815841675,0.9831202030181885,0.975380539894104,0.032934851944446564,0.024255026131868362,0.0080134067684412,0.1046183630824089,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,7.73999744296816e-08,4.402653814850055e-07,2.635573036968708e-05,1.3079045402264455e-07,6.12290307344665e-07,1.8345733678870602e-06,2.4074131488305284e-07,4.265858990493143e-07,2.2873111049648287e-07,2.9632344649144216e-06,2.5515769266348798e-06,2.6773009267344605e-06,2.8540733865156653e-07,1.2259278037163313e-06,7.81941162131261e-06,7.134353381843539e-06,5.807745310448809e-06,7.92500031820964e-06,0.0001814749848563224,8.588984201196581e-05,0.00014124256267677993,0.00010905128146987408,0.0015780949033796787,0.0010928743286058307,0.004916763864457607,0.005546680185943842,0.009536240249872208,0.007422046270221472,0.048501018434762955,0.11410535126924515,0.12184745073318481,0.12331181764602661,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,4.3844445940521837e-07,3.780828592425678e-07,1.004165369522525e-06,8.563245756931792e-08,3.9503433413301536e-08,1.961247875215122e-07,6.304228463704931e-07,1.6250427506747656e-05,4.829288968721812e-07,1.8965127992487396e-06,5.684904067493335e-07,5.622156095341779e-06,8.745734589865606e-07,3.1073318496055435e-07,2.8136814762547147e-06,6.522212061099708e-06,1.241161385223677e-06,6.407910291272856e-07,5.508128197106998e-06,5.425749350251863e-06,4.142867692280561e-05,2.4063021555775777e-05,1.0403343367215712e-05,1.4561874195351265e-06,6.648978342127521e-06,1.7791668369682156e-06,4.6375321289815474e-06,4.2580498416100454e-07,9.63607362791663e-08,1.969711718174949e-07,1.8158587522520975e-07,2.157583594453172e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,6.597973651878419e-07,3.6811891277466202e-06,4.7798848754609935e-06,2.0196148398099467e-07,4.9525925760463e-07,3.3236162835237337e-06,9.502516036263842e-07,1.6478081761306385e-06,9.78911089077883e-07,1.6472299648739863e-06,8.279393455268291e-07,2.1886587830977078e-07,1.2947109553351765e-06,5.446225372907065e-07,9.336347829957958e-06,4.7538655053358525e-05,1.08014692159486e-05,0.0002982992446050048,0.001193300005979836,6.441276491386816e-05,0.000620546517893672,0.00020779616897925735,6.0390611906768754e-05,0.00013771434896625578,9.876811191134038e-07,6.099740517129248e-07,4.1761921920624445e-07,7.056980422248671e-08,2.0548297641198587e-07,1.056156406775699e-07,5.0778620419578147e-08,1.0493986479787054e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,4.991192326997407e-06,4.374185209599091e-06,1.8773140482153394e-06,5.348421083795074e-08,4.049968893582445e-08,9.634283060222515e-07,2.5790100721678755e-07,2.582471324785729e-06,6.436397939069138e-07,1.4099924783295137e-06,5.986594828755187e-07,2.674617576303717e-07,5.899484634142027e-08,4.0628719943924807e-07,1.3404307537712157e-05,6.6017159952025395e-06,1.452198944207339e-06,4.907833499601111e-06,1.408741172781447e-05,1.0666010894055944e-05,8.604963659308851e-05,0.00043878454016521573,0.00039455815567635,0.00021888583432883024,0.0029892921447753906,0.000365663057891652,0.0005788419512100518,0.001129824435338378,0.0017502770060673356,0.03338554501533508,0.012665835209190845,0.050443921238183975,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,8.664557071824674e-08,4.755145823764906e-07,4.035949814351625e-07,3.841735374265909e-09,1.1094669361000342e-07,1.757823042680684e-08,1.578848838335034e-07,6.376725650625303e-06,1.6645715561480756e-07,1.555314497636573e-06,6.549264071509242e-06,1.3110880900057964e-05,7.425093144775019e-07,1.4017523426446132e-05,3.140688204439357e-05,3.131382982246578e-05,1.8888898921431974e-05,1.1149824786116369e-05,9.963819138647523e-06,5.198628059588373e-06,2.3652413801755756e-05,1.7701944670989178e-05,8.833213541947771e-06,2.1698040200135438e-06,4.153719783062115e-05,5.093067011330277e-05,2.662085898919031e-05,0.00011830957373604178,5.319999036146328e-05,1.4276349247666076e-05,2.9622326110256836e-05,1.2266502835700521e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.529117434984073e-05,2.3748639250698034e-06,8.266103577625472e-06,2.0114882204325113e-07,1.1594551097005024e-06,1.0251187632093206e-06,7.525844125666481e-08,2.9445848213072168e-06,2.9232438464532606e-05,3.1811448479857063e-06,4.6573120471293805e-07,1.2152112560670503e-07,5.208028497349915e-08,1.076987530268525e-07,1.738185950728166e-08,1.3362964068619476e-07,3.077816401741984e-08,9.988607274635797e-08,1.989530318269317e-07,2.1139442196727032e-07,7.404116075804268e-08,8.492042269381272e-08,4.94317930588295e-07,1.0027803227785625e-06,2.2452350094681606e-06,7.972204230100033e-07,1.0762681768028415e-06,1.9399843154133123e-07,1.5912098660919582e-07,1.0189360466483777e-07,8.19176761979179e-08,1.1835177815555653e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.5105756574484985e-05,7.275073130585952e-06,4.314093473567482e-07,1.5442307130797417e-06,2.439470492276996e-08,1.2517443792603444e-06,1.1585977972572437e-06,6.045019063094514e-07,5.604883313026221e-07,2.388611051173939e-07,1.5208196373350802e-06,2.963633278341149e-06,2.837155079760123e-07,1.3197134194342652e-06,5.7138609008688945e-06,2.5265808289987035e-06,1.6370801176890382e-06,1.2464486644603312e-05,4.667706718919362e-07,3.3070455174311064e-07,2.30800924327923e-06,1.387821725984395e-06,6.5123972490255255e-06,2.958978484457475e-06,1.5001690371718723e-05,2.016107600866235e-06,1.1983722743025282e-06,2.210324737461633e-06,6.259758151827555e-07,1.7507787219983584e-07,3.9453052380622466e-08,1.885817937363754e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.0456897143740207e-06,5.114764007885242e-07,7.145327174384875e-08,9.181968607663293e-08,3.964902361985878e-08,1.8304348259334802e-07,6.603812607863802e-07,2.912801164711709e-06,9.067638870874362e-07,1.923742729559308e-07,4.2634121655282797e-07,3.4969363582604274e-07,1.4595890718283044e-07,4.2032482383547176e-08,2.451760678923165e-07,2.571484287727799e-07,1.200480824081751e-06,2.4502915607627074e-07,4.1394181948817277e-07,1.9225128653488355e-06,2.157046537831775e-06,3.0181931833794806e-06,2.5076822112168884e-06,4.393805284053087e-07,3.8588393636018736e-07,3.810612554389081e-07,4.303653042825317e-07,1.7747801450695988e-07,1.7965204790471034e-07,2.3961945316841593e-06,2.615602397781913e-06,1.9341301594977267e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,5.210829456814281e-08,3.5478794302434835e-07,6.703283474962518e-07,8.498860552208498e-06,5.410028336427786e-08,1.099517454861143e-08,1.6502920630045992e-07,2.807612418109784e-07,1.982428329938557e-06,4.259489969626884e-07,7.908998895800323e-07,1.7320594452030491e-06,3.894831024808809e-06,3.380084308446385e-06,6.299710548773874e-07,3.90804721916993e-08,1.8144618252335931e-06,8.847409276313556e-07,4.982086352356419e-07,3.1137557243710035e-07,9.974926342692925e-07,1.4187654642228154e-06,2.521165924918023e-06,1.4118779290583916e-05,3.099279274465516e-05,6.789173494325951e-05,6.117456359788775e-05,8.939595863921568e-05,0.0002231176185887307,0.0001946026604855433,0.0005748480907641351,0.001016660942696035,3.727771627382026e-06,4.274486127542332e-05
