Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,8.011168574739713e-06,1.4547372302331496e-06,5.6182869911936e-07,2.561036183124088e-08,6.7612311305254025e-09,1.1620362982966981e-07,7.190276960500341e-07,2.3823767492103798e-07,7.381995601463132e-07,2.3643194708711235e-06,2.826922354870476e-06,2.977142912641284e-06,1.0718457588154706e-06,8.052593329921365e-07,1.5246105249389075e-06,1.601118128746748e-06,0.0001549561129650101,0.006791641004383564,0.0018252873560413718,0.022043459117412567,0.09214487671852112,0.37497225403785706,0.16785304248332977,0.32152414321899414,0.9682307839393616,0.9846150279045105,0.9826182126998901,0.9778072237968445,0.04869659245014191,0.037578288465738297,0.009977941401302814,0.1061340868473053,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.1378391917560293e-07,4.98281281124946e-07,2.212121762568131e-05,1.679664336506903e-07,7.290223607014923e-07,1.9535889350663638e-06,2.2478248240531684e-07,4.3642927494147443e-07,2.1037769215581648e-07,2.9007783268752974e-06,2.51778646997991e-06,2.6101793082489166e-06,3.0351696977959364e-07,1.2224314787090407e-06,8.452419024251867e-06,8.231617357523646e-06,6.389785539795412e-06,9.609934750187676e-06,0.00019344169413670897,0.00010548982390901074,0.00017955528164748102,0.0001274899550480768,0.0020665309857577085,0.0014986024470999837,0.005660328548401594,0.007963244803249836,0.012658284977078438,0.009694889187812805,0.06194781884551048,0.14743278920650482,0.12486552447080612,0.16517846286296844,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,6.197589641487866e-07,4.474131571896578e-07,1.5599702010149485e-06,1.5394130059576128e-07,6.07730328283651e-08,2.9867715056752786e-07,8.811538236841443e-07,2.224815216322895e-05,6.807304089306854e-07,2.6266779968864284e-06,6.560573524438951e-07,7.054333764244802e-06,1.1529493804118829e-06,3.806255222116306e-07,3.6450978768698405e-06,8.932529453886673e-06,1.7283133502132841e-06,8.325228577632515e-07,6.456414212152595e-06,6.4297414610337e-06,4.7412162530235946e-05,2.9818569601047784e-05,1.5687470295233652e-05,2.2776753212383483e-06,8.814875400275923e-06,2.6382551823189715e-06,7.941232070152182e-06,6.604154236811155e-07,1.5008073717126535e-07,2.5358821176268975e-07,2.629812456689251e-07,3.1765787298354553e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.374515818497457e-06,5.159381998964818e-06,5.73979014006909e-06,3.4563836948109383e-07,6.399370704457397e-07,3.9861711229605135e-06,1.1930746950383764e-06,2.1217592802713625e-06,1.24498990317079e-06,2.1628209196933312e-06,1.101662746805232e-06,3.150369423110533e-07,1.8722345203059376e-06,7.581146519441972e-07,1.2720315680780914e-05,6.427492917282507e-05,1.9111219444312155e-05,0.0005073461215943098,0.001866819802671671,0.00010361834574723616,0.001139670261181891,0.00035259677679277956,0.00010121042578248307,0.0002292920253239572,1.8357546878178255e-06,1.0700753136916319e-06,7.030439519439824e-07,1.0643238823604406e-07,2.8676606689259643e-07,1.2457692832867906e-07,5.4828309004051334e-08,1.8980438198923366e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,5.145675459061749e-06,5.544014584302204e-06,2.336733587071649e-06,9.825652824702047e-08,4.7344236975277454e-08,1.1054922879338847e-06,3.7424283050313534e-07,3.852871486742515e-06,8.779793461144436e-07,1.8270460486746742e-06,7.63429852668196e-07,3.8529239532181236e-07,8.72742234037105e-08,4.810622158402111e-07,1.497794710303424e-05,8.1737798609538e-06,1.8035798348137178e-06,5.458024133986328e-06,1.416670966136735e-05,1.1070521395595279e-05,9.488036448601633e-05,0.0003902052703779191,0.00044990016613155603,0.00023912813048809767,0.002217481378465891,0.0003150395932607353,0.0005194288096390665,0.0009043150930665433,0.0014369868440553546,0.02471138909459114,0.010540211573243141,0.04223530739545822,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.526444748378708e-07,6.765525881746726e-07,6.872174367344996e-07,7.309458815996095e-09,1.5361766259047727e-07,2.6579840550766676e-08,2.0707771852812584e-07,9.16576937015634e-06,2.4770193363110593e-07,2.207149236710393e-06,7.925345926196314e-06,1.7229227523785084e-05,1.18718355679448e-06,1.7498567103757523e-05,4.5515160309150815e-05,4.993078255211003e-05,2.815408879541792e-05,1.6878759197425097e-05,1.437308583263075e-05,8.257159606728237e-06,3.350540282553993e-05,2.6179493943345733e-05,1.637282366573345e-05,4.741026714327745e-06,8.196082490030676e-05,0.00010204104910371825,6.0194608522579074e-05,0.00020080893591511995,9.547349327476695e-05,2.3722353944322094e-05,6.26250694040209e-05,2.90153116111469e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.4487844964605756e-05,3.208211637684144e-06,1.0710381502576638e-05,2.8754823233612115e-07,1.6818229369164328e-06,2.105462272083969e-06,1.6152706905359082e-07,4.5630326894752216e-06,3.373577419552021e-05,3.706116785906488e-06,7.406273425658583e-07,2.1111571868459578e-07,8.06433106959048e-08,1.467102634933326e-07,2.613564298314941e-08,1.819201997932396e-07,4.3721559706000335e-08,1.4573876683243725e-07,3.185821242368547e-07,2.77061872111517e-07,1.0850375531390455e-07,1.242429732428718e-07,7.012894229774247e-07,1.3374095715334988e-06,3.1984425277187256e-06,1.2253373142812052e-06,1.377996454721142e-06,2.5277333293161064e-07,1.7952557129774505e-07,1.2644275670936622e-07,1.0704086150781222e-07,1.446739759103366e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,1.4661160093965009e-05,8.869249541021418e-06,1.162052967629279e-06,1.9383192011446226e-06,2.892156736322704e-08,1.522044044577342e-06,1.3975495676277205e-06,7.289612540262169e-07,6.975038786549703e-07,2.567774970430037e-07,1.6842611785250483e-06,2.905800329244812e-06,3.7383367157417524e-07,1.4455923746936605e-06,6.358467999234563e-06,3.0430085189436795e-06,1.8235584775538882e-06,1.451398384233471e-05,4.0154492353394744e-07,4.086482476850506e-07,2.3354821223620092e-06,1.8672384385354235e-06,1.0187210136791691e-05,3.3738467664079508e-06,1.2403214896039572e-05,2.127353127434617e-06,1.3887605518903001e-06,4.3879326767637394e-06,1.8142204680771101e-06,4.1322462607240595e-07,1.206557556088228e-07,6.031106067894143e-07,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.4510688970403862e-06,6.660977192041173e-07,1.002435752184283e-07,1.1751544093385746e-07,5.0546862695455275e-08,2.0300534231409983e-07,7.361338134614925e-07,3.3005060231516836e-06,1.086247607418045e-06,2.1212493095390528e-07,4.893333880318096e-07,3.941154602671304e-07,1.672034386501764e-07,4.516973817203507e-08,2.7893929654965177e-07,3.0066931344663317e-07,1.5361622445198009e-06,3.1650671417082776e-07,5.480395657286863e-07,2.41812517742801e-06,2.8638537514780182e-06,4.244644969730871e-06,3.881444627040764e-06,7.165014039856032e-07,1.0430985639686696e-06,1.1361610177118564e-06,1.195757135974418e-06,5.664452373821405e-07,5.908310072300083e-07,4.670242560678162e-06,5.56211080038338e-06,3.769396789721213e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,7.07504952401905e-08,4.4971142187932855e-07,6.767581339772732e-07,8.172447451215703e-06,6.085078751993933e-08,1.4112560009493791e-08,2.1062274413452542e-07,2.8500886628535227e-07,2.395676801825175e-06,5.457008569464961e-07,9.122788924287306e-07,1.927576931848307e-06,4.3292825466778595e-06,3.5371406283957185e-06,6.042366749170469e-07,3.909412527036693e-08,1.6786065089036128e-06,8.826994530863885e-07,5.32149954324268e-07,3.6641947076532233e-07,1.3801811746816384e-06,2.023990873567527e-06,3.876993559970288e-06,2.4109154765028507e-05,4.137222276767716e-05,8.274359424831346e-05,7.897269824752584e-05,9.854824020294473e-05,0.00020004053658340126,0.00017702356853988022,0.0005155495018698275,0.0008870594319887459,3.727771627382026e-06,4.274486127542332e-05
