explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,6.5947961047641e-06,4.2012652556877583e-07,1.1161338079546113e-05,2.8494782782217953e-06,2.3247208446264267e-05,8.805043762549758e-06,8.713808483662433e-07,6.41481847196701e-06,2.1770679268229287e-06,1.235311287928198e-06,8.765256325204973e-07,2.6282330622962036e-07,7.061462838464649e-06,2.5585986804799177e-06,4.810196401194844e-07,1.2167614613645128e-06,1.7569565216035699e-06,4.126166572859802e-07,1.0754236427601427e-05,5.477589002111927e-05,6.456486062234035e-06,6.518685404444113e-05,6.983611092437059e-05,0.00025393409305252135,0.0005422370741143823,7.908504630904645e-05,3.687908611027524e-05,5.047322702012025e-05,3.672622187878005e-05,1.570417822449599e-07,1.6335657448962593e-07,2.992572376570024e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.00029662225279025733,1.1019972589565441e-05,1.1086847734986804e-05,8.903227717382833e-05,7.803858170518652e-05,1.2576560038723983e-05,5.997994594508782e-05,0.00010795332491397858,2.4501139250787674e-06,7.24193296264275e-06,1.3811960343446117e-05,6.330713517854747e-07,2.1884629859414417e-06,2.5668075977591798e-05,4.989604349248111e-06,1.0453103413965437e-06,3.605998017519596e-06,6.579040018550586e-06,2.9135005661373725e-06,2.2139975044410676e-05,0.0006360521074384451,0.0014014651533216238,0.00020609094644896686,0.00021451483189594,9.661119111115113e-05,0.14785148203372955,0.030805282294750214,0.0017800085479393601,0.0005868878215551376,0.0007820476894266903,2.4846305677783675e-05,2.8739937079080846e-06,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,8.309891086355492e-07,4.043008175358409e-06,1.5181608432612848e-05,5.671143753716024e-06,2.796170747387805e-06,2.425084858259652e-06,9.895186849462334e-06,6.668531113973586e-07,1.6031734162424982e-07,3.718125753948698e-07,3.438335056671349e-07,7.636448344783275e-07,5.358268708732794e-07,6.09831386100268e-06,3.301184551673941e-05,0.0004978892975486815,0.23065584897994995,0.12164309620857239,0.013585887849330902,0.0349431112408638,0.14293712377548218,0.6217721700668335,0.2219138890504837,0.06485762447118759,0.047713685780763626,0.02127189002931118,0.0071640098467469215,0.011979270726442337,0.017527630552649498,0.004500204231590033,0.003114611143246293,0.0013845344074070454,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,3.93809714296367e-05,0.00013700567069463432,6.080205707803543e-07,6.810762897657696e-06,1.2015656247754691e-09,6.355693216164582e-08,1.7745913964972715e-06,1.9405494100510623e-08,9.918198884406593e-08,3.7483191590581555e-06,3.384125648153713e-06,4.659769388126733e-07,2.8681101866823155e-06,9.716661679703975e-07,7.226519755931804e-06,1.1245607311138883e-05,4.6682038373546675e-05,5.8854966482613236e-05,1.1726091543096118e-05,0.0001460680941818282,0.0008308241376653314,0.002819183748215437,0.022919217124581337,0.01717527210712433,0.4726315140724182,0.922655463218689,0.9077498316764832,0.4903982877731323,0.4415019154548645,0.036825451999902725,0.08128014951944351,0.007004095707088709,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.452462856832426e-05,0.0005236012511886656,0.00019518646877259016,3.5241475416114554e-05,6.837854016339406e-05,8.885535862646066e-06,2.88658520730678e-06,1.1232538099648082e-06,1.4202565580490045e-05,3.729576292244019e-06,6.545561063830974e-06,5.7899142120731995e-06,1.914004769787425e-06,8.802817319519818e-06,1.0428846053400775e-06,4.390408776089316e-06,0.0002141815930372104,0.00014441367238759995,0.000567160896025598,0.18104323744773865,0.04269463196396828,0.028238464146852493,0.012269356288015842,0.007722135167568922,0.12275499850511551,0.11524929851293564,0.19425176084041595,0.08508577942848206,0.13341869413852692,0.11167344450950623,0.02715449593961239,0.06467720121145248,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.8724405890679918e-05,6.61171452520648e-06,1.5271760958057712e-06,1.6204379562623217e-06,4.6920600738076246e-08,1.5053915092266834e-07,1.9059584133174212e-07,1.9117912870569853e-06,3.401148660486797e-07,4.158594038017327e-07,1.469214566895971e-06,1.0408010666651535e-06,2.0194706848997157e-06,4.025200723845046e-06,8.566811402488383e-07,1.5072907899593702e-07,7.269140382959449e-07,4.3190448195673525e-07,9.255118129658513e-07,1.0378285878687166e-05,2.428303378110286e-05,5.159100328455679e-05,0.0002499516122043133,0.0001233538205269724,0.0003648855199571699,3.823860970442183e-05,2.690951805561781e-05,3.4889857488451526e-05,1.736429476295598e-05,2.877878159779357e-06,1.417210114595946e-06,5.454102847579634e-06,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,9.967560572476941e-07,1.3468584256770555e-05,1.5238345440593548e-05,8.828480986267095e-07,1.1534649502209504e-06,1.4565432593371952e-06,2.7240600957156857e-06,4.879198627349979e-07,1.1945978712901706e-06,6.488417966465931e-06,1.188986516353907e-05,7.102952167770127e-06,4.3682648538379e-06,2.399192226221203e-06,9.000234967970755e-06,1.4276468391472008e-05,0.0007348445942625403,0.00027073436649516225,0.0019302989821881056,0.033223625272512436,0.029908951371908188,0.014553078450262547,0.014255236834287643,0.010670552961528301,0.0008158173877745867,0.0020799487829208374,0.001090036821551621,0.00028565243701450527,0.002692648908123374,0.02553563006222248,0.01145042572170496,0.09258653223514557,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.1019203157047741e-05,6.442714220611379e-05,5.1350063586141914e-05,3.9031965570757166e-06,8.530622835678514e-06,2.053527714451775e-05,6.84312453813618e-07,4.982687755727966e-07,6.359880444506416e-08,8.998169676033285e-08,7.581908903375734e-06,6.642909511356265e-07,2.364167102086867e-07,4.577429990604287e-07,2.437417833789368e-06,5.325953225110425e-06,0.0011331647401675582,0.003912602085620165,0.0022713374346494675,0.007024555001407862,0.01079901959747076,0.01521439291536808,0.038333144038915634,0.04669457674026489,0.29190221428871155,0.5634030699729919,0.8034509420394897,0.3697403371334076,0.49213191866874695,0.5140200853347778,0.3084723949432373,0.06370805203914642,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.959549303544918e-06,4.121628535358468e-06,1.117790134230745e-06,3.1414087970915716e-06,2.0684103674284415e-06,4.634361175703816e-06,6.265180019227046e-08,2.0973018308723113e-06,1.552228604850825e-05,1.0288231351296417e-05,0.0001638637768337503,9.457000851398334e-05,7.96668027760461e-05,0.00018948975775856525,0.00036539859138429165,0.00010733892122516409,2.5213279513991438e-05,2.5757964976946823e-05,0.0012886120239272714,0.011675568297505379,0.25450241565704346,0.10201502591371536,0.07278964668512344,0.07218059152364731,0.14325343072414398,0.15924899280071259,0.14076128602027893,0.25331783294677734,0.49617791175842285,0.7935537099838257,0.8535425066947937,0.34470170736312866,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,3.6714806128657074e-07,1.0431488135509426e-06,3.514204991006409e-06,3.686578565975651e-06,1.3270873751025647e-05,0.00010621494584484026,2.5050669137272052e-05,1.2203786354803015e-05,1.2221593124195351e-06,1.8075098751069163e-06,6.566864612977952e-06,8.189710570150055e-06,8.353976227226667e-06,6.80993389323703e-06,1.0071058795801946e-06,9.996415428759065e-06,7.083042146405205e-05,5.270306428428739e-05,0.00013659392425324768,0.0001323090837104246,5.051352854934521e-05,2.8252703486941755e-05,4.157529474468902e-06,2.7111302188131958e-05,3.588855906855315e-05,0.0003172398137394339,0.0009314041817560792,0.004549616016447544,0.009112166240811348,0.01900429092347622,0.09112145006656647,0.15350483357906342,0.9786726832389832,0.9694126844406128
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0015230473363772035,0.00036298605846241117,9.227217378793284e-05,1.3786549970973283e-05,8.38532141642645e-05,2.8120319939262117e-07,9.819730166782392e-07,2.9192153306212276e-05,0.00017125623708125204,6.296976062003523e-05,1.0348275282012764e-05,1.3753782468484133e-06,1.253079176422034e-06,1.931819269884727e-06,1.1211793207621668e-05,5.233895080891671e-06,0.00042502424912527204,0.0005731316050514579,0.0006309458985924721,0.001896774279884994,0.011894007213413715,0.15763653814792633,0.3741602301597595,0.07450100034475327,0.9786913394927979,0.9496827721595764,0.8450031876564026,0.8963210582733154,0.8995603322982788,0.7339206337928772,0.3847165107727051,0.02669566683471203,0.080360047519207,0.7874895334243774
