explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.3033495633862913e-05,5.869829919902259e-07,1.0739555364125408e-05,2.6375616926088696e-06,2.0681856767623685e-05,7.72795556258643e-06,5.372161240302376e-07,4.40529265688383e-06,1.5460758504559635e-06,1.003231432150642e-06,5.92503454299731e-07,1.8025387760189915e-07,4.7815833568165544e-06,1.4427295127461548e-06,2.3974462237674743e-07,5.610054358839989e-07,9.119723358708143e-07,2.0324225147305697e-07,4.900700332655106e-06,2.270216282340698e-05,3.039992407138925e-06,3.092101542279124e-05,3.245486368541606e-05,0.0001044084201566875,0.0001876608730526641,2.551920260884799e-05,1.0176751857216004e-05,1.4421960258914623e-05,1.3374316949921194e-05,6.770730465177621e-08,9.034976500288394e-08,1.4860160035823355e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.00035536265932023525,6.214220775291324e-06,5.810243692394579e-06,6.434987153625116e-05,6.205676618264988e-05,9.697054338175803e-06,4.368175723357126e-05,7.01121607562527e-05,1.4432090438276646e-06,3.8010766729712486e-06,6.895302249176893e-06,2.773471692307794e-07,1.103490262721607e-06,1.1865842679981142e-05,2.0795484942937037e-06,3.592323025713995e-07,1.1517514622028102e-06,1.6386840115956147e-06,7.792438054821105e-07,4.523430106928572e-06,0.00015989079838618636,0.0003293925547040999,4.152768451604061e-05,3.889752406394109e-05,2.0839692297158763e-05,0.005435223691165447,0.000786037475336343,7.676120731048286e-05,2.4796980142127723e-05,4.5344637328526005e-05,1.427690790478664e-06,1.1326240922926445e-07,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,7.114080631254183e-07,2.692815087357303e-06,9.645884347264655e-06,3.5262180517747765e-06,1.624052401894005e-06,1.8926918983197538e-06,7.95980668044649e-06,5.310811843628471e-07,1.3541144028295093e-07,3.130587344912783e-07,3.1613060968993523e-07,7.146322218432033e-07,4.5169750251261576e-07,5.655882432620274e-06,2.718998075579293e-05,0.00039247277891263366,0.175838440656662,0.09051942825317383,0.008969459682703018,0.023097297176718712,0.08094479143619537,0.549989640712738,0.13781407475471497,0.03456680476665497,0.028068995103240013,0.015669869258999825,0.0034265704452991486,0.005476001650094986,0.010042690671980381,0.0029793924186378717,0.001866256701759994,0.0007939565693959594,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,3.0287172194221057e-05,0.00014472169277723879,1.7821842845933134e-07,4.127302872802829e-06,4.648940121754208e-10,2.9600650819361363e-08,8.810806662040704e-07,9.677448176148573e-09,5.3182862558287525e-08,1.7552083590999246e-06,1.4152304856906994e-06,2.3949269234435633e-07,1.2505678341767634e-06,3.2991044918162515e-07,3.325846364532481e-06,4.4446919673646335e-06,1.9128372514387593e-05,1.474101827625418e-05,2.315072606506874e-06,2.3965912987478077e-05,8.89506409293972e-05,0.0002889372408390045,0.0021739182993769646,0.0011752466671168804,0.05899082124233246,0.5056819915771484,0.45539113879203796,0.0785655677318573,0.049664173275232315,0.0018788175657391548,0.003238448640331626,0.00023948409943841398,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,1.3275312994665e-05,0.0004705056198872626,0.00011433845065766945,1.2897289707325399e-05,2.0739795218105428e-05,3.755285888473736e-06,1.384805386805965e-06,4.5492583922168706e-07,6.447411578847095e-06,1.6195018588405219e-06,3.136089844701928e-06,2.842209141817875e-06,1.1169025810886524e-06,5.19767763762502e-06,4.95129768296465e-07,2.1168136754567968e-06,6.983700586715713e-05,4.5609416702063754e-05,0.00013346840569283813,0.09086614847183228,0.02668680064380169,0.003637202549725771,0.002344298642128706,0.001005989615805447,0.0973450243473053,0.1010594516992569,0.14927932620048523,0.03210960701107979,0.02429872937500477,0.015059876255691051,0.0022037369199097157,0.007005129475146532,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.1629598702711519e-05,5.848026376042981e-06,8.834920777189836e-07,1.1233681789235561e-06,2.6009630005319195e-08,9.742937834289478e-08,1.2989258380002866e-07,1.3708079222851666e-06,2.808580745750078e-07,3.1330975502896763e-07,1.2333215408943943e-06,7.753058639536903e-07,1.5468431229237467e-06,3.081549266426009e-06,6.048290970284143e-07,1.2309855890180188e-07,5.370454800868174e-07,3.2158155249817355e-07,6.337264153444266e-07,7.123687737475848e-06,3.3643584174569696e-05,5.018151205149479e-05,0.00019102539226878434,7.606044528074563e-05,0.0002850865130312741,3.7664081901311874e-05,2.0920862880302593e-05,2.561610017437488e-05,9.66114839684451e-06,1.4210894505595206e-06,6.589393706235569e-07,2.2600465854338836e-06,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,7.719557402197097e-07,1.4401241969608236e-05,1.3925908206147142e-05,4.901092438558408e-07,5.806415401821141e-07,8.0082571685125e-07,2.065213720925385e-06,3.183115779847867e-07,8.388161631955882e-07,4.758754585054703e-06,9.331904038845096e-06,6.390260750777088e-06,3.826567535725189e-06,1.991896169784013e-06,6.550320449605351e-06,9.845507520367391e-06,0.00048176967538893223,0.00015254267782438546,0.0008956138626672328,0.01615007035434246,0.014514845795929432,0.005644664634019136,0.00511129992082715,0.0037314128130674362,0.00017295574070885777,0.0004627183952834457,0.00023179939307738096,6.29956484772265e-05,0.0006697482895106077,0.007622532080858946,0.0028436160646378994,0.029309118166565895,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,9.877339834929444e-06,5.7496690715197474e-05,4.397607335704379e-05,2.8499600830400595e-06,6.613101049879333e-06,1.084406267182203e-05,2.725232377542852e-07,2.8276167540752795e-07,3.959761230021286e-08,6.559544374340476e-08,4.858402917307103e-06,5.230073156781145e-07,1.6437955707715446e-07,3.5942585441262054e-07,1.7558784293214558e-06,4.057716523675481e-06,0.000804255367256701,0.002451280364766717,0.0014296191511675715,0.004119668155908585,0.005086888093501329,0.0068621039390563965,0.015788406133651733,0.019690517336130142,0.11657464504241943,0.3756228983402252,0.6061434745788574,0.15590018033981323,0.2398935705423355,0.23338036239147186,0.11158786714076996,0.01547046285122633,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.345367758811335e-06,3.5485070384311257e-06,7.67498931963928e-07,2.1317475784599083e-06,9.23596189750242e-07,1.2371009461276117e-06,1.4599801367864984e-08,7.214219976958702e-07,6.298297648754669e-06,3.6088777051190846e-06,0.00011298275057924911,5.810106813441962e-05,7.043738150969148e-05,0.00011683929187711328,0.0003542961785569787,6.425238098017871e-05,1.0391944670118392e-05,1.4254973393690307e-05,0.0007121780654415488,0.00808015838265419,0.20299562811851501,0.09009401500225067,0.05101989209651947,0.06341008096933365,0.14071455597877502,0.1556318700313568,0.12480027228593826,0.1935475766658783,0.37691959738731384,0.711555004119873,0.8109177947044373,0.0987834706902504,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,3.7004127761974814e-07,1.6704357221897226e-06,5.685873929905938e-06,4.0316194827028085e-06,1.3940907592768781e-05,0.00020580581622198224,2.9237644412205555e-05,1.2422416148183402e-05,1.2653600833800738e-06,2.1350194856495364e-06,8.303709364554379e-06,1.0929487871180754e-05,9.223207598552108e-06,6.886015853524441e-06,1.2354912541923113e-06,1.0852317245735321e-05,6.360144470818341e-05,2.9208558771642856e-05,7.90052508818917e-05,5.4914227803237736e-05,1.4578949958377052e-05,6.9393522608152125e-06,7.084740332174988e-07,3.949307028960902e-06,4.440844804776134e-06,3.4327989851590246e-05,8.74240358825773e-05,0.0004485907847993076,0.0009192397119477391,0.002023904351517558,0.027013959363102913,0.048603203147649765,0.9786726832389832,0.9694126844406128
