Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.6451155008544447e-06,4.229226760799065e-05,4.93263105454389e-05,6.719614611938596e-05,4.1655857785372064e-05,4.019021798740141e-05,6.689708970952779e-05,6.325155845843256e-05,4.224329677526839e-05,0.000221153735765256,0.00022767334303352982,0.00012117983715143055,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.1892221411690116e-05,1.3678154573426582e-05,1.889745908556506e-05,1.0685456800274551e-05,4.657729277823819e-06,2.9004343105043517e-06,9.136293556366581e-06,2.5223132979590446e-05,4.477854417928029e-06,2.3437758500222117e-05,1.6032117855502293e-05,8.804903700365685e-06,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,4.056669058627449e-05,9.299974044552073e-05,0.00014774719602428377,0.00010428574751131237,2.602897620818112e-05,3.956590808229521e-05,2.4816921722958796e-05,5.3158790251472965e-05,3.380300404387526e-05,8.42195950099267e-05,6.97193609084934e-05,5.210514791542664e-05,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.6080199429779896e-06,1.3531066542782355e-05,5.183171197131742e-06,8.126325155899394e-06,5.107490324007813e-06,1.3831550859322306e-05,1.478494505136041e-05,5.195271296543069e-05,9.640983989811502e-06,8.471849469060544e-06,1.1287104825896677e-05,5.169074484001612e-06,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,8.860772140906192e-06,2.8905611543450505e-05,4.2166237108176574e-05,4.06359504268039e-05,4.461406570044346e-05,4.657753379433416e-05,3.785288936342113e-05,2.965084058814682e-05,2.5328976335003972e-05,6.568234675796703e-05,0.00019456219160929322,0.00012264862016309053,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,2.8122100047767162e-05,0.00013325261534191668,0.00015732347674202174,0.00014038439258001745,0.00010399564052931964,0.0002360281941946596,0.00011367242404958233,8.85620029293932e-05,5.155234248377383e-05,7.183343404904008e-05,2.784429489111062e-05,2.1169294996070676e-05,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.5969440880780894e-07,8.036428198465728e-07,7.796259069436928e-07,3.7620162629536935e-07,9.898963071464095e-08,1.3871613191440701e-07,1.2159152618096414e-07,2.991481267144991e-07,3.7010522646596655e-08,8.054053779460446e-08,5.712522010981047e-07,8.097154022834729e-07,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,6.231811858015135e-05,0.00013650844630319625,0.00015486461052205414,0.0002439501549815759,6.136513547971845e-05,8.571048965677619e-06,7.646295671293046e-06,3.1282875170290936e-06,5.9309613789082505e-06,3.0275255994638428e-05,3.6975270631955937e-05,4.546844138531014e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.1268066063839797e-07,1.9395924937271047e-06,8.458872002847784e-07,6.349043815134792e-07,8.454057933704462e-07,6.404231385204184e-07,2.5570571438038314e-07,6.579038114296054e-08,1.6650315615152067e-07,1.3833033385424187e-08,9.664207212267684e-09,8.745629109796482e-09,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,2.7813573524326785e-06,5.826800588693004e-06,4.394743882585317e-06,4.967727363691665e-06,3.969619228882948e-06,6.987389497226104e-06,1.0191193723585457e-05,9.672434089225135e-07,4.125009127164958e-06,3.635707253124565e-05,5.452585901366547e-05,8.367632108274847e-05,4.707958964900172e-07,1.0843669770110864e-05
