Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,9.523232051833475e-07,9.525717359792907e-06,8.546510798623785e-06,2.945796586573124e-05,2.1599802494165488e-05,3.5548582673072815e-05,2.33488481171662e-05,1.2523436453193426e-05,2.6904601327260025e-05,4.794308915734291e-05,5.9641333791660145e-05,4.24113059125375e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.1880745660164393e-05,3.0893468647263944e-05,3.328015372972004e-05,5.1657607400557026e-05,0.00010608779120957479,6.212715379660949e-05,0.00012880552094429731,4.417053787619807e-05,2.0337978639872745e-05,4.391320180729963e-05,4.841728514293209e-05,3.719310188898817e-05,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,3.6391626053955406e-05,5.8554840506985784e-05,0.00012100214371457696,0.00014126976020634174,0.00012749372399412096,0.0001570101157994941,4.602906119544059e-05,0.000123495701700449,0.00013351337111089379,0.0003177181934006512,0.00036443740827962756,0.00039877594099380076,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,7.964518999870052e-07,1.4434092918236274e-05,1.4709055903949775e-05,1.818046803236939e-05,2.039799619524274e-05,2.7228272301726975e-05,9.67537835094845e-06,1.2703505490208045e-05,8.381597581319511e-06,1.4305875993159134e-05,1.724153116811067e-05,1.2601652088051196e-05,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,9.801014130061958e-06,3.668978388304822e-05,5.837361459271051e-05,4.7036392061272636e-05,5.209731898503378e-05,5.6999830121640116e-05,3.162941720802337e-05,2.9036998967058025e-05,3.5323046176927164e-05,0.00015411428466904908,0.0002701012708712369,0.00016645985306240618,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,2.4631721316836774e-05,6.344812572933733e-05,0.00011743945651687682,0.00013128292630426586,8.311581041198224e-05,0.0001654964144108817,8.14513405202888e-05,0.0001091298763640225,0.00010662338900147006,0.00021677379845641553,0.00031132137519307435,0.0004708954074885696,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.7202065549781764e-08,5.206322839512723e-07,8.301065577143163e-07,6.12211522366124e-07,7.536609700764529e-07,1.5018482599771232e-06,6.555563913934748e-07,1.945388476087828e-06,4.771508770318178e-07,8.264518328360282e-06,9.844792657531798e-06,1.757867357810028e-05,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,5.4331772844307125e-05,0.00012462683662306517,0.00014546680904459208,0.0003234386967960745,7.481798093067482e-05,1.3730517821386456e-05,7.409441423078533e-06,9.149121069640387e-06,8.530158083885908e-06,4.417846866999753e-05,4.840859037358314e-05,3.972080230596475e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,7.792564815645164e-07,6.116821168689057e-06,5.595806214842014e-06,1.1343281585141085e-05,1.8449098888595472e-06,4.329549938120181e-06,7.775764061079826e-06,6.159640179248527e-06,2.0903908080072142e-05,0.00020447598944883794,0.0012237849878147244,0.0011696484871208668,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.8642761523988156e-07,3.658077730506193e-06,4.517818069871282e-06,1.8811502968674176e-06,6.50262848012062e-07,1.1767381238314556e-06,9.249312711290258e-07,1.8507209631479782e-07,2.2898095153323084e-07,2.8946553243258677e-07,5.570306598201569e-07,6.224473168003897e-07,4.707958964900172e-07,1.0843669770110864e-05
