Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.2510142823884962e-06,0.00024759999359957874,0.0002995454997289926,7.10886888555251e-05,2.4893284717109054e-05,9.961763680621516e-06,9.864253661362454e-05,0.0001187319285236299,4.480925326788565e-06,0.00040976284071803093,0.00016035695443861187,4.638462633010931e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,8.868672921380494e-06,2.237401304228115e-07,2.084658490275615e-06,3.832413995041861e-07,8.058497869001258e-09,1.9671022144507333e-08,6.585556633353917e-08,4.642570843316207e-07,2.239102592227482e-08,5.379270078265108e-07,1.5693389698867577e-08,1.0943124628681744e-08,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.3317948287294712e-05,7.338556315517053e-05,9.170897101284936e-05,2.9373253710218705e-05,1.604872409188829e-06,1.5063326372910524e-06,1.3129280205248506e-06,1.2524637895694468e-06,5.516141072803293e-07,8.988838544610189e-07,5.469497210697227e-08,1.6678502134936934e-08,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,3.054159606108442e-06,6.441943241952686e-06,7.534857360269598e-08,1.10800488073437e-06,3.993346240349638e-07,9.647280876379227e-07,6.36442246104707e-06,7.014512812020257e-05,1.687258418314741e-06,3.6801435499000945e-07,1.417807595771592e-07,8.73025953751494e-08,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.3214438341674395e-06,1.4239975826058071e-05,1.7752050553099252e-05,2.389744622632861e-05,2.0079185560462065e-05,1.4674198610009626e-05,2.199004484282341e-05,7.161719167925185e-06,1.7506168887848617e-06,1.854898982855957e-06,9.279397090722341e-06,4.257496129866922e-06,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.152430286310846e-05,0.0001331724488409236,0.00011750282283173874,6.972956180106848e-05,2.5020453904289752e-05,9.065603990165982e-06,4.91129048896255e-06,4.0942194345916505e-07,1.2881987743185164e-07,3.1092987740066746e-08,1.8177397087537628e-10,3.510575163900853e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.789840429315518e-07,5.956563882136834e-07,1.7130206231286138e-07,3.596669984062828e-08,4.0404155021711574e-10,3.0821723645546584e-11,1.4103743728455242e-09,1.9908994591810725e-11,2.4141465736204903e-12,3.9441636026269714e-15,3.982932473417522e-12,5.466206046828015e-12,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,5.523923027794808e-05,8.09467674116604e-05,6.500721065094694e-05,0.00011276904115220532,2.7332825993653387e-05,1.7402302319169394e-06,3.970221314375522e-06,1.067143600153031e-07,1.175195507130411e-06,2.7465869152365485e-06,2.940159447462065e-06,4.482927124627167e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.1183110376910008e-08,1.361071753080978e-07,1.5983164791677495e-09,5.629436361509477e-10,4.4969674206640775e-08,4.017123522714883e-09,8.804547368956861e-12,1.2184485191635286e-11,4.886509599733024e-12,8.352928555383965e-18,5.835374005004373e-22,3.134990223145481e-19,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.7805181187213748e-06,4.443408215593081e-06,1.1885256299137836e-06,2.3718953343632165e-06,3.4223364764329745e-06,1.0887313692364842e-05,3.0787792638875544e-05,3.911052885996469e-07,6.248755539672857e-07,1.3917452861278434e-06,5.231419891060796e-06,3.818467320115815e-08,4.707958964900172e-07,1.0843669770110864e-05
