Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,6.45727368464577e-07,0.0002933118666987866,0.0003499130252748728,5.793015589006245e-05,1.7237329302588478e-05,5.8346013247501105e-06,8.102002175292e-05,9.489504009252414e-05,1.6095500541268848e-06,0.00030391570180654526,7.978548819664866e-05,2.363402563787531e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,6.924174158484675e-06,7.357344600222859e-08,1.2788519825335243e-06,2.0267940215035196e-07,2.4559509981258998e-09,1.1415615119858558e-08,3.0506228654303413e-08,2.643276104663528e-07,1.8766597165154053e-08,2.2547450839738303e-07,8.162574616221718e-09,4.915398310600949e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,8.259390597231686e-06,5.642447649734095e-05,7.57823945605196e-05,2.1046576875960454e-05,9.20900902201538e-07,7.667791805943125e-07,5.60227420010051e-07,4.6820011334602896e-07,2.1657766069438367e-07,3.119517657523829e-07,9.652274535199012e-09,3.6688481142022056e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,3.0304850042739417e-06,4.835268555325456e-06,1.589277154323554e-08,6.694247076666215e-07,2.2912354324944317e-07,4.2196089111712354e-07,3.629193315646262e-06,4.9592323193792254e-05,7.365954388660612e-07,1.0161527796981318e-07,2.268579279984806e-08,1.9198079570514892e-08,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,5.7079773796431255e-06,1.1392882697691675e-05,1.3646546904055867e-05,1.976893145183567e-05,1.4546713828167412e-05,8.959544175013434e-06,1.500754206062993e-05,3.48597063748457e-06,6.857297307760746e-07,5.202537067816593e-07,2.6607840482029133e-06,1.0832699217644404e-06,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,7.793262739141937e-06,9.733278420753777e-05,0.00010083284723805264,5.494259676197544e-05,1.5380159311462194e-05,3.098711204074789e-06,1.5217301552183926e-06,1.0443967113360486e-07,8.444402510576765e-08,1.7565394472285334e-08,2.187613007409439e-10,1.9363464998090052e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.97234532051516e-07,4.911024120701768e-07,1.005370506845793e-07,1.7666241802771765e-08,1.1669240573830564e-10,1.9029285525801187e-12,4.1662248650986555e-10,1.8427026397815904e-12,2.4315616252261474e-13,1.0246169118919616e-16,1.9727600629459996e-13,2.2548198659773366e-13,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,4.981725578545593e-05,6.22011284576729e-05,4.551473102765158e-05,9.143163333646953e-05,2.1527095668716356e-05,1.035661398418597e-06,2.624514536364586e-06,3.688288074954471e-08,6.692171723443607e-07,1.1482698027975857e-06,1.1492268185975263e-06,1.8700515056480072e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.1692704582344504e-08,7.808612423332306e-08,4.0501102471779404e-10,1.6829312943222874e-10,2.2805647148516073e-08,2.8582094468987407e-09,2.1398761668872668e-12,4.972627344612679e-12,1.2260253576257263e-12,3.263252590434012e-19,1.866324206034415e-23,2.029566796668414e-20,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.0730177564255428e-06,3.4242673336848384e-06,7.59222302804119e-07,1.4486589634543634e-06,2.0814125036849873e-06,7.376185294560855e-06,2.5289065888500772e-05,2.693168426048942e-07,3.6181234008836327e-07,6.141638095868984e-07,2.6957225145451957e-06,1.5680750919955244e-08,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,4.809145082163013e-09,1.059961232385831e-05,4.058631930092815e-06,1.1168363016622607e-05,5.177002094569616e-06,1.0324624781787861e-06,4.707999778474914e-06,1.419954401171708e-06,6.662157829850912e-07,5.7014165832924846e-08,7.511844479779484e-09,2.0323178695491606e-09,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,2.4226060304499697e-06,1.7894577467814088e-05,2.0285914104078984e-07,2.552005980760441e-06,9.708008292363957e-06,1.4202807960828068e-06,4.0360450270782167e-07,1.0330867183938608e-07,4.35056826120217e-08,1.3904374100093264e-05,1.9784729374805465e-05,3.230604488635436e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,1.317021087743342e-05,8.700219041202217e-05,7.30871906853281e-05,0.00013062654761597514,1.910075116029475e-05,3.0449702535406686e-05,2.748231736404705e-06,3.1599502108292654e-06,2.1734138044848805e-07,2.9792770419589942e-06,2.0637658963096328e-05,1.9986668121418916e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,2.0060113001818536e-06,3.502052322801319e-06,4.348557013145182e-06,0.0007113489555194974,7.1403951551474165e-06,1.1358935807948e-05,1.2572338164318353e-05,2.83841814052721e-06,1.0747535270638764e-06,2.4482355698296487e-08,2.842433843852632e-07,5.928780244524035e-10,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,4.0922509469965007e-07,2.9367965908022597e-06,1.0748331987997517e-05,8.927941053116228e-07,3.2665249705132737e-07,1.6733687857595214e-07,1.0641588232829235e-06,1.76042692601186e-06,1.671573670591897e-07,6.19192451267736e-06,1.481858333818309e-07,1.6091398435946758e-08,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,4.949688303668154e-08,6.202214422046382e-07,8.093833230304881e-07,4.421847188496031e-05,4.941829502058681e-06,5.297295501804911e-06,5.863408887307742e-07,4.504228101609442e-09,4.665072772525036e-10,1.7755483838755026e-07,5.066368657935527e-07,1.4902008160788682e-07,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,6.218768703547539e-06,1.8808562174399412e-07,3.748166932382446e-07,3.6216903254171484e-07,1.2718147672785562e-06,3.6364169773150934e-06,1.98901921066863e-06,2.2027918475941988e-06,1.9755709672608646e-06,1.2288695870665833e-05,2.045956534857396e-05,4.169862950220704e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,9.748057436809177e-07,4.715211980510503e-05,0.0004033672739751637,0.0012317145010456443,0.0004446169768925756,0.0007060169009491801,0.00012755804345943034,0.00014067123993299901,1.4017104149388615e-05,2.0188922178476787e-07,3.2520949844183633e-06,8.930119577144069e-08,0.0015453097876161337,0.0006742554251104593
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,3.1619777018931927e-06,2.128817322955001e-05,1.7609482938496512e-06,5.5754560968068745e-09,9.337226547501132e-10,8.942108720155773e-10,2.9492001729636286e-08,2.125646048067864e-10,9.531649775018636e-11,6.338918279169548e-11,4.093411443140127e-10,1.4115354218802167e-08,0.00010031083365902305,0.00010867132368730381
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,3.709027078002691e-05,0.00021939164435025305,3.294459020253271e-05,1.0494291927898303e-05,9.274238982470706e-05,6.237856723600999e-05,7.068236300256103e-06,1.8469993534608875e-08,1.8483355290754844e-08,5.980002697469899e-07,8.385341061512008e-07,3.115833702160842e-10,7.592391739308368e-06,1.7091686459025368e-05
