Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.9760429950110847e-06,7.340880983974785e-05,0.00041800469625741243,9.404297998116817e-06,3.3045739655790385e-07,1.6930966012296267e-05,9.496480197412893e-05,0.00023944776330608875,1.745842382661067e-05,0.00038625349407084286,3.558545358828269e-05,1.5269071809598245e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.6465164282285514e-08,6.682859265971786e-10,7.441566918231501e-09,1.430413476555259e-08,2.3265132043093217e-09,1.496542445522664e-08,3.7499813032582097e-08,7.575694382921938e-08,4.630415162409918e-08,1.647708103291734e-07,2.4601669590396114e-09,9.632922903790586e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,3.818833647528663e-05,0.00012771421461366117,8.120308848447166e-06,6.287138489824429e-07,4.535913546988013e-07,1.2890379366581328e-05,1.4181817959979526e-06,3.0664148198411567e-07,3.645461106316361e-07,1.6615194908808917e-06,1.4165561168510976e-08,1.5911858497474896e-08,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.5798549668488704e-07,1.7771048987924587e-07,4.845449388946044e-11,2.2653186271259784e-10,2.2960102707969554e-09,1.325314826772228e-07,1.1277737030468415e-05,1.3200864486861974e-05,5.7833648980931684e-08,2.2369839314251294e-07,1.7411936426015018e-07,3.707154760945741e-08,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,0.0001291604567086324,0.00010137948265764862,8.179929136531428e-05,6.96407732903026e-05,0.00019266440358478576,0.00018313179316464812,8.777369657764211e-05,7.609655312990071e-06,4.4172875277581625e-06,2.2993981474428438e-06,9.346590559289325e-06,3.4671697903831955e-06,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,0.00033043266739696264,0.0006075272103771567,0.000928201072383672,2.6565356165519916e-05,1.130556393036386e-05,0.00011276811710558832,3.5529801607481204e-06,4.587646344589302e-06,3.152733825118048e-07,3.2976797115225054e-07,3.477578502941725e-10,1.388685000325296e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,8.133246609531852e-08,2.0569489223021264e-08,8.000324291934646e-10,6.418029840915551e-08,6.1752092328504204e-09,5.274931533238991e-12,5.707109784758302e-11,2.0554385016940957e-12,3.900054649889906e-13,7.0934467118368e-16,8.105522004454857e-13,1.3356991294261045e-12,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.0037421060260385275,0.0032637366093695164,6.264058902161196e-05,0.00023843676899559796,5.6469536502845585e-05,4.730163709609769e-06,1.15002001166431e-06,9.398088707257557e-08,6.57715020224714e-07,1.2706705092568882e-06,1.0546775683906162e-06,2.6676361812860705e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.2397060267232973e-08,1.4260417913192214e-07,1.5325337443528042e-08,1.9387309535545683e-09,8.096658898892883e-10,6.3696208307817415e-09,6.686360991790818e-13,7.348828712444924e-14,3.851628895381112e-14,7.285550926365059e-20,4.590671857807091e-21,2.037468064653612e-18,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.952738438783854e-07,1.1430100812503952e-06,2.7960652460023994e-07,3.401182198103925e-07,1.5851711054892803e-07,8.204517507692799e-05,7.624899444635957e-05,2.9357458970480366e-06,4.053829798067454e-06,2.123637159456848e-06,1.3185597708798014e-05,4.183951318736945e-08,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,8.549095653620498e-09,3.4441072216395696e-07,7.761351561441643e-09,1.3746443983109202e-07,2.145130792996497e-07,5.69355961488327e-07,3.2544712667004205e-06,2.6741763576865196e-06,1.4446980003413046e-06,1.7530787488340138e-07,1.0073286915712742e-07,2.7805693747495752e-08,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,1.406716910423711e-05,0.000790652702562511,2.6774891921377275e-06,3.209174224139133e-07,1.5147097656154074e-06,3.299645413790131e-06,2.5892668986671197e-07,5.152327275936841e-08,1.2310182739838638e-07,6.44174042463419e-06,3.513390402076766e-05,8.937855454860255e-06,3.4326938475714996e-05,7.732910307822749e-05
