Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,3.12934105295426e-07,3.478380313026719e-05,0.00041690992657095194,2.8152305731055094e-06,5.53377894618734e-08,6.3816396504989825e-06,8.651549433125183e-05,9.791407501325011e-05,2.6631423679646105e-06,0.00017343876243103296,6.677834335278021e-06,2.788902747852262e-06,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,6.0456528672148124e-09,6.163555776872442e-11,1.3658544295580555e-09,2.9668498768842255e-09,3.782559820919573e-10,4.6390571384336e-09,8.534327022857724e-09,5.1033524073318404e-08,2.9359231490388993e-08,2.8886459446653134e-08,7.279443159369237e-10,2.385041053543091e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,7.494746114389272e-06,3.3062780858017504e-05,2.660781319718808e-06,1.5060058444760216e-07,1.1644928576970415e-07,3.673383389468654e-06,1.566381229167746e-07,3.011943050523769e-08,2.341223570567763e-08,2.9897927333877306e-07,6.65264177079905e-10,1.4017130789412136e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,2.127688070174827e-08,1.6565628868647764e-08,1.4819517683319072e-13,4.5598672407387575e-12,2.430907142247918e-10,1.233167168379623e-08,2.942349283330259e-06,2.325223704247037e-06,2.766815443422388e-09,1.2632749069041438e-08,9.365332509503332e-09,1.8361672182720667e-09,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,9.29213929339312e-05,5.0582748372107744e-05,4.18195195379667e-05,4.782017640536651e-05,0.00010419190948596224,9.257012425223365e-05,3.828951594186947e-05,8.707987717571086e-07,5.565586320699367e-07,1.8158178249905177e-07,9.132034506365017e-07,1.6766250610089628e-07,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,0.0001693142985459417,0.00021374299831222743,0.0004857862077187747,1.0518287126615178e-05,3.2826492315507494e-06,2.0939638488925993e-05,6.851742000435479e-07,1.3866997505829204e-06,1.2607927146746079e-07,1.4587625685180683e-07,5.0213708191471085e-11,5.826984034174032e-11,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,4.222265914677337e-08,3.6382707957471894e-09,5.3200097105410293e-11,9.512914012077545e-09,9.547929114006592e-10,2.299021162246312e-13,1.6283188989871245e-12,4.7573968012639203e-14,4.910925080492141e-15,8.47574254247155e-18,6.3807991415544205e-15,4.020834483913589e-15,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.002675204072147608,0.0013240474509075284,3.804795596806798e-06,9.732285980135202e-05,2.8104639568482526e-05,2.153618197553442e-06,2.577253326307982e-07,5.937976332859307e-09,1.0082140988743049e-07,1.7396151008597371e-07,1.3842262092111923e-07,4.7427397475985344e-07,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.701656260344464e-09,2.2980602309985443e-08,1.404888205769339e-09,2.0796342425910552e-10,1.0497977487311516e-10,1.7016348330400888e-09,8.330552773213457e-14,5.426110000769993e-15,1.0570192970213378e-15,1.4756109480508448e-21,4.9552752145339264e-23,4.952691572638115e-20,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.0201780042962127e-07,2.1297640273587604e-07,5.317665952020434e-08,8.39776959082883e-08,5.1250413690695495e-08,4.9396294343750924e-05,3.658157220343128e-05,5.810723564536602e-07,1.3701528587262146e-06,6.424274943128694e-07,4.889702267973917e-06,8.653052496754299e-09,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,9.491132324512819e-10,4.906383210823151e-08,8.532122786064633e-10,2.0384073096124666e-08,4.3089620760383696e-08,1.6388435142289381e-07,1.2957715398442815e-06,8.013087153813103e-07,4.006867584394058e-07,2.3710756025252522e-08,2.3087899592155736e-08,5.812486492118296e-09,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,3.072549816351966e-06,0.00040492566768079996,2.977990334329661e-07,5.3925422349720975e-08,5.681417860614602e-07,3.412753528664325e-07,1.880093769557334e-08,3.1593425653397844e-09,7.22511961370742e-09,1.2178683164165705e-06,1.703716225165408e-05,5.690912985301111e-06,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,5.292352398100775e-06,1.60038562171394e-05,2.958639242933714e-06,1.0110220216574817e-07,5.600091412816255e-08,2.8647846761487017e-07,2.0406123724114877e-07,1.2663413428981585e-07,1.9032438558497233e-07,5.744915597460931e-06,2.6254736440023407e-05,5.3401003242470324e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,4.6644288431707537e-07,3.4067440992657794e-06,1.23879556213069e-06,1.6290901839965954e-05,2.1502388847238763e-07,5.11183388880454e-05,3.248098073527217e-05,2.545145321164455e-07,4.242720592628757e-07,1.8281186342505862e-08,6.787592496948491e-07,1.4659974345576643e-09,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,6.190735923894408e-09,4.3701919860694716e-10,1.1063578525538631e-10,2.8134328200479786e-10,3.298963316064607e-12,7.357016107434333e-10,7.866262641265109e-10,3.95453021440062e-08,7.737567031540493e-09,6.832044618931832e-08,4.405730464895896e-07,4.258410069013507e-09,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,5.594966712152427e-09,1.1067211147519629e-08,7.91783847375882e-08,2.701468417853903e-07,7.61980913921434e-07,6.711436384421177e-08,5.783765999467505e-08,4.012197865610467e-11,2.9543657017322422e-12,2.579239044564474e-09,1.5437381151173213e-08,3.325365582895756e-08,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,1.337061377171267e-07,1.1909899058082374e-06,5.315442308528873e-08,2.9520032285290654e-07,8.323552719957661e-06,3.970126999774948e-05,2.8291022317716852e-05,1.1079512660217006e-05,7.732994163234252e-06,6.176966508064652e-06,1.4548750186804682e-06,2.1198244212428108e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,2.6335859729442745e-05,0.0004247482866048813,0.001802588813006878,0.00021462884615175426,0.0001137553554144688,4.5777913328493014e-05,5.8263605751562864e-05,1.068511755875079e-05,1.808419483495527e-06,3.1566120828330213e-09,3.099867171840742e-07,1.945694627636385e-08,0.0015453097876161337,0.0006742554251104593
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,1.2063567282893928e-06,1.8105260096490383e-05,1.108248739001283e-06,1.78517520210697e-10,1.144497205340933e-10,2.2099374413775408e-11,3.4744838117717336e-09,2.099196337590481e-11,5.5461531200950986e-11,6.778564515252938e-11,1.6470270702839684e-09,1.6579871697786075e-08,0.00010031083365902305,0.00010867132368730381
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,2.868912133635604e-06,7.102823929017177e-07,5.764779942296627e-08,1.1549788681008977e-08,1.0698965979827335e-06,8.340122803929262e-06,4.7440764205930464e-08,7.727968487358794e-09,3.0787448146440966e-09,4.238783901655552e-08,1.4041590645774704e-07,8.822137465003266e-11,7.592391739308368e-06,1.7091686459025368e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,7.21620452281968e-09,1.3583139946149458e-08,1.750115643517347e-07,3.77118114514019e-09,2.142860777709643e-09,2.7656970047473806e-08,7.133327262209832e-09,1.0971475283838572e-08,1.3140595278571254e-09,1.5738200076498288e-08,6.235767102680256e-08,5.15073033113822e-08,8.251595863839611e-05,7.807506335666403e-05
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,1.6542550315690185e-11,3.284483796051063e-08,1.010584401228698e-05,2.5331204597023316e-05,2.545059032854624e-05,2.4657110770931467e-05,0.00029171485221013427,0.00015154741413425654,9.05333217815496e-05,3.595379212129046e-06,3.56163400283549e-05,1.742090898915194e-05,0.00022645716671831906,0.00023772833810653538
