Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,7.663049359507568e-07,5.1385864935582504e-05,0.0004355245619080961,5.086100827611517e-06,1.294977636234762e-07,1.0413903510197997e-05,9.292147296946496e-05,0.00015819226973690093,6.6886732383864e-06,0.0002627709473017603,1.4998066035332158e-05,6.421747457352467e-06,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.175275077258675e-08,1.7644315175591174e-10,2.9192206429939915e-09,5.9655764772514885e-09,8.48173031808841e-10,7.573528471027657e-09,1.60845790020403e-08,5.5914973984272365e-08,3.3500459295510154e-08,5.979278228096518e-08,1.0908868253167725e-09,4.151780252925619e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.6846157450345345e-05,6.526838842546567e-05,4.50167317467276e-06,2.924020350292267e-07,2.2064122617848625e-07,6.616740392928477e-06,4.27347259801536e-07,7.891277675753372e-08,7.4511383729714e-08,6.362313342833659e-07,2.568609991371318e-09,3.885682442472671e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,5.673209102496912e-08,5.464850616476724e-08,2.091669285692044e-12,2.8171118215958302e-11,7.110136368559949e-10,3.777249446557107e-08,5.80334972255514e-06,5.59348018214223e-06,1.1453765935698357e-08,4.8814275288577846e-08,3.9550915431618705e-08,8.10821809693607e-09,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,0.00011080991680501029,7.38726303097792e-05,6.058855069568381e-05,5.972230792394839e-05,0.0001477578334743157,0.00013521249638870358,6.020252840244211e-05,2.7460976070869947e-06,1.602680981704907e-06,6.60779107874987e-07,3.078717554672039e-06,7.932998187243356e-07,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,0.00023670219525229186,0.00034808003692887723,0.0006777795497328043,1.625015283934772e-05,5.902144494029926e-06,4.5644217607332394e-05,1.3345264733288786e-06,2.2098438421380706e-06,1.6484585785292438e-07,1.8463136086666054e-07,9.303361553358869e-11,6.579147643348549e-11,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.583018136690043e-08,8.208709267876202e-09,1.7772872062948863e-10,2.320037673086972e-08,2.1632158286877257e-09,7.799664234788006e-13,8.300065496014142e-12,2.0734236268020456e-13,2.920141342274696e-14,3.998985811669646e-17,5.0210903550186245e-14,5.272231558121378e-14,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00330017926171422,0.0021917279809713364,1.5422585420310497e-05,0.0001535313786007464,4.058617560076527e-05,3.2431444196845405e-06,5.517054546544387e-07,2.2115683506740424e-08,2.5432643724343507e-07,4.6840762024658034e-07,3.810907571732969e-07,1.1074778285546927e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.319717472611728e-09,5.400542946176756e-08,3.9918677252615e-09,5.261748259322019e-10,2.4618609928417357e-10,2.8472770807752568e-09,1.8790455573892278e-13,1.529718463445101e-14,4.805796009760147e-15,6.0927656111309e-21,2.558802748498684e-22,2.0660843003967014e-19,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.893057941515508e-07,4.810642053598713e-07,1.160045570713919e-07,1.6003316716250993e-07,8.748114055379119e-08,6.376138480845839e-05,5.117515320307575e-05,1.1747097232728265e-06,2.1512032617465593e-06,1.0883451295740088e-06,7.628847470186884e-06,1.697623730478881e-08,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,2.5478432696957043e-09,1.181688986662266e-07,2.3367683343877843e-09,4.871062486699884e-08,9.027220926327573e-08,2.923671047483367e-07,1.986234792639152e-06,1.4124499330137041e-06,7.295744239854685e-07,5.93667621728855e-08,4.5279392679731245e-08,1.182419229195375e-08,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.73680688123568e-06,0.0005952134961262345,8.884225621841324e-07,1.294016556130373e-07,9.2549640839934e-07,1.0068968094856245e-06,6.177130984497126e-08,1.0702137842599768e-08,2.2963794421571038e-08,2.5634249141148757e-06,2.2904041543370113e-05,6.495664365502307e-06,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,1.2165228326921351e-05,3.061676034121774e-05,6.177918749017408e-06,2.524483591059834e-07,1.7264852658627206e-07,9.180158144772577e-07,4.820499270863365e-07,3.208150758382544e-07,4.3369294644435286e-07,9.859351848717779e-06,3.807289249380119e-05,9.34022173169069e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,6.486869779109838e-07,4.830047146242578e-06,1.76408843799436e-06,2.086772656184621e-05,2.9700757409045764e-07,7.514107710449025e-05,4.594542406266555e-05,5.669838287758466e-07,6.077061698306352e-07,3.887116406531277e-08,1.3032999959250446e-06,3.055532049600629e-09,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,1.4009571280837463e-08,1.907662250388853e-09,4.6116982455046696e-10,1.424319440168631e-09,1.8868771128888184e-11,3.174996487942394e-09,4.593436742084123e-09,1.6929676860399923e-07,2.367670326464122e-08,2.460907637669152e-07,1.1984833463429823e-06,7.2048806920577135e-09,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.2465387772285794e-08,3.9626293357741815e-08,2.2819051537226187e-07,5.565966603171546e-07,1.4987302847657702e-06,2.4959408051472565e-07,2.1792939719489368e-07,2.3358814882357137e-10,2.068713950142964e-11,6.8233112493487624e-09,3.2070193611843933e-08,4.14429983663922e-08,4.664736934500979e-06,5.212684300204273e-06
