Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,4.8046736083051655e-06,9.527050860924646e-05,0.00035311421379446983,1.696672734396998e-05,8.843042564876669e-07,2.685601793928072e-05,8.922752749640495e-05,0.00031923712231218815,4.299015199649148e-05,0.0005188065697439015,8.154744864441454e-05,3.4669399610720575e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,7.177995087204181e-08,3.620784783109343e-09,2.372462049038404e-08,4.299796074747064e-08,8.197416967448135e-09,3.935133818799841e-08,1.1500117835794299e-07,1.536951828029487e-07,9.165560044266385e-08,6.530171390295436e-07,1.0237085845687943e-08,3.22214610548599e-08,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,8.388007699977607e-05,0.0002347326371818781,1.560940290801227e-05,1.516293650638545e-06,1.0156351208934211e-06,2.7001498892786913e-05,5.4494498726853635e-06,1.8805952777256607e-06,2.4879573174985126e-06,5.399849214882124e-06,1.0769641534125185e-07,9.596320182936324e-08,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,4.3588693188212346e-07,5.369886366679566e-07,1.5482904958119548e-09,2.1646027192900874e-09,8.02730060200929e-09,4.865040637014317e-07,1.925928700075019e-05,2.6663690732675605e-05,2.859821108813776e-07,9.563023013470229e-07,6.371334961841058e-07,1.5431398026066745e-07,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,0.0001465737441321835,0.00012975462595932186,0.00010320697765564546,7.576030475320294e-05,0.00022704762523062527,0.0002270008553750813,0.00011308521789032966,1.752429125190247e-05,1.0965768524329178e-05,7.1862082222651225e-06,2.44501352426596e-05,1.2678025086643174e-05,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,0.00044959495426155627,0.00108825892675668,0.0011929835891351104,4.570782039081678e-05,2.2498981707030907e-05,0.00029834001907147467,1.4068526979826856e-05,1.3579973710875493e-05,1.0376301133874222e-06,1.0430399015604053e-06,3.2491005441670495e-09,7.614273656031401e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.3053775660409883e-07,5.592479368488057e-08,4.766145256240861e-09,1.95264604485601e-07,2.2034329916209572e-08,7.597394241498634e-11,4.895089333878389e-10,4.715612622607779e-11,1.0877201916947854e-11,5.690398510466849e-14,2.2978735234047143e-11,5.090068991298047e-11,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.0037027837242931128,0.004128295462578535,0.00022127979900687933,0.0003576110175345093,7.493713201256469e-05,6.525782737298869e-06,2.151151193174883e-06,4.169540375187353e-07,1.6594219687249279e-06,3.255805268054246e-06,2.8255874440219486e-06,6.2317285483004525e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.0133421919108514e-08,4.19814256247264e-07,7.984572647501409e-08,1.1210461892119383e-08,4.133824393903751e-09,2.2113736619644442e-08,4.7173909743791764e-12,7.87425571795175e-13,6.360925241394311e-13,4.281105520312084e-18,4.914888513915647e-19,7.044127159691735e-17,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,9.22930553315382e-07,2.7014878014597343e-06,7.232991947603296e-07,7.806863209225412e-07,3.0323110422614263e-07,9.914262045640498e-05,0.00011867321154568344,9.127523298957385e-06,9.3450389613281e-06,4.990977686247788e-06,2.577130180725362e-05,1.4275606474711822e-07,4.707958964900172e-07,1.0843669770110864e-05
