Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,6.966040899669679e-08,1.6298248738166876e-05,0.00033355766208842397,1.0044832379207946e-06,1.4240695733747089e-08,2.556316076152143e-06,7.090423605404794e-05,3.6197488952893764e-05,5.610549465018266e-07,7.733530219411477e-05,1.7385457340424182e-06,6.615541110477352e-07,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.2009141176226876e-09,1.3526763910365336e-11,4.369409278837111e-10,1.063882426599605e-09,1.166340773961494e-10,2.458340642164103e-09,3.661273062505188e-09,5.489751231380069e-08,2.868879711570571e-08,1.1741871475123844e-08,6.048034850714146e-10,1.3465175641158567e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.748497652442893e-06,9.49833520280663e-06,1.1038956699849223e-06,5.139722603075825e-08,4.040733969645771e-08,1.4062100035516778e-06,3.5045530921706813e-08,9.708323922552609e-09,6.14363804274376e-09,9.883493845563862e-08,1.1569994268212369e-10,4.640811901435171e-10,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,3.751165600363038e-09,1.7520721540265072e-09,3.461710788288104e-15,2.7330722862824175e-13,3.9304136334461504e-11,2.1901926938738825e-09,9.228980957232125e-07,5.341875635167526e-07,3.975300921776892e-10,1.793887594025989e-09,9.167752113015126e-10,1.5533940800338542e-10,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.20445134700276e-05,2.068362846330274e-05,1.6377047359128483e-05,2.5685250875540078e-05,4.344604167272337e-05,3.752317206817679e-05,1.4296967492555268e-05,8.101917359226718e-08,6.984779332697144e-08,1.4519065949514243e-08,7.609706642597303e-08,8.62431814852016e-09,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,9.012327791424468e-05,0.00010078289051307365,0.00025778429699130356,5.160215550858993e-06,1.2461124470064533e-06,6.418546036002226e-06,3.2281053563565365e-07,8.794307859716355e-07,1.2961533002453507e-07,1.3113904628880846e-07,4.3062577809172e-11,9.993557370524542e-11,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.9998687978149974e-08,9.777506582153705e-10,9.998635600028116e-12,2.3510235980239713e-09,3.220768929335094e-10,7.671706152290181e-14,1.435590063708983e-13,1.3176629180670398e-14,8.585300430847382e-16,3.671356776394133e-18,6.416919908678014e-16,1.496554354821149e-16,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.0015893288655206561,0.000425220001488924,3.153235752506589e-07,3.911977546522394e-05,1.2513826732174493e-05,9.259903777092404e-07,6.284963660618814e-08,7.285804737300339e-10,1.8978514759737664e-08,2.894493889016303e-08,2.160347456481304e-08,1.0952204831937706e-07,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,3.718895191795468e-10,5.747222253660311e-09,3.4266692261475384e-10,6.867268559362927e-11,3.638016624063489e-11,9.824915325751249e-10,3.529612379823445e-14,1.7002371648040587e-15,1.5712040302071604e-16,4.620371196089439e-22,1.3704981480600506e-23,1.2299516549112893e-20,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.9719768807344735e-08,5.28504457975032e-08,1.501912194612487e-08,3.1858036209087004e-08,1.9875347589959347e-08,3.177773396600969e-05,2.219226553279441e-05,2.2530812771037745e-07,8.129300681503082e-07,2.99663128089378e-07,2.5117672066699015e-06,3.4834077844436706e-09,4.707958964900172e-07,1.0843669770110864e-05
