explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,7.88013858254999e-06,2.736328951868927e-06,2.011556898651179e-05,1.036342200677609e-05,2.9759617973468266e-05,1.819726821850054e-05,2.0111790945520625e-05,4.299405190977268e-05,3.5395998565945774e-05,1.4402463420992717e-05,1.3370959095482249e-05,1.0316936823073775e-05,4.295291728340089e-05,7.545308471890166e-05,2.0915789718856104e-05,3.688348442665301e-05,0.00023361071362160146,5.7202440075343475e-05,0.0021487229969352484,0.0015640603378415108,0.0006240578950382769,0.0005576967960223556,0.0015988909872248769,0.005330895073711872,0.02085711807012558,0.006231348030269146,0.01097705215215683,0.035628750920295715,0.017157336696982384,0.0007023116340860724,0.00022559345234185457,0.00015597797755617648,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.933121686510276e-05,1.6245439837803133e-05,2.4458562620566227e-05,5.926924495724961e-05,5.9361307648941875e-05,1.72114341694396e-05,5.0124002882512286e-05,0.0001291266526095569,3.710695818881504e-05,9.538032463751733e-05,0.0001260631252080202,6.596487946808338e-05,3.6921770515618846e-05,8.50771029945463e-05,3.121711051790044e-05,7.215049117803574e-05,7.996088970685378e-05,0.00014211820962373167,9.912327368510887e-05,0.002484671538695693,0.005949783604592085,0.009681164287030697,0.01401609182357788,0.07009485363960266,0.03279569000005722,0.9959177374839783,0.9966166615486145,0.9430623054504395,0.6066958904266357,0.5034071207046509,0.15606597065925598,0.29437780380249023,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.647713017722708e-06,1.21595594464452e-05,2.2899805117049254e-05,1.552987851027865e-05,2.18347577174427e-05,7.784225999785122e-06,4.779245864483528e-05,1.3807347386318725e-05,2.1249286419333657e-06,4.506620825850405e-06,9.57387328526238e-07,6.075205192246358e-07,1.1863508007081691e-06,1.5621640159224626e-06,1.5764462659717537e-05,0.0004918249906040728,0.2567940354347229,0.029767543077468872,0.0578838586807251,0.08468233793973923,0.8840888142585754,0.9401041865348816,0.8149518966674805,0.548078715801239,0.6145265102386475,0.14642181992530823,0.10250270366668701,0.3853115141391754,0.26266735792160034,0.05278199911117554,0.045203156769275665,0.012906674295663834,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,2.6131196136702783e-05,1.578026422066614e-05,8.658207661937922e-06,1.9917106328648515e-05,1.3539627161662793e-06,5.792388947156724e-06,1.0883914910664316e-05,5.572139230025641e-07,6.405429758160608e-06,7.954411557875574e-06,2.89817362499889e-05,6.882978141220519e-06,1.619811519049108e-05,4.993191396351904e-06,1.3757275155512616e-05,2.154634057660587e-05,1.6018262613215484e-05,0.00012054767285007983,0.0008955138619057834,0.001831208704970777,0.025095069780945778,0.06993605196475983,0.38057568669319153,0.6853403449058533,0.8153157830238342,0.9524471759796143,0.992051362991333,0.9484513401985168,0.9651365876197815,0.9134255647659302,0.9703198075294495,0.9236187934875488,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,2.342157495149877e-05,9.117888839682564e-05,0.0004325366171542555,0.0002310489653609693,0.00025011421530507505,9.69199973042123e-05,7.390780228888616e-05,9.278107609134167e-05,0.00018376941443420947,0.0001249929191544652,8.120904385577887e-05,5.4420062951976433e-05,2.5375526092830114e-05,5.209993469179608e-05,1.721394255582709e-05,0.0001940134388860315,0.019522562623023987,0.01046205684542656,0.07180684059858322,0.17444320023059845,0.12100228667259216,0.10634616017341614,0.06400705128908157,0.06969521194696426,0.5110770463943481,0.36648231744766235,0.4781932830810547,0.5459462404251099,0.6384724974632263,0.8477128744125366,0.7467862367630005,0.7294875383377075,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.8588121494976804e-05,2.613836659293156e-05,4.203639764455147e-05,2.3923150365590118e-05,1.1609463399508968e-05,6.9206353146000765e-06,5.403779596235836e-06,2.299736297572963e-05,8.607445124653168e-06,6.1088935581210535e-06,7.2924331107060425e-06,3.593195287976414e-06,1.1231814823986497e-05,2.859284359146841e-05,1.323447395407129e-05,1.2106835129088722e-05,5.500659244717099e-05,5.413583039626246e-06,5.275834701023996e-05,0.0001738534338073805,0.0014619306894019246,0.0008189575746655464,0.0018904467578977346,0.001384400762617588,0.0037792488001286983,0.0024329533334821463,0.000626387249212712,0.00040746814920566976,0.00011490473843878135,0.0008649149094708264,0.000798734778072685,0.0010637026280164719,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,5.543678071262548e-06,8.81585310708033e-06,7.028232175798621e-06,4.0851664380170405e-06,9.558253623254132e-06,1.948539102158975e-05,8.238699592766352e-06,8.362821063201409e-06,6.204377768881386e-06,8.26016184873879e-06,7.005009138083551e-06,2.939288378911442e-06,4.933473519486142e-06,4.164630354352994e-06,1.7154330635094084e-05,5.7676457799971104e-05,0.0022471973206847906,0.0013903884682804346,0.07837631553411484,0.3818022608757019,0.30452656745910645,0.399120956659317,0.6461524367332458,0.7507600784301758,0.3837724030017853,0.7956489324569702,0.9073958396911621,0.6231062412261963,0.7161504030227661,0.9117627143859863,0.950030505657196,0.9771941900253296,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,3.102724440395832e-05,9.365000005345792e-05,9.272417082684115e-05,5.109671474201605e-05,7.012784772086889e-05,0.00011511680349940434,9.57589436438866e-05,3.839911732939072e-05,1.6777848941273987e-05,7.967430065036751e-06,5.2012939704582095e-05,1.8615484805195592e-05,1.5279552826541476e-05,9.524937013338786e-06,3.483771797618829e-05,7.197476224973798e-05,0.002905769506469369,0.005301459692418575,0.005067337304353714,0.024696702137589455,0.1850137859582901,0.23152680695056915,0.568483829498291,0.7731876373291016,0.9861975312232971,0.9856284856796265,0.986962616443634,0.9795891642570496,0.9789164066314697,0.9752097725868225,0.9751126170158386,0.9806166887283325,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,5.401161160989432e-06,3.2672894576535327e-06,2.056903213087935e-06,4.090471975359833e-06,3.5625942018668866e-06,1.1595322575885803e-05,3.114972514595138e-06,8.96913479664363e-06,2.971216235891916e-05,1.4357586223923136e-05,1.6449612303404137e-05,2.6676607376430184e-05,3.952306542487349e-06,6.318549822026398e-06,2.0328257960500196e-05,4.488387276069261e-05,3.664336327346973e-05,4.5678163587581366e-05,0.0008748582913540304,0.002069061156362295,0.14498238265514374,0.33249345421791077,0.3172968029975891,0.5379721522331238,0.47399136424064636,0.530778706073761,0.4721849858760834,0.5906833410263062,0.6122671961784363,0.8551421761512756,0.9283952116966248,0.942308783531189,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,7.286426466635021e-07,1.2213332638566499e-06,1.669887524258229e-06,1.0430458132759668e-06,2.3350132778432453e-06,1.708655190668651e-06,8.365017265532515e-07,2.456364427416702e-06,9.526644362267689e-07,7.865252200645045e-07,8.383006502299395e-07,9.746837577040424e-07,1.2696953035629122e-06,1.2399485740388627e-06,6.307279818429379e-07,2.6617951789376093e-06,2.6010973670054227e-05,7.59126924094744e-05,0.00012501291348598897,0.0004018703184556216,0.0005684437928721309,0.0009431358776055276,0.0016480910126119852,0.0010523980017751455,0.002460538875311613,0.02786831185221672,0.2395133674144745,0.5120008587837219,0.6348987221717834,0.7245537638664246,0.41353365778923035,0.43335363268852234,0.9786726832389832,0.9694126844406128
