explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,2.387577114859596e-05,2.5345382255181903e-06,2.44638322328683e-05,6.468941592174815e-06,3.357828609296121e-05,1.3378385119722225e-05,2.29534612117277e-06,1.4692138393002097e-05,7.91101592767518e-06,4.146798346482683e-06,1.7189416894325404e-06,6.249465513974428e-07,1.1041368452424649e-05,6.126912467152579e-06,4.161709057370899e-07,7.766600447212113e-07,3.964901225117501e-06,8.301827847390086e-07,3.2080959499580786e-05,5.141632937011309e-05,1.831616464187391e-05,4.992557660443708e-05,0.00014349112461786717,0.0003625861427281052,0.0008849685546010733,0.00018325720157008618,0.00013500107161235064,0.00018573497072793543,0.0001735146070132032,9.363524782202148e-07,1.0761722251118044e-06,4.563723052797286e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,4.216259185341187e-05,5.473796591104474e-06,3.7635822991433088e-06,5.9442321798997e-05,5.465606591315009e-05,1.3461572052619886e-05,2.4829500034684315e-05,0.00011533938959473744,4.610499217960751e-06,1.607368903933093e-05,2.43473841692321e-05,4.62094840258942e-06,5.766029062215239e-06,1.9336319383000955e-05,3.873317837133072e-06,3.906988695234759e-06,1.8359388604949345e-06,2.61909940491023e-06,3.8636142107861815e-07,6.947137080715038e-06,1.7276121070608497e-05,7.152423495426774e-05,3.319064489915036e-05,0.0002109077322529629,0.000107005333120469,0.04971320927143097,0.014673705212771893,0.0006202324293553829,0.00015328293375205249,0.00018060773436445743,2.2927275495021604e-05,4.368909685581457e-06,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.161933252864401e-06,3.7854795209568692e-06,1.4918796296115033e-05,8.912826160667464e-06,2.638398655108176e-06,1.1915163611320168e-07,1.3050043889961671e-05,1.442983830202138e-06,1.8866793993765896e-07,4.5149772631702945e-07,6.486444448228212e-08,2.291021559130968e-07,1.5560776489564887e-07,1.4678457773698028e-06,1.2956324098922778e-05,0.00015830402844585478,0.04928598925471306,0.00440144632011652,0.002299712738022208,0.003966338466852903,0.09376288950443268,0.5447186231613159,0.20592567324638367,0.0208798348903656,0.03351275250315666,0.04869464784860611,0.004893112927675247,0.03663507476449013,0.023260146379470825,0.008173948153853416,0.0035880543291568756,0.0008746174862608314,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,2.1726300474256277e-05,1.8964297851198353e-05,7.668109560654557e-07,3.212751153114368e-06,4.850550183732594e-09,5.9489430270787125e-08,2.3485620204155566e-07,1.034049113002311e-08,7.194231557150488e-07,1.5185778465820476e-06,3.786338083955343e-06,4.5956244321132544e-07,1.7074269180739066e-06,2.5654469482105924e-07,2.4211085474235006e-06,7.96708081907127e-06,1.3849652304998017e-06,1.7891089783006464e-06,4.043963144795271e-06,4.537518634606386e-06,8.836350752972066e-05,0.0001593008346389979,0.0053961556404829025,0.016577662900090218,0.1498679518699646,0.6535157561302185,0.7798822522163391,0.7082210183143616,0.3237886428833008,0.010588962584733963,0.05315707251429558,0.012695959769189358,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,2.286291419295594e-05,8.273751882370561e-05,0.0002054324431810528,2.6023530153906904e-05,6.957409641472623e-05,1.0760088116512634e-05,2.181208856200101e-06,1.2837823533118353e-06,6.716998996125767e-06,9.389251545144361e-07,1.4754333506061812e-06,5.948459715909848e-07,1.0340831977373455e-06,6.086224402679363e-06,3.1825859991840844e-07,7.634988833160605e-06,0.0005158000276423991,0.00029765634099021554,0.007824898697435856,0.16897426545619965,0.1073506698012352,0.023134274408221245,0.003997205290943384,0.0061386339366436005,0.3372425436973572,0.20590876042842865,0.3160288333892822,0.1897938996553421,0.1758878380060196,0.24429383873939514,0.0420873686671257,0.09364722669124603,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.8027312762569636e-05,1.6912928913370706e-05,8.059418178163469e-06,3.469474904704839e-06,2.786063362236746e-07,1.6407695113684895e-07,1.3242828345028101e-07,7.735478902759496e-06,2.848042868208722e-06,8.899383487914747e-07,1.4645747796748765e-06,3.600754325816524e-07,2.950660700662411e-06,1.1463255759736057e-05,1.957024551302311e-06,1.965740239029401e-06,4.583094323606929e-06,2.643697030180192e-07,2.5434803774260217e-06,2.0418066924321465e-05,0.00031304251751862466,0.00021333395852707326,0.00039236358134076,0.00022914855799172074,0.0002986186882480979,5.015378337702714e-05,6.63915925542824e-05,5.54683938389644e-05,2.99878138321219e-05,1.4741223822056782e-05,1.910040282382397e-06,3.151041482851724e-06,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,4.0687764339963906e-06,8.69614177645417e-06,7.63546813686844e-06,1.495338779022859e-06,1.865074182205717e-06,2.9932873530924553e-06,5.989286364638247e-06,7.955104024404136e-07,1.8048943957182928e-06,4.107623681193218e-06,3.4915763080789475e-06,2.888952167268144e-06,2.788479378068587e-06,1.215232828144508e-06,3.5842454053636175e-06,8.094146323855966e-06,0.0007153738988563418,0.00012586779484990984,0.001394959632307291,0.013766489923000336,0.014187365770339966,0.01742776855826378,0.021412180736660957,0.01538856327533722,0.0005773513112217188,0.0006696247146464884,0.001341670984402299,0.0004088524146936834,0.0012187835527583957,0.01182649377733469,0.009782721288502216,0.06513523310422897,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,2.614381446619518e-05,6.513731932500377e-05,8.74254692462273e-05,3.69801236956846e-05,4.4846918171970174e-05,6.278401269810274e-05,6.907152055646293e-06,3.6141029795544455e-06,1.6954251123024733e-06,3.455779449268448e-07,4.429517957760254e-06,1.1344146741976147e-06,2.1264378347041202e-07,2.171887700797015e-07,1.1388516441002139e-06,4.041979991598055e-06,0.00021117283904459327,0.001321562216617167,0.00022659471142105758,0.0016224078135564923,0.01086073275655508,0.003939937334507704,0.016018331050872803,0.006230614613741636,0.4031131863594055,0.6615723371505737,0.790855348110199,0.4737248718738556,0.4200228750705719,0.5366852283477783,0.239661306142807,0.04978566989302635,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,5.0507323976489715e-06,2.6945444915327244e-06,1.538758283459174e-06,2.8819224553444656e-06,1.491457510383043e-06,3.0583803436456947e-06,2.816692301621515e-07,2.1869345800951123e-06,1.2882099326816387e-05,7.51904508433654e-06,1.9406737919780426e-05,1.817308111640159e-05,4.838499080506153e-06,7.813785487087443e-06,3.067989382543601e-05,1.2667795999732334e-05,7.329548679990694e-06,2.5775008907658048e-05,0.0005517890676856041,0.004400424659252167,0.23111389577388763,0.28868159651756287,0.2036837339401245,0.3999611735343933,0.2964939773082733,0.32047250866889954,0.31692495942115784,0.26777219772338867,0.27042827010154724,0.641660749912262,0.752300500869751,0.22260573506355286,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,6.857937364657118e-07,1.5484212099181605e-06,2.2322230961435707e-06,1.4070618590267259e-06,3.7627614801749587e-06,9.513969416730106e-06,3.7228558085189434e-06,6.495135494333226e-06,1.1700728919095127e-06,2.1130149434611667e-06,4.990665274817729e-06,5.994144430587767e-06,3.284457307017874e-06,1.8445580280967988e-06,8.931417028179567e-07,4.470174189918907e-06,3.9854934584582224e-05,1.921797957038507e-05,2.8109159757150337e-05,9.264580876333639e-05,6.745241989847273e-05,3.8760681491112337e-05,1.0213381756329909e-05,5.4891947911528405e-06,7.2975358307303395e-06,0.00012946125934831798,0.0004295729740988463,0.0031810582149773836,0.006768185179680586,0.015531799755990505,0.12034424394369125,0.20384156703948975,0.9786726832389832,0.9694126844406128
