Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,7.120680675143376e-05,6.0085762925154995e-06,4.601803993864451e-06,2.333244310648297e-06,2.3184247766039334e-07,1.5576207488265936e-06,2.4683060928509803e-06,8.353798079951957e-07,9.34514628170291e-06,1.4831946828053333e-05,2.3744860300212167e-05,2.1209174519754015e-05,2.5428826120332815e-05,7.361898951785406e-06,3.8098107324913144e-05,0.00010633851343300194,0.0023886747658252716,0.02640165202319622,0.01931222341954708,0.07622676342725754,0.13789039850234985,0.5316311120986938,0.29216453433036804,0.24339625239372253,0.7951530814170837,0.7488738894462585,0.7719020247459412,0.8331970572471619,0.18252746760845184,0.12278668582439423,0.04934721067547798,0.01900060474872589,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.7320465960656293e-06,9.505528737463464e-07,4.549628101813141e-06,5.5802274800953455e-06,1.5268318747985177e-05,3.330851086502662e-06,3.0124431305011967e-07,7.331580036407104e-07,3.9195921885948337e-07,1.8180987808591453e-06,7.91422189649893e-06,7.884113074396737e-06,2.2028605144441826e-06,6.305826445895946e-06,4.73194413643796e-05,6.855201354483142e-05,3.7919413443887606e-05,0.00013073442096356302,0.0003863002057187259,0.0004343049949966371,0.0006861836882308125,0.0002819196379277855,0.007924658246338367,0.003826082916930318,0.01761491224169731,0.0483802855014801,0.04924517869949341,0.03529615327715874,0.0974031314253807,0.21729308366775513,0.2471473515033722,0.47726258635520935,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.4948077478038613e-05,1.0273559382767417e-05,2.8599617508007213e-05,2.1151779947103932e-05,3.2103940611705184e-05,1.5362014892161824e-05,3.8678525015711784e-05,0.0004655237135011703,0.00011761947098420933,5.323049481376074e-05,2.1229105186648667e-05,0.00010249618935631588,3.4476033761166036e-05,1.4948505850043148e-05,0.00035649267374537885,0.0010127268033102155,0.0003097271255683154,6.116271833889186e-05,7.305747567443177e-05,0.00011830458242911845,0.00025254476349800825,2.3076139768818393e-05,1.5444444215972908e-05,1.5034553143777885e-05,1.6410381249443162e-06,2.50759080699936e-06,2.1002357243560255e-05,3.5687576200871263e-06,1.4126823089100071e-06,2.5608433134038933e-06,1.416693066857988e-05,8.524319127900526e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.9398657968849875e-06,2.444833626213949e-06,1.528286588836636e-06,9.081122698262334e-06,3.733349785761675e-06,7.67230085330084e-06,3.223032990717911e-06,1.1184950380993541e-05,3.883325462084031e-06,7.005505267443368e-06,3.3860251278383657e-06,3.0556536785297794e-06,6.228241545613855e-06,1.0345626151320175e-06,9.178770596918184e-06,0.0001584403362357989,0.00024968781508505344,0.006252342835068703,0.017221178859472275,0.0030340051744133234,0.025981666520237923,0.009771772660315037,0.0037963981740176678,0.005826159380376339,0.000568584306165576,0.00026769633404910564,9.206980757880956e-05,1.9706558305188082e-05,1.9749046259676106e-05,6.318878149613738e-06,1.5924662193356198e-06,2.4218066755565815e-05,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.262139903701609e-05,9.394359040015843e-06,2.9016905500611756e-06,4.779554956257925e-07,2.6935728669741366e-07,1.5253011724780663e-06,4.974293005943764e-06,2.0886585843982175e-05,3.3181281651195604e-06,2.497199602657929e-06,1.0644395160852582e-06,2.4937562557170168e-06,1.301844804402208e-06,8.643497722005122e-07,1.2738641999021638e-05,1.453310778742889e-05,4.430784429132473e-06,7.5576936069410294e-06,8.816224180918653e-06,1.7969132386497222e-05,9.924618643708527e-05,8.074208744801581e-05,0.00018370481848251075,0.00022568664280697703,0.00038361354381777346,7.277859549503773e-05,0.00011758343316614628,0.00016993129975162446,0.00038930922164581716,0.00251599564217031,0.002902489621192217,0.0035378856118768454,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.2192799658805598e-05,1.628042446100153e-05,1.3617786862596404e-05,8.658254046167713e-06,2.270593904540874e-05,2.003559347940609e-05,1.197912479256047e-05,0.0002345137036172673,9.983968629967421e-05,0.00043987322715111077,0.0004575803177431226,0.0013072724686935544,0.00037457296275533736,0.0002843749534804374,0.004602257627993822,0.019185340031981468,0.0012953939149156213,0.0021237460896372795,0.0009986107470467687,0.00039171447861008346,0.0004669601912610233,0.00016172084724530578,0.0001342034520348534,0.00024228091933764517,0.0008618769934400916,0.0008881837711669505,0.000920444552320987,0.001122881192713976,0.0009891348890960217,0.00029798541800118983,0.0009867169428616762,0.0001328012003796175,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,8.933963044910342e-07,3.316627953608986e-06,2.7752957976190373e-06,8.370141699742817e-07,1.1907793123100419e-05,2.1757823560619727e-05,4.021966333311866e-07,5.933732154517202e-06,4.310960775910644e-06,1.4983991150074871e-06,6.355325240292586e-06,1.7947035075849271e-06,1.536712517236083e-07,2.3531660531261878e-07,4.3249773540310343e-08,9.486922891710492e-08,2.519157078495482e-07,1.68885620155379e-07,7.584699687868124e-06,2.3943109681567876e-06,1.7193831354234135e-06,2.7119256174046313e-06,4.542460374068469e-06,5.30276383869932e-06,6.635891168116359e-06,4.333594006311614e-06,2.4784797005850123e-06,3.971599198848708e-06,1.3983583357912721e-06,1.0176820524065988e-06,5.788972430309514e-07,1.4165154880174669e-06,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.0001238081167684868,5.693426646757871e-05,6.184422818478197e-05,4.85503624076955e-05,1.3405066056293435e-05,1.7410811778972857e-05,3.690164885483682e-05,1.0505698810447939e-05,7.166027444327483e-06,5.849479293829063e-06,2.9958646337036043e-05,1.923267154779751e-05,1.4201987141859718e-05,1.1174365681654308e-05,2.56957791862078e-05,1.309570416196948e-05,5.150301149114966e-06,3.600206764531322e-05,2.333437805646099e-06,2.0149418560322374e-06,1.0503783869353356e-06,5.808045671074069e-07,2.4757023311394732e-06,1.0402666703157593e-05,6.705839950882364e-06,9.898167263600044e-06,1.136641003540717e-05,3.7108868127688766e-05,7.244753942359239e-05,1.7709659005049616e-05,2.8199408916407265e-05,3.292399560450576e-05,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.300846740079578e-06,1.7891270545078442e-06,7.911442594377149e-07,2.3383713596558664e-06,2.1043274500698317e-06,1.6819476513774134e-06,4.723028723674361e-06,1.643028917897027e-05,3.962297796533676e-06,1.2233803090566653e-06,1.9272999907116173e-06,2.885070102820464e-07,3.93189424130469e-07,1.2985375974494673e-07,2.7194565177524055e-07,1.7767867177553853e-07,3.3207238629984204e-06,8.571147986913275e-07,1.5352246691691107e-06,4.105302650714293e-06,4.481375071918592e-06,9.53406561166048e-06,1.4872518477204721e-05,9.311515896115452e-06,0.00029274093685671687,0.0002609114453662187,0.0002449076855555177,0.00011897725926246494,6.592163845198229e-05,3.5316603316459805e-05,7.73945648688823e-05,0.0005307625979185104,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,6.435590194087126e-07,7.522982627961028e-07,4.31945210266349e-07,1.3272081559989601e-05,1.793456817722472e-06,6.214409040694591e-07,1.5039606751088286e-06,3.44619394354595e-07,1.4001598174218088e-05,5.90130002819933e-06,4.578538209898397e-06,3.409487817407353e-06,5.553457867790712e-06,5.594059075519908e-06,1.4599376640944683e-07,2.2985490844007472e-08,1.5890317683897592e-07,3.6261857871977554e-07,2.794741078560037e-07,1.766431694250059e-07,1.3632720765599515e-06,1.5876821635174565e-06,3.5206551274313824e-06,3.5164655855624005e-05,2.5402936444152147e-05,8.310266275657341e-05,6.384879088727757e-05,1.704285568848718e-05,2.1008394469390623e-05,1.1326275853207335e-05,3.4223852708237246e-05,8.138869452523068e-05,3.727771627382026e-06,4.274486127542332e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,5.676734417647822e-06,2.2781852749176323e-05,5.1752114814007655e-05,5.9411770052975044e-05,2.304181907675229e-05,2.7067840164818335e-06,7.57066754886182e-06,7.561970505776117e-06,7.3582646109571215e-06,9.638533811084926e-07,8.280538850158337e-07,4.3052987166447565e-06,3.688163587867166e-07,1.4633462797064567e-06,1.3980446738059982e-06,1.9067828134211595e-06,4.2071642383234575e-06,1.1606721272983123e-05,5.786470137536526e-05,0.001005279365926981,0.0011227159993723035,0.00184842967428267,0.001979922177270055,0.004573581740260124,0.005762140266597271,0.006411423906683922,0.00405242620036006,0.0046318708918988705,0.0035155946388840675,0.0044519659131765366,0.0014110065530985594,0.0020238093566149473,0.001398396329022944,0.008005631156265736
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,1.5450868886546232e-06,1.8323111135032377e-06,1.2920629615109647e-06,1.5583813137709512e-06,1.1884952073160093e-05,1.1159453606524039e-05,0.00011164449097122997,4.9766673328122124e-05,0.00011554927914403379,2.298886829521507e-05,1.4498806194751523e-05,5.569888344325591e-06,1.1188572898390703e-05,1.108405467675766e-05,1.0058060979645234e-05,1.711435106699355e-05,2.8078555260435678e-05,2.893046803364996e-05,2.2390786398318596e-05,2.117832627845928e-05,2.1451511202030815e-05,6.755754839105066e-06,3.902643129549688e-06,3.212162710042321e-06,4.035290839965455e-05,2.741790194704663e-05,0.0018653112929314375,0.0020927328150719404,0.005666229873895645,0.0004955326439812779,0.000950160319916904,0.005563449580222368,0.0031918107997626066,0.006232523359358311
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,2.96637063001981e-05,1.883913228084566e-06,2.6857392185775097e-06,1.7169152215501526e-06,5.5697896641504485e-06,4.957228520652279e-05,7.747205927444156e-06,0.00018622871721163392,6.659208156634122e-05,3.714153353939764e-05,2.5716642994666472e-05,6.784632205381058e-06,5.261454134597443e-06,2.222467264800798e-05,0.0006324706482701004,5.6484597735106945e-05,1.7173249943880364e-05,9.159046021522954e-05,5.0336559070274234e-05,2.070887239824515e-05,0.00011683183402055874,0.00047267047921195626,0.0010476721217855811,0.0002939579717349261,0.0005898161325603724,0.0001276238908758387,0.0002578002167865634,0.00020191883959341794,0.0005152794765308499,0.0003541085170581937,0.0003010302025359124,0.0006003835005685687,0.0027119843289256096,0.004866722039878368
