Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,7.009032560745254e-05,2.6705049549491378e-06,1.5204190049189492e-06,8.75348803219822e-07,5.0688232278162104e-08,5.005776984035037e-07,4.754859048716753e-07,4.3703570895559096e-07,3.3662652185739717e-06,5.09873189002974e-06,6.407110959116835e-06,4.232746960042277e-06,4.896226528217085e-06,1.781273113010684e-06,9.892273737932555e-06,1.897414040286094e-05,0.0005015372880734503,0.013440066017210484,0.005629196297377348,0.0607844702899456,0.19520367681980133,0.593753457069397,0.3794615864753723,0.4096556007862091,0.9499210119247437,0.9421519041061401,0.9486367702484131,0.9434145092964172,0.05647065117955208,0.07225748896598816,0.022879717871546745,0.06733518093824387,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,9.946131740434794e-07,1.0620256034599151e-06,1.1156444998050574e-05,1.1919132703042123e-06,4.927308054902824e-06,1.2432369658199605e-06,1.5693930777160858e-07,2.6450396717336844e-07,4.5404422621686535e-07,2.380334308327292e-06,7.906400242063683e-06,4.574283138936153e-06,6.911764103278983e-07,2.8603326427401043e-06,2.0686551579274237e-05,2.0761190171469934e-05,1.786210668797139e-05,3.1760642741573974e-05,0.00014711904805153608,0.00025727221509441733,0.00012205125676700845,9.392714127898216e-05,0.002192639745771885,0.0012163885403424501,0.008886984549462795,0.02311781421303749,0.02547207847237587,0.017395518720149994,0.033372171223163605,0.13677513599395752,0.23795855045318604,0.25863924622535706,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,6.330628821160644e-06,4.393504696054151e-06,1.1977956091868691e-05,2.7062383196607698e-06,2.3735876766295405e-06,2.40001668316836e-06,6.664646207354963e-06,8.994198287837207e-05,1.198917470901506e-05,1.1033233931811992e-05,8.343447007064242e-06,2.34073813771829e-05,3.875829406752018e-06,1.4550381592925987e-06,7.104632095433772e-05,0.00013863533968105912,4.4107469875598326e-05,3.922868472727714e-06,6.366141406033421e-06,2.1601646949420683e-05,0.00020371435675770044,1.4149880371405743e-05,2.033378041232936e-05,1.1548853763088118e-05,7.175855444074841e-06,2.2246749722398818e-06,5.897282790101599e-06,3.765603651117999e-07,3.33578036304516e-08,1.397132649572086e-07,1.8624856465976336e-06,2.218782356067095e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.2076463917765068e-06,3.2651439596520504e-06,5.393913852458354e-06,2.170832203773898e-06,2.460390533087775e-06,7.7242975748959e-06,2.4723767637624405e-06,5.57938847123296e-06,3.2997204471030273e-06,4.906670710624894e-06,2.7495580070535652e-06,5.389395028032595e-07,2.5250233193219174e-06,6.473806593021436e-07,1.023801632982213e-05,3.0616429285146296e-05,1.4079559150559362e-05,0.000534422171767801,0.0016405768692493439,0.00028732026112265885,0.001857855822890997,0.0012434001546353102,0.0005241074250079691,0.0010061463108286262,1.3849698916601483e-05,8.75968089530943e-06,2.658188805071404e-06,6.785611503801192e-07,7.570318985017366e-07,2.9294005798874423e-07,1.1783425435396566e-07,9.712071005196776e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.3221854715084191e-05,1.1562206964299548e-05,2.970968580484623e-06,4.1473228407085116e-07,4.3484723732944985e-07,2.6120076199731557e-06,2.3551260710519273e-06,2.182023490604479e-05,2.6651384814613266e-06,2.0712132027256303e-06,9.133794947047136e-07,1.0663979992386885e-06,4.680524341438286e-07,1.7226230966116418e-06,2.5276363885495812e-05,2.273394784424454e-05,4.784362317877822e-06,1.2850286111643072e-05,2.2388236175174825e-05,5.00146925332956e-05,0.00021495010878425092,0.0003195021708961576,0.0007238471880555153,0.000363994506187737,0.002397115807980299,0.00010023979848483577,0.0001645029551582411,0.00028287232271395624,0.000629764108452946,0.01808694750070572,0.009529722854495049,0.021111732348799706,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,2.355933929720777e-06,9.855746611719951e-06,1.9146605154674035e-06,3.79200514544209e-07,2.079965724988142e-06,7.18821524969826e-07,1.4636997320849332e-06,2.1053665477666073e-05,1.530932422610931e-05,7.311985973501578e-05,0.00026661381707526743,0.00016634019266348332,3.214587923139334e-05,0.00017345168453175575,0.0007254088413901627,0.004776064306497574,0.0006333423079922795,0.0005973250372335315,0.00029904767870903015,0.00012266109115444124,0.0005621760501526296,0.00016317740664817393,8.780558709986508e-05,8.949472976382822e-05,0.0006628445698879659,0.00046948849922046065,0.000434900721302256,0.0006792715867049992,0.0003127200761809945,0.0001407097588526085,0.0003642283263616264,1.5624364095856436e-05,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.8135762022429844e-06,7.769052899675444e-06,3.2815694339660695e-06,9.91468368738424e-07,7.083001037244685e-06,4.230489594192477e-06,1.6032473126870173e-07,4.696712494478561e-06,1.9507087927195244e-05,2.553752210587845e-06,4.779541541211074e-06,5.066072503723262e-07,8.024972686371257e-08,1.3224196493411e-07,3.348421984128436e-08,1.389256993888921e-07,1.6828097670895659e-07,1.973787391307269e-07,1.9473056909191655e-06,3.1348490665550344e-06,6.358649216053891e-07,1.2880265103376587e-06,2.987644847962656e-06,2.9248483315313933e-06,5.210345534578664e-06,2.0697036688943626e-06,1.3854726148565533e-06,7.381256068583752e-07,5.983320079394616e-07,2.2680279698761296e-07,1.5147489307310025e-07,3.1375989806292637e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00015701701340731233,4.404853825690225e-05,2.234110979770776e-05,6.318469240795821e-05,5.184068868402392e-06,9.945420060830656e-06,3.295471105957404e-05,5.783956567029236e-06,2.819899691530736e-06,3.037592705368297e-06,4.412666748976335e-05,1.2068997421010863e-05,3.140301487292163e-06,3.3204678402398713e-06,3.3891265047714114e-05,5.477666945807869e-06,1.5535348211415112e-05,8.374766912311316e-05,8.154556780937128e-06,4.015798822365468e-06,8.884889211913105e-06,5.653528205584735e-06,1.506594071543077e-05,4.840806286665611e-05,1.101207726605935e-05,8.038538908294868e-06,1.6469138017782825e-06,1.5884219465078786e-05,1.5587698726449162e-05,3.822969574684976e-06,3.1545248475595145e-06,7.86786858952837e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.058553713548463e-06,1.5099953998287674e-06,3.0491779057228996e-07,4.5952208438393427e-07,6.093703177612042e-07,9.753273388923844e-07,3.1018444133223966e-06,1.345985037914943e-05,2.1051414478279185e-06,1.0356174016123987e-06,7.972632261044055e-07,3.029572610557807e-07,2.5807995029936137e-07,7.600330320656212e-08,3.282876832599868e-07,2.428447487545782e-07,2.699868673516903e-06,6.335662305900769e-07,1.0254000244458439e-06,3.886930699081859e-06,3.7898353184573352e-06,7.260343409143388e-06,6.023651621944737e-06,2.5747915515239583e-06,1.3936299183114897e-05,1.3499816304829437e-05,1.1714759239112027e-05,3.498183332339977e-06,2.018488885369152e-06,8.08893582870951e-06,9.825103006733116e-06,9.614899317966774e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.195573015091213e-07,7.309537863875448e-07,4.733751097774075e-07,2.004009911615867e-05,4.2124392507503217e-07,8.500153114709974e-08,1.5802797292963078e-07,1.7767516169442388e-07,4.638442987925373e-06,1.7023530745063908e-06,1.985078370125848e-06,3.302948471173295e-06,4.486904799705371e-06,5.281282028590795e-06,4.4571299895324046e-07,2.90746964282107e-08,5.859471343683254e-07,8.806636060398887e-07,5.351777758733078e-07,3.92035332197338e-07,1.922319825098384e-06,3.1197323551168665e-06,9.348889761895407e-06,0.00010916659084614366,3.428207492106594e-05,0.0001323125761700794,0.00012712710304185748,0.00010612782352836803,0.00017304005450569093,0.00010130682494491339,0.0003541784535627812,0.0004918192862533033,3.727771627382026e-06,4.274486127542332e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,3.3538472052896395e-06,1.2585291187861003e-05,1.7521859263069928e-05,2.8252170523046516e-05,6.8965714490332175e-06,1.6667205500198179e-06,3.550250312400749e-06,2.1205230495979777e-06,1.0847530802493566e-06,1.505532196688364e-07,7.182108419101496e-08,2.8655614414674346e-07,5.551704518325096e-08,1.433217988733304e-07,4.2658976440179686e-07,3.2043678288573574e-07,6.91414243192412e-07,1.7957552245206898e-06,1.6274800145765767e-05,0.0006356565863825381,0.0010084955720230937,0.001923715346492827,0.0009420373244211078,0.0012286347337067127,0.0014968917239457369,0.0009374049259349704,0.00035893081803806126,0.0004540288937278092,0.00034783355658873916,0.0005962778814136982,0.00010838534217327833,0.00020122123532928526,0.001398396329022944,0.008005631156265736
