explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,2.316272002644837e-05,3.175553331402625e-07,5.11894404553459e-06,2.2930557861400302e-06,2.4433096768916585e-05,1.2574918400787283e-05,1.3276986692289938e-06,1.1635260307230055e-05,6.206533271324588e-06,2.1871101125725545e-06,1.4474256886387593e-06,6.012526796439488e-07,1.6556406990275718e-05,5.1758947847702075e-06,1.3016374396102037e-06,3.3795761282817693e-06,6.662863597739488e-06,2.1455446130858036e-06,3.573533467715606e-05,0.00012079459702363238,2.286862400069367e-05,0.0002468314196448773,0.00042029382893815637,0.0014116179663687944,0.030890293419361115,0.0008922257111407816,0.0015543928602710366,0.0016969252610579133,0.0010494310408830643,5.145575414644554e-06,1.7367409554935875e-06,3.7696958088417887e-07,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.565840188457514e-06,3.8849762518111675e-07,9.515686087979702e-07,4.0149559936253354e-05,3.684820330818184e-05,4.449214429769199e-06,2.8795946036552778e-06,1.855209302448202e-05,1.4063097069083597e-06,5.2073964980081655e-06,9.240285180567298e-06,1.145311784966907e-06,1.6210441344810533e-06,7.015378741925815e-06,1.800799054763047e-06,1.9012877601198852e-06,2.5509796159894904e-06,8.088447430054657e-06,5.452418918139301e-06,8.940034604165703e-05,0.0008574500679969788,0.0026807929389178753,0.001279533957131207,0.0018721680389717221,0.00046084841596893966,0.9554261565208435,0.8477916717529297,0.2481434941291809,0.0813944861292839,0.023604901507496834,0.0005846158019267023,0.0004133360052946955,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,3.751618748992769e-07,3.199401987785677e-07,1.860593442870595e-06,2.0583772766258335e-06,2.241781203338178e-06,4.963013111591863e-07,1.372812403133139e-05,2.9060940960334847e-06,1.0495120932318969e-06,4.6390806573981536e-07,1.9568378206713533e-07,4.924009431306331e-07,2.885685432829632e-07,2.3327404505835148e-06,1.0516549991734792e-05,0.00010206596925854683,0.11638490855693817,0.04862453415989876,0.01940472424030304,0.04644037038087845,0.4352553188800812,0.8542079925537109,0.4769948422908783,0.33666715025901794,0.10971540957689285,0.03846661001443863,0.018863430246710777,0.07906950265169144,0.023464810103178024,0.006041812710464001,0.010179172269999981,0.005447209347039461,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.66139682278299e-06,3.6548642583511537e-06,9.59516626153345e-08,3.5364394079806516e-07,1.399410476388141e-09,1.1683737710654896e-07,1.1915032018805505e-06,4.2529148913672543e-07,5.71143459637824e-07,2.182705429731868e-06,2.547054464230314e-06,2.497295099601615e-07,1.0607635658743675e-06,6.231820748325845e-07,1.1519930467329687e-06,3.5504829156707274e-06,3.2897260098252445e-05,0.00012339864042587578,5.2162020438117906e-05,0.0005050687468610704,0.02639501728117466,0.1877182573080063,0.32350099086761475,0.27097219228744507,0.8870622515678406,0.9570657014846802,0.9583079218864441,0.8965317010879517,0.8112173676490784,0.40940845012664795,0.7574887871742249,0.778466522693634,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.7480415358004393e-06,6.44370520603843e-05,4.15363501815591e-05,1.065730884874938e-05,2.2522217477671802e-05,2.7015628347726306e-06,9.918182968249312e-07,3.0088671110206633e-07,6.748758551111678e-06,3.005519374710275e-06,1.5112603932720958e-06,2.007596549447044e-06,5.796825348625134e-07,7.974659297360631e-07,2.0851055637649551e-07,5.999021368552349e-07,3.607983671827242e-05,2.4232605937868357e-05,0.00011335504677845165,0.08741454780101776,0.02035852149128914,0.016838492825627327,0.016895629465579987,0.01059306226670742,0.05264509469270706,0.10498607903718948,0.0747511237859726,0.15901191532611847,0.11371183395385742,0.1954103261232376,0.15836843848228455,0.22642336785793304,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,8.786464604781941e-07,2.1126356841705274e-07,6.360682647255089e-08,1.8986071381732472e-07,6.4740666161355875e-09,3.8302765403841477e-08,1.0213847900786277e-07,6.916722554706212e-07,2.124316580420782e-07,1.7864543622181372e-07,4.760752858601336e-07,1.8680125890568888e-07,9.996950893764733e-07,3.7585543850582326e-06,5.247025001153816e-07,3.4914808111352613e-07,1.2830391824536491e-06,7.792285146024369e-07,9.343565352537553e-07,1.464637625758769e-05,6.9416355472640134e-06,2.365787986491341e-05,0.00011252593685640022,0.00014315542648546398,7.046552491374314e-05,9.117267836700194e-06,1.857421375461854e-05,2.8777656552847475e-05,3.0068365958868526e-05,8.69527502800338e-06,6.510533239634242e-06,2.015997961279936e-05,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.7389187380322255e-06,1.4158373232930899e-05,1.1686580364766996e-05,8.980544521364209e-07,2.097023752867244e-06,1.342781388302683e-06,4.326327598391799e-06,1.8439557152305497e-06,3.088584890065249e-06,9.448166565562133e-06,8.240230272349436e-06,5.520942977454979e-06,4.442540102900239e-06,3.5254568047093926e-06,6.354294782795478e-06,7.528928563260706e-06,0.0011228371877223253,0.00027072365628555417,0.011600954458117485,0.09125839918851852,0.13278812170028687,0.3067694306373596,0.103841632604599,0.16713224351406097,0.023605769500136375,0.027807030826807022,0.02756640501320362,0.006442277226597071,0.01833450049161911,0.13546612858772278,0.12647327780723572,0.36775660514831543,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.5977090015439899e-06,8.318927029904444e-06,5.563662853091955e-06,7.918816891105962e-07,1.2136542864027433e-06,5.273439001030056e-06,3.2017737794376444e-07,1.5922979912375013e-07,4.8307416733450737e-08,2.4495696138160383e-08,1.7331689150523744e-06,2.7043594741371635e-07,1.364762454159063e-07,3.683733496018249e-08,1.8176500304889487e-07,5.028467171541706e-07,0.00020308661623857915,0.001102269277907908,0.0010711470386013389,0.0024896098766475916,0.009457065723836422,0.024526340886950493,0.10654445737600327,0.09845085442066193,0.6662353277206421,0.7930780649185181,0.9228557348251343,0.7718275189399719,0.7412732243537903,0.8853477835655212,0.7056179046630859,0.4799259305000305,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,2.705135102587519e-07,5.554852577915881e-07,7.380858590977368e-08,1.8790557021475252e-07,2.898186153288407e-07,1.255124288945808e-06,1.6048810280722137e-08,8.511955229550949e-07,1.6330212019965984e-05,5.983610390103422e-05,5.212226460571401e-05,2.7850908736581914e-05,2.1564483176916838e-05,2.5714931325637735e-05,7.36025904188864e-05,6.97577852406539e-05,1.7071271940949373e-05,2.0805617168662138e-05,0.0009842024883255363,0.004921268206089735,0.27145734429359436,0.13640238344669342,0.05103360116481781,0.05117339640855789,0.12838460505008698,0.12931415438652039,0.08277478069067001,0.24497298896312714,0.4977210760116577,0.6598294973373413,0.7440037727355957,0.8037340641021729,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,4.2165166291852074e-07,1.6498421473443159e-06,2.5677302346593933e-06,2.1919233859080123e-06,7.860282494220883e-06,4.019709740532562e-05,1.2334752682363614e-05,1.855288428487256e-05,1.1425448747104383e-06,2.234706698800437e-06,7.771212949592154e-06,7.759947948215995e-06,3.6687163174065063e-06,8.601108675065916e-06,1.9471215182420565e-06,1.540821358503308e-05,0.00012011700891889632,0.00011254470882704481,0.0003800570557359606,0.000953050737734884,0.0004120244411751628,0.0003199178900104016,0.00021288734569679946,0.001039348659105599,0.0016984873218461871,0.012163911014795303,0.042712293565273285,0.11910957098007202,0.2094641625881195,0.24781930446624756,0.035496845841407776,0.05817973241209984,0.9786726832389832,0.9694126844406128
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,8.39503718452761e-06,1.8762347053780104e-06,4.942014584230492e-07,8.203297738873516e-07,1.2099100786144845e-05,3.344995036513865e-07,1.0306457909337041e-07,1.947079681485775e-06,4.276454092178028e-06,2.849059455911629e-06,6.443600000238803e-07,3.290387695642494e-08,6.808468100416576e-08,6.856157597212587e-08,7.592767587993876e-07,2.1972651609303284e-07,3.111291334789712e-06,6.9622510636691e-05,0.00014724679931532592,0.0006530557875521481,0.0009782169945538044,0.05287785083055496,0.2692987024784088,0.1966077983379364,0.9581210017204285,0.9519466161727905,0.8352734446525574,0.7539913058280945,0.8458527326583862,0.8484570384025574,0.40521755814552307,0.27207764983177185,0.080360047519207,0.7874895334243774
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,3.0294572752609383e-06,3.621364157879725e-06,5.435513230622746e-07,5.214186785451602e-06,0.00012970315583515912,0.00017020384257193655,3.4156455512857065e-05,1.8094027836923487e-05,0.00031357031548395753,1.9281702407170087e-05,8.190365770133212e-05,1.0802528777276166e-05,2.372798917349428e-05,1.8666702089831233e-05,1.4093683603277896e-05,0.000968614942394197,0.0010818110313266516,0.0005862346151843667,0.0038321285974234343,0.0029451551381498575,0.0019683842547237873,0.010549232363700867,0.022047504782676697,0.004158937372267246,0.012882934883236885,0.004441153258085251,0.0008705192012712359,0.0002951976202894002,0.00044349534437060356,0.001012976747006178,0.0008110779454000294,0.0010380976600572467,0.40789318084716797,0.4678117632865906
