explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,4.854654434893746e-06,2.6554002374723495e-07,4.494748736760812e-06,3.592895154724829e-06,1.330016675638035e-05,1.3268507245811634e-05,2.6851685106521472e-05,0.00010221917182207108,3.5785917134489864e-05,1.856147537182551e-05,1.9822105969069526e-05,1.916173641802743e-05,0.00016267962928395718,0.0001350948732579127,0.0003279698721598834,0.0007773629622533917,0.0005574907409027219,0.0007270887144841254,0.0071626645512878895,0.015637293457984924,0.003750105621293187,0.004384201020002365,0.03274204954504967,0.1619725525379181,0.9413802027702332,0.6701773405075073,0.830852210521698,0.7978918552398682,0.4577457308769226,0.08164697140455246,0.0046420893631875515,0.0012125573121011257,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.0479301383602433e-06,1.3812622228215332e-06,4.340139639680274e-06,1.5923986211419106e-05,1.1909988643310498e-05,4.473483386391308e-06,3.8987591324257664e-06,2.8566879336722195e-05,1.3353996109799482e-05,0.00017661759920883924,0.000543483067303896,0.00011763798829633743,2.5754376110853627e-05,6.938402657397091e-05,9.640865755500272e-05,0.00016172899631783366,0.0005323613295331597,0.0005618205759674311,0.0005251404363662004,0.012297837994992733,0.05530279129743576,0.05937506631016731,0.04624788090586662,0.20377154648303986,0.14208011329174042,0.994742751121521,0.9940465688705444,0.9887365698814392,0.9807416796684265,0.9770039916038513,0.938408613204956,0.9828124642372131,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,5.387174724091892e-07,1.0610066283334163e-06,4.021515906060813e-06,2.465914803906344e-06,4.659179467125796e-06,1.4702304724778514e-06,2.076413693430368e-06,3.4267804949195124e-06,1.3435200116873602e-06,1.104367470361467e-06,2.421897420390451e-07,2.8537903062897385e-07,5.474487920764659e-07,6.721044201185578e-07,4.787276338902302e-06,5.2095936553087085e-05,0.026963427662849426,0.009128985926508904,0.023430543020367622,0.06265886127948761,0.616197407245636,0.867569088935852,0.6935409903526306,0.7268152236938477,0.4980064630508423,0.2678629755973816,0.4970267117023468,0.6742146015167236,0.4587532579898834,0.17175661027431488,0.34426337480545044,0.20029880106449127,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.7274359151997487e-06,3.561160610843217e-06,2.0876598227914656e-06,3.7613954191328958e-06,6.709650790526211e-08,1.529907876829384e-06,6.220142950041918e-06,2.2274145976552973e-06,1.7266672784899129e-06,9.912116183841135e-06,2.543993468862027e-05,1.4920273088137037e-06,3.009535703313304e-06,1.3507518588085077e-06,2.2038557290215977e-06,8.104774678940885e-06,5.560146746574901e-05,0.0013224610593169928,0.0024432779755443335,0.024992702528834343,0.5707870721817017,0.7650394439697266,0.8784370422363281,0.8761253952980042,0.9281370043754578,0.9654150009155273,0.9738302826881409,0.9610016345977783,0.9341670274734497,0.9209808111190796,0.9697494506835938,0.9793682098388672,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.7438346680573886e-06,4.4365984649630263e-05,0.00010646768350852653,2.0211582523188554e-05,3.946686410927214e-05,1.042942312778905e-05,9.647893421060871e-06,7.2436323534930125e-06,8.739750774111599e-05,6.851518264738843e-05,1.7737740563461557e-05,3.5930158901464893e-06,7.491796054637234e-07,1.4474468343905755e-06,1.0338360425521387e-06,3.173629465891281e-06,0.00016092347505036741,0.0002144346508430317,0.0005614133551716805,0.04323522001504898,0.015000698156654835,0.02431667223572731,0.05809428542852402,0.07248302549123764,0.3468162417411804,0.34737104177474976,0.34779152274131775,0.6743186712265015,0.6115612983703613,0.7662932872772217,0.5233756899833679,0.708948016166687,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.8007752942139632e-06,4.1188513932866044e-07,2.469123501214199e-07,1.0171040685236221e-06,1.941031939622917e-07,2.4499672690581065e-07,1.9851469801324129e-07,7.471300023098593e-07,1.4539347148456727e-07,3.9393162865053455e-07,3.0669622219647863e-07,5.452475306810811e-07,1.8394933931631385e-06,2.7096230041934177e-06,1.1164471516167396e-06,3.963674828355579e-07,2.4928153834480327e-06,2.4839773686835542e-06,4.999846623832127e-06,2.7071620934293605e-05,2.7240141662332462e-06,1.1522431123012211e-05,4.974524199496955e-05,0.00010876147280214354,3.818135883193463e-05,2.8233209377503954e-05,7.084505341481417e-05,0.00010164559353142977,0.00029488548170775175,0.00048185279592871666,0.0015217033214867115,0.006344938650727272,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,4.055463705299189e-06,1.7522785128676333e-05,1.3474294974002987e-05,3.1333927381638205e-06,1.8857983377529308e-05,1.5791856640134938e-05,8.115075615933165e-06,1.825431718316395e-05,1.3979941286379471e-05,1.5480858564842492e-05,8.27174062578706e-06,1.6983248087854008e-06,2.134307806045399e-06,2.7948176466452423e-06,1.8656226529856212e-05,2.9837723559467122e-05,0.001984872156754136,0.002940058009698987,0.13045930862426758,0.37650826573371887,0.3811759948730469,0.6171118021011353,0.7451703548431396,0.9288777112960815,0.996588945388794,0.9982008934020996,0.9986945986747742,0.9957848191261292,0.9920504689216614,0.9905329942703247,0.9704617261886597,0.972510814666748,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.8415822751194355e-06,1.0723349078034516e-05,5.51820403416059e-06,1.7726283658703323e-06,2.2061296931497054e-06,1.085152143787127e-05,2.0917725578328827e-06,5.290561375659308e-07,3.3893118711603165e-07,1.5927547281080479e-07,3.2956249924609438e-06,6.847291160738678e-07,8.135647249218891e-07,2.3219912748118077e-07,6.72901478537824e-07,5.943227279203711e-07,0.00012804122525267303,0.0006203565280884504,0.0006115607102401555,0.005474084056913853,0.04676108434796333,0.11252328008413315,0.5506235957145691,0.6728001832962036,0.9694324731826782,0.9008281230926514,0.9372349381446838,0.9598508477210999,0.9655333757400513,0.9825626611709595,0.9420979619026184,0.9527126550674438,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.6161674188406323e-07,7.143338507376029e-07,1.406222764899212e-07,3.946065305626689e-07,1.2263859616723494e-06,9.278325705963653e-06,7.187734354374697e-07,4.776133664563531e-06,7.380977331195027e-05,0.00018738930521067232,7.976080087246373e-05,3.889811341650784e-05,1.610910112503916e-05,3.694913175422698e-05,4.4084266846766695e-05,0.00011133222869830206,4.9108060920843855e-05,2.7050809876527637e-05,0.000664608262013644,0.0016391676617786288,0.20733490586280823,0.20658862590789795,0.13322250545024872,0.10221391916275024,0.17760112881660461,0.1977662295103073,0.14597392082214355,0.308060884475708,0.4696485996246338,0.6000344157218933,0.6921960711479187,0.9717051386833191,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,4.246058722401358e-07,1.1516162885527592e-06,1.815909172364627e-06,1.3069100077700568e-06,4.0235845517599955e-06,3.206141627742909e-06,1.6089467180790962e-06,7.009343789832201e-06,7.268102990565239e-07,3.9792539041627606e-07,5.134178309162962e-07,6.125089839770226e-07,8.071357342487318e-07,3.3085789254982956e-06,9.191053891299816e-07,3.6456337966228602e-06,3.774964716285467e-05,0.00035130686592310667,0.0005392619641497731,0.0031335651874542236,0.0065273866057395935,0.007717430591583252,0.02058553136885166,0.09547531604766846,0.21527400612831116,0.6444520354270935,0.8649598360061646,0.8300046324729919,0.7994962334632874,0.7179086804389954,0.054887209087610245,0.03707711771130562,0.9786726832389832,0.9694126844406128
