explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,8.641423846711405e-06,2.7767990218308114e-07,5.357250756787835e-06,3.0129974675219273e-06,2.1631565687130205e-05,1.553794754727278e-05,7.5234438554616645e-06,4.7463050577789545e-05,1.8626567907631397e-05,8.22681795398239e-06,6.590708835574333e-06,4.035055098938756e-06,7.197885861387476e-05,4.0783914300845936e-05,3.56884665961843e-05,8.278068708023056e-05,8.898673695512116e-05,5.995181345497258e-05,0.0007066094549372792,0.0020809746347367764,0.00042584509355947375,0.0016222113044932485,0.005736021790653467,0.0255725234746933,0.5985966920852661,0.05878131464123726,0.13939785957336426,0.15223123133182526,0.05703070014715195,0.0008812023443169892,9.103423508349806e-05,2.2548858396476135e-05,0.5243114829063416,0.05738931894302368
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.518677547413972e-06,8.318119739669783e-07,2.520950602047378e-06,3.007379564223811e-05,2.4618240786367096e-05,4.871629698754987e-06,3.738536634045886e-06,2.9687640562769957e-05,4.355921191745438e-06,3.5348788514966145e-05,8.933460048865527e-05,1.2990523828193545e-05,7.187134997366229e-06,2.9434966563712806e-05,1.8776576325763017e-05,2.5047032977454364e-05,6.095070420997217e-05,0.00011764970986405388,9.279326332034543e-05,0.0023544449359178543,0.017901593819260597,0.02919803373515606,0.018294118344783783,0.034204497933387756,0.013732791878283024,0.9923031330108643,0.9922361969947815,0.9856123924255371,0.9727092981338501,0.9070839285850525,0.42394962906837463,0.6142441034317017,0.9257234930992126,0.8719348311424255
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,4.7449569251512003e-07,6.590103112102952e-07,3.091546432187897e-06,2.377241344220238e-06,3.7304564557416597e-06,8.340781505467021e-07,7.762803761579562e-06,3.86845340472064e-06,1.1635322607617127e-06,6.419910505428561e-07,1.8020836023424636e-07,3.5370496220821224e-07,3.331304867515428e-07,1.4192366961651715e-06,9.306464562541805e-06,0.00012083922774763778,0.16968248784542084,0.06287539005279541,0.046857383102178574,0.10747141391038895,0.7139115929603577,0.8803502321243286,0.6221691370010376,0.5453047156333923,0.2170293927192688,0.07403022050857544,0.0906098484992981,0.3151237666606903,0.14525316655635834,0.021781768649816513,0.05810109153389931,0.03534545376896858,0.30681535601615906,0.3140052258968353
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.7513261809654068e-06,3.771533329199883e-06,5.9078251979372e-07,1.2673200444623944e-06,6.8293055655033186e-09,4.230055878906569e-07,3.2274249406327726e-06,1.0005427384385257e-06,1.0728329016274074e-06,5.6656567721802276e-06,1.0646468581398949e-05,6.585669325431809e-07,2.100281562888995e-06,9.968625818146393e-07,1.7618930314711179e-06,6.345033398247324e-06,5.731700730393641e-05,0.0007212432101368904,0.0007002644706517458,0.008582313545048237,0.37162816524505615,0.7478957176208496,0.8495935201644897,0.840949296951294,0.9509981274604797,0.9768325090408325,0.9807989597320557,0.9656608700752258,0.9406118392944336,0.9157897233963013,0.9698946475982666,0.9658221006393433,0.9862262606620789,0.9731510877609253
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.7552588310063584e-06,5.339485142030753e-05,8.00366178737022e-05,1.7200773072545417e-05,3.736889630090445e-05,6.661116913164733e-06,4.110986992600374e-06,1.758745156621444e-06,3.310186366434209e-05,1.740364132274408e-05,5.8653304222389124e-06,2.955147920147283e-06,6.493951332231518e-07,1.0798679568324587e-06,4.018242805159389e-07,1.397750338583137e-06,0.00011936149530811235,0.00011347274266881868,0.00041195173980668187,0.05034533515572548,0.013917860575020313,0.019414547830820084,0.05264316871762276,0.04263806715607643,0.14731676876544952,0.20086005330085754,0.18180657923221588,0.4335671365261078,0.34254947304725647,0.5515154600143433,0.3424152731895447,0.5120986700057983,0.8410796523094177,0.8860512971878052
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.4302371482699527e-06,3.199293132638559e-07,1.359076833296058e-07,4.7229781330315745e-07,2.950407385071685e-08,7.905983068212663e-08,1.1074066463834242e-07,6.805386760788679e-07,1.510508269575439e-07,2.358536761448704e-07,3.636731662481907e-07,2.7782132860920683e-07,1.3309289670360158e-06,3.631091885836213e-06,7.467990599252516e-07,3.575421771984111e-07,1.973667394850054e-06,1.3435758319246816e-06,1.8992893728864146e-06,2.2969941710471176e-05,1.7894503798743244e-06,7.343812285398599e-06,3.519628808135167e-05,9.227071132045239e-05,2.0936109649483114e-05,4.398555120133096e-06,1.0461148121976294e-05,1.6060041161836125e-05,3.3679723856039345e-05,4.856119630858302e-05,0.00010883340291911736,0.0004989057779312134,0.004398103803396225,0.039055902510881424
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.640024033302325e-06,1.691079160082154e-05,1.3752142876910511e-05,2.0286131530156126e-06,9.054102520167362e-06,5.7498368732922245e-06,7.835142241674475e-06,7.674364496779162e-06,8.12717462395085e-06,1.6868227248778567e-05,9.970119208446704e-06,3.6003630157210864e-06,3.5889920582121704e-06,3.6052415453013964e-06,1.290893033001339e-05,1.8990285752806813e-05,0.00264913821592927,0.0014018481597304344,0.08835618197917938,0.3806072473526001,0.4517662823200226,0.7180365920066833,0.6308732628822327,0.8224315643310547,0.9319777488708496,0.9534148573875427,0.9561535716056824,0.8132837414741516,0.8586939573287964,0.9475176930427551,0.8971284031867981,0.9511118531227112,0.8361400961875916,0.9983490705490112
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.7519405446364544e-06,1.0036254025180824e-05,5.642623364110477e-06,1.315615804742265e-06,1.8207049379270757e-06,8.972526302386541e-06,1.0652545370248845e-06,3.209920294011681e-07,1.3594980430298165e-07,5.785507539712853e-08,2.7408907499193447e-06,4.2838513536480605e-07,3.226765556973987e-07,6.645522887538391e-08,2.5623782562433917e-07,4.936423465551343e-07,0.00026189206982962787,0.0016056201420724392,0.0014404772082343698,0.006658793892711401,0.045034389942884445,0.12604635953903198,0.5333980321884155,0.6251353621482849,0.9717017412185669,0.975354790687561,0.9865607023239136,0.9787256717681885,0.9715832471847534,0.9863297343254089,0.9613373875617981,0.9582589864730835,0.18634428083896637,0.9790036082267761
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.2324072662959225e-07,6.576881332875928e-07,1.1336106808812474e-07,3.051015085020481e-07,7.452622412529308e-07,4.809645361092407e-06,1.88770528097848e-07,2.663374971234589e-06,4.7560071834595874e-05,0.00014401924272533506,7.887535321060568e-05,4.006230301456526e-05,2.0748157112393528e-05,3.5288532671984285e-05,6.14007658441551e-05,0.00010645633301464841,3.737059159902856e-05,2.654015588632319e-05,0.0009203431545756757,0.002827830845490098,0.2923927903175354,0.16603820025920868,0.08993098884820938,0.07320879399776459,0.14418277144432068,0.14496909081935883,0.11709161102771759,0.2813844084739685,0.4919007122516632,0.6404944062232971,0.7134072780609131,0.9638336896896362,0.9998624324798584,0.9994575381278992
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,4.2598119875947305e-07,1.3183357623347547e-06,2.105315616063308e-06,1.650469812375377e-06,5.693786988558713e-06,9.40925474424148e-06,3.907480731868418e-06,1.183539006888168e-05,8.570497698201507e-07,8.852476867104997e-07,1.804323801479768e-06,2.10405210054887e-06,1.692152864052332e-06,5.867131676495774e-06,1.3241469787317328e-06,8.227416401496157e-06,9.436743130208924e-05,0.0002910056500695646,0.000741490803193301,0.003175137098878622,0.0036270134150981903,0.00360851944424212,0.0062570394948124886,0.03212492913007736,0.07416640222072601,0.396295428276062,0.7084769606590271,0.7688055634498596,0.7445390820503235,0.6698229908943176,0.040050163865089417,0.04179440066218376,0.9786726832389832,0.9694126844406128
