explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,7.783884939271957e-05,1.1398267815820873e-05,1.6542775483685546e-05,2.341645540582249e-06,7.856763772906561e-07,8.017824256967288e-06,2.417109953967156e-06,2.3782208700140473e-06,1.5665479224935552e-07,4.589549462252762e-06,0.0005240781465545297,0.000951527850702405,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,9.490458978689276e-06,3.109524186584167e-05,0.00014071348414290696,6.515358836622909e-05,1.8982920664711855e-05,4.887563773081638e-05,3.1140232749748975e-05,0.00015242760127875954,0.00028632202884182334,0.0023264370393007994,0.0068730139173567295,0.010989288799464703,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.00014562593423761427,0.0002278961765114218,0.0003313322667963803,0.0011008047731593251,0.003642075229436159,0.0026133100036531687,0.0004879710904788226,0.0049525354988873005,0.0010253958171233535,0.009677241556346416,0.0007525132386945188,0.0008847562712617218,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,9.942409633367788e-06,2.6819065169547684e-05,0.00010331934754503891,0.0007886618841439486,0.0005011605680920184,0.001007536193355918,0.0024019719567149878,6.349847535602748e-05,4.8266654630424455e-05,1.0815359928528778e-05,1.0119475518877152e-05,7.43902660360618e-07,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00011832080053864047,0.00011327246465953067,0.00045571508235298097,0.00014151129289530218,0.00017605787434149534,7.07103026797995e-05,0.00029657018603757024,0.0007783023174852133,0.002650395967066288,0.005627261940389872,0.013131646439433098,0.029228124767541885,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,3.4389584470773116e-05,3.254201510571875e-05,0.00016841216711327434,0.0005113092483952641,0.0005638691363856196,0.0007324288017116487,0.00015268148854374886,0.0010407344670966268,0.005203183740377426,0.0029812997672706842,0.03479932248592377,0.0035356178414076567,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.3983378671109676e-05,5.5513492043246515e-06,1.6554869944229722e-05,3.659027424873784e-05,4.005807568319142e-05,1.611934067113907e-06,2.5090358235502208e-08,3.1415456192007696e-07,1.5176921806414612e-05,0.00012013370724162087,6.2472331592289265e-06,8.84230502151695e-08,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,3.036895031982567e-05,6.392216891981661e-05,0.0001478467311244458,0.00034412977402098477,0.0002579976280685514,0.00013798048894386739,0.00021044960885774344,0.00031419741571880877,8.401272498304024e-05,0.0011442454997450113,1.1532681583048543e-06,0.00010421028855489567,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.2994508324482013e-05,3.774478318518959e-05,5.616534690489061e-05,5.0479549827286974e-05,0.0001355449785478413,0.0001774542615748942,0.01241255272179842,0.0032230454962700605,0.043822094798088074,0.7775401473045349,0.3509567081928253,0.007443156559020281,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.00017596030374988914,0.0010116971097886562,0.00046932659461162984,0.00048231755499728024,0.0005455244681797922,0.000830412725917995,0.0009793704375624657,0.0003999347682110965,0.0008035628125071526,0.0018335259519517422,0.00020198689890094101,0.0015814792132005095,0.100090391933918,0.14716646075248718
