explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,6.511199899250641e-05,3.340291186759714e-06,1.1462283509899862e-05,4.188835873719654e-07,1.0728043520202846e-07,4.169191470282385e-06,7.687300467296154e-07,7.140952789086441e-07,1.7788705619636858e-08,4.217308173792844e-07,6.862256122985855e-05,6.9122135755606e-05,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.3348852664639708e-06,1.763586260494776e-05,0.00011999323760392144,4.2923657019855455e-05,6.286243660724722e-06,1.8229662600788288e-05,1.2636348401429132e-05,6.851437501609325e-05,0.0001498296915087849,0.001671427395194769,0.0057894522324204445,0.008943314664065838,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.00013370842498261482,0.00017831053992267698,0.00032268569339066744,0.0010557560017332435,0.0032721562311053276,0.0009518077713437378,0.0001533100730739534,0.0019258653046563268,0.00036605249624699354,0.004083591513335705,0.00017611416114959866,0.00018678823835216463,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,5.210423751123017e-06,1.3912475878896657e-05,9.319670061813667e-05,0.001042632618919015,0.0004228925390634686,0.0009590293630026281,0.0015704864636063576,1.2474507457227446e-05,8.166611223714426e-06,1.046920488079195e-06,7.386436777778727e-07,2.66850292973686e-08,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00016602492542006075,6.803205178584903e-05,0.00047553511103615165,8.173634705599397e-05,3.821503560175188e-05,1.596197580511216e-05,9.394298831466585e-05,0.00027306011179462075,0.00034306131419725716,0.0004878532490693033,0.0009341045515611768,0.0029162189457565546,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.035167381109204e-05,2.050093826255761e-05,0.00013522164954338223,0.00045332382433116436,0.0004052144067827612,0.0004098267527297139,4.8236906877718866e-05,0.000271328171947971,0.0016052384162321687,0.0002737225731834769,0.011460426263511181,0.000818733882624656,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.2279271686566062e-05,9.986878239942598e-07,4.849841388931964e-06,4.855807674175594e-06,1.4370108146977145e-05,2.179346552111383e-07,2.1446328046792473e-10,4.71671635082771e-09,2.914143124144175e-06,3.266739804530516e-05,5.266966809358564e-07,7.006072166859667e-09,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.8062857634504326e-05,1.9504512238199823e-05,0.00010261232091579586,0.0002782569208648056,0.00018459526472724974,4.444798832992092e-05,7.392372208414599e-05,9.916252020047978e-05,1.4807721527176909e-05,0.00026909876032732427,1.6411080139278056e-07,3.3606986107770354e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,8.156459443853237e-06,2.833353755704593e-05,4.884413647232577e-05,4.559489752864465e-05,0.00012596574379131198,0.00010741087317001075,0.00925743393599987,0.0009278565412387252,0.009644617326557636,0.2873161733150482,0.009041891433298588,0.00027761884848587215,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,7.145653216866776e-05,0.0009259477956220508,0.00030097365379333496,0.0002448841987643391,0.00027446719468571246,0.0002625917550176382,0.00039792025927454233,6.867305637570098e-05,4.817942317458801e-05,9.202783257933334e-05,4.463927780307131e-06,0.0001415135047864169,0.100090391933918,0.14716646075248718
