explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,3.962646587751806e-05,3.315700087114237e-05,2.4214816221501678e-05,4.087782872375101e-05,3.175929668941535e-05,2.818541724991519e-05,0.00013524439418688416,0.00014791615831200033,0.0003691449819598347,0.0018178039463236928,0.005027248989790678,0.02729170024394989,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.66891072189901e-05,6.920030864421278e-05,0.00010691575880628079,0.00010384717461420223,0.00017838417261373252,0.0004111675079911947,0.0004085579130332917,0.0008006193675100803,0.00042717179167084396,0.0012152009876444936,0.0012228806735947728,0.01569759100675583,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,4.7104931581998244e-05,4.6119159378577024e-05,7.611411274410784e-05,0.00019282138964626938,0.0007931612199172378,0.0025588234420865774,0.0015550004318356514,0.004641527775675058,0.018563581630587578,0.02121635153889656,0.056717872619628906,0.053227853029966354,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,3.302280674688518e-05,3.26267363561783e-05,4.702700607595034e-05,3.468101203907281e-05,4.318747960496694e-05,7.470067794201896e-05,2.5852730686892755e-05,4.947968045598827e-05,0.00012221017095725983,0.0006124734063632786,0.0031947821844369173,0.0701054036617279,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,2.666676118678879e-05,0.00011354129674145952,0.00014553408254869282,0.0001811234833439812,0.0003892989770974964,0.0012444959720596671,0.0019240849651396275,0.004289799835532904,0.06702808290719986,0.3187035322189331,0.3785424530506134,0.5760153532028198,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,7.320918666664511e-05,7.911486318334937e-05,0.00018550149980001152,0.00039344895048998296,0.000641804828774184,0.001033030217513442,0.00223390175960958,0.002757804002612829,0.00881168246269226,0.006497954949736595,0.009067608043551445,0.014276472851634026,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.588351682992652e-05,5.0563896365929395e-05,5.770130155724473e-05,0.00014945458678994328,7.936009205877781e-05,7.381760951830074e-05,0.0003863215388264507,0.0009417252149432898,0.0007072102162055671,0.0011532711796462536,0.002209436148405075,0.0026651890948414803,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,9.844305895967409e-05,0.00010382085019955412,0.00024349936575163156,0.0002766165998764336,0.000264108763076365,0.0007385573699139059,0.00097020308021456,0.002609238028526306,0.0013865529326722026,0.0010721322614699602,0.0022243934217840433,0.0051011331379413605,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.6376756320823915e-05,5.38798158231657e-05,5.275351577438414e-05,5.228331792750396e-05,0.000132686851429753,0.0003696678322739899,0.0044671217910945415,0.002636549063026905,0.014345793053507805,0.04330778494477272,0.10509705543518066,0.4948021173477173,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.00021980727615300566,0.0006831827340647578,0.0006616903701797128,0.0012961634201928973,0.001904969452880323,0.008511066436767578,0.007450959179550409,0.027314992621541023,0.05096779763698578,0.06685831397771835,0.02427988313138485,0.04848601669073105,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,7.972648018039763e-05,0.00019033486023545265,0.00039617682341486216,0.0005594523390755057,0.0006627279799431562,0.0007948977290652692,0.0009985034121200442,0.0033827319275587797,0.00785348191857338,0.011540950275957584,0.02378997579216957,0.025330133736133575,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,6.482520984718576e-05,0.00011737878230633214,0.00019351643277332187,0.00034058824530802667,0.0005493825883604586,0.001077143708243966,0.0013917844044044614,0.005161777138710022,0.012920103035867214,0.049866870045661926,0.09062380343675613,0.22924678027629852,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,4.060460196342319e-05,5.3368665248854086e-05,8.865235577104613e-05,0.0001802113256417215,0.00016955241153482348,0.0016402443870902061,0.0014290668768808246,0.0014961444539949298,0.003230790141969919,0.00899532437324524,0.008921862579882145,0.021634051576256752,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,3.178927727276459e-05,6.266390846576542e-05,7.331030792556703e-05,6.78905489621684e-05,8.933828212320805e-05,0.00015330671158153564,0.000629172776825726,0.0020068762823939323,0.005759839434176683,0.010314472019672394,0.01264123059809208,0.010842901654541492,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,2.944194602605421e-05,8.91830277396366e-05,0.0002357188204769045,0.0004429136752150953,0.0005005787825211883,0.0003740241227205843,0.000277663697488606,0.0002941017155535519,0.000163762248121202,0.00017615253455005586,0.0003664643445517868,0.0006018129060976207,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,3.066820863750763e-05,9.782914276001975e-05,0.0002730755659285933,0.0005388865829445422,0.0007747338968329132,0.0006341100670397282,0.0008655287674628198,0.0010000655893236399,0.0007956522749736905,0.0014820074429735541,0.005141424015164375,0.008314209058880806,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,9.4736555183772e-05,0.00024954360560514033,0.00031161148217506707,0.00046859364374540746,0.0008051988552324474,0.0008995819371193647,0.001219768775627017,0.008696462027728558,0.00962110422551632,0.09226060658693314,0.24450714886188507,0.2898665964603424,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,7.826698856661096e-05,4.3512831325642765e-05,0.00010119270882569253,0.00011545173765625805,0.00015753180196043104,0.00021134180133230984,0.00044656943646259606,0.0024348266888409853,0.009592601098120213,0.013305018655955791,0.013632867485284805,0.03515419736504555,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,7.015607843641192e-05,0.00038627677713520825,0.0007035284070298076,0.0004424215294420719,0.0007550521986559033,0.002051072893664241,0.005310487002134323,0.04118311405181885,0.07225513458251953,0.17109814286231995,0.15606369078159332,0.4371485412120819,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,9.595956362318248e-05,0.0003258963115513325,0.00031230098102241755,0.0005439711967483163,0.0014543775469064713,0.0027961749583482742,0.0035402444191277027,0.002786989090964198,0.0032059447839856148,0.004420246928930283,0.018416637554764748,0.06435804069042206,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,3.1410152587341145e-05,4.441502460394986e-05,4.916232865070924e-05,4.497312329476699e-05,9.286389831686392e-05,9.25968197407201e-05,0.00010284716699970886,0.0002005696587730199,0.00019663387502077967,0.00029427336994558573,0.000407866871682927,0.0003812942886725068,0.0006663365056738257,0.011069848202168941
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,1.0371004464104772e-05,3.0466486350633204e-05,3.5469663998810574e-05,3.1900566682452336e-05,6.375918019330129e-05,7.498759805457667e-05,6.1774582718499e-05,8.589330536779016e-05,8.482632256345823e-05,0.00020793580915778875,0.0001813441194826737,0.00015044921019580215,0.00028046747320331633,0.00044431298738345504
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,3.598399052862078e-05,0.0004759470175486058,0.00022221678227651864,0.0005065418663434684,0.0010334898252040148,0.002172677079215646,0.0015766663709655404,0.017889972776174545,0.015708597376942635,0.02092083729803562,0.08158054202795029,0.0793462023139,0.3540010154247284,0.7835427522659302
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,6.8151671257510316e-06,1.64702159963781e-05,7.904154699645005e-06,9.547305126034189e-06,1.2470166439015884e-05,1.642559072934091e-05,1.7425960322725587e-05,5.5900814913911745e-05,7.166799332480878e-05,0.00018993763660546392,0.0001267484185518697,0.0002499843540135771,0.00014298834139481187,0.00023876610794104636
