explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,6.939221930224448e-05,5.341308678907808e-06,1.2999495083931834e-05,7.502835046580003e-07,2.0778881548721984e-07,5.141935616848059e-06,1.08385074781836e-06,1.0271701285091694e-06,3.3910350083488083e-08,8.58289070038154e-07,0.0001290827349293977,0.00015237359912134707,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.7453473851201124e-06,2.1445406673592515e-05,0.0001274579408345744,4.939377322443761e-05,9.031326044350863e-06,2.4941706215031445e-05,1.663612601987552e-05,8.730719855520874e-05,0.00018189057300332934,0.0018373958300799131,0.0060791815631091595,0.009471326135098934,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.00013878170284442604,0.00020519322424661368,0.0003385159943718463,0.001103945542126894,0.0034512062557041645,0.0013419205788522959,0.00022125440591480583,0.0026575326919555664,0.0004995694616809487,0.005306069273501635,0.0002700066543184221,0.00029503495898097754,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,6.438968739530537e-06,1.7831011064117774e-05,9.84969301498495e-05,0.0010461267083883286,0.00048583466559648514,0.0010362493339926004,0.0019056397723034024,2.0275305359973572e-05,1.4188982277119067e-05,1.9220517515350366e-06,1.6688360346961417e-06,7.069865404218945e-08,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00015058448479976505,8.199997682822868e-05,0.0004789014346897602,0.0001000406700768508,6.599132029805332e-05,2.6084499040734954e-05,0.00013682858843822032,0.00038783939089626074,0.0006984324427321553,0.0011457422515377402,0.0023898789659142494,0.006525450851768255,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.4087459678412415e-05,2.3835002139094286e-05,0.00014622478920500726,0.00047477835323661566,0.0004551732272375375,0.0005013306508772075,6.921271415194497e-05,0.0004165660066064447,0.002332924399524927,0.000575593498069793,0.016141433268785477,0.0012491687666624784,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.7880047380458564e-05,1.8207922494184459e-06,7.583192655147286e-06,1.0046793249784969e-05,2.0763500288012438e-05,4.179409529569966e-07,9.041009607635431e-10,1.7894400627938012e-08,4.813826762983808e-06,4.7706176701467484e-05,1.0578542060102336e-06,1.354095768846264e-08,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,2.1358591766329482e-05,3.1593310268362984e-05,0.00011673068365780637,0.000303532462567091,0.00020835975010413677,6.556321022799239e-05,0.00010583015682641417,0.00014562412980012596,2.5701925551402383e-05,0.00041606335435062647,2.5974426876018697e-07,4.5022119593340904e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,9.75493821897544e-06,3.13511882268358e-05,5.1646264182636514e-05,4.7371686378028244e-05,0.00012954819248989224,0.00012821381096728146,0.01073323655873537,0.0015204108785837889,0.01621835120022297,0.4946826696395874,0.028167862445116043,0.0006664484390057623,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.00010452210699440911,0.0009683393291197717,0.00035617288085632026,0.00031155755277723074,0.0003474329714663327,0.0003835962270386517,0.0005320699419826269,0.00012054164835717529,0.00011799696949310601,0.00023147113097365946,1.4341658243210986e-05,0.00029079781961627305,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,1.2377037819533143e-05,1.8200435079052113e-05,8.87410351424478e-05,0.00011134566011605784,0.0005331141874194145,0.0018654547166079283,0.020356418564915657,0.009099962189793587,0.0012515147682279348,3.1397907150676474e-05,0.00022571159934159368,8.216840797103941e-05,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,1.663630513348835e-07,5.673782652593218e-05,0.001066005090251565,0.00018132173863705248,4.009878102806397e-05,4.499965871218592e-05,3.6539422580972314e-05,1.5999858078430407e-05,1.5344334315159358e-05,5.07435979670845e-05,0.0001817509764805436,0.0005119979032315314,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,4.705835090135224e-05,5.5757573136361316e-05,3.0207365853129886e-05,2.2736752725904807e-05,6.934872089914279e-06,5.259162207948975e-06,1.8389202523394488e-05,6.233444582903758e-05,0.0001929498976096511,0.0009819518309086561,0.00013544388639274985,3.34793776346487e-06,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.6241098137470544e-06,1.1638763680821285e-05,7.940859359223396e-05,0.00014972433564253151,0.000574885169044137,0.0007455093436874449,1.3744691386818886e-05,0.00010526472033234313,0.00020302370830904692,5.392317234509392e-06,7.82261508902593e-07,2.425872196454293e-07,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,9.400408998772036e-06,6.8328108682180755e-06,0.0004115236515644938,0.0016606136923655868,6.946185021661222e-05,0.0018792999908328056,0.05567256733775139,0.04853198304772377,0.18037432432174683,0.7887219190597534,0.9691106081008911,0.7475436925888062,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,5.471132681122981e-06,7.259184258145979e-07,0.00014750438276678324,4.0867751522455364e-05,5.3493266705118e-07,5.5126297411334235e-06,3.2214993552770466e-05,1.1471161087683868e-05,1.315863300987985e-05,0.0031578352209180593,0.0023009164724498987,0.0002944455191027373,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,6.980743637541309e-05,9.288978617405519e-05,0.0008435753406956792,0.0009767295559868217,0.0020066273864358664,0.00010970036237267777,9.964031778508797e-05,2.0658139874285553e-06,5.662103603754076e-07,3.515160926781391e-07,3.7247232853587775e-08,1.1273976951997611e-07,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,7.983581440385024e-07,1.5139973584155086e-05,8.140807767631486e-05,1.605570469109807e-05,1.6277354006888345e-05,0.00016769100329838693,0.0013820643071085215,0.0003963158233091235,0.0031324911396950483,0.0008963527507148683,0.008930543437600136,0.007047161925584078,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,3.3863436783576617e-06,3.2378443393099587e-06,6.828008918091655e-05,0.00011428294965298846,7.211212505353615e-05,0.00015784389688633382,0.0001533455797471106,0.00011685588106047362,3.9600799937034026e-05,0.019293876364827156,0.010389188304543495,0.048121728003025055,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,3.2281318453897256e-06,0.02204151451587677,0.015501708723604679,0.02278377115726471,0.01568550430238247,0.008417828008532524,0.006891934666782618,0.00040167284896597266,5.3246425522957e-05,0.00043026977800764143,0.000528578704688698,0.0003062730538658798,0.06934917718172073,0.08784747868776321
